actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
448,PT08M53.00S,2021-04-20T01:11:56.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628972,7.966491458607096,53.01011029411765,1610612741,75,82,2021-04-20T01:16:54Z,4400000,-15.0,22.0,1,left,T. Brown Jr. cutting Layup (4 PTS) (T. Satoransky 4 AST),"[1628972, 203107]",1610612741.0,CHI,cutting,,,Brown Jr.,T. Brown Jr.,,,,,,,2.7,Made,,,,,4.0,T. Satoransky,203107.0,4.0,,,,,,,,,
450,PT08M53.00S,2021-04-20T01:12:02.4Z,4,REGULAR,violation,defensive goaltending,[],1629641,,,1610612741,75,82,2021-04-20T01:12:35Z,4420000,,,0,,R. Langford defensive goaltending VIOLATION,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,1627534.0,,,,,,,,,,,,,,,,,,,,
453,PT08M42.00S,2021-04-20T01:12:21.8Z,4,REGULAR,3pt,Jump Shot,[],1629682,79.05716162943496,93.2061887254902,1610612738,78,82,2021-04-20T01:18:07Z,4430000,216.0,144.0,1,right,T. Waters 25' 3PT pullup (7 PTS),[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,,,25.98,Made,,,,,7.0,,,,,,,,,,,,
454,PT08M17.00S,2021-04-20T01:12:47.2Z,4,REGULAR,3pt,Jump Shot,[],202066,9.937582128777924,96.14736519607843,1610612741,78,85,2021-04-20T01:12:51Z,4440000,-231.0,41.0,1,left,G. Temple 3PT  (8 PTS) (L. Markkanen 1 AST),"[202066, 1628374]",1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,23.43,Made,,,,,8.0,L. Markkanen,1628374.0,1.0,,,,,,,,,
456,PT07M56.00S,2021-04-20T01:13:06.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202684,92.72339027595268,49.82383578431372,1610612738,80,85,2021-04-20T01:13:16Z,4460000,-1.0,16.0,1,right,T. Thompson turnaround Hook (11 PTS) (J. Tatum 10 AST),"[202684, 1628369]",1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,,,1.59,Made,,,,,11.0,J. Tatum,1628369.0,10.0,,,,,,,,,
458,PT07M45.00S,2021-04-20T01:13:23.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,80,85,2021-04-20T01:13:23Z,4480000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT07M45.00S,2021-04-20T01:14:59.7Z,4,REGULAR,substitution,out,[],1629641,,,1610612741,80,85,2021-04-20T01:16:14Z,4490000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT07M45.00S,2021-04-20T01:14:59.7Z,4,REGULAR,substitution,out,[],1628972,,,1610612741,80,85,2021-04-20T01:16:14Z,4500000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT07M45.00S,2021-04-20T01:14:59.7Z,4,REGULAR,substitution,in,[],1627759,,,1610612741,80,85,2021-04-20T01:16:14Z,4510000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT07M45.00S,2021-04-20T01:14:59.7Z,4,REGULAR,substitution,in,[],1627756,,,1610612741,80,85,2021-04-20T01:16:14Z,4520000,,,0,,SUB in: D. Valentine,[1627756],1610612741.0,CHI,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT07M41.00S,2021-04-20T01:16:19.4Z,4,REGULAR,3pt,Jump Shot,[],1628374,23.603810775295663,85.60814950980392,1610612741,80,85,2021-04-20T01:16:25Z,4530000,-178.0,169.0,1,left,MISS L. Markkanen 24' 3PT,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,24.57,Missed,,,,,,,,,,,,,,,,,
464,PT07M38.00S,2021-04-20T01:16:22.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,80,85,2021-04-20T01:16:25Z,4540000,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,463.0,10.0,10.0,0.0,,,,,,,,,,,,,
465,PT07M30.00S,2021-04-20T01:16:30.8Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,80,85,2021-04-20T01:16:34Z,4550000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 201152]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,2.0,,,,,,,,,,,Young,201152.0,,,,,,,
466,PT07M30.00S,2021-04-20T01:16:30.8Z,4,REGULAR,steal,,[],201152,,,1610612741,80,85,2021-04-20T01:16:32Z,4560000,,,0,,T. Young STEAL (2 STL),[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT07M17.00S,2021-04-20T01:16:44.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201152,10.200394218134035,46.88265931372549,1610612741,80,85,2021-04-20T01:16:50Z,4570000,16.0,43.0,1,left,MISS T. Young driving Layup - blocked,"[201152, 202684]",1610612741.0,CHI,driving,,,Young,T. Young,,,,,,,4.61,Missed,,,,,,,,,,,Thompson,202684.0,,,,,
468,PT07M17.00S,2021-04-20T01:16:44.1Z,4,REGULAR,block,,[],202684,,,1610612741,80,85,2021-04-20T01:16:46Z,4580000,,,0,,T. Thompson BLOCK (1 BLK),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT07M14.00S,2021-04-20T01:16:47.1Z,4,REGULAR,rebound,offensive,[],201152,,,1610612741,80,85,2021-04-20T01:16:50Z,4590000,,,0,,T. Young REBOUND (Off:1 Def:1),[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,467.0,2.0,1.0,1.0,,,,,,,,,,,,,
470,PT07M11.00S,2021-04-20T01:16:48.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203107,28.465834428383708,20.902267156862745,1610612741,80,85,2021-04-20T01:16:56Z,4600000,145.0,215.0,1,left,MISS T. Satoransky 25' 3PT,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,25.97,Missed,,,,,,,,,,,,,,,,,
471,PT07M11.00S,2021-04-20T01:16:48.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,80,85,2021-04-20T01:16:56Z,4610000,,,0,,J. Tatum REBOUND (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,470.0,11.0,11.0,0.0,,,,,,,,,,,,,
472,PT06M56.00S,2021-04-20T01:17:05.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,85.3646517739816,37.56893382352941,1610612738,80,85,2021-04-20T01:17:20Z,4620000,-62.0,85.0,1,right,MISS J. Tatum 10' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,10.54,Missed,,,,,,,,,,,,,,,,,
473,PT06M55.00S,2021-04-20T01:17:06.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,80,85,2021-04-20T01:17:20Z,4630000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,
474,PT06M55.00S,2021-04-20T01:17:09.7Z,4,REGULAR,foul,personal,[],203107,,,1610612738,80,85,2021-04-20T01:17:15Z,4640000,,,0,,T. Satoransky loose ball personal FOUL (1 PF),"[203107, 202684]",1610612741.0,CHI,loose ball,,,Satoransky,T. Satoransky,,,,,1627534.0,,,,,,,,,,,,,,,,1.0,0.0,Thompson,202684.0,
476,PT06M55.00S,2021-04-20T01:17:17.6Z,4,REGULAR,substitution,out,[],201152,,,1610612738,80,85,2021-04-20T01:17:21Z,4660000,,,0,,SUB out: T. Young,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT06M55.00S,2021-04-20T01:17:17.6Z,4,REGULAR,substitution,in,[],202696,,,1610612738,80,85,2021-04-20T01:17:21Z,4670000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT06M55.00S,2021-04-20T01:17:17.6Z,4,REGULAR,substitution,out,[],203107,,,1610612738,80,85,2021-04-20T01:17:34Z,4680000,,,0,,SUB out: T. Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT06M55.00S,2021-04-20T01:17:17.6Z,4,REGULAR,substitution,in,[],1629632,,,1610612738,80,85,2021-04-20T01:17:34Z,4690000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT06M43.00S,2021-04-20T01:17:49.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,89.43823915900131,41.98069852941176,1610612738,82,85,2021-04-20T01:17:53Z,4700000,-40.0,47.0,1,right,J. Tatum 6' driving Layup (10 PTS) (T. Waters 1 AST),"[1628369, 1629682]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,6.16,Made,,,,,10.0,T. Waters,1629682.0,1.0,,,,,,,,,
482,PT06M29.00S,2021-04-20T01:18:02.9Z,4,REGULAR,3pt,Jump Shot,[],1628374,32.53942181340342,43.69638480392157,1610612741,82,85,2021-04-20T01:18:07Z,4720000,32.0,253.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,25.54,Missed,,,,,,,,,,,,,,,,,
483,PT06M27.00S,2021-04-20T01:18:04.9Z,4,REGULAR,rebound,defensive,[],1629682,,,1610612738,82,85,2021-04-20T01:18:07Z,4730000,,,0,,T. Waters REBOUND (Off:0 Def:1),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,482.0,1.0,1.0,0.0,,,,,,,,,,,,,
484,PT06M25.00S,2021-04-20T01:18:10.0Z,4,REGULAR,foul,personal,[],1629632,,,1610612738,82,85,2021-04-20T01:18:18Z,4740000,,,0,,C. White personal FOUL (1 PF),"[1629632, 1629682]",1610612741.0,CHI,,,,White,C. White,,,,,204059.0,,,,,,,,,,,,,,,,1.0,0.0,Waters,1629682.0,
486,PT06M25.00S,2021-04-20T01:18:22.0Z,4,REGULAR,substitution,out,[],203953,,,1610612738,82,85,2021-04-20T01:18:27Z,4760000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT06M25.00S,2021-04-20T01:18:22.0Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,82,85,2021-04-20T01:18:27Z,4770000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT06M11.00S,2021-04-20T01:18:47.0Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,82,85,2021-04-20T01:18:51Z,4780000,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 1628374]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,3.0,,,,,,,,,,,Markkanen,1628374.0,,,,,,,
489,PT06M11.00S,2021-04-20T01:18:47.0Z,4,REGULAR,steal,,[],1628374,,,1610612741,82,85,2021-04-20T01:18:48Z,4790000,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT06M08.00S,2021-04-20T01:19:08.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,82,85,2021-04-20T01:19:08Z,4820000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT06M08.00S,2021-04-20T01:19:28.1Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612741,82,85,2021-04-20T01:55:34Z,4830000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,,No Foul on R. Langford
494,PT06M08.00S,2021-04-20T01:21:30.4Z,4,REGULAR,substitution,out,[],1628374,,,1610612741,82,85,2021-04-20T01:21:44Z,4840000,,,0,,SUB out: L. Markkanen,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT06M08.00S,2021-04-20T01:21:30.4Z,4,REGULAR,substitution,in,[],1628464,,,1610612741,82,85,2021-04-20T01:21:44Z,4850000,,,0,,SUB in: D. Theis,[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT06M08.00S,2021-04-20T01:21:57.5Z,4,REGULAR,substitution,out,[],1629641,,,1610612741,82,85,2021-04-20T01:22:01Z,4860000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT06M08.00S,2021-04-20T01:21:57.5Z,4,REGULAR,substitution,in,[],1629684,,,1610612741,82,85,2021-04-20T01:22:01Z,4870000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT06M05.00S,2021-04-20T01:22:20.2Z,4,REGULAR,jumpball,recovered,[],1628369,,,1610612738,82,85,2021-04-20T01:22:20Z,4880000,,,0,,Jump Ball T. Thompson vs. N. Vucevic: Tip to J. Tatum,"[1628369, 202684, 202696]",1610612738.0,BOS,challenge,J. Tatum,1628369.0,Tatum,J. Tatum,Thompson,202684.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,
501,PT06M04.00S,2021-04-20T01:22:21.5Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612738,82,85,2021-04-20T01:22:35Z,4910000,,,0,,D. Theis shooting personal FOUL (4 PF) (Tatum 2 FT),"[1628464, 1628369]",1610612741.0,CHI,shooting,,,Theis,D. Theis,,,,,1627534.0,,,,,,,,,,,,,,,,4.0,0.0,Tatum,1628369.0,
503,PT06M04.00S,2021-04-20T01:22:47.5Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,83,85,2021-04-20T01:22:47Z,4930000,,,0,,J. Tatum Free Throw 1 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
504,PT06M04.00S,2021-04-20T01:23:00.5Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,84,85,2021-04-20T01:23:00Z,4940000,,,0,,J. Tatum Free Throw 2 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
505,PT05M52.00S,2021-04-20T01:23:16.4Z,4,REGULAR,turnover,bad pass,[],1629632,,,1610612741,84,85,2021-04-20T01:23:21Z,4950000,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1629682]",1610612741.0,CHI,,,,White,C. White,,,,,,1.0,,,,,,,,,,,Waters,1629682.0,,,,,,,
506,PT05M52.00S,2021-04-20T01:23:16.4Z,4,REGULAR,steal,,[],1629682,,,1610612738,84,85,2021-04-20T01:23:18Z,4960000,,,0,,T. Waters STEAL (1 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT05M48.00S,2021-04-20T01:23:21.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,90.62089356110381,37.32383578431372,1610612738,84,85,2021-04-20T01:23:31Z,4970000,-63.0,36.0,1,right,MISS J. Brown 7' driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,7.28,Missed,,,,,,,,,,,,,,,,,
508,PT05M47.00S,2021-04-20T01:23:22.4Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,84,85,2021-04-20T01:24:05Z,4980000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,507.0,2.0,1.0,1.0,,,,,,,,,,,,,
509,PT05M46.00S,2021-04-20T01:23:24.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629684,90.09526938239159,45.90226715686275,1610612738,84,85,2021-04-20T01:23:58Z,4990000,-20.0,41.0,1,right,MISS G. Williams putback Layup - blocked,"[1629684, 1627756]",1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,,,4.55,Missed,,,,,,,,,,,Valentine,1627756.0,,,,,
510,PT05M46.00S,2021-04-20T01:23:24.7Z,4,REGULAR,block,,[],1627756,,,1610612738,84,85,2021-04-20T01:23:26Z,5000000,,,0,,D. Valentine BLOCK (1 BLK),[1627756],1610612741.0,CHI,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT05M46.00S,2021-04-20T01:23:24.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,84,85,2021-04-20T01:23:58Z,5010000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,,
512,PT05M45.00S,2021-04-20T01:23:31.0Z,4,REGULAR,foul,personal,[],1629684,,,1610612741,84,85,2021-04-20T01:23:36Z,5020000,,,0,,G. Williams loose ball personal FOUL (2 PF),"[1629684, 1627756]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,1148.0,,,,,,,,,,,,,,,,2.0,1.0,Valentine,1627756.0,
514,PT05M25.00S,2021-04-20T01:24:09.0Z,4,REGULAR,3pt,Jump Shot,[],202066,6.258212877792378,95.90226715686273,1610612741,84,88,2021-04-20T01:24:13Z,5040000,-230.0,6.0,1,left,G. Temple 3PT  (11 PTS) (C. White 7 AST),"[202066, 1629632]",1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,22.96,Made,,,,,11.0,C. White,1629632.0,7.0,,,,,,,,,
516,PT05M02.00S,2021-04-20T01:24:32.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.09526938239159,44.676776960784316,1610612738,84,88,2021-04-20T01:24:36Z,5060000,-27.0,41.0,1,right,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,4.85,Missed,,,,,,,,,,,,,,,,,
517,PT04M59.00S,2021-04-20T01:24:33.7Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,84,88,2021-04-20T01:24:33Z,5070000,,,0,,N. Vucevic REBOUND (Off:4 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,516.0,9.0,5.0,4.0,,,,,,,,,,,,,
518,PT04M38.00S,2021-04-20T01:24:54.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,9.937582128777924,59.13756127450981,1610612741,84,90,2021-04-20T01:25:02Z,5080000,-46.0,41.0,1,left,N. Vucevic 6' driving Hook (27 PTS),[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,,,6.13,Made,,,,,27.0,,,,,,,,,,,,
519,PT04M31.00S,2021-04-20T01:25:05.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,84,90,2021-04-20T01:25:05Z,5090000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT04M31.00S,2021-04-20T01:26:02.2Z,4,REGULAR,substitution,out,[],1629682,,,1610612738,84,90,2021-04-20T01:26:37Z,5100000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT04M31.00S,2021-04-20T01:26:02.2Z,4,REGULAR,substitution,out,[],1627756,,,1610612738,84,90,2021-04-20T01:26:37Z,5110000,,,0,,SUB out: D. Valentine,[1627756],1610612741.0,CHI,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT04M31.00S,2021-04-20T01:26:02.2Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,84,90,2021-04-20T01:26:37Z,5120000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT04M31.00S,2021-04-20T01:26:02.2Z,4,REGULAR,substitution,in,[],1630172,,,1610612738,84,90,2021-04-20T01:26:37Z,5130000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT04M21.00S,2021-04-20T01:26:49.9Z,4,REGULAR,3pt,Jump Shot,[],1630202,65.91655716162943,45.166973039215684,1610612738,87,90,2021-04-20T01:26:55Z,5140000,-24.0,268.0,1,right,P. Pritchard 26' 3PT  (12 PTS) (T. Thompson 1 AST),"[1630202, 202684]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,26.9,Made,,,,,12.0,T. Thompson,202684.0,1.0,,,,,,,,,
526,PT04M04.00S,2021-04-20T01:27:06.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,13.091327201051248,45.90226715686275,1610612741,87,90,2021-04-20T01:27:11Z,5160000,20.0,71.0,1,left,MISS N. Vucevic 7' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,7.35,Missed,,,,,,,,,,,,,,,,,
527,PT04M01.00S,2021-04-20T01:27:09.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,87,90,2021-04-20T01:27:11Z,5170000,,,0,,J. Tatum REBOUND (Off:0 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,526.0,12.0,12.0,0.0,,,,,,,,,,,,,
528,PT03M52.00S,2021-04-20T01:27:18.4Z,4,REGULAR,turnover,lost ball,[],1629684,,,1610612738,87,90,2021-04-20T01:27:23Z,5180000,,,0,,G. Williams lost ball TURNOVER (1 TO),"[1629684, 202696]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,1.0,,,,,,,,,,,Vucevic,202696.0,,,,,,,
529,PT03M52.00S,2021-04-20T01:27:18.4Z,4,REGULAR,steal,,[],202696,,,1610612741,87,90,2021-04-20T01:35:34Z,5190000,,,0,,N. Vucevic STEAL (2 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT03M33.00S,2021-04-20T01:27:38.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202066,15.456636005256241,13.549325980392158,1610612741,87,90,2021-04-20T01:27:45Z,5200000,182.0,93.0,1,left,MISS G. Temple 20' pullup Shot,[202066],1610612741.0,CHI,pullup,,,Temple,G. Temple,,,,,,,20.46,Missed,,,,,,,,,,,,,,,,,
531,PT03M30.00S,2021-04-20T01:27:41.0Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,87,90,2021-04-20T01:27:45Z,5210000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,530.0,4.0,4.0,0.0,,,,,,,,,,,,,
532,PT03M25.00S,2021-04-20T01:27:45.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,68.54467805519053,67.47089460784314,1610612738,90,90,2021-04-20T01:29:10Z,5220000,87.0,243.0,1,right,J. Brown 25' 3PT running pullup (23 PTS),[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,,,25.84,Made,,,,,23.0,,,,,,,,,,,,
533,PT03M23.00S,2021-04-20T01:27:51.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,90,90,2021-04-20T01:27:51Z,5230000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT03M05.00S,2021-04-20T01:29:42.4Z,4,REGULAR,2pt,Jump Shot,[],202696,9.806176084099869,78.74540441176471,1610612741,90,92,2021-04-20T01:29:50Z,5240000,-144.0,40.0,1,left,N. Vucevic 14' turnaround fadeaway Jump Shot (29 PTS),[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,,,14.91,Made,,,,,29.0,,,,,,,,,,,,
535,PT02M49.00S,2021-04-20T01:29:58.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,88.25558475689881,41.00030637254902,1610612738,90,92,2021-04-20T01:30:05Z,5250000,-45.0,58.0,1,right,MISS J. Tatum 7' driving Layup - blocked,"[1628369, 202066]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,7.33,Missed,,,,,,,,,,,Temple,202066.0,,,,,
536,PT02M49.00S,2021-04-20T01:29:58.3Z,4,REGULAR,block,,[],202066,,,1610612738,90,92,2021-04-20T01:30:01Z,5260000,,,0,,G. Temple BLOCK (2 BLK),[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT02M45.00S,2021-04-20T01:30:02.3Z,4,REGULAR,rebound,defensive,[],202066,,,1610612741,90,92,2021-04-20T01:30:05Z,5270000,,,0,,G. Temple REBOUND (Off:0 Def:3),[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,,535.0,3.0,3.0,0.0,,,,,,,,,,,,,
538,PT02M32.00S,2021-04-20T01:30:17.3Z,4,REGULAR,foul,offensive,[],202066,,,1610612741,90,92,2021-04-20T01:30:40Z,5280000,,,0,,G. Temple offensive FOUL (2 PF),"[202066, 1629684]",1610612741.0,CHI,,,,Temple,G. Temple,,,,,204059.0,,,,,,,,,,,,,,,,2.0,0.0,Williams,1629684.0,
540,PT02M32.00S,2021-04-20T01:30:17.3Z,4,REGULAR,turnover,offensive foul,[],202066,,,1610612741,90,92,2021-04-20T01:30:40Z,5300000,,,0,,G. Temple offensive foul TURNOVER (2 TO),[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,204059.0,2.0,,,,,,,,,,,,,,,,,,,
541,PT02M18.00S,2021-04-20T01:30:50.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,80.6340341655716,50.314031862745104,1610612738,90,92,2021-04-20T01:30:59Z,5310000,2.0,130.0,1,right,MISS J. Brown 12' turnaround fadeaway Shot - blocked,"[1627759, 1630172]",1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,,,12.95,Missed,,,,,,,,,,,Williams,1630172.0,,,,,
