actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
179,PT11M10.00S,2021-04-11T19:38:51.5Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,27,16,2021-04-11T19:38:54Z,1790000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
180,PT10M58.00S,2021-04-11T19:39:04.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628408,7.966491458607096,51.049325980392155,1610612743,29,16,2021-04-11T19:39:12Z,1800000,-5.0,22.0,1,left,P. Dozier driving finger roll Layup (5 PTS) (Z. Nnaji 1 AST),"[1628408, 1630192]",1610612743.0,DEN,driving finger roll,,,Dozier,P. Dozier,,,,,2.3,Made,,,,,,,,,,5.0,Z. Nnaji,1630192.0,1.0,,,,,,
182,PT10M35.00S,2021-04-11T19:39:27.8Z,2,REGULAR,foul,personal,['3freethrow'],200794,,,1610612738,29,16,2021-04-11T19:39:38Z,1820000,,,0,,P. Millsap shooting personal FOUL (1 PF) (Tatum 3 FT),"[200794, 1628369]",1610612743.0,DEN,shooting,,,Millsap,P. Millsap,,,,,,,,,,,201245.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
184,PT10M35.00S,2021-04-11T19:40:03.8Z,2,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,29,17,2021-04-11T19:40:03Z,1840000,,,0,,J. Tatum Free Throw 1 of 3 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
185,PT10M35.00S,2021-04-11T19:40:15.7Z,2,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,29,18,2021-04-11T19:40:15Z,1850000,,,0,,J. Tatum Free Throw 2 of 3 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
186,PT10M35.00S,2021-04-11T19:40:28.6Z,2,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,29,19,2021-04-11T19:40:28Z,1860000,,,0,,J. Tatum Free Throw 3 of 3 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
187,PT10M15.00S,2021-04-11T19:40:49.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628408,14.799605781865965,50.55912990196079,1610612743,29,19,2021-04-11T19:40:57Z,1870000,-3.0,87.0,1,left,MISS P. Dozier 8' turnaround Shot,[1628408],1610612743.0,DEN,turnaround,,,Dozier,P. Dozier,,,,,8.66,Missed,,,,,,,,,,,,,,,,,,,
188,PT10M14.00S,2021-04-11T19:40:50.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,29,19,2021-04-11T19:40:57Z,1880000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,187.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
189,PT10M07.00S,2021-04-11T19:40:57.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,94.1688567674113,53.01011029411765,1610612738,29,21,2021-04-11T19:41:03Z,1890000,15.0,2.0,1,right,R. Williams III Layup (2 PTS) (J. Tatum 1 AST),"[1629057, 1628369]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1.53,Made,,,,,,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,
191,PT09M42.00S,2021-04-11T19:41:22.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628408,5.995400788436268,55.21599264705882,1610612743,31,21,2021-04-11T19:41:33Z,1910000,-26.0,4.0,1,left,P. Dozier driving floating bank Jump Shot (7 PTS),[1628408],1610612743.0,DEN,driving floating bank,,,Dozier,P. Dozier,,,,,2.64,Made,,,,,,,,,,7.0,,,,,,,,,
192,PT09M32.00S,2021-04-11T19:41:34.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,31,21,2021-04-11T19:41:34Z,1920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M32.00S,2021-04-11T19:41:36.1Z,2,REGULAR,substitution,out,[],1628420,,,1610612738,31,21,2021-04-11T19:41:39Z,1930000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M32.00S,2021-04-11T19:41:36.1Z,2,REGULAR,substitution,in,[],1630267,,,1610612738,31,21,2021-04-11T19:41:39Z,1940000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M27.00S,2021-04-11T19:42:02.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,31,21,2021-04-11T19:42:02Z,1950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M18.00S,2021-04-11T19:42:17.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,75.77201051248358,86.58854166666666,1610612738,31,21,2021-04-11T19:42:47Z,1960000,183.0,175.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
197,PT09M15.00S,2021-04-11T19:42:20.3Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,31,21,2021-04-11T19:42:24Z,1970000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,196.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
198,PT09M07.00S,2021-04-11T19:42:30.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.59198423127464,43.451286764705884,1610612738,31,23,2021-04-11T19:42:40Z,1980000,-33.0,17.0,1,right,J. Brown finger roll Layup (2 PTS),[1627759],1610612738.0,BOS,finger roll,,,Brown,J. Brown,,,,,3.69,Made,,,,,,,,,,2.0,,,,,,,,,
199,PT09M07.00S,2021-04-11T19:42:32.7Z,2,REGULAR,foul,personal,['1freethrow'],1630192,,,1610612738,31,23,2021-04-11T19:42:41Z,1990000,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Brown 1 FT),"[1630192, 1627759]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,,,,,,,2715.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,
201,PT09M07.00S,2021-04-11T19:42:42.4Z,2,REGULAR,substitution,out,[],1630192,,,1610612738,31,23,2021-04-11T19:43:03Z,2010000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M07.00S,2021-04-11T19:42:42.4Z,2,REGULAR,substitution,in,[],203115,,,1610612738,31,23,2021-04-11T19:43:03Z,2020000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M07.00S,2021-04-11T19:43:02.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1627759,,,1610612738,31,23,2021-04-11T19:43:05Z,2030000,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
204,PT09M03.00S,2021-04-11T19:43:06.2Z,2,REGULAR,rebound,offensive,[],1628400,,,1610612738,31,23,2021-04-11T19:43:05Z,2040000,,,0,,S. Ojeleye REBOUND (Off:1 Def:0),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,203.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
205,PT08M58.00S,2021-04-11T19:43:09.1Z,2,REGULAR,turnover,lost ball,[],1629057,,,1610612738,31,23,2021-04-11T20:12:42Z,2050000,,,0,,R. Williams III lost ball TURNOVER (1 TO),"[1629057, 200794]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,1.0,Millsap,200794.0,
206,PT08M58.00S,2021-04-11T19:43:09.1Z,2,REGULAR,steal,,[],200794,,,1610612743,31,23,2021-04-11T19:43:10Z,2060000,,,0,,P. Millsap STEAL (1 STL),[200794],1610612743.0,DEN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M51.00S,2021-04-11T19:43:15.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203210,28.728646517739815,76.04932598039215,1610612743,31,23,2021-04-11T19:43:23Z,2070000,-130.0,218.0,1,left,MISS J. Green 25' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
208,PT08M48.00S,2021-04-11T19:43:18.3Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,31,23,2021-04-11T19:43:23Z,2080000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
209,PT08M44.00S,2021-04-11T19:43:24.8Z,2,REGULAR,turnover,traveling,[],1630202,,,1610612738,31,23,2021-04-11T19:43:29Z,2090000,,,0,,P. Pritchard traveling TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,201245.0,,,,,,,,,,,1.0,,,
210,PT08M29.00S,2021-04-11T19:43:49.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203210,6.258212877792378,96.14736519607843,1610612743,31,23,2021-04-11T19:43:53Z,2100000,-231.0,6.0,1,left,MISS J. Green 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
211,PT08M25.00S,2021-04-11T19:43:53.1Z,2,REGULAR,rebound,offensive,[],203210,,,1610612743,31,23,2021-04-11T19:43:53Z,2110000,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,210.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
212,PT08M24.00S,2021-04-11T19:43:53.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203210,7.178055190538765,55.70618872549019,1610612743,31,23,2021-04-11T19:43:56Z,2120000,-29.0,15.0,1,left,MISS J. Green finger roll Layup,[203210],1610612743.0,DEN,finger roll,,,Green,J. Green,,,,,3.22,Missed,,,,,,,,,,,,,,,,,,,
213,PT08M23.00S,2021-04-11T19:43:54.3Z,2,REGULAR,rebound,offensive,[],203210,,,1610612743,31,23,2021-04-11T19:43:54Z,2130000,,,0,,J. Green REBOUND (Off:2 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,212.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
214,PT08M21.00S,2021-04-11T19:43:56.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203210,8.09789750328515,56.68658088235294,1610612743,31,23,2021-04-11T19:44:00Z,2140000,-33.0,24.0,1,left,MISS J. Green Layup - blocked,"[203210, 1629057]",1610612743.0,DEN,,,,Green,J. Green,,,,,4.09,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,,
215,PT08M21.00S,2021-04-11T19:43:56.0Z,2,REGULAR,block,,[],1629057,,,1610612743,31,23,2021-04-11T19:43:58Z,2150000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M19.00S,2021-04-11T19:43:58.0Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,31,23,2021-04-11T19:44:00Z,2160000,,,0,,S. Ojeleye REBOUND (Off:1 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,214.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
217,PT08M16.00S,2021-04-11T19:44:04.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,94.03745072273325,53.01011029411765,1610612738,31,25,2021-04-11T19:44:10Z,2170000,15.0,4.0,1,right,J. Tatum running Layup (5 PTS) (S. Ojeleye 1 AST),"[1628369, 1628400]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.55,Made,,,,,,,,,,5.0,S. Ojeleye,1628400.0,1.0,,,,,,
218,PT08M16.00S,2021-04-11T19:44:07.0Z,2,REGULAR,foul,personal,['1freethrow'],200794,,,1610612738,31,25,2021-04-11T19:44:13Z,2180000,,,0,,P. Millsap shooting personal FOUL (2 PF) (Tatum 1 FT),"[200794, 1628369]",1610612743.0,DEN,shooting,,,Millsap,P. Millsap,,,,,,,,,,,201245.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,
220,PT08M16.00S,2021-04-11T19:44:13.8Z,2,REGULAR,substitution,out,[],203210,,,1610612738,31,25,2021-04-11T19:44:44Z,2200000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M16.00S,2021-04-11T19:44:13.8Z,2,REGULAR,substitution,out,[],1628408,,,1610612738,31,25,2021-04-11T19:44:44Z,2210000,,,0,,SUB out: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M16.00S,2021-04-11T19:44:13.8Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,31,25,2021-04-11T19:44:44Z,2220000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M16.00S,2021-04-11T19:44:13.8Z,2,REGULAR,substitution,in,[],1629008,,,1610612738,31,25,2021-04-11T19:44:44Z,2230000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M16.00S,2021-04-11T19:44:13.8Z,2,REGULAR,substitution,in,[],203932,,,1610612738,31,25,2021-04-11T19:44:44Z,2240000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M16.00S,2021-04-11T19:44:13.8Z,2,REGULAR,substitution,in,[],202684,,,1610612738,31,25,2021-04-11T19:44:44Z,2250000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M16.00S,2021-04-11T19:44:39.8Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628369,,,1610612738,31,26,2021-04-11T19:44:44Z,2260000,,,0,,J. Tatum Free Throw 1 of 1 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
227,PT08M05.00S,2021-04-11T19:44:52.1Z,2,REGULAR,2pt,Jump Shot,[],203115,23.73521681997372,29.235600490196077,1610612743,31,26,2021-04-11T19:44:57Z,2270000,104.0,171.0,1,left,MISS W. Barton 19' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,19.97,Missed,,,,,,,,,,,,,,,,,,,
228,PT08M03.00S,2021-04-11T19:44:54.5Z,2,REGULAR,rebound,offensive,[],200794,,,1610612743,31,26,2021-04-11T19:44:54Z,2280000,,,0,,P. Millsap REBOUND (Off:1 Def:0),[200794],1610612743.0,DEN,,,,Millsap,P. Millsap,,,,,,,227.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
229,PT08M01.00S,2021-04-11T19:44:57.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],200794,9.937582128777924,19.186580882352942,1610612743,31,26,2021-04-11T19:45:05Z,2290000,154.0,41.0,1,left,MISS P. Millsap 15' turnaround fadeaway Shot,[200794],1610612743.0,DEN,turnaround fadeaway,,,Millsap,P. Millsap,,,,,15.94,Missed,,,,,,,,,,,,,,,,,,,
230,PT07M55.00S,2021-04-11T19:45:03.2Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,31,26,2021-04-11T19:45:05Z,2300000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,229.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
231,PT07M55.00S,2021-04-11T19:45:02.6Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629008,5.590000152587891,50.0,1610612743,31,26,2021-04-11T19:46:35Z,2310000,0.0,0.0,1,left,MISS M. Porter Jr. tip DUNK,[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
232,PT07M54.00S,2021-04-11T19:45:03.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,31,26,2021-04-11T19:45:14Z,2320000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,231.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
233,PT07M45.00S,2021-04-11T19:45:12.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,84.31340341655716,52.27481617647059,1610612738,31,26,2021-04-11T19:45:18Z,2330000,11.0,95.0,1,right,MISS J. Brown 9' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,9.57,Missed,,,,,,,,,,,,,,,,,,,
234,PT07M42.00S,2021-04-11T19:45:15.8Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,31,26,2021-04-11T19:45:18Z,2340000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,233.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
235,PT07M25.00S,2021-04-11T19:45:32.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,6.652431011826544,50.06893382352941,1610612743,33,26,2021-04-11T19:45:39Z,2350000,0.0,10.0,1,left,M. Porter Jr. driving DUNK (11 PTS) (A. Gordon 2 AST),"[1629008, 203932]",1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,1.0,Made,,,,,,,,,,11.0,A. Gordon,203932.0,2.0,,,,,,
237,PT07M10.00S,2021-04-11T19:45:49.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,88.91261498028909,46.88265931372549,1610612738,33,28,2021-04-11T19:46:01Z,2370000,-16.0,52.0,1,right,J. Tatum driving floating Jump Shot (8 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,5.4,Made,,,,,,,,,,8.0,,,,,,,,,
238,PT07M10.00S,2021-04-11T19:45:53.0Z,2,REGULAR,foul,personal,['1freethrow'],200794,,,1610612738,33,28,2021-04-11T19:46:13Z,2380000,,,0,,P. Millsap shooting personal FOUL (3 PF) (Tatum 1 FT),"[200794, 1628369]",1610612743.0,DEN,shooting,,,Millsap,P. Millsap,,,,,,,,,,,2715.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,
240,PT07M10.00S,2021-04-11T19:45:58.2Z,2,REGULAR,substitution,out,[],200794,,,1610612738,33,28,2021-04-11T19:46:35Z,2400000,,,0,,SUB out: P. Millsap,[200794],1610612743.0,DEN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M10.00S,2021-04-11T19:45:58.2Z,2,REGULAR,substitution,in,[],203999,,,1610612738,33,28,2021-04-11T19:46:35Z,2410000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M10.00S,2021-04-11T19:46:22.2Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,33,29,2021-04-11T19:46:22Z,2420000,,,0,,J. Tatum Free Throw 1 of 1 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
324,PT06M53.00S,2021-04-11T19:46:34.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,5.995400788436268,47.127757352941174,1610612743,33,29,2021-04-11T20:08:34Z,2425000,14.0,4.0,1,left,MISS A. Gordon Layup - blocked,"[203932, 1627759]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,1.49,Missed,,,,,,,,,,,,,,Brown,1627759.0,,,,
325,PT06M53.00S,2021-04-11T19:46:34.5Z,2,REGULAR,block,,[],1627759,,,1610612743,33,29,2021-04-11T20:03:39Z,2427500,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT06M53.00S,2021-04-11T19:46:34.5Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,33,29,2021-04-11T20:09:23Z,2428750,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,324.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
243,PT06M52.00S,2021-04-11T19:46:46.9Z,2,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612743,33,29,2021-04-11T19:47:10Z,2430000,,,0,,S. Ojeleye shooting personal FOUL (1 PF) (Gordon 2 FT),"[1628400, 203932]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,2715.0,1.0,0.0,Gordon,203932.0,,,,,,,,,,
245,PT06M52.00S,2021-04-11T19:47:09.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,33,29,2021-04-11T19:47:09Z,2450000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M52.00S,2021-04-11T19:49:19.6Z,2,REGULAR,substitution,out,[],1627759,,,1610612743,33,29,2021-04-11T19:49:41Z,2460000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M52.00S,2021-04-11T19:49:19.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612743,33,29,2021-04-11T19:49:41Z,2470000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M52.00S,2021-04-11T19:49:19.6Z,2,REGULAR,substitution,in,[],203935,,,1610612743,33,29,2021-04-11T19:49:41Z,2480000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M52.00S,2021-04-11T19:49:19.6Z,2,REGULAR,substitution,in,[],202689,,,1610612743,33,29,2021-04-11T19:49:41Z,2490000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M52.00S,2021-04-11T19:49:59.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203932,,,1610612743,34,29,2021-04-11T20:03:39Z,2500000,,,0,,A. Gordon Free Throw 1 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
252,PT06M52.00S,2021-04-11T19:50:16.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203932,,,1610612743,35,29,2021-04-11T20:03:39Z,2510000,,,0,,A. Gordon Free Throw 2 of 2 (2 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
253,PT06M38.00S,2021-04-11T19:50:32.2Z,2,REGULAR,3pt,Jump Shot,[],202689,92.9862023653088,3.7454044117647056,1610612738,35,29,2021-04-11T19:50:38Z,2520000,-231.0,13.0,1,right,MISS K. Walker 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
254,PT06M35.00S,2021-04-11T19:50:35.2Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,35,29,2021-04-11T19:50:38Z,2530000,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,253.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
255,PT06M30.00S,2021-04-11T19:50:42.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,35,29,2021-04-11T19:50:42Z,2540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M19.00S,2021-04-11T19:51:08.0Z,2,REGULAR,3pt,Jump Shot,[],1630267,32.933639947437584,45.65716911764706,1610612743,38,29,2021-04-11T19:51:12Z,2550000,22.0,257.0,1,left,F. Campazzo 25' 3PT  (6 PTS) (N. Jokic 6 AST),"[1630267, 203999]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,25.8,Made,,,,,,,,,,6.0,N. Jokic,203999.0,6.0,,,,,,
259,PT05M51.00S,2021-04-11T19:51:08.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,38,29,2021-04-11T19:55:27Z,2575000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,,,
260,PT05M30.00S,2021-04-11T19:52:17.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,23.603810775295663,20.657169117647058,1610612743,38,29,2021-04-11T19:55:27Z,2590000,147.0,169.0,1,left,MISS M. Porter Jr. 22' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,22.41,Missed,,,,,,,,,,,,,,,,,,,
261,PT05M28.00S,2021-04-11T19:52:19.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,38,29,2021-04-11T19:52:19Z,2600000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,
262,PT05M27.00S,2021-04-11T19:52:20.6Z,2,REGULAR,3pt,Jump Shot,[],1628400,92.85479632063075,94.67677696078431,1610612738,38,29,2021-04-11T19:52:30Z,2610000,223.0,15.0,1,right,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,22.39,Missed,,,,,,,,,,,,,,,,,,,
