actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
357,PT09M29.00S,2021-03-30T01:00:02.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202689,9.806176084099869,32.421875,1610612738,66,68,2021-03-30T01:00:11Z,3540000,88.0,40.0,1,left,MISS K. Walker 9' driving bank Shot,[202689],1610612738.0,BOS,driving bank,,,Walker,K. Walker,,,,,9.64,Missed,,,,,,,,,,,,,,,,,,,
358,PT09M28.00S,2021-03-30T01:00:04.5Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,66,68,2021-03-30T01:00:04Z,3550000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,357.0,,,,,,,,,,3.0,1.0,2.0,,,,,,
359,PT09M26.00S,2021-03-30T01:00:05.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629057,9.067017082785808,48.5562193627451,1610612738,68,68,2021-03-30T01:00:18Z,3560000,7.0,33.0,1,left,R. Williams III turnaround Hook (6 PTS),[1629057],1610612738.0,BOS,turnaround,,,Williams III,R. Williams III,,,,,3.35,Made,,6.0,,,,,,,,,,,,,,,,,
360,PT09M13.00S,2021-03-30T01:00:19.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,89.56964520367937,45.41207107843137,1610612740,68,68,2021-03-30T02:01:49Z,3570000,-23.0,46.0,1,right,MISS Z. Williamson driving reverse Layup,[1629627],1610612740.0,NOP,driving reverse,,,Williamson,Z. Williamson,,,,,5.09,Missed,,,,,,,,,,,,,,,,,,,
361,PT09M11.00S,2021-03-30T01:00:21.1Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,68,68,2021-03-30T01:00:26Z,3580000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,360.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
362,PT09M00.00S,2021-03-30T01:00:31.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.149145860709593,50.80422794117647,1610612738,70,68,2021-03-30T01:00:36Z,3590000,-4.0,34.0,1,left,J. Tatum driving Layup (20 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.37,Made,,20.0,,,,,,,,,,,,,,,,,
363,PT08M39.00S,2021-03-30T01:00:52.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,85.49605781865965,44.18658088235294,1610612740,70,70,2021-03-30T01:00:58Z,3600000,-29.0,84.0,1,right,N. Alexander-Walker 8' driving floating Jump Shot (9 PTS) (B. Ingram 7 AST),"[1629638, 1627742]",1610612740.0,NOP,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,8.87,Made,,9.0,B. Ingram,1627742.0,7.0,,,,,,,,,,,,,,
365,PT08M24.00S,2021-03-30T01:01:07.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,5.469776609724048,53.74540441176471,1610612738,72,70,2021-03-30T01:01:11Z,3620000,-19.0,-1.0,1,left,K. Walker driving reverse Layup (17 PTS) (R. Williams III 3 AST),"[202689, 1629057]",1610612738.0,BOS,driving reverse,,,Walker,K. Walker,,,,,1.87,Made,,17.0,R. Williams III,1629057.0,3.0,,,,,,,,,,,,,,
367,PT08M08.00S,2021-03-30T01:01:23.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,89.83245729303549,52.51991421568627,1610612740,72,72,2021-03-30T01:01:45Z,3640000,13.0,43.0,1,right,B. Ingram driving Layup (13 PTS) (E. Bledsoe 3 AST),"[1627742, 202339]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,4.49,Made,,13.0,E. Bledsoe,202339.0,3.0,,,,,,,,,,,,,,
369,PT07M47.00S,2021-03-30T01:01:44.5Z,3,REGULAR,2pt,Jump Shot,[],1628369,22.552562417871222,63.549325980392155,1610612738,72,72,2021-03-30T01:01:49Z,3660000,-68.0,159.0,1,left,MISS J. Tatum 17' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,17.33,Missed,,,,,,,,,,,,,,,,,,,
370,PT07M44.00S,2021-03-30T01:01:47.5Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612740,72,72,2021-03-30T01:01:49Z,3670000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:7),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,369.0,,,,,,,,,,7.0,7.0,0.0,,,,,,
371,PT07M36.00S,2021-03-30T01:01:55.7Z,3,REGULAR,2pt,Jump Shot,[],1627742,74.06373193166885,58.40226715686274,1610612740,72,72,2021-03-30T01:02:00Z,3680000,42.0,191.0,1,right,MISS B. Ingram 19' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,19.59,Missed,,,,,,,,,,,,,,,,,,,
372,PT07M33.00S,2021-03-30T01:01:58.7Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,72,72,2021-03-30T01:02:00Z,3690000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,371.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
373,PT07M23.00S,2021-03-30T01:02:12.9Z,3,REGULAR,foul,personal,[],202339,,,1610612738,72,72,2021-03-30T01:02:24Z,3700000,,,0,,E. Bledsoe personal FOUL (3 PF),"[202339, 1629684]",1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,203591.0,3.0,0.0,Williams,1629684.0,,,,,,,,,
375,PT07M14.00S,2021-03-30T01:02:49.5Z,3,REGULAR,turnover,lost ball,[],202689,,,1610612738,72,72,2021-03-30T01:02:54Z,3720000,,,0,,K. Walker lost ball TURNOVER (2 TO),"[202689, 203500]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,2.0,Adams,203500.0,
376,PT07M14.00S,2021-03-30T01:02:49.5Z,3,REGULAR,steal,,[],203500,,,1610612740,72,72,2021-03-30T01:02:51Z,3730000,,,0,,S. Adams STEAL (2 STL),[203500],1610612740.0,NOP,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT07M10.00S,2021-03-30T01:02:53.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629638,91.01511169513797,47.127757352941174,1610612740,72,74,2021-03-30T01:02:59Z,3740000,-14.0,32.0,1,right,N. Alexander-Walker running Layup (11 PTS) (E. Bledsoe 4 AST),"[1629638, 202339]",1610612740.0,NOP,running,,,Alexander-Walker,N. Alexander-Walker,,,,,3.51,Made,,11.0,E. Bledsoe,202339.0,4.0,,,,,,,,,,,,,,
379,PT06M49.00S,2021-03-30T01:03:18.4Z,3,REGULAR,foul,offensive,[],1629057,,,1610612738,72,74,2021-03-30T01:03:37Z,3760000,,,0,,R. Williams III offensive FOUL (3 PF),"[1629057, 1627742]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,203591.0,3.0,0.0,Ingram,1627742.0,,,,,,,,,
381,PT06M49.00S,2021-03-30T01:03:18.4Z,3,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,72,74,2021-03-30T01:03:18Z,3780000,,,0,,R. Williams III offensive foul TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,203591.0,,,,,,,,,,1.0,,,
382,PT06M35.00S,2021-03-30T01:03:41.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629638,83.65637319316689,44.676776960784316,1610612740,72,74,2021-03-30T01:03:49Z,3790000,-27.0,101.0,1,right,MISS N. Alexander-Walker 10' driving floating Shot,[1629638],1610612740.0,NOP,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,10.45,Missed,,,,,,,,,,,,,,,,,,,
383,PT06M33.00S,2021-03-30T01:03:43.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,72,74,2021-03-30T01:03:49Z,3800000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,382.0,,,,,,,,,,4.0,2.0,2.0,,,,,,
384,PT06M18.00S,2021-03-30T01:04:00.6Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612738,72,74,2021-03-30T01:07:23Z,3810000,,,0,,J. Tatum flagrant-type-1 personal FOUL (1 PF) (Ingram 2 FT),"[1628369, 1627742]",1610612738.0,BOS,flagrant-type-1,,,Tatum,J. Tatum,,,,,,,,,,,,201639.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,
386,PT06M18.00S,2021-03-30T01:04:00.6Z,3,REGULAR,turnover,,[],1628369,,,1610612738,72,74,2021-03-30T01:07:18Z,3830000,,,0,,J. Tatum TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,201639.0,,,,,,,,,,1.0,,,
389,PT06M18.00S,2021-03-30T01:05:20.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612740,72,74,2021-03-30T01:08:03Z,3860000,,,0,,,[],,,support,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,,Common Foul to Flagrant 1
390,PT06M18.00S,2021-03-30T01:07:37.6Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,72,75,2021-03-30T01:07:37Z,3870000,,,0,,B. Ingram flagrant Free Throw 1 of 2 (14 PTS),[1627742],1610612740.0,NOP,flagrant,,,Ingram,B. Ingram,,,,,,Made,,14.0,,,,,,,,,,,,,,,,,
391,PT06M18.00S,2021-03-30T01:07:52.0Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,72,76,2021-03-30T01:07:52Z,3880000,,,0,,B. Ingram flagrant Free Throw 2 of 2 (15 PTS),[1627742],1610612740.0,NOP,flagrant,,,Ingram,B. Ingram,,,,,,Made,,15.0,,,,,,,,,,,,,,,,,
392,PT06M18.00S,2021-03-30T01:07:53.2Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,72,76,2021-03-30T01:08:06Z,3890000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M18.00S,2021-03-30T01:07:53.2Z,3,REGULAR,substitution,in,[],203095,,,1610612738,72,76,2021-03-30T01:08:06Z,3900000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M08.00S,2021-03-30T01:08:18.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,90.3580814717477,50.314031862745104,1610612740,72,76,2021-03-30T01:08:26Z,3910000,2.0,38.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 203095]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,3.81,Missed,,,,,,,,,,,,,,Fournier,203095.0,,,,
395,PT06M08.00S,2021-03-30T01:08:18.2Z,3,REGULAR,block,,[],203095,,,1610612740,72,76,2021-03-30T01:08:20Z,3920000,,,0,,E. Fournier BLOCK (2 BLK),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M07.00S,2021-03-30T01:08:19.2Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,72,76,2021-03-30T01:08:26Z,3930000,,,0,,Z. Williamson REBOUND (Off:2 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,394.0,,,,,,,,,,3.0,1.0,2.0,,,,,,
397,PT06M06.00S,2021-03-30T01:08:22.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629627,90.22667542706965,50.06893382352941,1610612740,72,78,2021-03-30T01:08:37Z,3940000,0.0,39.0,1,right,Z. Williamson putback Layup (16 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,3.94,Made,,16.0,,,,,,,,,,,,,,,,,
398,PT05M49.00S,2021-03-30T01:08:36.8Z,3,REGULAR,2pt,Jump Shot,[],203935,20.71287779237845,74.33363970588235,1610612738,72,78,2021-03-30T01:08:43Z,3950000,-122.0,142.0,1,left,MISS M. Smart 18' Jump Shot,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,18.72,Missed,,,,,,,,,,,,,,,,,,,
399,PT05M47.00S,2021-03-30T01:08:39.0Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,72,78,2021-03-30T01:08:39Z,3960000,,,0,,G. Williams REBOUND (Off:1 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,398.0,,,,,,,,,,5.0,4.0,1.0,,,,,,
400,PT05M46.00S,2021-03-30T01:08:40.3Z,3,REGULAR,turnover,bad pass,[],1629684,,,1610612738,72,78,2021-03-30T01:08:46Z,3970000,,,0,,G. Williams bad pass TURNOVER (2 TO),"[1629684, 1629627]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,2.0,Williamson,1629627.0,
401,PT05M46.00S,2021-03-30T01:08:40.3Z,3,REGULAR,steal,,[],1629627,,,1610612740,72,78,2021-03-30T01:08:41Z,3980000,,,0,,Z. Williamson STEAL (4 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M43.00S,2021-03-30T01:08:43.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627742,68.9388961892247,20.902267156862745,1610612740,72,78,2021-03-30T01:08:51Z,3990000,-145.0,239.0,1,right,MISS B. Ingram 28' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,28.02,Missed,,,,,,,,,,,,,,,,,,,
403,PT05M41.00S,2021-03-30T01:08:45.7Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,72,78,2021-03-30T01:09:00Z,4000000,,,0,,Z. Williamson REBOUND (Off:3 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,402.0,,,,,,,,,,4.0,1.0,3.0,,,,,,
404,PT05M40.00S,2021-03-30T01:08:48.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629627,89.04402102496715,52.51991421568627,1610612740,72,80,2021-03-30T01:09:05Z,4010000,13.0,50.0,1,right,Z. Williamson putback Layup (18 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,5.2,Made,,18.0,,,,,,,,,,,,,,,,,
405,PT05M19.00S,2021-03-30T01:09:06.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,8.09789750328515,44.43167892156863,1610612738,74,80,2021-03-30T01:09:13Z,4020000,28.0,24.0,1,left,M. Smart driving Layup (11 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.65,Made,,11.0,,,,,,,,,,,,,,,,,
406,PT05M08.00S,2021-03-30T01:09:26.8Z,3,REGULAR,foul,personal,[],202689,,,1610612740,74,80,2021-03-30T01:09:34Z,4030000,,,0,,K. Walker personal FOUL (2 PF),"[202689, 1629638]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,201639.0,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,
408,PT05M08.00S,2021-03-30T01:09:32.8Z,3,REGULAR,substitution,out,[],1629684,,,1610612740,74,80,2021-03-30T01:09:41Z,4050000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M08.00S,2021-03-30T01:09:32.8Z,3,REGULAR,substitution,out,[],1629627,,,1610612740,74,80,2021-03-30T01:09:41Z,4060000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M08.00S,2021-03-30T01:09:32.8Z,3,REGULAR,substitution,in,[],1630202,,,1610612740,74,80,2021-03-30T01:09:41Z,4070000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M08.00S,2021-03-30T01:09:32.8Z,3,REGULAR,substitution,in,[],1628404,,,1610612740,74,80,2021-03-30T01:09:41Z,4080000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M00.00S,2021-03-30T01:10:00.3Z,3,REGULAR,turnover,bad pass,[],1628404,,,1610612740,74,80,2021-03-30T01:10:05Z,4090000,,,0,,J. Hart bad pass TURNOVER (3 TO),"[1628404, 203095]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,3.0,Fournier,203095.0,
413,PT05M00.00S,2021-03-30T01:10:00.3Z,3,REGULAR,steal,,[],203095,,,1610612738,74,80,2021-03-30T01:10:02Z,4100000,,,0,,E. Fournier STEAL (2 STL),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M56.00S,2021-03-30T01:10:04.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203095,7.046649145860711,49.333639705882355,1610612738,74,80,2021-03-30T01:10:13Z,4110000,3.0,14.0,1,left,MISS E. Fournier running Layup - blocked,"[203095, 1628404]",1610612738.0,BOS,running,,,Fournier,E. Fournier,,,,,1.41,Missed,,,,,,,,,,,,,,Hart,1628404.0,,,,
415,PT04M56.00S,2021-03-30T01:10:04.6Z,3,REGULAR,block,,[],1628404,,,1610612738,74,80,2021-03-30T01:10:06Z,4120000,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M55.00S,2021-03-30T01:10:05.6Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,74,80,2021-03-30T01:10:13Z,4130000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,414.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
417,PT04M54.00S,2021-03-30T01:10:08.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1630202,7.835085413929041,48.59834558823529,1610612738,76,80,2021-03-30T01:10:19Z,4140000,7.0,21.0,1,left,P. Pritchard putback Layup (8 PTS),[1630202],1610612738.0,BOS,putback,,,Pritchard,P. Pritchard,,,,,2.22,Made,,8.0,,,,,,,,,,,,,,,,,
418,PT04M46.00S,2021-03-30T01:10:27.9Z,3,REGULAR,foul,personal,[],202689,,,1610612740,76,80,2021-03-30T01:11:54Z,4150000,,,0,,K. Walker personal FOUL (3 PF),"[202689, 1627742]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,202056.0,3.0,0.0,Ingram,1627742.0,,,,,,,,,
420,PT04M29.00S,2021-03-30T01:12:18.3Z,3,REGULAR,jumpball,recovered,[],1630202,,,1610612740,76,80,2021-03-30T01:12:18Z,4170000,,,0,,Jump Ball P. Pritchard vs. B. Ingram: Tip to P. Pritchard,"[1630202, 1630202, 1627742]",1610612738.0,BOS,heldball,P. Pritchard,1630202.0,Pritchard,P. Pritchard,Pritchard,1630202.0,Ingram,1627742.0,,,,,,,,,,,,,,,,,,,,,
423,PT04M29.00S,2021-03-30T01:12:18.3Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612740,76,80,2021-03-30T01:12:18Z,4200000,,,0,,B. Ingram lost ball TURNOVER (3 TO),"[1627742, 1630202]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,3.0,Pritchard,1630202.0,
424,PT04M29.00S,2021-03-30T01:12:18.3Z,3,REGULAR,steal,,[],1630202,,,1610612738,76,80,2021-03-30T01:12:18Z,4210000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M28.00S,2021-03-30T01:12:22.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,53.30157687253614,66.98069852941177,1610612738,76,80,2021-03-30T01:18:06Z,4215000,-85.0,449.0,1,left,MISS M. Smart 45' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,45.65,Missed,,,,,,,,,,,,,,,,,,,
452,PT04M27.00S,2021-03-30T01:12:23.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,76,80,2021-03-30T01:18:25Z,4217500,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,,
426,PT04M18.00S,2021-03-30T01:12:54.5Z,3,REGULAR,3pt,Jump Shot,[],202339,92.46057818659659,3.990502450980392,1610612740,76,80,2021-03-30T01:17:57Z,4230000,-230.0,18.0,1,right,MISS E. Bledsoe 3PT,[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,23.07,Missed,,,,,,,,,,,,,,,,,,,
427,PT04M17.00S,2021-03-30T01:12:55.5Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612740,76,80,2021-03-30T01:13:08Z,4240000,,,0,,J. Hart REBOUND (Off:1 Def:7),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,426.0,,,,,,,,,,8.0,7.0,1.0,,,,,,
428,PT04M12.00S,2021-03-30T01:13:01.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,79.58278580814718,93.69638480392157,1610612740,76,83,2021-03-30T01:17:57Z,4250000,218.0,139.0,1,right,B. Ingram 25' 3PT  (18 PTS) (N. Alexander-Walker 3 AST),"[1627742, 1629638]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.92,Made,,18.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,,,,
430,PT03M59.00S,2021-03-30T01:13:14.3Z,3,REGULAR,3pt,Jump Shot,[],203935,31.488173455978973,53.01011029411765,1610612738,76,83,2021-03-30T01:13:22Z,4270000,-15.0,243.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.4,Missed,,,,,,,,,,,,,,,,,,,
431,PT03M58.00S,2021-03-30T01:13:15.3Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,76,83,2021-03-30T01:13:22Z,4280000,,,0,,J. Hart REBOUND (Off:1 Def:8),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,430.0,,,,,,,,,,9.0,8.0,1.0,,,,,,
432,PT03M43.00S,2021-03-30T01:13:30.1Z,3,REGULAR,3pt,Jump Shot,[],1629638,88.78120893561103,95.65716911764706,1610612740,76,83,2021-03-30T01:13:40Z,4290000,228.0,53.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
433,PT03M42.00S,2021-03-30T01:13:31.1Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,76,83,2021-03-30T01:13:50Z,4300000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,432.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
434,PT03M42.00S,2021-03-30T01:13:37.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,76,83,2021-03-30T01:13:37Z,4310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M31.00S,2021-03-30T01:13:54.9Z,3,REGULAR,3pt,Jump Shot,[],202689,30.699737187910642,27.27481617647059,1610612738,76,83,2021-03-30T01:14:01Z,4320000,114.0,236.0,1,left,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
436,PT03M30.00S,2021-03-30T01:13:55.9Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,76,83,2021-03-30T01:14:01Z,4330000,,,0,,P. Pritchard REBOUND (Off:2 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,435.0,,,,,,,,,,3.0,1.0,2.0,,,,,,
437,PT03M22.00S,2021-03-30T01:14:05.2Z,3,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,76,83,2021-03-30T01:14:12Z,4340000,,,0,,K. Walker bad pass out-of-bounds TURNOVER (3 TO),[202689],1610612738.0,BOS,bad pass,,,Walker,K. Walker,,,,,,,,,,,,201639.0,,,,,,,,,,3.0,,,
438,PT03M22.00S,2021-03-30T01:14:08.5Z,3,REGULAR,substitution,out,[],1629057,,,1610612740,76,83,2021-03-30T01:14:38Z,4350000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M22.00S,2021-03-30T01:14:08.5Z,3,REGULAR,substitution,out,[],1629638,,,1610612740,76,83,2021-03-30T01:14:38Z,4360000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M22.00S,2021-03-30T01:14:08.5Z,3,REGULAR,substitution,out,[],203500,,,1610612740,76,83,2021-03-30T01:14:38Z,4370000,,,0,,SUB out: S. Adams,[203500],1610612740.0,NOP,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M22.00S,2021-03-30T01:14:08.5Z,3,REGULAR,substitution,in,[],1628436,,,1610612740,76,83,2021-03-30T01:14:38Z,4380000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M22.00S,2021-03-30T01:14:08.5Z,3,REGULAR,substitution,in,[],1629637,,,1610612740,76,83,2021-03-30T01:14:38Z,4390000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M22.00S,2021-03-30T01:14:08.5Z,3,REGULAR,substitution,in,[],1630184,,,1610612740,76,83,2021-03-30T01:14:38Z,4400000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
