actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
443,PT02M37.00S,2021-02-18T02:10:39.0Z,3,REGULAR,substitution,in,[],1630219,,,1610612737,77,82,2021-02-18T02:10:43Z,4300000,,,0,,SUB in: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M37.00S,2021-02-18T02:10:47.1Z,3,REGULAR,substitution,out,[],201952,,,1610612737,77,82,2021-02-18T02:10:54Z,4310000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M37.00S,2021-02-18T02:10:47.1Z,3,REGULAR,substitution,in,[],1630202,,,1610612737,77,82,2021-02-18T02:10:54Z,4320000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M27.00S,2021-02-18T02:11:10.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201568,92.32917214191852,49.08854166666667,1610612737,77,84,2021-02-18T02:11:18Z,4330000,-5.0,20.0,1,right,D. Gallinari driving reverse Layup (5 PTS) (S. Mays 1 AST),"[201568, 1630219]",1610612737.0,ATL,driving reverse,,,Gallinari,D. Gallinari,,,,,2.01,Made,,,,,5.0,S. Mays,1630219.0,1.0,,,,,,,,,,
447,PT02M27.00S,2021-02-18T02:11:14.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612737,77,84,2021-02-18T02:11:22Z,4340000,,,0,,G. Williams shooting personal FOUL (1 PF) (Gallinari 1 FT),"[1629684, 201568]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Gallinari,201568.0,,
450,PT02M27.00S,2021-02-18T02:11:38.6Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],201568,,,1610612737,77,85,2021-02-18T02:11:38Z,4360000,,,0,,D. Gallinari Free Throw 1 of 1 (6 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
451,PT02M06.00S,2021-02-18T02:12:04.7Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,77,85,2021-02-18T02:12:13Z,4370000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,,,,,3.0,,,204058.0,,,,,,
452,PT01M49.00S,2021-02-18T02:12:26.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203503,93.24901445466492,3.2552083333333335,1610612737,77,85,2021-02-18T02:12:30Z,4380000,-234.0,11.0,1,right,MISS T. Snell 3PT,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,
453,PT01M46.00S,2021-02-18T02:12:29.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,77,85,2021-02-18T02:12:30Z,4390000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,452.0,3.0,3.0,0.0,,,,,,,,,,,,,,
454,PT01M43.00S,2021-02-18T02:12:34.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201568,,,1610612738,77,85,2021-02-18T02:12:58Z,4400000,,,0,,D. Gallinari personal FOUL (2 PF) (Brown 2 FT),"[201568, 1627759]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Brown,1627759.0,,
456,PT01M43.00S,2021-02-18T02:12:59.3Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,78,85,2021-02-18T02:12:59Z,4420000,,,0,,J. Brown Free Throw 1 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
457,PT01M43.00S,2021-02-18T02:13:13.0Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,79,85,2021-02-18T02:13:13Z,4430000,,,0,,J. Brown Free Throw 2 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
458,PT01M21.00S,2021-02-18T02:13:35.9Z,3,REGULAR,2pt,Jump Shot,[],201568,75.29566360052561,22.395833333333336,1610612737,79,85,2021-02-18T02:13:47Z,4440000,-138.0,180.0,1,right,MISS D. Gallinari 22' Jump Shot - blocked,"[201568, 1629057]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,22.66,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0
459,PT01M21.00S,2021-02-18T02:13:35.9Z,3,REGULAR,block,,[],1629057,,,1610612737,79,85,2021-02-18T02:13:38Z,4450000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M18.00S,2021-02-18T02:13:38.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,79,85,2021-02-18T02:13:47Z,4460000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,458.0,2.0,2.0,0.0,,,,,,,,,,,,,,
461,PT01M05.00S,2021-02-18T02:13:52.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.521024967148489,49.82383578431372,1610612738,81,85,2021-02-18T02:13:57Z,4470000,1.0,9.0,1,left,R. Williams III alley-oop DUNK (6 PTS) (G. Williams 2 AST),"[1629057, 1629684]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.88,Made,,,,,6.0,G. Williams,1629684.0,2.0,,,,,,,,,,
463,PT00M43.20S,2021-02-18T02:14:13.9Z,3,REGULAR,2pt,Jump Shot,[],1629629,71.04139290407359,57.176776960784316,1610612737,81,87,2021-02-18T02:14:22Z,4490000,36.0,220.0,1,right,C. Reddish 22' step back Jump Shot (13 PTS),[1629629],1610612737.0,ATL,step back,,,Reddish,C. Reddish,,,,,22.26,Made,,,,,13.0,,,,,,,,,,,,,
464,PT00M37.60S,2021-02-18T02:14:25.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,28.597240473061763,74.57873774509804,1610612738,81,87,2021-02-18T02:14:31Z,4500000,-123.0,216.0,1,left,MISS J. Brown 24' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,
465,PT00M34.50S,2021-02-18T02:14:28.2Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,81,87,2021-02-18T02:14:31Z,4510000,,,0,,J. Collins REBOUND (Off:2 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,464.0,4.0,2.0,2.0,,,,,,,,,,,,,,
466,PT00M26.90S,2021-02-18T02:14:35.9Z,3,REGULAR,3pt,Jump Shot,[],201568,67.09921156373193,67.22579656862744,1610612737,81,90,2021-02-18T02:14:41Z,4520000,86.0,257.0,1,right,D. Gallinari 27' 3PT  (9 PTS) (S. Mays 2 AST),"[201568, 1630219]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,27.08,Made,,,,,9.0,S. Mays,1630219.0,2.0,,,,,,,,,,
468,PT00M02.60S,2021-02-18T02:15:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,6.652431011826544,48.84344362745098,1610612738,81,90,2021-02-18T02:15:12Z,4540000,6.0,10.0,1,left,MISS J. Brown floating Shot,[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,1.16,Missed,,,,,,,,,,,,,,,,,,
469,PT00M00.80S,2021-02-18T02:15:07.1Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,81,90,2021-02-18T02:15:12Z,4550000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,468.0,2.0,2.0,0.0,,,,,,,,,,,,,,
470,PT00M00.70S,2021-02-18T02:15:11.1Z,3,REGULAR,3pt,Jump Shot,[],201568,35.167542706964525,78.25520833333334,1610612737,81,90,2021-02-18T02:16:20Z,4560000,141.0,557.0,1,right,MISS D. Gallinari 57' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,57.45,Missed,,,,,,,,,,,,,,,,,,
471,PT00M00.10S,2021-02-18T02:15:11.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,81,90,2021-02-18T02:16:20Z,4570000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,,,
472,PT00M00.00S,2021-02-18T02:15:13.8Z,3,REGULAR,period,end,[],0,,,1610612737,81,90,2021-02-18T02:15:13Z,4580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2021-02-18T02:17:29.6Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612737,81,90,2021-02-18T02:17:45Z,4590000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-02-18T02:17:29.6Z,4,REGULAR,substitution,out,['startperiod'],203503,,,1610612737,81,90,2021-02-18T02:17:45Z,4600000,,,0,,SUB out: T. Snell,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2021-02-18T02:17:29.6Z,4,REGULAR,substitution,out,['startperiod'],1629629,,,1610612737,81,90,2021-02-18T02:17:45Z,4610000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-02-18T02:17:29.6Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612737,81,90,2021-02-18T02:17:45Z,4620000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2021-02-18T02:17:29.6Z,4,REGULAR,substitution,in,['startperiod'],1628989,,,1610612737,81,90,2021-02-18T02:17:45Z,4630000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2021-02-18T02:17:29.6Z,4,REGULAR,substitution,in,['startperiod'],203524,,,1610612737,81,90,2021-02-18T02:17:45Z,4640000,,,0,,SUB in: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2021-02-18T02:17:58.2Z,4,REGULAR,period,start,[],0,,,1610612737,81,90,2021-02-18T02:17:58Z,4650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT11M43.00S,2021-02-18T02:18:14.3Z,4,REGULAR,3pt,Jump Shot,[],1628989,65.78515111695138,28.010110294117645,1610612737,81,90,2021-02-18T02:18:19Z,4660000,-110.0,269.0,1,right,MISS K. Huerter 29' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,29.07,Missed,,,,,,,,,,,,,,,,,,
481,PT11M41.00S,2021-02-18T02:18:16.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,81,90,2021-02-18T02:18:19Z,4670000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,480.0,1.0,1.0,0.0,,,,,,,,,,,,,,
482,PT11M28.00S,2021-02-18T02:18:29.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,26.888961892247043,16.245404411764707,1610612738,84,90,2021-02-18T02:18:34Z,4680000,169.0,200.0,1,left,P. Pritchard 26' 3PT  (9 PTS) (J. Tatum 3 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.19,Made,,,,,9.0,J. Tatum,1628369.0,3.0,,,,,,,,,,
484,PT11M12.00S,2021-02-18T02:18:48.0Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612737,84,90,2021-02-18T02:18:53Z,4700000,,,0,,P. Pritchard shooting personal FOUL (4 PF) (Collins 2 FT),"[1630202, 1628381]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,1204.0,4.0,0.0,Collins,1628381.0,,
486,PT11M12.00S,2021-02-18T02:19:11.6Z,4,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,84,91,2021-02-18T02:19:11Z,4720000,,,0,,J. Collins Free Throw 1 of 2 (15 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
487,PT11M12.00S,2021-02-18T02:19:23.5Z,4,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,84,92,2021-02-18T02:19:23Z,4730000,,,0,,J. Collins Free Throw 2 of 2 (16 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
488,PT10M53.00S,2021-02-18T02:19:45.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,27.283180026281208,79.23560049019608,1610612738,84,92,2021-02-18T02:19:55Z,4740000,-146.0,204.0,1,left,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,
489,PT10M49.00S,2021-02-18T02:19:49.0Z,4,REGULAR,rebound,offensive,[],1630174,,,1610612738,84,92,2021-02-18T02:19:55Z,4750000,,,0,,A. Nesmith REBOUND (Off:3 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,488.0,6.0,3.0,3.0,,,,,,,,,,,,,,
490,PT10M37.00S,2021-02-18T02:20:00.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630202,15.719448094612352,59.3826593137255,1610612738,86,92,2021-02-18T02:20:08Z,4760000,-47.0,95.0,1,left,P. Pritchard 10' turnaround Jump Shot (11 PTS),[1630202],1610612738.0,BOS,turnaround,,,Pritchard,P. Pritchard,,,,,10.62,Made,,,,,11.0,,,,,,,,,,,,,
491,PT10M35.00S,2021-02-18T02:20:10.5Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612737,86,92,2021-02-18T02:20:10Z,4770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT10M16.00S,2021-02-18T02:20:35.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201568,91.14651773981603,50.80422794117647,1610612737,86,92,2021-02-18T02:20:46Z,4780000,4.0,31.0,1,right,MISS D. Gallinari driving Layup,[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,3.1,Missed,,,,,,,,,,,,,,,,,,
493,PT10M15.00S,2021-02-18T02:20:36.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,86,92,2021-02-18T02:20:46Z,4790000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,492.0,3.0,3.0,0.0,,,,,,,,,,,,,,
494,PT10M06.00S,2021-02-18T02:20:48.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,6.915243101182654,51.78462009803921,1610612738,86,92,2021-02-18T02:21:10Z,4800000,-9.0,13.0,1,left,MISS P. Pritchard driving Layup - blocked,"[1630202, 1628381]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,1.53,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0
495,PT10M06.00S,2021-02-18T02:20:48.6Z,4,REGULAR,block,,[],1628381,,,1610612738,86,92,2021-02-18T02:20:53Z,4810000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
496,PT10M05.00S,2021-02-18T02:20:49.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,86,92,2021-02-18T02:21:10Z,4820000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,
497,PT10M05.00S,2021-02-18T02:20:56.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,86,92,2021-02-18T02:20:56Z,4830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT09M55.00S,2021-02-18T02:21:18.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,11.777266754270697,3.7454044117647056,1610612738,89,92,2021-02-18T02:21:22Z,4840000,231.0,58.0,1,left,J. Tatum 3PT  (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.85,Made,,,,,28.0,,,,,,,,,,,,,
501,PT09M29.00S,2021-02-18T02:21:45.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,89,92,2021-02-18T02:21:45Z,4850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT09M29.00S,2021-02-18T02:21:51.0Z,4,REGULAR,substitution,out,[],201568,,,1610612737,89,92,2021-02-18T02:21:53Z,4860000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M29.00S,2021-02-18T02:21:51.0Z,4,REGULAR,substitution,in,[],203991,,,1610612737,89,92,2021-02-18T02:21:53Z,4870000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M27.00S,2021-02-18T02:22:10.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.19776609724047,53.255208333333336,1610612737,89,92,2021-02-18T02:22:19Z,4880000,16.0,21.0,1,right,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,
505,PT09M25.00S,2021-02-18T02:22:12.3Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,89,92,2021-02-18T02:22:19Z,4890000,,,0,,C. Capela REBOUND (Off:2 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,504.0,11.0,9.0,2.0,,,,,,,,,,,,,,
506,PT09M24.00S,2021-02-18T02:22:12.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.32917214191852,53.01011029411765,1610612737,89,92,2021-02-18T02:22:23Z,4900000,15.0,20.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,2.47,Missed,,,,,,,,,,,,,,,,,,
507,PT09M22.00S,2021-02-18T02:22:14.8Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,89,92,2021-02-18T02:22:14Z,4910000,,,0,,C. Capela REBOUND (Off:3 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,506.0,12.0,9.0,3.0,,,,,,,,,,,,,,
508,PT09M22.00S,2021-02-18T02:22:14.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,89,94,2021-02-18T02:22:14Z,4920000,0.0,0.0,1,right,C. Capela tip Layup (18 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Made,,,,,18.0,,,,,,,,,,,,,
509,PT09M02.00S,2021-02-18T02:22:34.7Z,4,REGULAR,2pt,Jump Shot,[],1629684,5.995400788436268,81.44148284313727,1610612738,91,94,2021-02-18T02:22:42Z,4930000,-157.0,4.0,1,left,G. Williams 15' driving floating Jump Shot (4 PTS) (A. Nesmith 2 AST),"[1629684, 1630174]",1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,15.72,Made,,,,,4.0,A. Nesmith,1630174.0,2.0,,,,,,,,,,
513,PT08M49.00S,2021-02-18T02:23:03.1Z,4,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612737,91,94,2021-02-18T02:23:09Z,4970000,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Capela 2 FT),"[1630174, 203991]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,204058.0,3.0,0.0,Capela,203991.0,,
515,PT08M49.00S,2021-02-18T02:23:14.7Z,4,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,91,94,2021-02-18T02:23:14Z,4990000,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Missed,,,,,,,,,,,,,,,,,,
516,PT08M49.00S,2021-02-18T02:23:14.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,91,94,2021-02-18T02:23:14Z,5000000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,,,
517,PT08M49.00S,2021-02-18T02:23:27.8Z,4,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,91,95,2021-02-18T02:23:27Z,5010000,,,0,,C. Capela Free Throw 2 of 2 (19 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
518,PT08M40.00S,2021-02-18T02:23:39.9Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,91,95,2021-02-18T02:23:52Z,5020000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1630219]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2.0,Mays,1630219.0,,,,,,,
519,PT08M40.00S,2021-02-18T02:23:39.9Z,4,REGULAR,steal,,[],1630219,,,1610612737,91,95,2021-02-18T02:23:42Z,5030000,,,0,,S. Mays STEAL (1 STL),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M38.00S,2021-02-18T02:23:47.2Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612737,91,95,2021-02-18T02:23:57Z,5040000,,,0,,P. Pritchard shooting personal FOUL (5 PF) (Mays 2 FT),"[1630202, 1630219]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,1204.0,5.0,0.0,Mays,1630219.0,,
522,PT08M38.00S,2021-02-18T02:24:17.0Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612737,91,95,2021-02-18T02:24:17Z,5060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M38.00S,2021-02-18T02:25:29.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630219,,,1610612737,91,96,2021-02-18T02:25:29Z,5070000,,,0,,S. Mays Free Throw 1 of 2 (4 PTS),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
524,PT08M38.00S,2021-02-18T02:25:47.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630219,,,1610612737,91,97,2021-02-18T02:25:47Z,5080000,,,0,,S. Mays Free Throw 2 of 2 (5 PTS),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
525,PT08M27.00S,2021-02-18T02:26:03.9Z,4,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,91,97,2021-02-18T02:26:15Z,5090000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (3 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,,,,,,,,,,,3.0,,,1204.0,,,,,,
526,PT08M27.00S,2021-02-18T02:26:10.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,91,97,2021-02-18T02:26:10Z,5100000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M27.00S,2021-02-18T02:28:35.6Z,4,REGULAR,substitution,out,[],1630202,,,1610612737,91,97,2021-02-18T02:28:53Z,5110000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M27.00S,2021-02-18T02:28:35.6Z,4,REGULAR,substitution,out,[],1630219,,,1610612737,91,97,2021-02-18T02:28:53Z,5120000,,,0,,SUB out: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M27.00S,2021-02-18T02:28:35.6Z,4,REGULAR,substitution,out,[],1628381,,,1610612737,91,97,2021-02-18T02:28:53Z,5130000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M27.00S,2021-02-18T02:28:35.6Z,4,REGULAR,substitution,in,[],201952,,,1610612737,91,97,2021-02-18T02:28:53Z,5140000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M27.00S,2021-02-18T02:28:35.6Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,91,97,2021-02-18T02:28:53Z,5150000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M27.00S,2021-02-18T02:28:35.6Z,4,REGULAR,substitution,in,[],1629629,,,1610612737,91,97,2021-02-18T02:28:53Z,5160000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M27.00S,2021-02-18T02:28:35.6Z,4,REGULAR,substitution,out,[],1630174,,,1610612737,91,97,2021-02-18T02:29:37Z,5165000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M27.00S,2021-02-18T02:28:35.6Z,4,REGULAR,substitution,in,[],1627759,,,1610612737,91,97,2021-02-18T02:29:37Z,5167500,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M11.00S,2021-02-18T02:29:18.0Z,4,REGULAR,foul,personal,[],1627759,,,1610612737,91,97,2021-02-18T02:29:38Z,5170000,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 1629027]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,101283.0,4.0,0.0,Young,1629027.0,,
