actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,stealPlayerName,stealPersonId
457,PT02M18.00S,2021-02-27T02:26:07.7Z,3,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,87,80,2021-02-27T02:26:07Z,4430000,,,0,,R. Williams III Free Throw 1 of 1 (11 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,,11.0,,,,,,,,,,,
458,PT02M05.00S,2021-02-27T02:26:24.8Z,3,REGULAR,2pt,Jump Shot,[],1627763,91.01511169513797,82.421875,1610612754,87,80,2021-02-27T02:26:31Z,4440000,162.0,32.0,1,right,MISS M. Brogdon 16' fadeaway Shot,[1627763],1610612754.0,IND,fadeaway,,,Brogdon,M. Brogdon,,,,,16.52,Missed,,,,,,,,,,,,,,,,,,,
459,PT02M01.00S,2021-02-27T02:26:28.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,87,80,2021-02-27T02:26:31Z,4450000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,458.0,5.0,5.0,0.0,,,,,,,,,,,,,
460,PT01M40.00S,2021-02-27T02:26:49.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.53942181340342,43.69638480392157,1610612738,87,80,2021-02-27T02:26:53Z,4460000,32.0,253.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
461,PT01M37.00S,2021-02-27T02:26:52.6Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,87,80,2021-02-27T02:26:53Z,4470000,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,460.0,5.0,4.0,1.0,,,,,,,,,,,,,
462,PT01M28.00S,2021-02-27T02:27:01.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.9862023653088,46.63756127450981,1610612754,87,82,2021-02-27T02:27:04Z,4480000,-17.0,13.0,1,right,D. Sabonis cutting Layup (15 PTS) (M. Brogdon 5 AST),"[1627734, 1627763]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,2.15,Made,,,,,,,,15.0,M. Brogdon,1627763.0,5.0,,,,,,,,
464,PT01M03.00S,2021-02-27T02:27:27.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201952,10.85742444152431,48.59834558823529,1610612738,89,82,2021-02-27T02:27:33Z,4500000,7.0,50.0,1,left,J. Teague driving floating Jump Shot (12 PTS),[201952],1610612738.0,BOS,driving floating,,,Teague,J. Teague,,,,,5.01,Made,,,,,,,,12.0,,,,,,,,,,,
465,PT00M37.70S,2021-02-27T02:27:56.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,87.07293035479631,42.22579656862745,1610612754,89,84,2021-02-27T02:28:01Z,4510000,-39.0,69.0,1,right,D. Sabonis 7' turnaround Hook (17 PTS),[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,7.92,Made,,,,,,,,17.0,,,,,,,,,,,
466,PT00M31.00S,2021-02-27T02:28:07.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,28.86005256241787,21.637561274509803,1610612738,92,84,2021-02-27T02:28:13Z,4520000,142.0,219.0,1,left,J. Tatum 26' 3PT pullup (7 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.07,Made,,,,,,,,7.0,,,,,,,,,,,
467,PT00M10.70S,2021-02-27T02:28:31.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,80.3712220762155,46.63756127450981,1610612754,92,84,2021-02-27T02:28:39Z,4530000,-17.0,132.0,1,right,MISS M. Brogdon 13' Jump Shot,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,13.31,Missed,,,,,,,,,,,,,,,,,,,
468,PT00M06.10S,2021-02-27T02:28:35.9Z,3,REGULAR,rebound,offensive,[],1627763,,,1610612754,92,84,2021-02-27T02:28:35Z,4540000,,,0,,M. Brogdon REBOUND (Off:2 Def:3),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,467.0,5.0,3.0,2.0,,,,,,,,,,,,,
469,PT00M00.00S,2021-02-27T02:28:48.1Z,3,REGULAR,period,end,[],0,,,1610612754,92,84,2021-02-27T02:28:48Z,4550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2021-02-27T02:31:40.9Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612754,92,84,2021-02-27T02:31:56Z,4560000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2021-02-27T02:31:40.9Z,4,REGULAR,substitution,out,['startperiod'],1627763,,,1610612754,92,84,2021-02-27T02:31:56Z,4570000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2021-02-27T02:31:40.9Z,4,REGULAR,substitution,out,['startperiod'],203200,,,1610612754,92,84,2021-02-27T02:31:56Z,4580000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2021-02-27T02:31:40.9Z,4,REGULAR,substitution,out,['startperiod'],1627734,,,1610612754,92,84,2021-02-27T02:31:56Z,4590000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-02-27T02:31:40.9Z,4,REGULAR,substitution,in,['startperiod'],1629750,,,1610612754,92,84,2021-02-27T02:31:56Z,4600000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2021-02-27T02:31:40.9Z,4,REGULAR,substitution,in,['startperiod'],1628988,,,1610612754,92,84,2021-02-27T02:31:56Z,4610000,,,0,,SUB in: A. Holiday,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-02-27T02:31:40.9Z,4,REGULAR,substitution,in,['startperiod'],1628410,,,1610612754,92,84,2021-02-27T02:31:56Z,4620000,,,0,,SUB in: E. Sumner,[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2021-02-27T02:31:40.9Z,4,REGULAR,substitution,in,['startperiod'],1626167,,,1610612754,92,84,2021-02-27T02:31:56Z,4630000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2021-02-27T02:32:20.6Z,4,REGULAR,period,start,[],0,,,1610612738,92,84,2021-02-27T02:32:20Z,4640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT11M44.00S,2021-02-27T02:32:36.3Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,92,84,2021-02-27T02:32:40Z,4650000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1628410]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1.0,,,,,,Sumner,1628410.0
480,PT11M44.00S,2021-02-27T02:32:36.3Z,4,REGULAR,steal,,[],1628410,,,1610612754,92,84,2021-02-27T02:32:37Z,4660000,,,0,,E. Sumner STEAL (2 STL),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT11M27.00S,2021-02-27T02:32:57.6Z,4,REGULAR,foul,personal,['2freethrow'],201952,,,1610612754,92,84,2021-02-27T02:33:28Z,4670000,,,0,,J. Teague shooting personal FOUL (3 PF) (Sumner 2 FT),"[201952, 1628410]",1610612738.0,BOS,shooting,,,Teague,J. Teague,,,,,,,,,,,,,2715.0,,,,,,3.0,0.0,Sumner,1628410.0,,,
483,PT11M27.00S,2021-02-27T02:33:30.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628410,,,1610612754,92,85,2021-02-27T02:33:30Z,4690000,,,0,,E. Sumner Free Throw 1 of 2 (2 PTS),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,Made,,,,,,,,2.0,,,,,,,,,,,
484,PT11M27.00S,2021-02-27T02:33:46.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628410,,,1610612754,92,86,2021-02-27T02:33:46Z,4700000,,,0,,E. Sumner Free Throw 2 of 2 (3 PTS),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,Made,,,,,,,,3.0,,,,,,,,,,,
485,PT11M12.00S,2021-02-27T02:34:02.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,12.87779237844941,44.19424019607843,1610612738,92,86,2021-02-27T02:35:27Z,4710000,29.0,69.0,1,left,MISS R. Williams III 7' floating Shot,[1629057],1610612738.0,BOS,floating,,,Williams III,R. Williams III,,,,,7.45,Missed,,,,,,,,,,,,,,,,,,,
486,PT11M08.00S,2021-02-27T02:34:06.9Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,92,86,2021-02-27T02:34:20Z,4720000,,,0,,R. Williams III REBOUND (Off:3 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,485.0,9.0,6.0,3.0,,,,,,,,,,,,,
487,PT11M07.00S,2021-02-27T02:34:07.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,8.672798948751643,45.09420955882353,1610612738,94,86,2021-02-27T02:34:27Z,4730000,25.0,29.0,1,left,R. Williams III putback Layup (13 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,3.8,Made,,,,,,,,13.0,,,,,,,,,,,
488,PT10M48.00S,2021-02-27T02:34:26.0Z,4,REGULAR,3pt,Jump Shot,[],203087,72.88107752956637,17.22579656862745,1610612754,94,86,2021-02-27T02:34:30Z,4740000,-164.0,202.0,1,right,MISS J. Lamb 26' 3PT,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
489,PT10M46.00S,2021-02-27T02:34:28.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,94,86,2021-02-27T02:34:30Z,4750000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,488.0,6.0,5.0,1.0,,,,,,,,,,,,,
490,PT10M44.00S,2021-02-27T02:34:33.9Z,4,REGULAR,foul,personal,[],204456,,,1610612738,94,86,2021-02-27T02:34:46Z,4760000,,,0,,T. McConnell personal FOUL (2 PF),"[204456, 1629750]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Green,1629750.0,,,
492,PT10M35.00S,2021-02-27T02:35:01.4Z,4,REGULAR,2pt,Jump Shot,[],1628369,8.623521681997373,66.49050245098039,1610612738,94,86,2021-02-27T02:35:06Z,4780000,-82.0,29.0,1,left,MISS J. Tatum 8' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,8.73,Missed,,,,,,,,,,,,,,,,,,,
493,PT10M32.00S,2021-02-27T02:35:04.4Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,94,86,2021-02-27T02:35:06Z,4790000,,,0,,T. McConnell REBOUND (Off:1 Def:4),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,492.0,5.0,4.0,1.0,,,,,,,,,,,,,
494,PT10M26.00S,2021-02-27T02:35:09.4Z,4,REGULAR,2pt,Jump Shot,[],203087,84.88830486202366,32.19209558823529,1610612754,94,88,2021-02-27T02:35:15Z,4800000,-89.0,90.0,1,right,J. Lamb 12' driving floating Jump Shot (4 PTS) (T. McConnell 2 AST),"[203087, 204456]",1610612754.0,IND,driving floating,,,Lamb,J. Lamb,,,,,12.62,Made,,,,,,,,4.0,T. McConnell,204456.0,2.0,,,,,,,,
496,PT10M15.00S,2021-02-27T02:35:22.6Z,4,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612738,94,88,2021-02-27T02:35:32Z,4820000,,,0,,A. Holiday shooting personal FOUL (4 PF) (Teague 2 FT),"[1628988, 201952]",1610612754.0,IND,shooting,,,Holiday,A. Holiday,,,,,,,,,,,,,2715.0,,,,,,4.0,0.0,Teague,201952.0,,,
498,PT10M15.00S,2021-02-27T02:35:46.1Z,4,REGULAR,freethrow,1 of 2,[],201952,,,1610612738,95,88,2021-02-27T02:35:46Z,4840000,,,0,,J. Teague Free Throw 1 of 2 (13 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,,,,,,,13.0,,,,,,,,,,,
499,PT10M15.00S,2021-02-27T02:36:02.3Z,4,REGULAR,freethrow,2 of 2,[],201952,,,1610612738,96,88,2021-02-27T02:36:02Z,4850000,,,0,,J. Teague Free Throw 2 of 2 (14 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,,,,,,,14.0,,,,,,,,,,,
500,PT10M01.00S,2021-02-27T02:36:20.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.59198423127464,53.255208333333336,1610612754,96,88,2021-02-27T02:36:28Z,4860000,16.0,17.0,1,right,MISS M. Turner driving finger roll Layup,[1626167],1610612754.0,IND,driving finger roll,,,Turner,M. Turner,,,,,2.36,Missed,,,,,,,,,,,,,,,,,,,
501,PT09M59.00S,2021-02-27T02:36:22.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,88,2021-02-27T02:36:28Z,4870000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,500.0,7.0,6.0,1.0,,,,,,,,,,,,,
502,PT09M51.00S,2021-02-27T02:36:29.9Z,4,REGULAR,turnover,bad pass,[],201952,,,1610612738,96,88,2021-02-27T02:36:34Z,4880000,,,0,,J. Teague bad pass TURNOVER (3 TO),"[201952, 203087]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,3.0,,,,,,Lamb,203087.0
503,PT09M51.00S,2021-02-27T02:36:29.9Z,4,REGULAR,steal,,[],203087,,,1610612754,96,88,2021-02-27T02:38:24Z,4890000,,,0,,J. Lamb STEAL (1 STL),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M43.00S,2021-02-27T02:36:38.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628410,93.11760840998686,53.74540441176471,1610612754,96,88,2021-02-27T02:36:45Z,4900000,19.0,12.0,1,right,MISS E. Sumner driving finger roll Layup,[1628410],1610612754.0,IND,driving finger roll,,,Sumner,E. Sumner,,,,,2.23,Missed,,,,,,,,,,,,,,,,,,,
505,PT09M41.00S,2021-02-27T02:36:40.0Z,4,REGULAR,rebound,offensive,[],1626167,,,1610612754,96,88,2021-02-27T02:36:40Z,4910000,,,0,,M. Turner REBOUND (Off:2 Def:7),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,504.0,9.0,7.0,2.0,,,,,,,,,,,,,
506,PT09M40.00S,2021-02-27T02:36:41.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628988,66.04796320630749,67.22579656862744,1610612754,96,88,2021-02-27T02:36:48Z,4920000,86.0,267.0,1,right,MISS A. Holiday 28' 3PT,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,28.02,Missed,,,,,,,,,,,,,,,,,,,
507,PT09M37.00S,2021-02-27T02:36:43.9Z,4,REGULAR,rebound,offensive,[],1628410,,,1610612754,96,88,2021-02-27T02:36:44Z,4930000,,,0,,E. Sumner REBOUND (Off:1 Def:2),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,506.0,3.0,2.0,1.0,,,,,,,,,,,,,
560,PT09M36.00S,2021-02-27T02:36:56.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628988,86.67871222076215,55.951286764705884,1610612754,96,88,2021-02-27T02:49:36Z,4945000,30.0,73.0,1,right,MISS A. Holiday 7' driving Layup - blocked,"[1628988, 1628369]",1610612754.0,IND,driving,,,Holiday,A. Holiday,,,,,7.86,Missed,Tatum,1628369.0,,,,,,,,,,,,,,,,,
561,PT09M36.00S,2021-02-27T02:36:56.9Z,4,REGULAR,block,,[],1628369,,,1610612754,96,88,2021-02-27T02:49:36Z,4952500,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M35.00S,2021-02-27T02:36:57.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,96,88,2021-02-27T02:49:36Z,4956250,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,,
510,PT09M35.00S,2021-02-27T02:37:12.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,96,88,2021-02-27T02:49:36Z,4960000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT09M35.00S,2021-02-27T02:37:14.7Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,96,88,2021-02-27T02:49:36Z,4970000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,,,,,,2715.0,,,,,,,,,,No Foul on J. Tatum,,
512,PT09M31.00S,2021-02-27T02:40:35.2Z,4,REGULAR,jumpball,recovered,[],201952,,,1610612738,96,88,2021-02-27T02:40:35Z,4980000,,,0,,Jump Ball R. Williams III vs. M. Turner: Tip to J. Teague,"[201952, 1629057, 1626167]",1610612738.0,BOS,challenge,J. Teague,201952.0,Teague,J. Teague,Williams III,1629057.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,
515,PT09M21.00S,2021-02-27T02:40:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,7.178055190538765,46.63756127450981,1610612738,98,88,2021-02-27T02:40:51Z,5010000,17.0,15.0,1,left,J. Green alley-oop Layup (2 PTS) (R. Williams III 4 AST),"[1629750, 1629057]",1610612738.0,BOS,alley-oop,,,Green,J. Green,,,,,2.25,Made,,,,,,,,2.0,R. Williams III,1629057.0,4.0,,,,,,,,
517,PT09M06.00S,2021-02-27T02:41:02.7Z,4,REGULAR,2pt,Jump Shot,[],203087,85.49605781865965,73.59834558823529,1610612754,98,90,2021-02-27T02:41:19Z,5030000,118.0,84.0,1,right,J. Lamb 14' driving floating bank Jump Shot (6 PTS) (T. McConnell 3 AST),"[203087, 204456]",1610612754.0,IND,driving floating bank,,,Lamb,J. Lamb,,,,,14.47,Made,,,,,,,,6.0,T. McConnell,204456.0,3.0,,,,,,,,
518,PT09M06.00S,2021-02-27T02:41:06.8Z,4,REGULAR,foul,personal,['1freethrow'],1630202,,,1610612754,98,90,2021-02-27T02:41:15Z,5040000,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Lamb 1 FT),"[1630202, 203087]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Lamb,203087.0,,,
520,PT09M06.00S,2021-02-27T02:41:29.4Z,4,REGULAR,freethrow,1 of 1,[],203087,,,1610612754,98,91,2021-02-27T02:41:29Z,5060000,,,0,,J. Lamb Free Throw 1 of 1 (7 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,,,,,,,,7.0,,,,,,,,,,,
522,PT08M46.00S,2021-02-27T02:41:52.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.703679369250986,53.01011029411765,1610612738,98,91,2021-02-27T02:42:02Z,5070000,-15.0,20.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.5,Missed,,,,,,,,,,,,,,,,,,,
523,PT08M44.00S,2021-02-27T02:41:54.4Z,4,REGULAR,rebound,defensive,[],203087,,,1610612754,98,91,2021-02-27T02:41:58Z,5080000,,,0,,J. Lamb REBOUND (Off:0 Def:1),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,522.0,1.0,1.0,0.0,,,,,,,,,,,,,
524,PT08M35.00S,2021-02-27T02:42:05.6Z,4,REGULAR,2pt,Jump Shot,[],1628410,85.62746386333771,67.71599264705883,1610612754,98,93,2021-02-27T02:47:42Z,5090000,89.0,83.0,1,right,E. Sumner 12' driving floating Jump Shot (5 PTS),[1628410],1610612754.0,IND,driving floating,,,Sumner,E. Sumner,,,,,12.11,Made,,,,,,,,5.0,,,,,,,,,,,
525,PT08M35.00S,2021-02-27T02:42:10.7Z,4,REGULAR,foul,personal,['1freethrow'],201952,,,1610612754,98,93,2021-02-27T02:42:17Z,5100000,,,0,,J. Teague shooting personal FOUL (4 PF) (Sumner 1 FT),"[201952, 1628410]",1610612738.0,BOS,shooting,,,Teague,J. Teague,,,,,,,,,,,,,200834.0,,,,,,4.0,0.0,Sumner,1628410.0,,,
527,PT08M35.00S,2021-02-27T02:42:27.1Z,4,REGULAR,substitution,out,[],201952,,,1610612754,98,93,2021-02-27T02:42:34Z,5120000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M35.00S,2021-02-27T02:42:27.1Z,4,REGULAR,substitution,in,[],202689,,,1610612754,98,93,2021-02-27T02:42:34Z,5130000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M35.00S,2021-02-27T02:42:37.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612754,98,93,2021-02-27T02:42:49Z,5140000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M35.00S,2021-02-27T02:42:37.3Z,4,REGULAR,substitution,out,[],1629750,,,1610612754,98,93,2021-02-27T02:42:49Z,5150000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M35.00S,2021-02-27T02:42:37.3Z,4,REGULAR,substitution,in,[],201952,,,1610612754,98,93,2021-02-27T02:42:49Z,5160000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M35.00S,2021-02-27T02:42:37.3Z,4,REGULAR,substitution,in,[],1627759,,,1610612754,98,93,2021-02-27T02:42:49Z,5170000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M35.00S,2021-02-27T02:42:56.0Z,4,REGULAR,freethrow,1 of 1,[],1628410,,,1610612754,98,94,2021-02-27T02:42:56Z,5180000,,,0,,E. Sumner Free Throw 1 of 1 (6 PTS),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,Made,,,,,,,,6.0,,,,,,,,,,,
534,PT08M20.00S,2021-02-27T02:43:14.3Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,98,94,2021-02-27T02:43:17Z,5190000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1628988]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,3.0,,,,,,Holiday,1628988.0
535,PT08M20.00S,2021-02-27T02:43:14.3Z,4,REGULAR,steal,,[],1628988,,,1610612754,98,94,2021-02-27T02:43:15Z,5200000,,,0,,A. Holiday STEAL (2 STL),[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M14.00S,2021-02-27T02:43:20.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,92.32917214191852,96.14736519607843,1610612754,98,97,2021-02-27T02:43:24Z,5210000,231.0,20.0,1,right,A. Holiday 3PT  (13 PTS) (J. Lamb 1 AST),"[1628988, 203087]",1610612754.0,IND,,,,Holiday,A. Holiday,,,,,23.15,Made,,,,,,,,13.0,J. Lamb,203087.0,1.0,,,,,,,,
538,PT07M53.00S,2021-02-27T02:43:39.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,15.719448094612352,56.93167892156863,1610612738,100,97,2021-02-27T02:43:45Z,5230000,-35.0,95.0,1,left,K. Walker 10' driving floating Jump Shot (26 PTS) (J. Teague 2 AST),"[202689, 201952]",1610612738.0,BOS,driving floating,,,Walker,K. Walker,,,,,10.14,Made,,,,,,,,26.0,J. Teague,201952.0,2.0,,,,,,,,
540,PT07M41.00S,2021-02-27T02:44:01.2Z,4,REGULAR,foul,personal,[],202689,,,1610612754,100,97,2021-02-27T02:44:39Z,5250000,,,0,,K. Walker personal FOUL (1 PF),"[202689, 1626167]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,2715.0,,,,,,1.0,0.0,Turner,1626167.0,,,
542,PT07M41.00S,2021-02-27T02:44:10.3Z,4,REGULAR,substitution,out,[],1629057,,,1610612754,100,97,2021-02-27T02:44:17Z,5270000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT07M41.00S,2021-02-27T02:44:10.3Z,4,REGULAR,substitution,in,[],1628464,,,1610612754,100,97,2021-02-27T02:44:17Z,5280000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M33.00S,2021-02-27T02:44:29.4Z,4,REGULAR,3pt,Jump Shot,[],1626167,76.2976346911958,88.05912990196079,1610612754,100,97,2021-02-27T02:44:35Z,5290000,190.0,170.0,1,right,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
545,PT07M30.00S,2021-02-27T02:44:32.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,100,97,2021-02-27T02:44:35Z,5300000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,544.0,6.0,6.0,0.0,,,,,,,,,,,,,
