actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
616,PT01M50.00S,2021-04-16T04:22:20.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612747,107,115,2021-04-16T04:22:27Z,6120000,,,0,,S. Ojeleye loose ball personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628400, 1628961]",1610612738.0,BOS,loose ball,,,Ojeleye,S. Ojeleye,,,,,1162.0,1.0,0.0,Antetokounmpo,1628961.0,,,,,,,,,,,,,,,
618,PT01M50.00S,2021-04-16T04:22:45.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628961,,,1610612747,108,115,2021-04-16T04:22:45Z,6140000,,,0,,K. Antetokounmpo Free Throw 1 of 2 (2 PTS),[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
619,PT01M50.00S,2021-04-16T04:22:48.1Z,4,REGULAR,substitution,out,[],1629035,,,1610612747,108,115,2021-04-16T04:23:09Z,6150000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
620,PT01M50.00S,2021-04-16T04:22:48.1Z,4,REGULAR,substitution,out,[],1629021,,,1610612747,108,115,2021-04-16T04:23:09Z,6160000,,,0,,SUB out: M. Wagner,[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
621,PT01M50.00S,2021-04-16T04:22:48.1Z,4,REGULAR,substitution,out,[],1630174,,,1610612747,108,115,2021-04-16T04:23:09Z,6170000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
622,PT01M50.00S,2021-04-16T04:22:48.1Z,4,REGULAR,substitution,out,[],1629682,,,1610612747,108,115,2021-04-16T04:23:09Z,6180000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
623,PT01M50.00S,2021-04-16T04:22:48.1Z,4,REGULAR,substitution,out,[],1628400,,,1610612747,108,115,2021-04-16T04:23:09Z,6190000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
624,PT01M50.00S,2021-04-16T04:22:48.1Z,4,REGULAR,substitution,in,[],1628436,,,1610612747,108,115,2021-04-16T04:23:09Z,6200000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
625,PT01M50.00S,2021-04-16T04:22:48.1Z,4,REGULAR,substitution,in,[],1629684,,,1610612747,108,115,2021-04-16T04:23:09Z,6210000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
626,PT01M50.00S,2021-04-16T04:22:48.1Z,4,REGULAR,substitution,in,[],1627759,,,1610612747,108,115,2021-04-16T04:23:09Z,6220000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
627,PT01M50.00S,2021-04-16T04:22:48.1Z,4,REGULAR,substitution,in,[],203935,,,1610612747,108,115,2021-04-16T04:23:09Z,6230000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
628,PT01M50.00S,2021-04-16T04:22:48.1Z,4,REGULAR,substitution,in,[],1628369,,,1610612747,108,115,2021-04-16T04:23:09Z,6240000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M50.00S,2021-04-16T04:22:45.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628961,,,1610612747,108,115,2021-04-16T04:23:21Z,6250000,,,0,,MISS K. Antetokounmpo Free Throw 2 of 2,[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,,Missed,,,,,,,,,,,,,
630,PT01M47.00S,2021-04-16T04:22:48.6Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,108,115,2021-04-16T04:23:21Z,6260000,,,0,,G. Williams REBOUND (Off:0 Def:5),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,629.0,5.0,5.0,0.0,,,,,
631,PT01M31.00S,2021-04-16T04:23:36.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,24.392247043363994,14.774816176470587,1610612738,108,115,2021-04-16T04:24:10Z,6270000,176.0,177.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,24.95,Missed,,,,,,,,,,,,,
635,PT01M25.00S,2021-04-16T04:23:42.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612747,108,115,2021-04-16T04:35:12Z,6280000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,631.0,,,,,,,,
632,PT01M25.00S,2021-04-16T04:24:07.4Z,4,REGULAR,jumpball,recovered,[],0,,,1610612747,108,115,2021-04-16T04:32:37Z,6290000,,,0,,Jump Ball K. Antetokounmpo vs. G. Williams: Tip to Team (LAL),"[1628961, 1629684]",1610612747.0,LAL,heldball,Team (LAL),,,,Antetokounmpo,1628961.0,Williams,1629684.0,,,,,,,,,,,,,,,,,,,,
636,PT01M19.00S,2021-04-16T04:24:14.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.32917214191852,52.51991421568627,1610612747,108,115,2021-04-16T04:26:59Z,6320000,13.0,20.0,1,right,MISS T. Horton-Tucker driving Layup - blocked,"[1629659, 1628436]",1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,2.33,Missed,,,,,,,,,,,,Kornet,1628436.0
637,PT01M19.00S,2021-04-16T04:24:14.9Z,4,REGULAR,block,,[],1628436,,,1610612747,108,115,2021-04-16T04:24:17Z,6330000,,,0,,L. Kornet BLOCK (4 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M19.00S,2021-04-16T04:24:14.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,108,115,2021-04-16T04:24:20Z,6340000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,636.0,,,,,,,,
639,PT01M19.00S,2021-04-16T04:24:19.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,108,115,2021-04-16T04:24:19Z,6350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M18.00S,2021-04-16T04:24:27.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203463,93.24901445466492,48.10814950980392,1610612747,110,115,2021-04-16T04:24:30Z,6360000,-9.0,11.0,1,right,B. McLemore DUNK (17 PTS) (T. Horton-Tucker 7 AST),"[203463, 1629659]",1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,1.45,Made,17.0,T. Horton-Tucker,1629659.0,7.0,,,,,,,,,
642,PT01M00.00S,2021-04-16T04:24:54.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.178055190538765,51.049325980392155,1610612738,110,117,2021-04-16T04:27:45Z,6380000,-5.0,15.0,1,left,J. Brown driving Layup (38 PTS) (J. Tatum 5 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,1.59,Made,38.0,J. Tatum,1628369.0,5.0,,,,,,,,,
644,PT00M43.70S,2021-04-16T04:25:17.5Z,4,REGULAR,2pt,Jump Shot,[],1629659,81.68528252299606,19.431678921568626,1610612747,112,117,2021-04-16T04:25:21Z,6400000,-153.0,120.0,1,right,T. Horton-Tucker 19' step back Jump Shot (19 PTS),[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,19.41,Made,19.0,,,,,,,,,,,,
645,PT00M32.50S,2021-04-16T04:25:32.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,8.229303547963205,53.255208333333336,1610612738,112,119,2021-04-16T04:25:36Z,6410000,-16.0,25.0,1,left,J. Brown floating Jump Shot (40 PTS),[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,,,,,,2.98,Made,40.0,,,,,,,,,,,,
646,PT00M22.70S,2021-04-16T04:25:47.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612747,112,119,2021-04-16T04:25:55Z,6420000,,,0,,M. Smart personal FOUL (3 PF) (Cacok 2 FT),"[203935, 1629719]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,202026.0,3.0,0.0,Cacok,1629719.0,,,,,,,,,,,,,,,
648,PT00M22.70S,2021-04-16T04:26:22.2Z,4,REGULAR,freethrow,1 of 2,[],1629719,,,1610612747,113,119,2021-04-16T04:26:22Z,6440000,,,0,,D. Cacok Free Throw 1 of 2 (3 PTS),[1629719],1610612747.0,LAL,,,,Cacok,D. Cacok,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
649,PT00M22.70S,2021-04-16T04:26:22.2Z,4,REGULAR,freethrow,2 of 2,[],1629719,,,1610612747,113,119,2021-04-16T04:26:45Z,6450000,,,0,,MISS D. Cacok Free Throw 2 of 2,[1629719],1610612747.0,LAL,,,,Cacok,D. Cacok,,,,,,,,,,,Missed,,,,,,,,,,,,,
650,PT00M20.50S,2021-04-16T04:26:24.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,113,119,2021-04-16T04:26:45Z,6460000,,,0,,J. Brown REBOUND (Off:0 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,649.0,9.0,9.0,0.0,,,,,
651,PT00M19.90S,2021-04-16T04:26:50.7Z,4,REGULAR,foul,personal,[],203463,,,1610612738,113,119,2021-04-16T04:26:59Z,6470000,,,0,,B. McLemore take personal FOUL (1 PF),"[203463, 1627759]",1610612747.0,LAL,take,,,McLemore,B. McLemore,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
653,PT00M17.90S,2021-04-16T04:27:07.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203463,,,1610612738,113,119,2021-04-16T04:27:35Z,6490000,,,0,,B. McLemore take personal FOUL (2 PF) (Smart 2 FT),"[203463, 203935]",1610612747.0,LAL,take,,,McLemore,B. McLemore,,,,,1162.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
655,PT00M17.90S,2021-04-16T04:27:36.0Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,113,120,2021-04-16T04:27:36Z,6510000,,,0,,M. Smart Free Throw 1 of 2 (14 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Made,14.0,,,,,,,,,,,,
656,PT00M17.90S,2021-04-16T04:27:47.7Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,113,121,2021-04-16T04:27:47Z,6520000,,,0,,M. Smart Free Throw 2 of 2 (15 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Made,15.0,,,,,,,,,,,,
657,PT00M10.70S,2021-04-16T04:27:59.7Z,4,REGULAR,3pt,Jump Shot,[],203463,72.88107752956637,17.47089460784314,1610612747,113,121,2021-04-16T04:28:05Z,6530000,-163.0,202.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,25.96,Missed,,,,,,,,,,,,,
658,PT00M08.50S,2021-04-16T04:28:01.9Z,4,REGULAR,rebound,offensive,[],1628961,,,1610612747,113,121,2021-04-16T04:30:14Z,6540000,,,0,,K. Antetokounmpo REBOUND (Off:1 Def:3),[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,,,,,,,657.0,4.0,3.0,1.0,,,,,
662,PT00M08.00S,2021-04-16T04:28:09.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628961,86.94152431011827,42.22579656862745,1610612747,113,121,2021-04-16T04:29:55Z,6565000,-39.0,70.0,1,right,MISS K. Antetokounmpo 8' floating Shot,[1628961],1610612747.0,LAL,floating,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,8.03,Missed,,,,,,,,,,,,,
663,PT00M06.90S,2021-04-16T04:28:10.3Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,113,121,2021-04-16T04:29:30Z,6567500,,,0,,L. Kornet REBOUND (Off:0 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,662.0,3.0,3.0,0.0,,,,,
661,PT00M00.00S,2021-04-16T04:28:11.9Z,4,REGULAR,period,end,[],0,,,1610612738,113,121,2021-04-16T04:29:30Z,6570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2021-04-16T04:30:29.8Z,4,REGULAR,game,end,[],0,,,0,113,121,2021-04-16T04:30:29Z,6580000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
