actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
358,PT08M23.00S,2021-05-03T00:57:12.2Z,3,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612757,79,83,2021-05-03T00:57:22Z,3490000,,,0,,J. Tatum shooting personal FOUL (2 PF) (McCollum 1 FT),"[1628369, 203468]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1627534.0,2.0,0.0,McCollum,203468.0,
360,PT08M23.00S,2021-05-03T00:57:40.5Z,3,REGULAR,freethrow,1 of 1,[],203468,,,1610612757,79,84,2021-05-03T00:57:40Z,3510000,,,0,,C. McCollum Free Throw 1 of 1 (23 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
361,PT08M14.00S,2021-05-03T00:57:54.6Z,3,REGULAR,foul,personal,[],203081,,,1610612738,79,84,2021-05-03T00:58:02Z,3520000,,,0,,D. Lillard personal FOUL (1 PF),"[203081, 203095]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Fournier,203095.0,
363,PT08M03.00S,2021-05-03T00:58:16.6Z,3,REGULAR,turnover,traveling,[],1628369,,,1610612738,79,84,2021-05-03T00:58:23Z,3540000,,,0,,J. Tatum traveling TURNOVER (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,4.0,,,,,,,,,2882.0,,,,,
364,PT07M48.00S,2021-05-03T00:58:44.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203994,90.75229960578186,44.18658088235294,1610612757,79,84,2021-05-03T00:58:59Z,3550000,-29.0,34.0,1,right,MISS J. Nurkic turnaround Hook,[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,4.51,Missed,,,,,,,,,,,,,,,,,,,
365,PT07M46.00S,2021-05-03T00:58:46.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,79,84,2021-05-03T00:58:59Z,3560000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,364.0,,,,,,,,,,,
366,PT07M46.00S,2021-05-03T00:58:50.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,79,84,2021-05-03T00:58:50Z,3570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT07M37.00S,2021-05-03T00:59:05.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203095,9.149145860709593,53.990502450980394,1610612738,81,84,2021-05-03T00:59:17Z,3580000,-20.0,34.0,1,left,E. Fournier driving Layup (15 PTS),[203095],1610612738.0,BOS,driving,,,Fournier,E. Fournier,,,,,3.9,Made,15.0,,,,,,,,,,,,,,,,,,
369,PT07M26.00S,2021-05-03T00:59:16.5Z,3,REGULAR,turnover,bad pass,[],203081,,,1610612757,81,84,2021-05-03T00:59:21Z,3600000,,,0,,D. Lillard bad pass TURNOVER (3 TO),"[203081, 203095]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,3.0,Fournier,203095.0,,,,,,,,,,,,
370,PT07M26.00S,2021-05-03T00:59:16.5Z,3,REGULAR,steal,,[],203095,,,1610612738,81,84,2021-05-03T00:59:18Z,3610000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M09.00S,2021-05-03T00:59:33.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,7.440867279894875,47.127757352941174,1610612738,83,84,2021-05-03T00:59:40Z,3620000,14.0,17.0,1,left,J. Tatum driving reverse Layup (26 PTS) (T. Thompson 3 AST),"[1628369, 202684]",1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,2.26,Made,26.0,T. Thompson,202684.0,3.0,,,,,,,,,,,,,,,
373,PT06M44.00S,2021-05-03T00:59:58.9Z,3,REGULAR,3pt,Jump Shot,[],203496,79.45137976346912,6.931678921568627,1610612757,83,87,2021-05-03T01:00:05Z,3640000,-215.0,141.0,1,right,R. Covington 25' 3PT  (10 PTS) (D. Lillard 9 AST),"[203496, 203081]",1610612757.0,POR,,,,Covington,R. Covington,,,,,25.72,Made,10.0,D. Lillard,203081.0,9.0,,,,,,,,,,,,,,,
375,PT06M29.00S,2021-05-03T01:00:13.1Z,3,REGULAR,2pt,Jump Shot,[],203935,10.33180026281209,71.8826593137255,1610612738,83,87,2021-05-03T01:00:22Z,3660000,-109.0,45.0,1,left,MISS M. Smart 11' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,11.81,Missed,,,,,,,,,,,,,,,,,,,
376,PT06M25.00S,2021-05-03T01:00:17.1Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,83,87,2021-05-03T01:00:22Z,3670000,,,0,,J. Brown REBOUND (Off:3 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,375.0,9.0,6.0,3.0,,,,,,,,
377,PT06M25.00S,2021-05-03T01:00:17.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,5.590000152587891,50.0,1610612738,83,87,2021-05-03T01:00:17Z,3680000,0.0,0.0,1,left,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
378,PT06M23.00S,2021-05-03T01:00:18.7Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,83,87,2021-05-03T01:00:18Z,3690000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,377.0,2.0,2.0,0.0,,,,,,,,
379,PT06M18.00S,2021-05-03T01:00:24.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203994,92.19776609724047,55.4610906862745,1610612757,83,89,2021-05-03T01:00:32Z,3700000,27.0,21.0,1,right,J. Nurkic cutting finger roll Layup (9 PTS) (D. Lillard 10 AST),"[203994, 203081]",1610612757.0,POR,cutting finger roll,,,Nurkic,J. Nurkic,,,,,3.43,Made,9.0,D. Lillard,203081.0,10.0,,,,,,,,,,,,,,,
381,PT05M56.00S,2021-05-03T01:00:46.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,10.463206307490145,38.05912990196079,1610612738,85,89,2021-05-03T01:00:59Z,3720000,60.0,46.0,1,left,J. Brown 7' floating Jump Shot (16 PTS) (T. Thompson 4 AST),"[1627759, 202684]",1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,7.53,Made,16.0,T. Thompson,202684.0,4.0,,,,,,,,,,,,,,,
383,PT05M42.00S,2021-05-03T01:00:59.7Z,3,REGULAR,3pt,Jump Shot,[],203994,70.12155059132719,21.39246323529412,1610612757,85,92,2021-05-03T01:01:05Z,3740000,-143.0,228.0,1,right,J. Nurkic 26' 3PT  (12 PTS) (C. McCollum 4 AST),"[203994, 203468]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,26.95,Made,12.0,C. McCollum,203468.0,4.0,,,,,,,,,,,,,,,
385,PT05M30.00S,2021-05-03T01:01:12.2Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,85,92,2021-05-03T01:01:21Z,3760000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1626181]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,2.0,Powell,1626181.0,,,,,,,,,,,,
386,PT05M30.00S,2021-05-03T01:01:12.2Z,3,REGULAR,steal,,[],1626181,,,1610612757,85,92,2021-05-03T01:01:14Z,3770000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M29.00S,2021-05-03T01:01:18.9Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612757,85,92,2021-05-03T01:01:27Z,3780000,,,0,,M. Smart shooting personal FOUL (2 PF) (Powell 2 FT),"[203935, 1626181]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Powell,1626181.0,
389,PT05M29.00S,2021-05-03T01:01:53.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626181,,,1610612757,85,93,2021-05-03T01:01:53Z,3800000,,,0,,N. Powell Free Throw 1 of 2 (19 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
390,PT05M29.00S,2021-05-03T01:01:53.7Z,3,REGULAR,substitution,out,[],202684,,,1610612757,85,93,2021-05-03T01:01:58Z,3810000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M29.00S,2021-05-03T01:01:53.7Z,3,REGULAR,substitution,out,[],203994,,,1610612757,85,93,2021-05-03T01:01:58Z,3820000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M29.00S,2021-05-03T01:01:53.7Z,3,REGULAR,substitution,in,[],1629057,,,1610612757,85,93,2021-05-03T01:01:58Z,3830000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M29.00S,2021-05-03T01:01:53.7Z,3,REGULAR,substitution,in,[],202683,,,1610612757,85,93,2021-05-03T01:01:58Z,3840000,,,0,,SUB in: E. Kanter,[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M29.00S,2021-05-03T01:02:14.9Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626181,,,1610612757,85,94,2021-05-03T01:02:14Z,3850000,,,0,,N. Powell Free Throw 2 of 2 (20 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
395,PT05M11.00S,2021-05-03T01:02:36.2Z,3,REGULAR,3pt,Jump Shot,[],203935,32.53942181340342,38.794424019607845,1610612738,85,94,2021-05-03T01:02:46Z,3860000,56.0,253.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
396,PT05M08.00S,2021-05-03T01:02:39.2Z,3,REGULAR,rebound,defensive,[],202683,,,1610612757,85,94,2021-05-03T01:02:46Z,3870000,,,0,,E. Kanter REBOUND (Off:1 Def:2),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,395.0,3.0,2.0,1.0,,,,,,,,
397,PT04M59.00S,2021-05-03T01:02:47.5Z,3,REGULAR,3pt,Jump Shot,[],203468,67.62483574244416,30.95128676470588,1610612757,85,94,2021-05-03T01:04:56Z,3880000,-95.0,252.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,,
398,PT04M57.00S,2021-05-03T01:02:49.5Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,85,94,2021-05-03T01:03:02Z,3890000,,,0,,R. Williams III REBOUND (Off:0 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,397.0,4.0,4.0,0.0,,,,,,,,
399,PT04M50.00S,2021-05-03T01:02:56.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.886333771353483,44.18658088235294,1610612738,85,94,2021-05-03T01:03:07Z,3900000,29.0,31.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.25,Missed,,,,,,,,,,,,,,,,,,,
400,PT04M47.00S,2021-05-03T01:02:59.6Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,85,94,2021-05-03T01:03:07Z,3910000,,,0,,J. Brown REBOUND (Off:4 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,399.0,10.0,6.0,4.0,,,,,,,,
401,PT04M47.00S,2021-05-03T01:02:59.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627759,5.590000152587891,50.0,1610612738,85,94,2021-05-03T01:07:19Z,3920000,0.0,0.0,1,left,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
402,PT04M44.00S,2021-05-03T01:03:02.6Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,85,94,2021-05-03T01:07:19Z,3930000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,401.0,3.0,3.0,0.0,,,,,,,,
403,PT04M36.00S,2021-05-03T01:03:10.6Z,3,REGULAR,3pt,Jump Shot,[],203496,70.38436268068331,77.51991421568627,1610612757,85,94,2021-05-03T01:03:18Z,3940000,138.0,226.0,1,right,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
404,PT04M35.00S,2021-05-03T01:03:11.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,85,94,2021-05-03T01:05:46Z,3950000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,403.0,,,,,,,,,,,
405,PT04M35.00S,2021-05-03T01:03:17.8Z,3,REGULAR,foul,offensive,[],202683,,,1610612757,85,94,2021-05-03T01:05:46Z,3960000,,,0,,E. Kanter offensive FOUL (2 PF),"[202683, 203095]",1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,2882.0,2.0,0.0,Fournier,203095.0,
407,PT04M35.00S,2021-05-03T01:03:17.8Z,3,REGULAR,turnover,offensive foul,[],202683,,,1610612757,85,94,2021-05-03T01:03:17Z,3980000,,,0,,E. Kanter offensive foul TURNOVER (1 TO),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,1.0,,,,,,,,,2882.0,,,,,
408,PT04M35.00S,2021-05-03T01:03:26.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,85,94,2021-05-03T01:03:34Z,3990000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M35.00S,2021-05-03T01:03:26.7Z,3,REGULAR,substitution,out,[],1626181,,,1610612738,85,94,2021-05-03T01:03:34Z,4000000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M35.00S,2021-05-03T01:03:26.7Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,85,94,2021-05-03T01:03:34Z,4010000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M35.00S,2021-05-03T01:03:26.7Z,3,REGULAR,substitution,in,[],1629014,,,1610612738,85,94,2021-05-03T01:03:34Z,4020000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M35.00S,2021-05-03T01:03:36.8Z,3,REGULAR,substitution,out,[],203468,,,1610612738,85,94,2021-05-03T01:03:47Z,4030000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M35.00S,2021-05-03T01:03:36.8Z,3,REGULAR,substitution,in,[],2546,,,1610612738,85,94,2021-05-03T01:03:47Z,4040000,,,0,,SUB in: C. Anthony,[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M18.00S,2021-05-03T01:03:57.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203095,31.882391590013142,26.049325980392158,1610612738,88,94,2021-05-03T01:04:24Z,4050000,120.0,247.0,1,left,E. Fournier 27' 3PT  (18 PTS) (R. Williams III 3 AST),"[203095, 1629057]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,27.47,Made,18.0,R. Williams III,1629057.0,3.0,,,,,,,,,,,,,,,
416,PT03M56.00S,2021-05-03T01:04:19.3Z,3,REGULAR,2pt,Jump Shot,[],203081,73.66951379763469,67.9610906862745,1610612757,88,96,2021-05-03T01:04:28Z,4070000,90.0,195.0,1,right,D. Lillard 21' step back Jump Shot (23 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,21.47,Made,23.0,,,,,,,,,,,,,,,,,,
417,PT03M36.00S,2021-05-03T01:04:40.3Z,3,REGULAR,3pt,Jump Shot,[],203095,31.882391590013142,48.59834558823529,1610612738,88,96,2021-05-03T01:08:44Z,4080000,7.0,247.0,1,left,MISS E. Fournier 24' pullup 3PT,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
418,PT03M34.00S,2021-05-03T01:04:42.3Z,3,REGULAR,rebound,defensive,[],202683,,,1610612757,88,96,2021-05-03T01:04:49Z,4090000,,,0,,E. Kanter REBOUND (Off:1 Def:3),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,417.0,4.0,3.0,1.0,,,,,,,,
419,PT03M28.00S,2021-05-03T01:04:48.6Z,3,REGULAR,3pt,Jump Shot,[],203081,64.99671484888306,25.314031862745097,1610612757,88,96,2021-05-03T01:05:04Z,4100000,-123.0,277.0,1,right,MISS D. Lillard 30' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,30.28,Missed,,,,,,,,,,,,,,,,,,,
420,PT03M26.00S,2021-05-03T01:04:50.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,88,96,2021-05-03T01:05:04Z,4110000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,419.0,4.0,3.0,1.0,,,,,,,,
421,PT03M16.00S,2021-05-03T01:05:01.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,33.196452036793694,36.09834558823529,1610612738,88,96,2021-05-03T01:05:09Z,4120000,70.0,260.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
422,PT03M16.00S,2021-05-03T01:05:01.0Z,3,REGULAR,rebound,offensive,[],1630174,,,1610612738,88,96,2021-05-03T01:05:09Z,4130000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,421.0,3.0,2.0,1.0,,,,,,,,
423,PT03M12.00S,2021-05-03T01:05:06.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,5.590000152587891,50.0,1610612738,90,96,2021-05-03T01:05:06Z,4140000,0.0,0.0,1,left,A. Nesmith tip Layup (11 PTS),[1630174],1610612738.0,BOS,tip,,,Nesmith,A. Nesmith,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,,,,
424,PT03M12.00S,2021-05-03T01:05:18.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,90,96,2021-05-03T01:05:18Z,4150000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M12.00S,2021-05-03T01:07:22.6Z,3,REGULAR,substitution,out,[],203095,,,1610612757,90,96,2021-05-03T01:07:55Z,4160000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M12.00S,2021-05-03T01:07:22.6Z,3,REGULAR,substitution,in,[],1630202,,,1610612757,90,96,2021-05-03T01:07:55Z,4170000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M56.00S,2021-05-03T01:08:20.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202683,92.85479632063075,56.93167892156863,1610612757,90,98,2021-05-03T01:08:30Z,4180000,35.0,15.0,1,right,E. Kanter driving Hook (3 PTS) (D. Lillard 11 AST),"[202683, 203081]",1610612757.0,POR,driving,,,Kanter,E. Kanter,,,,,3.77,Made,3.0,D. Lillard,203081.0,11.0,,,,,,,,,,,,,,,
429,PT02M40.00S,2021-05-03T01:08:36.6Z,3,REGULAR,3pt,Jump Shot,[],1630202,25.706307490144546,84.62775735294117,1610612738,93,98,2021-05-03T01:08:54Z,4200000,-173.0,189.0,1,left,P. Pritchard 25' 3PT  (13 PTS) (M. Smart 7 AST),"[1630202, 203935]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.64,Made,13.0,M. Smart,203935.0,7.0,,,,,,,,,,,,,,,
431,PT02M22.00S,2021-05-03T01:08:54.3Z,3,REGULAR,3pt,Jump Shot,[],1629014,74.19513797634691,14.039522058823529,1610612757,93,98,2021-05-03T01:09:49Z,4220000,-180.0,190.0,1,right,MISS A. Simons 26' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
432,PT02M19.00S,2021-05-03T01:08:57.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,93,98,2021-05-03T01:09:02Z,4230000,,,0,,J. Brown REBOUND (Off:4 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,431.0,11.0,7.0,4.0,,,,,,,,
433,PT02M14.00S,2021-05-03T01:09:03.1Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,93,98,2021-05-03T01:09:15Z,4240000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1629014]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,3.0,Simons,1629014.0,,,,,,,,,,,,
434,PT02M14.00S,2021-05-03T01:09:03.1Z,3,REGULAR,steal,,[],1629014,,,1610612757,93,98,2021-05-03T01:09:05Z,4250000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M13.00S,2021-05-03T01:09:16.6Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612757,93,98,2021-05-03T01:09:23Z,4260000,,,0,,J. Brown shooting personal FOUL (3 PF) (Simons 2 FT),"[1627759, 1629014]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1627534.0,3.0,0.0,Simons,1629014.0,
437,PT02M13.00S,2021-05-03T01:09:32.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629014,,,1610612757,93,99,2021-05-03T01:09:32Z,4280000,,,0,,A. Simons Free Throw 1 of 2 (4 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
438,PT02M13.00S,2021-05-03T01:09:43.9Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629014,,,1610612757,93,100,2021-05-03T01:09:43Z,4290000,,,0,,A. Simons Free Throw 2 of 2 (5 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
439,PT02M02.00S,2021-05-03T01:09:56.5Z,3,REGULAR,3pt,Jump Shot,[],203935,23.078186596583443,89.28462009803921,1610612738,96,100,2021-05-03T01:10:03Z,4300000,-196.0,164.0,1,left,M. Smart 25' 3PT  (6 PTS) (J. Brown 3 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.61,Made,6.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,,
441,PT01M44.00S,2021-05-03T01:10:14.0Z,3,REGULAR,3pt,Jump Shot,[],203081,77.61169513797634,90.51011029411765,1610612757,96,100,2021-05-03T01:10:22Z,4320000,203.0,158.0,1,right,MISS D. Lillard 25' fadeaway 3PT,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
442,PT01M41.00S,2021-05-03T01:10:17.0Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,96,100,2021-05-03T01:10:22Z,4330000,,,0,,M. Smart REBOUND (Off:1 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,441.0,5.0,4.0,1.0,,,,,,,,
443,PT01M31.00S,2021-05-03T01:10:27.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.521024967148489,49.57873774509804,1610612738,98,100,2021-05-03T01:10:33Z,4340000,2.0,9.0,1,left,R. Williams III cutting DUNK (4 PTS) (M. Smart 8 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,0.9,Made,4.0,M. Smart,203935.0,8.0,,,,,,,,,,,,,,,
445,PT01M10.00S,2021-05-03T01:10:48.4Z,3,REGULAR,3pt,Jump Shot,[],2546,87.33574244415243,3.2552083333333335,1610612757,98,103,2021-05-03T01:10:53Z,4360000,-234.0,67.0,1,right,C. Anthony 24' 3PT  (7 PTS) (D. Lillard 12 AST),"[2546, 203081]",1610612757.0,POR,,,,Anthony,C. Anthony,,,,,24.3,Made,7.0,D. Lillard,203081.0,12.0,,,,,,,,,,,,,,,
447,PT00M57.40S,2021-05-03T01:11:01.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,31.750985545335087,38.549325980392155,1610612738,98,103,2021-05-03T01:11:08Z,4380000,57.0,246.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
448,PT00M55.30S,2021-05-03T01:11:03.4Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,98,103,2021-05-03T01:11:08Z,4390000,,,0,,R. Covington REBOUND (Off:0 Def:4),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,447.0,4.0,4.0,0.0,,,,,,,,
449,PT00M42.00S,2021-05-03T01:11:17.7Z,3,REGULAR,3pt,Jump Shot,[],203081,72.09264126149803,82.66697303921569,1610612757,98,103,2021-05-03T01:11:27Z,4400000,163.0,210.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
