actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
179,PT08M52.00S,2021-02-17T00:45:51.1Z,2,REGULAR,steal,,[],1629057,,,1610612738,40,30,2021-02-17T00:45:53Z,1790000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M49.00S,2021-02-17T00:45:55.2Z,2,REGULAR,foul,personal,['2freethrow'],1630210,,,1610612738,40,30,2021-02-17T00:46:04Z,1800000,,,0,,M. Howard shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630210, 1628369]",1610612743.0,DEN,shooting,,,Howard,M. Howard,,,,,,,,,,,204058.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
182,PT08M49.00S,2021-02-17T00:46:34.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,41,30,2021-02-17T00:46:34Z,1820000,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
183,PT08M49.00S,2021-02-17T00:46:35.4Z,2,REGULAR,substitution,out,[],1628392,,,1610612738,41,30,2021-02-17T00:46:41Z,1830000,,,0,,SUB out: I. Hartenstein,[1628392],1610612743.0,DEN,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M49.00S,2021-02-17T00:46:35.4Z,2,REGULAR,substitution,in,[],203999,,,1610612738,41,30,2021-02-17T00:46:41Z,1840000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M49.00S,2021-02-17T00:46:45.7Z,2,REGULAR,substitution,out,[],1630210,,,1610612738,41,30,2021-02-17T00:46:51Z,1850000,,,0,,SUB out: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M49.00S,2021-02-17T00:46:45.7Z,2,REGULAR,substitution,out,[],1627750,,,1610612738,41,30,2021-02-17T00:46:51Z,1860000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M49.00S,2021-02-17T00:46:45.7Z,2,REGULAR,substitution,in,[],1630267,,,1610612738,41,30,2021-02-17T00:46:51Z,1870000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M49.00S,2021-02-17T00:46:45.7Z,2,REGULAR,substitution,in,[],1630181,,,1610612738,41,30,2021-02-17T00:46:51Z,1880000,,,0,,SUB in: R. Hampton,[1630181],1610612743.0,DEN,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M49.00S,2021-02-17T00:47:06.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628369,,,1610612738,42,30,2021-02-17T00:47:06Z,1890000,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
190,PT08M29.00S,2021-02-17T00:47:27.9Z,2,REGULAR,2pt,Hook,[],203999,13.485545335085414,32.666973039215684,1610612743,42,30,2021-02-17T00:47:32Z,1900000,87.0,74.0,1,left,MISS N. Jokic 11' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,11.42,Missed,,,,,,,,,,,,,,,,,,
191,PT08M28.00S,2021-02-17T00:47:28.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,42,30,2021-02-17T00:47:32Z,1910000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,,,
192,PT08M23.00S,2021-02-17T00:47:34.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,71.69842312746385,19.676776960784316,1610612738,42,30,2021-02-17T00:47:41Z,1920000,-152.0,214.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
193,PT08M21.00S,2021-02-17T00:47:36.8Z,2,REGULAR,rebound,defensive,[],1628427,,,1610612743,42,30,2021-02-17T00:47:41Z,1930000,,,0,,V. Cancar REBOUND (Off:0 Def:1),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,
194,PT08M12.00S,2021-02-17T00:47:46.2Z,2,REGULAR,3pt,Jump Shot,[],1628427,24.52365308804205,14.284620098039216,1610612743,42,30,2021-02-17T00:47:50Z,1940000,179.0,178.0,1,left,MISS V. Cancar 25' 3PT,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,
195,PT08M08.00S,2021-02-17T00:47:49.0Z,2,REGULAR,rebound,offensive,[],1630181,,,1610612743,42,30,2021-02-17T00:47:49Z,1950000,,,0,,R. Hampton REBOUND (Off:1 Def:0),[1630181],1610612743.0,DEN,,,,Hampton,R. Hampton,,,,,,,194.0,1.0,0.0,1.0,,,,,,,,,,,,,,
196,PT08M01.00S,2021-02-17T00:47:59.5Z,2,REGULAR,foul,personal,[],1629057,,,1610612743,42,30,2021-02-17T00:48:11Z,1960000,,,0,,R. Williams III personal FOUL (1 PF),"[1629057, 203999]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,1204.0,1.0,1.0,Jokic,203999.0,,,,,,,,,
198,PT07M58.00S,2021-02-17T00:48:28.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203999,22.552562417871222,8.64736519607843,1610612743,42,33,2021-02-17T00:48:32Z,1980000,207.0,159.0,1,left,N. Jokic 26' 3PT  (18 PTS) (V. Cancar 1 AST),"[203999, 1628427]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.12,Made,,,,,,,,,,18.0,V. Cancar,1628427.0,1.0,,,,,
200,PT07M37.00S,2021-02-17T00:48:49.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,86.5473061760841,59.62775735294118,1610612738,42,33,2021-02-17T00:48:55Z,2000000,48.0,74.0,1,right,MISS J. Tatum 8' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,8.83,Missed,,,,,,,,,,,,,,,,,,
201,PT07M35.00S,2021-02-17T00:48:51.0Z,2,REGULAR,rebound,defensive,[],1628427,,,1610612743,42,33,2021-02-17T00:48:55Z,2010000,,,0,,V. Cancar REBOUND (Off:0 Def:2),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,,,
202,PT07M23.00S,2021-02-17T00:49:03.6Z,2,REGULAR,turnover,lost ball,[],203999,,,1610612743,42,33,2021-02-17T00:50:14Z,2020000,,,0,,N. Jokic lost ball TURNOVER (2 TO),"[203999, 1629057]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,2.0,Williams III,1629057.0,,
203,PT07M23.00S,2021-02-17T00:49:03.6Z,2,REGULAR,steal,,[],1629057,,,1610612738,42,33,2021-02-17T00:50:01Z,2030000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M19.00S,2021-02-17T00:49:07.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,91.93495400788436,48.59834558823529,1610612738,44,33,2021-02-17T00:49:17Z,2040000,-7.0,23.0,1,right,J. Green running DUNK (2 PTS),[1629750],1610612738.0,BOS,running,,,Green,J. Green,,,,,2.43,Made,,,,,,,,,,2.0,,,,,,,,
205,PT07M18.00S,2021-02-17T00:49:16.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,44,33,2021-02-17T00:49:16Z,2050000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M18.00S,2021-02-17T00:51:22.6Z,2,REGULAR,substitution,out,[],1628369,,,1610612743,44,33,2021-02-17T00:51:58Z,2060000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M18.00S,2021-02-17T00:51:22.6Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,44,33,2021-02-17T00:51:58Z,2070000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M18.00S,2021-02-17T00:51:22.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612743,44,33,2021-02-17T00:51:58Z,2080000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M18.00S,2021-02-17T00:51:22.6Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,44,33,2021-02-17T00:51:58Z,2090000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M10.00S,2021-02-17T00:52:14.1Z,2,REGULAR,foul,personal,[],1627759,,,1610612743,44,33,2021-02-17T00:52:35Z,2100000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1630267]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,204058.0,1.0,0.0,Campazzo,1630267.0,,,,,,,,,
213,PT07M01.00S,2021-02-17T00:52:43.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,17.296320630749015,65.51011029411765,1610612743,44,33,2021-02-17T00:52:48Z,2120000,-78.0,110.0,1,left,MISS N. Jokic 13' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,13.47,Missed,,,,,,,,,,,,,,,,,,
214,PT06M57.00S,2021-02-17T00:52:47.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,44,33,2021-02-17T00:52:48Z,2130000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,213.0,4.0,2.0,2.0,,,,,,,,,,,,,,
216,PT06M34.00S,2021-02-17T00:53:09.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,93.51182654402102,94.43167892156863,1610612738,44,33,2021-02-17T00:53:16Z,2150000,222.0,8.0,1,right,MISS J. Brown fadeaway 3PT,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,22.24,Missed,,,,,,,,,,,,,,,,,,
217,PT06M30.00S,2021-02-17T00:53:13.9Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612743,44,33,2021-02-17T00:53:13Z,2160000,,,0,,R. Hampton REBOUND (Off:1 Def:1),[1630181],1610612743.0,DEN,,,,Hampton,R. Hampton,,,,,,,216.0,2.0,1.0,1.0,,,,,,,,,,,,,,
218,PT06M26.00S,2021-02-17T00:53:18.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,4.418528252299605,96.8826593137255,1610612743,44,33,2021-02-17T00:53:24Z,2170000,-234.0,-11.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,
219,PT06M22.00S,2021-02-17T00:53:22.6Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612738,44,33,2021-02-17T00:53:24Z,2180000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,,
220,PT06M17.00S,2021-02-17T00:53:27.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627759,91.67214191852825,53.255208333333336,1610612738,46,33,2021-02-17T00:53:34Z,2190000,16.0,26.0,1,right,J. Brown cutting DUNK (9 PTS) (P. Pritchard 2 AST),"[1627759, 1630202]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,3.05,Made,,,,,,,,,,9.0,P. Pritchard,1630202.0,2.0,,,,,
222,PT06M07.00S,2021-02-17T00:53:38.3Z,2,REGULAR,foul,personal,[],1629057,,,1610612743,46,33,2021-02-17T00:53:47Z,2210000,,,0,,R. Williams III personal FOUL (2 PF),"[1629057, 203999]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,204058.0,2.0,1.0,Jokic,203999.0,,,,,,,,,
224,PT06M07.00S,2021-02-17T00:53:44.4Z,2,REGULAR,substitution,out,[],1630174,,,1610612743,46,33,2021-02-17T00:53:53Z,2230000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M07.00S,2021-02-17T00:53:44.4Z,2,REGULAR,substitution,out,[],1630181,,,1610612743,46,33,2021-02-17T00:53:53Z,2240000,,,0,,SUB out: R. Hampton,[1630181],1610612743.0,DEN,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M07.00S,2021-02-17T00:53:44.4Z,2,REGULAR,substitution,out,[],1628427,,,1610612743,46,33,2021-02-17T00:53:53Z,2250000,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M07.00S,2021-02-17T00:53:44.4Z,2,REGULAR,substitution,in,[],202689,,,1610612743,46,33,2021-02-17T00:53:53Z,2260000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M07.00S,2021-02-17T00:53:44.4Z,2,REGULAR,substitution,in,[],203210,,,1610612743,46,33,2021-02-17T00:53:53Z,2270000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M07.00S,2021-02-17T00:53:44.4Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,46,33,2021-02-17T00:53:53Z,2280000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M02.00S,2021-02-17T00:54:06.9Z,2,REGULAR,turnover,bad pass,[],1627750,,,1610612743,46,33,2021-02-17T00:54:10Z,2290000,,,0,,J. Murray bad pass TURNOVER (5 TO),"[1627750, 1629057]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,5.0,Williams III,1629057.0,,
231,PT06M02.00S,2021-02-17T00:54:06.9Z,2,REGULAR,steal,,[],1629057,,,1610612738,46,33,2021-02-17T00:54:09Z,2300000,,,0,,R. Williams III STEAL (3 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M48.00S,2021-02-17T00:54:20.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630202,91.80354796320631,47.86305147058824,1610612738,48,33,2021-02-17T00:54:24Z,2310000,-11.0,25.0,1,right,P. Pritchard driving finger roll Layup (5 PTS) (J. Brown 3 AST),"[1630202, 1627759]",1610612738.0,BOS,driving finger roll,,,Pritchard,P. Pritchard,,,,,2.67,Made,,,,,,,,,,5.0,J. Brown,1627759.0,3.0,,,,,
234,PT05M38.00S,2021-02-17T00:54:31.1Z,2,REGULAR,3pt,Jump Shot,[],203999,31.488173455978973,45.65716911764706,1610612743,48,36,2021-02-17T00:54:38Z,2330000,22.0,243.0,1,left,N. Jokic 24' 3PT  (21 PTS) (J. Murray 3 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,24.45,Made,,,,,,,,,,21.0,J. Murray,1627750.0,3.0,,,,,
236,PT05M19.00S,2021-02-17T00:54:50.0Z,2,REGULAR,turnover,bad pass,[],1629750,,,1610612738,48,36,2021-02-17T00:54:53Z,2350000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1629750, 203210]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,1.0,Green,203210.0,,
237,PT05M19.00S,2021-02-17T00:54:50.0Z,2,REGULAR,steal,,[],203210,,,1610612743,48,36,2021-02-17T00:54:52Z,2360000,,,0,,J. Green STEAL (1 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M10.00S,2021-02-17T00:54:58.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203210,29.802480289093296,48.84727328431372,1610612743,48,38,2021-02-17T00:55:10Z,2370000,6.0,228.0,1,left,J. Green 22' Jump Shot (2 PTS) (J. Murray 4 AST),"[203210, 1627750]",1610612743.0,DEN,,,,Green,J. Green,,,,,22.77,Made,,,,,,,,,,2.0,J. Murray,1627750.0,4.0,,,,,
240,PT04M53.00S,2021-02-17T00:55:15.2Z,2,REGULAR,3pt,Jump Shot,[],1629750,86.02168199737189,3.5003063725490198,1610612738,51,38,2021-02-17T00:55:19Z,2390000,-232.0,79.0,1,right,J. Green 24' 3PT  (5 PTS) (J. Brown 4 AST),"[1629750, 1627759]",1610612738.0,BOS,,,,Green,J. Green,,,,,24.55,Made,,,,,,,,,,5.0,J. Brown,1627759.0,4.0,,,,,
242,PT04M39.00S,2021-02-17T00:55:29.6Z,2,REGULAR,2pt,Jump Shot,[],1630267,8.754927726675426,32.176776960784316,1610612743,51,38,2021-02-17T00:57:39Z,2410000,89.0,30.0,1,left,MISS F. Campazzo 9' driving floating bank Shot,[1630267],1610612743.0,DEN,driving floating bank,,,Campazzo,F. Campazzo,,,,,9.4,Missed,,,,,,,,,,,,,,,,,,
243,PT04M38.00S,2021-02-17T00:55:30.6Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,51,38,2021-02-17T00:55:40Z,2420000,,,0,,N. Jokic REBOUND (Off:2 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,242.0,3.0,1.0,2.0,,,,,,,,,,,,,,
244,PT04M38.00S,2021-02-17T00:55:36.2Z,2,REGULAR,foul,personal,[],1629750,,,1610612743,51,38,2021-02-17T00:56:08Z,2430000,,,0,,J. Green personal FOUL (1 PF),"[1629750, 203999]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,2530.0,1.0,0.0,Jokic,203999.0,,,,,,,,,
247,PT04M38.00S,2021-02-17T00:55:42.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612743,51,38,2021-02-17T00:55:51Z,2460000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M38.00S,2021-02-17T00:55:42.6Z,2,REGULAR,substitution,in,[],1628400,,,1610612743,51,38,2021-02-17T00:55:51Z,2470000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M38.00S,2021-02-17T00:55:42.6Z,2,REGULAR,substitution,in,[],202684,,,1610612743,51,38,2021-02-17T00:55:51Z,2480000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M38.00S,2021-02-17T00:55:42.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612743,51,38,2021-02-17T00:58:09Z,2485000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M28.00S,2021-02-17T00:56:08.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612743,51,38,2021-02-17T00:56:18Z,2490000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Jokic 2 FT),"[202684, 203999]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,1204.0,2.0,0.0,Jokic,203999.0,,,,,,,,,
252,PT04M28.00S,2021-02-17T00:56:33.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203999,,,1610612743,51,39,2021-02-17T00:56:33Z,2510000,,,0,,N. Jokic Free Throw 1 of 2 (22 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,22.0,,,,,,,,
253,PT04M28.00S,2021-02-17T00:56:46.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203999,,,1610612743,51,40,2021-02-17T00:56:46Z,2520000,,,0,,N. Jokic Free Throw 2 of 2 (23 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,23.0,,,,,,,,
299,PT04M11.00S,2021-02-17T00:57:00.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,91.40932982917214,51.049325980392155,1610612738,51,40,2021-02-17T01:03:53Z,2530000,5.0,28.0,1,right,MISS J. Green Layup,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,2.88,Missed,,,,,,,,,,,,,,,,,,
300,PT04M10.00S,2021-02-17T00:57:01.6Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,51,40,2021-02-17T01:03:53Z,2535000,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,299.0,4.0,2.0,2.0,,,,,,,,,,,,,,
255,PT04M08.00S,2021-02-17T00:57:27.8Z,2,REGULAR,foul,personal,[],1630267,,,1610612738,51,40,2021-02-17T00:57:36Z,2540000,,,0,,F. Campazzo personal FOUL (2 PF),"[1630267, 202684]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,2530.0,2.0,0.0,Thompson,202684.0,,,,,,,,,
258,PT04M03.00S,2021-02-17T00:57:37.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,68.28186596583443,32.91207107843137,1610612738,51,40,2021-02-17T01:03:53Z,2570000,-85.0,246.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,
259,PT04M00.00S,2021-02-17T00:57:40.7Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,51,40,2021-02-17T00:57:54Z,2580000,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,258.0,2.0,2.0,0.0,,,,,,,,,,,,,,
260,PT03M51.00S,2021-02-17T00:57:49.9Z,2,REGULAR,3pt,Jump Shot,[],1630267,23.47240473061761,9.872855392156863,1610612743,51,40,2021-02-17T00:58:00Z,2590000,201.0,168.0,1,left,MISS F. Campazzo 26' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,
261,PT03M48.00S,2021-02-17T00:57:52.9Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,51,40,2021-02-17T00:58:00Z,2600000,,,0,,N. Jokic REBOUND (Off:3 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,260.0,4.0,1.0,3.0,,,,,,,,,,,,,,
262,PT03M48.00S,2021-02-17T00:57:58.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612743,51,40,2021-02-17T00:58:07Z,2610000,,,0,,J. Green shooting personal FOUL (2 PF) (Jokic 2 FT),"[1629750, 203999]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,1204.0,2.0,0.0,Jokic,203999.0,,,,,,,,,
265,PT03M48.00S,2021-02-17T00:58:21.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203999,,,1610612743,51,41,2021-02-17T00:58:21Z,2630000,,,0,,N. Jokic Free Throw 1 of 2 (24 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,24.0,,,,,,,,
266,PT03M48.00S,2021-02-17T00:58:26.4Z,2,REGULAR,substitution,out,[],1629750,,,1610612743,51,41,2021-02-17T00:58:33Z,2640000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M48.00S,2021-02-17T00:58:26.4Z,2,REGULAR,substitution,in,[],1630202,,,1610612743,51,41,2021-02-17T00:58:33Z,2650000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M48.00S,2021-02-17T00:58:43.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203999,,,1610612743,51,42,2021-02-17T00:58:43Z,2660000,,,0,,N. Jokic Free Throw 2 of 2 (25 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,25.0,,,,,,,,
269,PT03M35.00S,2021-02-17T00:58:57.6Z,2,REGULAR,3pt,Jump Shot,[],202689,74.45795006570303,12.568933823529413,1610612738,54,42,2021-02-17T01:03:32Z,2670000,-187.0,188.0,1,right,K. Walker 26' 3PT pullup (12 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.5,Made,,,,,,,,,,12.0,,,,,,,,
270,PT03M16.00S,2021-02-17T00:59:16.5Z,2,REGULAR,2pt,Jump Shot,[],203999,20.71287779237845,44.921875,1610612743,54,44,2021-02-17T00:59:21Z,2680000,25.0,142.0,1,left,N. Jokic 14' Jump Shot (27 PTS) (J. Murray 5 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,14.45,Made,,,,,,,,,,27.0,J. Murray,1627750.0,5.0,,,,,
272,PT02M48.00S,2021-02-17T00:59:44.7Z,2,REGULAR,3pt,Jump Shot,[],1628400,91.80354796320631,2.7650122549019605,1610612738,54,44,2021-02-17T00:59:49Z,2700000,-236.0,25.0,1,right,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,
273,PT02M45.00S,2021-02-17T00:59:47.7Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,54,44,2021-02-17T00:59:49Z,2710000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,272.0,1.0,1.0,0.0,,,,,,,,,,,,,,
