actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
289,PT02M11.00S,2021-02-21T21:31:47.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628366,,,1610612740,43,56,2021-02-21T21:34:02Z,2730000,,,0,,L. Ball Free Throw 1 of 2 (12 PTS),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
290,PT02M11.00S,2021-02-21T21:31:47.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628366,,,1610612740,44,56,2021-02-21T21:34:02Z,2740000,,,0,,L. Ball Free Throw 2 of 2 (13 PTS),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
291,PT02M02.00S,2021-02-21T21:32:12.6Z,2,REGULAR,3pt,Jump Shot,[],202689,68.80749014454665,35.36305147058824,1610612738,44,56,2021-02-21T21:32:31Z,2750000,-73.0,241.0,1,right,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
292,PT01M59.00S,2021-02-21T21:32:15.6Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,44,56,2021-02-21T21:32:31Z,2760000,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,291.0,3.0,3.0,0.0,,,,,,,,,,,
293,PT01M51.00S,2021-02-21T21:32:23.7Z,2,REGULAR,3pt,Jump Shot,[],1628366,3.630091984231275,94.921875,1610612740,44,56,2021-02-21T21:32:33Z,2770000,-225.0,-18.0,1,left,MISS L. Ball 3PT,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,22.54,Missed,,,,,,,,,,,,,,,,,,,
294,PT01M46.00S,2021-02-21T21:32:28.7Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,44,56,2021-02-21T21:32:33Z,2780000,,,0,,T. Thompson REBOUND (Off:1 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,293.0,5.0,4.0,1.0,,,,,,,,,,,
295,PT01M39.00S,2021-02-21T21:32:34.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,65.78515111695138,49.08854166666667,1610612738,44,56,2021-02-21T21:32:39Z,2790000,-5.0,269.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,,
296,PT01M37.00S,2021-02-21T21:32:36.8Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,44,56,2021-02-21T21:32:39Z,2800000,,,0,,W. Hernangomez REBOUND (Off:5 Def:6),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,295.0,11.0,6.0,5.0,,,,,,,,,,,
297,PT01M33.00S,2021-02-21T21:32:49.3Z,2,REGULAR,foul,offensive,[],1628366,,,1610612740,44,56,2021-02-21T21:32:53Z,2810000,,,0,,L. Ball charge offensive FOUL (2 PF),"[1628366, 202689]",1610612740.0,NOP,charge,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Walker,202689.0,,,
299,PT01M33.00S,2021-02-21T21:32:49.3Z,2,REGULAR,turnover,offensive foul,[],1628366,,,1610612740,44,56,2021-02-21T21:32:49Z,2830000,,,0,,L. Ball offensive foul TURNOVER (4 TO),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,4.0,,,201639.0,,,,,,,
300,PT01M33.00S,2021-02-21T21:33:00.2Z,2,REGULAR,substitution,out,[],1628366,,,1610612738,44,56,2021-02-21T21:33:04Z,2840000,,,0,,SUB out: L. Ball,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M33.00S,2021-02-21T21:33:00.2Z,2,REGULAR,substitution,in,[],1629638,,,1610612738,44,56,2021-02-21T21:33:04Z,2850000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M23.00S,2021-02-21T21:33:28.9Z,2,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612738,44,56,2021-02-21T21:33:36Z,2860000,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629638, 1628369]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Tatum,1628369.0,,,
309,PT01M23.00S,2021-02-21T21:33:48.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,44,57,2021-02-21T21:33:48Z,2880000,,,0,,J. Tatum Free Throw 1 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
310,PT01M23.00S,2021-02-21T21:34:03.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,44,58,2021-02-21T21:34:03Z,2890000,,,0,,J. Tatum Free Throw 2 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
311,PT01M06.00S,2021-02-21T21:34:22.0Z,2,REGULAR,3pt,Jump Shot,[],1627742,6.1268068331143235,96.39246323529412,1610612740,44,58,2021-02-21T21:34:40Z,2900000,-232.0,5.0,1,left,MISS B. Ingram 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,,
312,PT01M03.00S,2021-02-21T21:34:25.4Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,44,58,2021-02-21T21:34:25Z,2910000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,311.0,2.0,2.0,0.0,,,,,,,,,,,
313,PT00M53.00S,2021-02-21T21:34:36.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,75.64060446780552,84.1375612745098,1610612738,44,61,2021-02-21T21:34:42Z,2920000,171.0,176.0,1,right,J. Tatum 24' 3PT  (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.55,Made,15.0,,,,,,,,,,,,,,,,,,
314,PT00M41.40S,2021-02-21T21:34:52.8Z,2,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,44,61,2021-02-21T21:35:30Z,2930000,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (2 TO),[1627742],1610612740.0,NOP,bad pass,,,Ingram,B. Ingram,,,,,,,,,,,,,,,2.0,,,1155.0,,,,,,,
315,PT00M32.20S,2021-02-21T21:35:12.2Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629638,,,1610612738,44,61,2021-02-21T21:35:19Z,2940000,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Tatum 3 FT),"[1629638, 1628369]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Tatum,1628369.0,,,
318,PT00M32.20S,2021-02-21T21:35:36.5Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],1628369,,,1610612738,44,61,2021-02-21T21:35:36Z,2960000,,,0,,MISS J. Tatum Free Throw 1 of 3,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
319,PT00M32.20S,2021-02-21T21:35:36.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,44,61,2021-02-21T21:35:36Z,2970000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,318.0,,,,,,,,,,,,,,
320,PT00M32.20S,2021-02-21T21:35:50.3Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],1628369,,,1610612738,44,62,2021-02-21T21:35:50Z,2980000,,,0,,J. Tatum Free Throw 2 of 3 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
321,PT00M32.20S,2021-02-21T21:35:51.2Z,2,REGULAR,substitution,out,[],202689,,,1610612738,44,62,2021-02-21T21:36:00Z,2990000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M32.20S,2021-02-21T21:35:51.2Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,44,62,2021-02-21T21:36:00Z,3000000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M32.20S,2021-02-21T21:35:51.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,44,62,2021-02-21T21:36:00Z,3010000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M32.20S,2021-02-21T21:35:51.2Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,44,62,2021-02-21T21:36:00Z,3020000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M32.20S,2021-02-21T21:36:12.0Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],1628369,,,1610612738,44,63,2021-02-21T21:36:12Z,3030000,,,0,,J. Tatum Free Throw 3 of 3 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
326,PT00M28.70S,2021-02-21T21:36:20.2Z,2,REGULAR,3pt,Jump Shot,[],1627742,27.020367936925098,79.48069852941177,1610612740,47,63,2021-02-21T21:36:29Z,3040000,-147.0,201.0,1,left,B. Ingram 24' 3PT pullup (13 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,24.97,Made,13.0,,,,,,,,,,,,,,,,,,
327,PT00M06.50S,2021-02-21T21:36:46.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,75.50919842312747,87.56893382352942,1610612738,47,63,2021-02-21T21:36:54Z,3050000,188.0,178.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
328,PT00M03.70S,2021-02-21T21:36:49.7Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,47,63,2021-02-21T21:36:49Z,3060000,,,0,,W. Hernangomez REBOUND (Off:5 Def:7),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,327.0,12.0,7.0,5.0,,,,,,,,,,,
330,PT00M00.00S,2021-02-21T21:37:12.7Z,2,REGULAR,period,end,[],0,,,1610612740,47,63,2021-02-21T21:38:31Z,3080000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-02-21T21:51:51.1Z,3,REGULAR,substitution,out,['startperiod'],1629638,,,1610612740,47,63,2021-02-21T21:52:22Z,3090000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-02-21T21:51:51.1Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612740,47,63,2021-02-21T21:52:22Z,3100000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-02-21T21:51:51.1Z,3,REGULAR,substitution,out,['startperiod'],1628400,,,1610612740,47,63,2021-02-21T21:52:22Z,3110000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-02-21T21:51:51.1Z,3,REGULAR,substitution,in,['startperiod'],1628366,,,1610612740,47,63,2021-02-21T21:52:22Z,3120000,,,0,,SUB in: L. Ball,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2021-02-21T21:51:51.1Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612740,47,63,2021-02-21T21:52:22Z,3130000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2021-02-21T21:51:51.1Z,3,REGULAR,substitution,in,['startperiod'],202689,,,1610612740,47,63,2021-02-21T21:52:22Z,3140000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2021-02-21T21:52:27.7Z,3,REGULAR,period,start,[],0,,,1610612738,47,63,2021-02-21T21:52:27Z,3150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M46.00S,2021-02-21T21:52:40.7Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,47,63,2021-02-21T21:52:45Z,3160000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1628366]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1.0,Ball,1628366.0,,,,,,,,
341,PT11M46.00S,2021-02-21T21:52:40.7Z,3,REGULAR,steal,,[],1628366,,,1610612740,47,63,2021-02-21T21:52:42Z,3170000,,,0,,L. Ball STEAL (2 STL),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M42.00S,2021-02-21T21:52:44.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628366,93.9060446780552,46.88265931372549,1610612740,49,63,2021-02-21T21:52:48Z,3180000,-16.0,5.0,1,right,L. Ball driving Layup (15 PTS),[1628366],1610612740.0,NOP,driving,,,Ball,L. Ball,,,,,1.63,Made,15.0,,,,,,,,,,,,,,,,,,
343,PT11M29.00S,2021-02-21T21:52:57.2Z,3,REGULAR,2pt,Jump Shot,[],202689,24.26084099868594,50.314031862745104,1610612738,49,63,2021-02-21T21:53:03Z,3190000,-2.0,176.0,1,left,MISS K. Walker 17' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,17.56,Missed,,,,,,,,,,,,,,,,,,,
344,PT11M26.00S,2021-02-21T21:53:01.4Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,49,63,2021-02-21T21:53:01Z,3200000,,,0,,T. Thompson REBOUND (Off:2 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,343.0,6.0,4.0,2.0,,,,,,,,,,,
345,PT11M16.00S,2021-02-21T21:53:11.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,11.777266754270697,55.4610906862745,1610612738,49,65,2021-02-21T21:53:16Z,3210000,-27.0,58.0,1,left,J. Tatum 6' driving floating Jump Shot (19 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,6.43,Made,19.0,,,,,,,,,,,,,,,,,,
346,PT10M59.00S,2021-02-21T21:53:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.30026281208936,46.392463235294116,1610612740,51,65,2021-02-21T21:53:31Z,3220000,-18.0,1.0,1,right,Z. Williamson driving Layup (6 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,1.8,Made,6.0,,,,,,,,,,,,,,,,,,
347,PT10M39.00S,2021-02-21T21:53:47.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,9.280551905387648,39.28462009803921,1610612738,51,65,2021-02-21T21:53:51Z,3230000,54.0,35.0,1,left,MISS T. Thompson 6' floating Shot,[202684],1610612738.0,BOS,floating,,,Thompson,T. Thompson,,,,,6.39,Missed,,,,,,,,,,,,,,,,,,,
348,PT10M37.00S,2021-02-21T21:53:49.7Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,51,65,2021-02-21T21:53:51Z,3240000,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,347.0,2.0,2.0,0.0,,,,,,,,,,,
349,PT10M31.00S,2021-02-21T21:53:57.7Z,3,REGULAR,foul,personal,['2freethrow'],202684,,,1610612740,51,65,2021-02-21T21:54:10Z,3250000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Hernangomez 2 FT),"[202684, 1626195]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Hernangomez,1626195.0,,,
351,PT10M31.00S,2021-02-21T21:54:23.6Z,3,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,51,65,2021-02-21T21:54:23Z,3270000,,,0,,MISS W. Hernangomez Free Throw 1 of 2,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Missed,,,,,,,,,,,,,,,,,,,
352,PT10M31.00S,2021-02-21T21:54:23.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,51,65,2021-02-21T21:54:23Z,3280000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,351.0,,,,,,,,,,,,,,
353,PT10M31.00S,2021-02-21T21:54:23.6Z,3,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,51,65,2021-02-21T21:54:52Z,3290000,,,0,,MISS W. Hernangomez Free Throw 2 of 2,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Missed,,,,,,,,,,,,,,,,,,,
354,PT10M30.00S,2021-02-21T21:54:24.6Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,51,65,2021-02-21T21:54:52Z,3300000,,,0,,T. Thompson REBOUND (Off:2 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,353.0,7.0,5.0,2.0,,,,,,,,,,,
355,PT10M19.00S,2021-02-21T21:54:49.8Z,3,REGULAR,foul,personal,['3freethrow'],202339,,,1610612738,51,65,2021-02-21T21:55:11Z,3310000,,,0,,E. Bledsoe shooting personal FOUL (1 PF) (Walker 3 FT),"[202339, 202689]",1610612740.0,NOP,shooting,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Walker,202689.0,,,
357,PT10M19.00S,2021-02-21T21:55:16.4Z,3,REGULAR,freethrow,1 of 3,[],202689,,,1610612738,51,66,2021-02-21T21:55:16Z,3330000,,,0,,K. Walker Free Throw 1 of 3 (5 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
358,PT10M19.00S,2021-02-21T21:55:30.6Z,3,REGULAR,freethrow,2 of 3,[],202689,,,1610612738,51,67,2021-02-21T21:55:30Z,3340000,,,0,,K. Walker Free Throw 2 of 3 (6 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
359,PT10M19.00S,2021-02-21T21:55:44.4Z,3,REGULAR,freethrow,3 of 3,[],202689,,,1610612738,51,68,2021-02-21T21:55:44Z,3350000,,,0,,K. Walker Free Throw 3 of 3 (7 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
360,PT10M08.00S,2021-02-21T21:55:57.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.56307490144546,51.78462009803921,1610612740,51,68,2021-02-21T21:56:04Z,3360000,9.0,-1.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,0.9,Missed,,,,,,,,,,,,,,,,,,,
361,PT10M03.00S,2021-02-21T21:56:02.8Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,51,68,2021-02-21T21:56:04Z,3370000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,360.0,3.0,3.0,0.0,,,,,,,,,,,
362,PT09M55.00S,2021-02-21T21:56:15.9Z,3,REGULAR,foul,personal,['2freethrow'],202339,,,1610612738,51,68,2021-02-21T21:56:34Z,3380000,,,0,,E. Bledsoe shooting personal FOUL (2 PF) (Tatum 2 FT),"[202339, 1628369]",1610612740.0,NOP,shooting,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Tatum,1628369.0,,,
364,PT09M55.00S,2021-02-21T21:56:35.6Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,51,68,2021-02-21T21:56:35Z,3400000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
365,PT09M55.00S,2021-02-21T21:56:35.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,51,68,2021-02-21T21:56:35Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,364.0,,,,,,,,,,,,,,
366,PT09M55.00S,2021-02-21T21:56:47.9Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,51,69,2021-02-21T21:56:47Z,3420000,,,0,,J. Tatum Free Throw 2 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
367,PT09M37.00S,2021-02-21T21:57:07.0Z,3,REGULAR,3pt,Jump Shot,[],1627742,66.44218134034165,41.00030637254902,1610612740,51,69,2021-02-21T21:57:12Z,3430000,-45.0,263.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
368,PT09M34.00S,2021-02-21T21:57:10.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,69,2021-02-21T21:57:12Z,3440000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,367.0,6.0,6.0,0.0,,,,,,,,,,,
369,PT09M27.00S,2021-02-21T21:57:17.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,26.938239159001316,77.78799019607843,1610612738,51,72,2021-02-21T22:00:08Z,3450000,-139.0,201.0,1,left,J. Tatum 24' 3PT  (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.41,Made,23.0,,,,,,,,,,,,,,,,,,
370,PT09M26.00S,2021-02-21T21:57:25.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,51,72,2021-02-21T21:57:25Z,3460000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M26.00S,2021-02-21T21:57:25.7Z,3,REGULAR,instantreplay,request,[],0,,,1610612740,51,72,2021-02-21T21:59:47Z,3470000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Changed to 3-pt FG
372,PT09M17.00S,2021-02-21T22:00:54.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,94.1688567674113,52.27481617647059,1610612740,53,72,2021-02-21T22:00:59Z,3480000,11.0,2.0,1,right,E. Bledsoe driving Layup (6 PTS) (W. Hernangomez 2 AST),"[202339, 1626195]",1610612740.0,NOP,driving,,,Bledsoe,E. Bledsoe,,,,,1.16,Made,6.0,W. Hernangomez,1626195.0,2.0,,,,,,,,,,,,,,,
374,PT08M58.00S,2021-02-21T22:01:12.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,11.038107752956636,42.14537377450981,1610612738,53,72,2021-02-21T22:01:17Z,3500000,39.0,51.0,1,left,MISS J. Brown 6' driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,6.46,Missed,,,,,,,,,,,,,,,,,,,
375,PT08M56.00S,2021-02-21T22:01:14.6Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612740,53,72,2021-02-21T22:01:17Z,3510000,,,0,,L. Ball REBOUND (Off:0 Def:4),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,374.0,4.0,4.0,0.0,,,,,,,,,,,
376,PT08M51.00S,2021-02-21T22:01:23.5Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612740,53,72,2021-02-21T22:01:32Z,3520000,,,0,,D. Theis shooting personal FOUL (3 PF) (Williamson 2 FT),"[1628464, 1629627]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,1155.0,3.0,0.0,Williamson,1629627.0,,,
378,PT08M51.00S,2021-02-21T22:01:46.8Z,3,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,53,72,2021-02-21T22:02:06Z,3540000,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
379,PT08M51.00S,2021-02-21T22:01:46.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,53,72,2021-02-21T22:02:06Z,3550000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,378.0,,,,,,,,,,,,,,
380,PT08M51.00S,2021-02-21T22:01:46.8Z,3,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,53,72,2021-02-21T22:02:06Z,3560000,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
381,PT08M48.00S,2021-02-21T22:01:49.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,72,2021-02-21T22:02:06Z,3570000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,380.0,7.0,7.0,0.0,,,,,,,,,,,
382,PT08M38.00S,2021-02-21T22:02:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,6.1268068331143235,52.51991421568627,1610612738,53,72,2021-02-21T22:02:21Z,3580000,-13.0,5.0,1,left,MISS D. Theis Layup - blocked,"[1628464, 1629627]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,1.36,Missed,,,,,,,,,,,,,,,,,Williamson,1629627.0,
