actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
617,PT00M59.00S,2021-03-18T02:24:06.8Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612739,110,103,2021-03-18T02:24:16Z,6110000,,,0,,CLE 5-second-violation Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,,
618,PT00M55.60S,2021-03-18T02:24:22.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,4.681340341655716,96.39246323529412,1610612738,110,103,2021-03-18T02:24:29Z,6120000,-232.0,-8.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,23.22,Missed,,,,,,,,,,,,,,
619,PT00M54.70S,2021-03-18T02:24:23.7Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,110,103,2021-03-18T02:24:29Z,6130000,,,0,,R. Williams III REBOUND (Off:5 Def:9),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,618.0,14.0,9.0,5.0,,,,,,,,,,
620,PT00M54.70S,2021-03-18T02:24:27.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629057,5.590000152587891,50.0,1610612738,110,105,2021-03-18T02:24:27Z,6140000,0.0,0.0,1,left,R. Williams III tip Layup (13 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,0.0,Made,,,,,13.0,,,,,,,,,
621,PT00M53.20S,2021-03-18T02:24:31.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612739,110,105,2021-03-18T02:24:48Z,6150000,,,0,,R. Williams III personal FOUL (4 PF) (Sexton 2 FT),"[1629057, 1629012]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1151.0,4.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,,
623,PT00M53.20S,2021-03-18T02:25:03.5Z,4,REGULAR,freethrow,1 of 2,[],1629012,,,1610612739,111,105,2021-03-18T02:25:03Z,6170000,,,0,,C. Sexton Free Throw 1 of 2 (28 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,Made,,,,,28.0,,,,,,,,,
624,PT00M53.20S,2021-03-18T02:25:18.3Z,4,REGULAR,freethrow,2 of 2,[],1629012,,,1610612739,112,105,2021-03-18T02:25:18Z,6180000,,,0,,C. Sexton Free Throw 2 of 2 (29 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,Made,,,,,29.0,,,,,,,,,
625,PT00M53.20S,2021-03-18T02:25:23.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,112,105,2021-03-18T02:25:23Z,6190000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M53.20S,2021-03-18T02:26:05.7Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,112,105,2021-03-18T02:26:44Z,6200000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M53.20S,2021-03-18T02:26:05.7Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,112,105,2021-03-18T02:26:44Z,6210000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M47.50S,2021-03-18T02:27:07.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.783837056504599,50.55912990196079,1610612738,112,105,2021-03-18T02:27:13Z,6220000,-3.0,11.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,1.16,Missed,,,,,,,,,,,,,,
629,PT00M47.50S,2021-03-18T02:27:07.1Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,112,105,2021-03-18T02:27:13Z,6230000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,628.0,3.0,2.0,1.0,,,,,,,,,,
630,PT00M47.50S,2021-03-18T02:27:11.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,5.590000152587891,50.0,1610612738,112,107,2021-03-18T02:27:11Z,6240000,0.0,0.0,1,left,M. Smart tip Layup (19 PTS),[203935],1610612738.0,BOS,tip,,,Smart,M. Smart,,,,,,,,,,0.0,Made,,,,,19.0,,,,,,,,,
631,PT00M44.60S,2021-03-18T02:27:23.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612739,112,107,2021-03-18T02:27:56Z,6250000,,,0,,G. Williams personal FOUL (4 PF) (Nance Jr. 2 FT),"[1629684, 1626204]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1627529.0,4.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,
633,PT00M44.60S,2021-03-18T02:27:49.5Z,4,REGULAR,freethrow,1 of 2,[],1626204,,,1610612739,113,107,2021-03-18T02:27:49Z,6270000,,,0,,L. Nance Jr. Free Throw 1 of 2 (17 PTS),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Made,,,,,17.0,,,,,,,,,
634,PT00M44.60S,2021-03-18T02:28:05.9Z,4,REGULAR,freethrow,2 of 2,[],1626204,,,1610612739,114,107,2021-03-18T02:28:06Z,6280000,,,0,,L. Nance Jr. Free Throw 2 of 2 (18 PTS),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Made,,,,,18.0,,,,,,,,,
635,PT00M36.10S,2021-03-18T02:28:19.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.389618922470433,49.82383578431372,1610612738,114,109,2021-03-18T02:28:23Z,6290000,1.0,8.0,1,left,J. Brown driving Layup (27 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,0.77,Made,,,,,27.0,,M. Smart,203935.0,2.0,,,,,
637,PT00M36.10S,2021-03-18T02:28:27.9Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612739,114,109,2021-03-18T02:28:32Z,6310000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,,
638,PT00M30.90S,2021-03-18T02:28:41.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612739,114,109,2021-03-18T02:28:47Z,6320000,,,0,,J. Brown personal FOUL (4 PF) (Garland 2 FT),"[1627759, 1629636]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,1151.0,4.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,,
640,PT00M30.90S,2021-03-18T02:29:06.8Z,4,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,114,109,2021-03-18T02:29:06Z,6340000,,,0,,MISS D. Garland Free Throw 1 of 2,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Missed,,,,,,,,,,,,,,
641,PT00M30.90S,2021-03-18T02:29:06.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,114,109,2021-03-18T02:29:06Z,6350000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,640.0,,,,,,,,,,,,,
642,PT00M30.90S,2021-03-18T02:29:26.3Z,4,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,115,109,2021-03-18T02:29:26Z,6360000,,,0,,D. Garland Free Throw 2 of 2 (25 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Made,,,,,25.0,,,,,,,,,
643,PT00M25.10S,2021-03-18T02:29:36.0Z,4,REGULAR,3pt,Jump Shot,[],203935,32.53942181340342,60.853247549019606,1610612738,115,109,2021-03-18T02:29:41Z,6370000,-54.0,253.0,1,left,MISS M. Smart 25' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,,,25.92,Missed,,,,,,,,,,,,,,
644,PT00M21.70S,2021-03-18T02:29:39.5Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,115,109,2021-03-18T02:29:39Z,6380000,,,0,,G. Williams REBOUND (Off:4 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,643.0,7.0,3.0,4.0,,,,,,,,,,
645,PT00M20.20S,2021-03-18T02:29:41.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,28.203022339027594,79.23560049019608,1610612738,115,109,2021-03-18T02:29:44Z,6390000,-146.0,213.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,25.8,Missed,,,,,,,,,,,,,,
646,PT00M18.70S,2021-03-18T02:29:43.2Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,115,109,2021-03-18T02:29:43Z,6400000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,645.0,3.0,2.0,1.0,,,,,,,,,,
647,PT00M18.70S,2021-03-18T02:29:46.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612738,115,109,2021-03-18T02:29:59Z,6410000,,,0,,I. Okoro personal FOUL (4 PF) (Brown 2 FT),"[1630171, 1627759]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,1151.0,4.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
649,PT00M18.70S,2021-03-18T02:30:09.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,115,110,2021-03-18T02:30:09Z,6430000,,,0,,J. Brown Free Throw 1 of 2 (28 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,28.0,,,,,,,,,
650,PT00M18.70S,2021-03-18T02:30:09.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,115,110,2021-03-18T02:30:22Z,6440000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Missed,,,,,,,,,,,,,,
651,PT00M15.40S,2021-03-18T02:30:12.7Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612739,115,110,2021-03-18T02:30:22Z,6450000,,,0,,I. Okoro REBOUND (Off:1 Def:3),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,650.0,4.0,3.0,1.0,,,,,,,,,,
652,PT00M07.60S,2021-03-18T02:31:14.7Z,4,REGULAR,jumpball,recovered,[],1629636,,,1610612739,115,110,2021-03-18T02:31:14Z,6460000,,,0,,Jump Ball L. Nance Jr. vs. J. Brown: Tip to D. Garland,"[1629636, 1626204, 1627759]",1610612739.0,CLE,heldball,D. Garland,1629636.0,Garland,D. Garland,Nance Jr.,1626204.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,,
655,PT00M05.70S,2021-03-18T02:31:24.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612739,115,110,2021-03-18T02:31:36Z,6490000,,,0,,G. Williams personal FOUL (5 PF) (Okoro 2 FT),"[1629684, 1630171]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1627529.0,5.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,,
657,PT00M05.70S,2021-03-18T02:31:45.2Z,4,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,116,110,2021-03-18T02:31:45Z,6510000,,,0,,I. Okoro Free Throw 1 of 2 (14 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,Made,,,,,14.0,,,,,,,,,
658,PT00M05.70S,2021-03-18T02:32:02.2Z,4,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,117,110,2021-03-18T02:32:02Z,6520000,,,0,,I. Okoro Free Throw 2 of 2 (15 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,Made,,,,,15.0,,,,,,,,,
659,PT00M00.00S,2021-03-18T02:32:12.9Z,4,REGULAR,3pt,Jump Shot,[],1628369,23.078186596583443,89.77481617647058,1610612738,117,110,2021-03-18T02:32:35Z,6530000,-199.0,164.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,25.8,Missed,,,,,,,,,,,,,,
660,PT00M00.00S,2021-03-18T02:32:12.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,117,110,2021-03-18T02:32:48Z,6540000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,659.0,,,,,,,,,,,,,
661,PT00M00.00S,2021-03-18T02:32:40.4Z,4,REGULAR,period,end,[],0,,,1610612738,117,110,2021-03-18T02:32:48Z,6550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2021-03-18T02:33:28.4Z,4,REGULAR,memo,,[],0,,,1610612738,117,110,2021-03-18T02:33:28Z,6560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darius Garland ties career high in points 
Larry Nance Jr. ties season high in points "
663,PT00M00.00S,2021-03-18T02:34:06.9Z,4,REGULAR,game,end,[],0,,,0,117,110,2021-03-18T02:34:06Z,6570000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
