actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
166,PT11M29.00S,2023-04-15T20:12:30.0Z,2,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612738,29,21,2023-04-15T20:12:43Z,1650000,False,,,0,,J. Johnson shooting personal FOUL (2 PF) (Brogdon 2 FT),"[1630552, 1627763]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Brogdon,1627763.0
168,PT11M29.00S,2023-04-15T20:12:52.7Z,2,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,29,21,2023-04-15T20:12:52Z,1670000,False,,,0,,MISS M. Brogdon Free Throw 1 of 2,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
169,PT11M29.00S,2023-04-15T20:12:52.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,29,21,2023-04-15T20:12:52Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,
170,PT11M29.00S,2023-04-15T20:13:05.8Z,2,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,30,21,2023-04-15T20:13:05Z,1690000,False,,,0,,M. Brogdon Free Throw 2 of 2 (1 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
171,PT11M11.00S,2023-04-15T20:13:25.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,19.530223390275953,51.71568627450981,1610612737,30,21,2023-04-15T20:13:56Z,1700000,False,-9.0,131.0,1,left,MISS J. Johnson 13' floating Shot,[1630552],1610612737.0,ATL,floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,13.14,Missed,,,,,,,,,,,,,,,
172,PT11M09.00S,2023-04-15T20:13:27.2Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,30,21,2023-04-15T20:13:56Z,1710000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,
173,PT11M02.00S,2023-04-15T20:13:33.6Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,30,21,2023-04-15T20:13:42Z,1720000,False,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1630552]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,2.0,Johnson,1630552.0,,,,,,,,,,,,,,,,,
174,PT11M02.00S,2023-04-15T20:13:33.6Z,2,REGULAR,steal,,[],1630552,,,1610612737,30,21,2023-04-15T20:13:35Z,1730000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
176,PT10M56.00S,2023-04-15T20:14:00.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630168,20.71287779237845,49.50980392156863,1610612737,30,21,2023-04-15T20:14:08Z,1750000,False,2.0,142.0,1,left,MISS O. Okongwu 14' Jump Shot,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Center,,,,14.22,Missed,,,,,,,,,,,,,,,
177,PT10M55.00S,2023-04-15T20:14:01.2Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,30,21,2023-04-15T20:14:08Z,1760000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Center,,,,,,,176.0,2.0,0.0,2.0,,,,,,,,,,
178,PT10M47.00S,2023-04-15T20:14:10.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203992,7.095926412614981,54.43474264705882,1610612737,30,21,2023-04-15T20:15:17Z,1770000,False,-22.0,14.0,1,left,MISS B. Bogdanovic driving floating Shot,[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,2.64,Missed,,,,,,,,,,,,,,,
179,PT10M46.00S,2023-04-15T20:14:11.3Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,30,21,2023-04-15T20:14:22Z,1780000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,178.0,3.0,0.0,3.0,,,,,,,,,,
180,PT10M43.00S,2023-04-15T20:14:14.9Z,2,REGULAR,foul,personal,[],1630573,,,1610612737,30,21,2023-04-15T20:14:26Z,1790000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 1630180]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Bey,1630180.0
182,PT10M34.00S,2023-04-15T20:14:43.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630552,30.305519053876477,25.245098039215684,1610612737,30,21,2023-04-15T20:14:50Z,1810000,False,124.0,232.0,1,left,MISS J. Johnson 26' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,26.33,Missed,,,,,,,,,,,,,,,
183,PT10M32.00S,2023-04-15T20:14:45.7Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,30,21,2023-04-15T20:14:50Z,1820000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,182.0,4.0,3.0,1.0,,,,,,,,,,
184,PT10M27.00S,2023-04-15T20:14:51.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629057,93.11760840998686,43.872549019607845,1610612738,32,21,2023-04-15T20:15:01Z,1830000,False,-31.0,12.0,1,right,R. Williams III running alley-oop DUNK (6 PTS) (J. Brown 2 AST),"[1629057, 1627759]",1610612738.0,BOS,running alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,3.29,Made,6.0,,,,,,,J. Brown,1627759.0,2.0,,,,,
186,PT10M15.00S,2023-04-15T20:15:03.2Z,2,REGULAR,3pt,Jump Shot,[],1629027,35.167542706964525,50.98039215686274,1610612737,32,24,2023-04-15T20:15:07Z,1850000,False,-5.0,278.0,1,left,T. Young 27' 3PT pullup (5 PTS) (B. Bogdanovic 2 AST),"[1629027, 203992]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,27.81,Made,5.0,,,,,,,B. Bogdanovic,203992.0,2.0,,,,,
188,PT10M00.00S,2023-04-15T20:15:19.5Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612738,32,24,2023-04-15T20:15:37Z,1870000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Brogdon 2 FT),"[1630168, 1627763]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Brogdon,1627763.0
190,PT10M00.00S,2023-04-15T20:15:44.4Z,2,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,33,24,2023-04-15T20:15:44Z,1890000,False,,,0,,M. Brogdon Free Throw 1 of 2 (2 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
191,PT10M00.00S,2023-04-15T20:15:59.8Z,2,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,34,24,2023-04-15T20:15:59Z,1900000,False,,,0,,M. Brogdon Free Throw 2 of 2 (3 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
192,PT09M52.00S,2023-04-15T20:16:09.6Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,34,24,2023-04-15T20:16:13Z,1910000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 203935]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.0,Smart,203935.0,,,,,,,,,,,,,,,,,
193,PT09M52.00S,2023-04-15T20:16:09.6Z,2,REGULAR,steal,,[],203935,,,1610612738,34,24,2023-04-15T20:16:11Z,1920000,False,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT09M40.00S,2023-04-15T20:16:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629057,92.85479632063075,54.41176470588235,1610612738,36,24,2023-04-15T20:16:24Z,1930000,False,22.0,15.0,1,right,R. Williams III cutting Layup (8 PTS) (M. Brogdon 2 AST),"[1629057, 1627763]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,2.65,Made,8.0,,,,,,,M. Brogdon,1627763.0,2.0,,,,,
196,PT09M23.00S,2023-04-15T20:16:39.7Z,2,REGULAR,2pt,Jump Shot,[],1630552,4.681340341655716,14.950980392156863,1610612737,36,24,2023-04-15T20:17:12Z,1950000,False,175.0,-8.0,1,left,MISS J. Johnson 17' Jump Shot,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right,,,,17.54,Missed,,,,,,,,,,,,,,,
197,PT09M22.00S,2023-04-15T20:16:40.7Z,2,REGULAR,rebound,offensive,[],1630180,,,1610612737,36,24,2023-04-15T20:17:12Z,1960000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Right,,,,,,,196.0,2.0,1.0,1.0,,,,,,,,,,
198,PT09M21.00S,2023-04-15T20:16:49.9Z,2,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612737,36,24,2023-04-15T20:17:00Z,1970000,False,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Bey 2 FT),"[1627763, 1630180]",1610612738.0,BOS,shooting,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Bey,1630180.0
200,PT09M21.00S,2023-04-15T20:17:08.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630180,,,1610612737,36,25,2023-04-15T20:17:08Z,1990000,False,,,0,,S. Bey Free Throw 1 of 2 (1 PTS),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
201,PT09M21.00S,2023-04-15T20:17:09.5Z,2,REGULAR,substitution,out,[],1629057,,,1610612737,36,25,2023-04-15T20:17:15Z,2000000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M21.00S,2023-04-15T20:17:09.5Z,2,REGULAR,substitution,in,[],201143,,,1610612737,36,25,2023-04-15T20:17:15Z,2010000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M21.00S,2023-04-15T20:17:08.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630180,,,1610612737,36,25,2023-04-15T20:17:30Z,2020000,False,,,0,,MISS S. Bey Free Throw 2 of 2,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
204,PT09M20.00S,2023-04-15T20:17:09.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,36,25,2023-04-15T20:17:30Z,2030000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,203.0,4.0,4.0,0.0,,,,,,,,,,
205,PT08M58.00S,2023-04-15T20:17:47.8Z,2,REGULAR,3pt,Jump Shot,[],203935,92.9862023653088,94.85294117647058,1610612738,39,25,2023-04-15T20:17:53Z,2040000,False,224.0,13.0,1,right,M. Smart 3PT  (5 PTS) (A. Horford 1 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,,,,22.47,Made,5.0,,,,,,,A. Horford,201143.0,1.0,,,,,
207,PT08M47.00S,2023-04-15T20:17:58.4Z,2,REGULAR,3pt,Jump Shot,[],1629027,34.90473061760841,16.666666666666664,1610612737,39,25,2023-04-15T20:18:26Z,2060000,False,167.0,276.0,1,left,MISS T. Young 32' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,32.21,Missed,,,,,,,,,,,,,,,
208,PT08M46.00S,2023-04-15T20:17:59.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,39,25,2023-04-15T20:18:08Z,2070000,False,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,207.0,3.0,2.0,1.0,,,,,,,,,,
209,PT08M37.00S,2023-04-15T20:18:09.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,77.4802890932983,90.19607843137256,1610612738,42,25,2023-04-15T20:18:41Z,2080000,False,201.0,159.0,1,right,J. Brown 25' 3PT step back (9 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,25.64,Made,9.0,,,,,,,,,,,,,,
210,PT08M37.00S,2023-04-15T20:18:14.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,42,25,2023-04-15T20:18:14Z,2090000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M37.00S,2023-04-15T20:21:06.1Z,2,REGULAR,substitution,out,[],1630552,,,1610612737,42,25,2023-04-15T20:21:31Z,2100000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M37.00S,2023-04-15T20:21:06.1Z,2,REGULAR,substitution,in,[],1627749,,,1610612737,42,25,2023-04-15T20:21:31Z,2120000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M37.00S,2023-04-15T20:21:06.1Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,42,25,2023-04-15T20:21:31Z,2130000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M37.00S,2023-04-15T20:21:06.1Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,42,25,2023-04-15T20:21:55Z,2135000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M28.00S,2023-04-15T20:22:01.6Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612737,42,25,2023-04-15T20:22:13Z,2160000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Murray 2 FT),"[1627759, 1627749]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Murray,1627749.0
220,PT08M28.00S,2023-04-15T20:22:26.6Z,2,REGULAR,freethrow,1 of 2,[],1627749,,,1610612737,42,26,2023-04-15T20:22:26Z,2180000,False,,,0,,D. Murray Free Throw 1 of 2 (9 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
221,PT08M28.00S,2023-04-15T20:22:27.3Z,2,REGULAR,substitution,out,[],1627763,,,1610612737,42,26,2023-04-15T20:22:35Z,2190000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M28.00S,2023-04-15T20:22:27.3Z,2,REGULAR,substitution,out,[],1630573,,,1610612737,42,26,2023-04-15T20:22:35Z,2200000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M28.00S,2023-04-15T20:22:27.3Z,2,REGULAR,substitution,in,[],1628369,,,1610612737,42,26,2023-04-15T20:22:35Z,2210000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M28.00S,2023-04-15T20:22:27.3Z,2,REGULAR,substitution,in,[],1628401,,,1610612737,42,26,2023-04-15T20:22:35Z,2220000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M28.00S,2023-04-15T20:22:50.5Z,2,REGULAR,freethrow,2 of 2,[],1627749,,,1610612737,42,27,2023-04-15T20:22:50Z,2230000,False,,,0,,D. Murray Free Throw 2 of 2 (10 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
226,PT08M16.00S,2023-04-15T20:23:09.0Z,2,REGULAR,foul,personal,[],1629631,,,1610612738,42,27,2023-04-15T20:23:17Z,2240000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 203935]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Smart,203935.0
229,PT08M02.00S,2023-04-15T20:23:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.9862023653088,53.67647058823529,1610612738,44,27,2023-04-15T20:23:59Z,2270000,False,18.0,13.0,1,right,J. Tatum driving Layup (15 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.28,Made,15.0,,,,,,,M. Smart,203935.0,2.0,,,,,
231,PT07M48.00S,2023-04-15T20:24:10.1Z,2,REGULAR,3pt,Jump Shot,[],1629631,30.699737187910642,68.38235294117648,1610612737,44,27,2023-04-15T20:26:15Z,2290000,False,-92.0,236.0,1,left,MISS D. Hunter 25' pullup 3PT,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,25.34,Missed,,,,,,,,,,,,,,,
232,PT07M47.00S,2023-04-15T20:24:11.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,44,27,2023-04-15T20:35:02Z,2300000,False,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,231.0,5.0,5.0,0.0,,,,,,,,,,
233,PT07M36.00S,2023-04-15T20:24:22.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,92.85479632063075,54.65686274509803,1610612738,46,27,2023-04-15T20:24:26Z,2310000,False,23.0,15.0,1,right,J. Brown cutting DUNK (11 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,2.75,Made,11.0,,,,,,,M. Smart,203935.0,3.0,,,,,
235,PT07M24.00S,2023-04-15T20:24:34.5Z,2,REGULAR,3pt,Jump Shot,[],1627749,19.793035479632064,5.637254901960785,1610612737,46,27,2023-04-15T20:28:17Z,2330000,False,222.0,134.0,1,left,MISS D. Murray 25' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,25.89,Missed,,,,,,,,,,,,,,,
236,PT07M23.00S,2023-04-15T20:24:35.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,46,27,2023-04-15T20:24:47Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,235.0,,,,,,,,,,,,,
238,PT07M23.00S,2023-04-15T20:24:48.2Z,2,REGULAR,substitution,out,[],203992,,,1610612737,46,27,2023-04-15T20:24:51Z,2360000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M23.00S,2023-04-15T20:24:48.2Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,46,27,2023-04-15T20:24:51Z,2370000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M15.00S,2023-04-15T20:25:19.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629631,15.193823915900131,57.107843137254896,1610612737,46,27,2023-04-15T20:25:23Z,2380000,False,-36.0,90.0,1,left,MISS D. Hunter 9' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,9.7,Missed,,,,,,,,,,,,,,,
241,PT07M13.00S,2023-04-15T20:25:21.1Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,46,27,2023-04-15T20:25:23Z,2390000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,240.0,2.0,2.0,0.0,,,,,,,,,,
242,PT07M07.00S,2023-04-15T20:25:27.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628401,89.17542706964521,53.18627450980392,1610612738,46,27,2023-04-15T20:28:56Z,2400000,False,16.0,49.0,1,right,MISS D. White running Layup,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,5.18,Missed,,,,,,,,,,,,,,,
243,PT07M05.00S,2023-04-15T20:25:29.2Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,46,27,2023-04-15T20:25:36Z,2410000,False,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,242.0,3.0,2.0,1.0,,,,,,,,,,
244,PT07M02.00S,2023-04-15T20:25:32.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203935,67.88764783180025,33.57843137254902,1610612738,49,27,2023-04-15T20:25:43Z,2420000,False,-82.0,249.0,1,right,M. Smart 26' 3PT  (8 PTS) (D. White 1 AST),"[203935, 1628401]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,26.26,Made,8.0,,,,,,,D. White,1628401.0,1.0,,,,,
246,PT06M45.00S,2023-04-15T20:25:48.8Z,2,REGULAR,3pt,Jump Shot,[],1630180,24.26084099868594,91.42156862745098,1610612737,49,27,2023-04-15T20:25:57Z,2440000,False,-207.0,176.0,1,left,MISS S. Bey 27' 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,27.15,Missed,,,,,,,,,,,,,,,
247,PT06M44.00S,2023-04-15T20:25:49.8Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612737,49,27,2023-04-15T20:25:57Z,2450000,False,,,0,,D. Murray REBOUND (Off:2 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,246.0,3.0,1.0,2.0,,,,,,,,,,
248,PT06M37.00S,2023-04-15T20:25:57.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,20.581471747700395,36.76470588235294,1610612737,49,27,2023-04-15T20:30:45Z,2460000,False,66.0,141.0,1,left,MISS T. Young 15' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Center,,,,15.58,Missed,,,,,,,,,,,,,,,
249,PT06M36.00S,2023-04-15T20:25:58.0Z,2,REGULAR,rebound,offensive,[],1629027,,,1610612737,49,27,2023-04-15T20:26:06Z,2470000,False,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Center,,,,,,,248.0,1.0,0.0,1.0,,,,,,,,,,
250,PT06M28.00S,2023-04-15T20:26:07.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,9.017739816031538,60.78431372549019,1610612737,49,27,2023-04-15T20:26:18Z,2480000,False,-54.0,32.0,1,left,MISS S. Bey 6' driving Layup,[1630180],1610612737.0,ATL,driving,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,6.28,Missed,,,,,,,,,,,,,,,
251,PT06M27.00S,2023-04-15T20:26:08.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,49,27,2023-04-15T20:26:18Z,2490000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,250.0,3.0,3.0,0.0,,,,,,,,,,
252,PT06M26.00S,2023-04-15T20:26:16.5Z,2,REGULAR,foul,personal,[],1630168,,,1610612738,49,27,2023-04-15T20:26:24Z,2500000,False,,,0,,O. Okongwu personal FOUL (3 PF),"[1630168, 201143]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Horford,201143.0
254,PT06M26.00S,2023-04-15T20:26:22.7Z,2,REGULAR,substitution,out,[],1627759,,,1610612738,49,27,2023-04-15T20:26:43Z,2520000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M26.00S,2023-04-15T20:26:22.7Z,2,REGULAR,substitution,out,[],1630168,,,1610612738,49,27,2023-04-15T20:26:43Z,2530000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M26.00S,2023-04-15T20:26:22.7Z,2,REGULAR,substitution,out,[],1630180,,,1610612738,49,27,2023-04-15T20:26:43Z,2540000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
