actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
425,PT03M39.00S,2023-04-22T00:43:40.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,70.12155059132719,28.676470588235293,1610612738,89,84,2023-04-22T00:43:45Z,4170000,False,-107.0,228.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
426,PT03M36.00S,2023-04-22T00:43:43.3Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,89,84,2023-04-22T00:43:45Z,4180000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,425.0,,,,,3.0,3.0,0.0,,,,,,,,,,
427,PT03M24.00S,2023-04-22T00:43:55.0Z,3,REGULAR,3pt,Jump Shot,[],1629631,12.434296977660972,4.901960784313726,1610612737,92,84,2023-04-22T00:44:00Z,4190000,False,225.0,64.0,1,left,D. Hunter 3PT  (8 PTS) (S. Bey 2 AST),"[1629631, 1630180]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,23.45,Made,,8.0,S. Bey,1630180.0,2.0,,,,,,,,,,,,,
428,PT03M05.00S,2023-04-22T00:44:14.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.9060446780552,51.71568627450981,1610612738,92,86,2023-04-22T00:44:20Z,4200000,False,9.0,5.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (D. White 3 AST),"[1629057, 1628401]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.98,Made,,2.0,D. White,1628401.0,3.0,,,,,,,,,,,,,
430,PT02M52.00S,2023-04-22T00:44:27.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,7.835085413929041,46.32352941176471,1610612737,94,86,2023-04-22T00:44:31Z,4220000,False,18.0,21.0,1,left,D. Murray driving Layup (18 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.8,Made,,18.0,,,,,,,,,,,,,,,,
431,PT02M38.00S,2023-04-22T00:44:43.4Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612738,94,86,2023-04-22T00:44:59Z,4230000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Tatum 2 FT),"[1630168, 1628369]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,3.0,0.0,Tatum,1628369.0,,,,,
433,PT02M38.00S,2023-04-22T00:44:57.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,94,86,2023-04-22T00:44:57Z,4250000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M38.00S,2023-04-22T00:46:58.6Z,3,REGULAR,substitution,out,[],1627749,,,1610612738,94,86,2023-04-22T00:47:58Z,4260000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M38.00S,2023-04-22T00:46:58.6Z,3,REGULAR,substitution,out,[],1629631,,,1610612738,94,86,2023-04-22T00:47:58Z,4270000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M38.00S,2023-04-22T00:46:58.6Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,94,86,2023-04-22T00:47:58Z,4280000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M38.00S,2023-04-22T00:46:58.6Z,3,REGULAR,substitution,in,[],1630552,,,1610612738,94,86,2023-04-22T00:47:58Z,4290000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M38.00S,2023-04-22T00:46:58.6Z,3,REGULAR,substitution,in,[],1629027,,,1610612738,94,86,2023-04-22T00:47:58Z,4300000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M38.00S,2023-04-22T00:46:58.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,94,86,2023-04-22T00:47:58Z,4310000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M38.00S,2023-04-22T00:48:39.1Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,94,87,2023-04-22T00:48:39Z,4320000,False,,,0,,J. Tatum Free Throw 1 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,22.0,,,,,,,,,,,,,,,,
441,PT02M38.00S,2023-04-22T00:48:57.2Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,94,88,2023-04-22T00:48:57Z,4330000,False,,,0,,J. Tatum Free Throw 2 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,23.0,,,,,,,,,,,,,,,,
442,PT02M26.00S,2023-04-22T00:49:10.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,6.652431011826544,51.470588235294116,1610612737,96,88,2023-04-22T00:49:16Z,4340000,False,-7.0,10.0,1,left,O. Okongwu cutting DUNK (4 PTS) (J. Johnson 4 AST),"[1630168, 1630552]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.24,Made,,4.0,J. Johnson,1630552.0,4.0,,,,,,,,,,,,,
444,PT02M03.00S,2023-04-22T00:49:32.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,93.64323258869908,48.77450980392157,1610612738,96,88,2023-04-22T00:49:37Z,4360000,False,-6.0,7.0,1,right,MISS M. Brogdon driving Layup - blocked,"[1627763, 1630168]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,Okongwu,1630168.0
445,PT02M03.00S,2023-04-22T00:49:32.9Z,3,REGULAR,block,,[],1630168,,,1610612738,96,88,2023-04-22T00:49:35Z,4370000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
446,PT02M00.00S,2023-04-22T00:49:35.9Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,96,88,2023-04-22T00:49:37Z,4380000,False,,,0,,T. Young REBOUND (Off:0 Def:4),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,444.0,,,,,4.0,4.0,0.0,,,,,,,,,,
447,PT01M57.00S,2023-04-22T00:49:39.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629027,8.229303547963205,49.754901960784316,1610612737,98,88,2023-04-22T00:51:55Z,4390000,False,1.0,25.0,1,left,T. Young running finger roll Layup (17 PTS),[1629027],1610612737.0,ATL,running finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.49,Made,,17.0,,,,,,,,,,,,,,,,
448,PT01M42.00S,2023-04-22T00:49:54.5Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,98,88,2023-04-22T00:49:58Z,4400000,False,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 1630552]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,3.0,Johnson,1630552.0,,
449,PT01M42.00S,2023-04-22T00:49:54.5Z,3,REGULAR,steal,,[],1630552,,,1610612737,98,88,2023-04-22T01:01:46Z,4410000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
451,PT01M37.00S,2023-04-22T00:49:59.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,8.492115637319317,54.65686274509803,1610612737,100,88,2023-04-22T00:50:05Z,4430000,False,-23.0,27.0,1,left,J. Johnson running Layup (8 PTS),[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.59,Made,,8.0,,,,,,,,,,,,,,,,
452,PT01M19.00S,2023-04-22T00:50:17.4Z,3,REGULAR,2pt,Jump Shot,[],1627763,85.75886990801577,67.40196078431373,1610612738,100,90,2023-04-22T00:50:21Z,4440000,False,87.0,81.0,1,right,M. Brogdon 11' driving floating Jump Shot (15 PTS),[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,11.91,Made,,15.0,,,,,,,,,,,,,,,,
453,PT01M06.00S,2023-04-22T00:50:29.9Z,3,REGULAR,3pt,Jump Shot,[],1630552,32.14520367936925,59.31372549019608,1610612737,100,90,2023-04-22T00:50:36Z,4450000,False,-47.0,250.0,1,left,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,25.4,Missed,,,,,,,,,,,,,,,,,,
454,PT01M02.00S,2023-04-22T00:50:33.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,100,90,2023-04-22T00:50:36Z,4460000,False,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,453.0,,,,,7.0,6.0,1.0,,,,,,,,,,
455,PT00M52.90S,2023-04-22T00:50:44.6Z,3,REGULAR,3pt,Jump Shot,[],1627763,71.04139290407359,73.0392156862745,1610612738,100,90,2023-04-22T00:50:51Z,4470000,False,115.0,220.0,1,right,MISS M. Brogdon 24' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
456,PT00M50.80S,2023-04-22T00:50:46.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,100,90,2023-04-22T01:28:42Z,4480000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,455.0,,,,,,,,,,,,,,,,,
459,PT00M50.80S,2023-04-22T00:51:04.8Z,3,REGULAR,turnover,offensive goaltending,[],1629057,,,1610612738,100,90,2023-04-22T01:03:58Z,4510000,False,,,0,,R. Williams III offensive goaltending TURNOVER (2 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,,,,2.0,,,,
460,PT00M37.00S,2023-04-22T00:51:25.2Z,3,REGULAR,foul,personal,[],1630573,,,1610612737,100,90,2023-04-22T00:59:24Z,4520000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 203992]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1162.0,1.0,0.0,Bogdanovic,203992.0,,,,,
462,PT00M25.80S,2023-04-22T00:51:52.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203992,21.632720105124836,91.17647058823529,1610612737,100,90,2023-04-22T01:01:01Z,4540000,False,-206.0,151.0,1,left,MISS B. Bogdanovic 25' step back 3PT,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
463,PT00M22.10S,2023-04-22T00:51:56.0Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,100,90,2023-04-22T00:51:58Z,4550000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,462.0,,,,,2.0,1.0,1.0,,,,,,,,,,
464,PT00M00.90S,2023-04-22T00:52:17.2Z,3,REGULAR,3pt,Jump Shot,[],1629684,72.88107752956637,80.88235294117648,1610612738,100,93,2023-04-22T01:02:00Z,4560000,False,154.0,202.0,1,right,G. Williams 25' 3PT step back (14 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,step back,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.46,Made,,14.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,
466,PT00M00.00S,2023-04-22T00:52:30.0Z,3,REGULAR,period,end,[],0,,,1610612737,100,93,2023-04-22T00:52:30Z,4580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2023-04-22T00:55:08.1Z,4,REGULAR,substitution,out,['startperiod'],1630573,,,1610612737,100,93,2023-04-22T00:55:56Z,4590000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2023-04-22T00:55:08.1Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612737,100,93,2023-04-22T00:55:56Z,4600000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2023-04-22T00:56:57.3Z,4,REGULAR,period,start,[],0,,,1610612738,100,93,2023-04-22T00:56:57Z,4610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT11M43.00S,2023-04-22T00:57:14.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,83.78777923784494,50.49019607843137,1610612738,100,93,2023-04-22T00:57:19Z,4620000,False,2.0,100.0,1,right,MISS M. Brogdon 9' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,9.99,Missed,,,,,,,,,,,,,,,,,,
472,PT11M38.00S,2023-04-22T00:57:19.2Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,100,93,2023-04-22T00:59:18Z,4630000,False,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,471.0,,,,,5.0,3.0,2.0,,,,,,,,,,
473,PT11M38.00S,2023-04-22T00:57:18.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,100,95,2023-04-22T00:58:04Z,4640000,False,0.0,0.0,1,right,R. Williams III tip Layup (4 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.0,Made,,4.0,,,,,,,,,,,,,,,,
474,PT11M22.00S,2023-04-22T00:57:34.7Z,4,REGULAR,turnover,bad pass,[],1630180,,,1610612737,100,95,2023-04-22T00:57:39Z,4650000,False,,,0,,S. Bey bad pass TURNOVER (1 TO),"[1630180, 1627759]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,
475,PT11M22.00S,2023-04-22T00:57:34.7Z,4,REGULAR,steal,,[],1627759,,,1610612738,100,95,2023-04-22T00:57:36Z,4660000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
476,PT11M18.00S,2023-04-22T00:57:39.0Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628369,75.24638633377135,84.55882352941177,1610612738,100,95,2023-04-22T01:10:30Z,4670000,False,173.0,180.0,1,right,MISS J. Tatum 24' running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
477,PT11M13.00S,2023-04-22T00:57:44.0Z,4,REGULAR,rebound,offensive,[],1627763,,,1610612738,100,95,2023-04-22T01:10:30Z,4680000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:0),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,476.0,,,,,1.0,0.0,1.0,,,,,,,,,,
478,PT11M09.00S,2023-04-22T00:57:47.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627759,92.19776609724047,96.56862745098039,1610612738,100,95,2023-04-22T00:57:53Z,4690000,False,233.0,21.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.37,Missed,,,,,,,,,,,,,,,,,,
479,PT11M05.00S,2023-04-22T00:57:51.5Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,100,95,2023-04-22T00:57:53Z,4700000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,,,478.0,,,,,4.0,4.0,0.0,,,,,,,,,,
480,PT10M54.00S,2023-04-22T00:58:02.4Z,4,REGULAR,turnover,bad pass,[],1630552,,,1610612737,100,95,2023-04-22T00:58:08Z,4710000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[1630552, 1627759]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,
481,PT10M54.00S,2023-04-22T00:58:02.4Z,4,REGULAR,steal,,[],1627759,,,1610612738,100,95,2023-04-22T00:58:04Z,4720000,False,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
482,PT10M48.00S,2023-04-22T00:58:07.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627763,94.1688567674113,50.98039215686274,1610612738,100,97,2023-04-22T01:12:13Z,4730000,False,5.0,2.0,1,right,M. Brogdon running reverse Layup (17 PTS) (J. Brown 2 AST),"[1627763, 1627759]",1610612738.0,BOS,running reverse,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.54,Made,,17.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,
484,PT10M48.00S,2023-04-22T00:58:12.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,100,97,2023-04-22T00:58:12Z,4750000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT10M48.00S,2023-04-22T01:01:18.1Z,4,REGULAR,substitution,out,[],203992,,,1610612737,100,97,2023-04-22T01:01:38Z,4760000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT10M48.00S,2023-04-22T01:01:18.1Z,4,REGULAR,substitution,out,[],1628369,,,1610612737,100,97,2023-04-22T01:01:38Z,4770000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT10M48.00S,2023-04-22T01:01:18.1Z,4,REGULAR,substitution,in,[],1627749,,,1610612737,100,97,2023-04-22T01:01:38Z,4780000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT10M48.00S,2023-04-22T01:01:18.1Z,4,REGULAR,substitution,in,[],1628401,,,1610612737,100,97,2023-04-22T01:01:38Z,4790000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT10M38.00S,2023-04-22T01:02:08.6Z,4,REGULAR,foul,offensive,[],1630168,,,1610612737,100,97,2023-04-22T01:02:16Z,4800000,False,,,0,,O. Okongwu offensive FOUL (4 PF),"[1630168, 1629684]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203591.0,4.0,0.0,Williams,1629684.0,,,,,
491,PT10M38.00S,2023-04-22T01:02:08.6Z,4,REGULAR,turnover,offensive foul,[],1630168,,,1610612737,100,97,2023-04-22T01:02:08Z,4820000,False,,,0,,O. Okongwu offensive foul TURNOVER (2 TO),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203591.0,,,,,2.0,,,,
492,PT10M20.00S,2023-04-22T01:02:36.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,94.95729303547962,50.73529411764706,1610612738,100,99,2023-04-22T01:02:41Z,4830000,False,4.0,-5.0,1,right,J. Brown driving Layup (15 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.63,Made,,15.0,,,,,,,,,,,,,,,,
493,PT10M07.00S,2023-04-22T01:02:50.4Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612737,100,99,2023-04-22T01:03:15Z,4840000,False,,,0,,G. Williams shooting personal FOUL (2 PF) (Johnson 2 FT),"[1629684, 1630552]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,2.0,0.0,Johnson,1630552.0,,,,,
495,PT10M07.00S,2023-04-22T01:03:19.4Z,4,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,101,99,2023-04-22T01:03:19Z,4860000,False,,,0,,J. Johnson Free Throw 1 of 2 (9 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
496,PT10M07.00S,2023-04-22T01:03:33.1Z,4,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,102,99,2023-04-22T01:03:33Z,4870000,False,,,0,,J. Johnson Free Throw 2 of 2 (10 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
497,PT09M43.00S,2023-04-22T01:04:00.3Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,102,99,2023-04-22T01:04:04Z,4880000,False,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1627749]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,3.0,Murray,1627749.0,,
498,PT09M43.00S,2023-04-22T01:04:00.3Z,4,REGULAR,steal,,[],1627749,,,1610612737,102,99,2023-04-22T01:04:02Z,4890000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
499,PT09M42.00S,2023-04-22T01:04:06.4Z,4,REGULAR,foul,offensive,[],1630552,,,1610612737,102,99,2023-04-22T01:04:11Z,4900000,False,,,0,,J. Johnson charge offensive FOUL (1 PF),"[1630552, 1628401]",1610612737.0,ATL,charge,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2003.0,1.0,0.0,White,1628401.0,,,,,
501,PT09M42.00S,2023-04-22T01:04:06.4Z,4,REGULAR,turnover,offensive foul,[],1630552,,,1610612737,102,99,2023-04-22T01:04:06Z,4920000,False,,,0,,J. Johnson offensive foul TURNOVER (3 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2003.0,,,,,3.0,,,,
502,PT09M42.00S,2023-04-22T01:04:24.0Z,4,REGULAR,substitution,out,[],1630552,,,1610612738,102,99,2023-04-22T01:04:30Z,4930000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M42.00S,2023-04-22T01:04:24.0Z,4,REGULAR,substitution,in,[],1629631,,,1610612738,102,99,2023-04-22T01:04:30Z,4940000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M42.00S,2023-04-22T01:04:51.7Z,4,REGULAR,substitution,out,[],1627763,,,1610612738,102,99,2023-04-22T01:06:43Z,4945000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M42.00S,2023-04-22T01:04:51.7Z,4,REGULAR,substitution,in,[],203935,,,1610612738,102,99,2023-04-22T01:06:43Z,4947500,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M28.00S,2023-04-22T01:04:52.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,89.96386333771353,50.245098039215684,1610612738,102,101,2023-04-22T01:07:05Z,4950000,False,1.0,42.0,1,right,M. Smart driving floating Jump Shot (17 PTS) (D. White 4 AST),"[203935, 1628401]",1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,4.18,Made,,17.0,D. White,1628401.0,4.0,,,,,,,,,,,,,
508,PT09M14.00S,2023-04-22T01:04:58.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,11.908672798948752,49.754901960784316,1610612737,102,101,2023-04-22T01:05:03Z,4990000,False,1.0,59.0,1,left,MISS T. Young driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.94,Missed,,,,,,,,,,,,,,,,,,
509,PT09M12.00S,2023-04-22T01:05:01.2Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,102,101,2023-04-22T01:05:01Z,5000000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,508.0,,,,,2.0,1.0,1.0,,,,,,,,,,
