actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
429,PT03M47.00S,2023-04-24T00:42:24.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,5.590000152587891,50.0,1610612737,74,82,2023-04-24T00:42:24Z,4290000,False,0.0,0.0,1,left,MISS C. Capela putback Layup - blocked,"[203991, 1628369]",1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,
430,PT03M47.00S,2023-04-24T00:42:24.8Z,3,REGULAR,block,,[],1628369,,,1610612737,74,82,2023-04-24T00:42:26Z,4300000,False,,,0,,J. Tatum BLOCK (3 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
431,PT03M45.00S,2023-04-24T00:42:26.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,74,82,2023-04-24T00:42:26Z,4310000,False,,,0,,A. Horford REBOUND (Off:2 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,,,,,,,429.0,9.0,7.0,2.0,,,,,,,,
432,PT03M45.00S,2023-04-24T00:42:31.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,74,82,2023-04-24T00:42:31Z,4320000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M45.00S,2023-04-24T00:45:14.7Z,3,REGULAR,substitution,out,[],203991,,,1610612738,74,82,2023-04-24T00:45:53Z,4330000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M45.00S,2023-04-24T00:45:14.7Z,3,REGULAR,substitution,out,[],1628381,,,1610612738,74,82,2023-04-24T00:45:53Z,4340000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M45.00S,2023-04-24T00:45:14.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,74,82,2023-04-24T00:45:53Z,4350000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M45.00S,2023-04-24T00:45:14.7Z,3,REGULAR,substitution,out,[],201143,,,1610612738,74,82,2023-04-24T00:45:53Z,4360000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M45.00S,2023-04-24T00:45:14.7Z,3,REGULAR,substitution,in,[],1630168,,,1610612738,74,82,2023-04-24T00:45:53Z,4370000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M45.00S,2023-04-24T00:45:14.7Z,3,REGULAR,substitution,in,[],1630180,,,1610612738,74,82,2023-04-24T00:45:53Z,4380000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M45.00S,2023-04-24T00:45:14.7Z,3,REGULAR,substitution,in,[],1630573,,,1610612738,74,82,2023-04-24T00:45:53Z,4390000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M45.00S,2023-04-24T00:45:14.7Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,74,82,2023-04-24T00:45:53Z,4400000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M37.00S,2023-04-24T00:46:22.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,92.46057818659659,48.03921568627451,1610612738,74,84,2023-04-24T00:46:29Z,4410000,False,-10.0,18.0,1,right,J. Brown driving bank Jump Shot (16 PTS) (R. Williams III 1 AST),"[1627759, 1629057]",1610612738.0,BOS,driving bank,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.08,Made,16.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,
444,PT03M24.00S,2023-04-24T00:46:35.3Z,3,REGULAR,2pt,Jump Shot,[],1629631,17.296320630749015,75.49019607843137,1610612737,76,84,2023-04-24T00:46:41Z,4440000,False,-127.0,110.0,1,left,D. Hunter 16' pullup Jump Shot (23 PTS) (D. Murray 4 AST),"[1629631, 1627749]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,16.85,Made,23.0,D. Murray,1627749.0,4.0,,,,,,,,,,,,,,
446,PT03M12.00S,2023-04-24T00:46:50.3Z,3,REGULAR,foul,offensive,[],1629057,,,1610612738,76,84,2023-04-24T00:46:59Z,4460000,False,,,0,,R. Williams III off-the-ball offensive FOUL (4 PF),"[1629057, 1629631]",1610612738.0,BOS,off-the-ball,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,204059.0,4.0,0.0,Hunter,1629631.0,,,
448,PT03M12.00S,2023-04-24T00:46:50.3Z,3,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,76,84,2023-04-24T00:46:50Z,4480000,False,,,0,,R. Williams III offensive foul TURNOVER (2 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,204059.0,,,,,2.0,,
449,PT02M58.00S,2023-04-24T00:47:14.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203992,11.514454664914586,47.05882352941176,1610612737,78,84,2023-04-24T00:47:19Z,4490000,False,15.0,56.0,1,left,B. Bogdanovic driving floating Jump Shot (5 PTS) (D. Murray 5 AST),"[203992, 1627749]",1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,5.0,D. Murray,1627749.0,5.0,,,,,,,,,,,,,,
451,PT02M40.00S,2023-04-24T00:47:33.1Z,3,REGULAR,2pt,Jump Shot,[],1627763,85.3646517739816,67.40196078431373,1610612738,78,86,2023-04-24T00:47:38Z,4510000,False,87.0,85.0,1,right,M. Brogdon 12' pullup Jump Shot (11 PTS) (D. White 2 AST),"[1627763, 1628401]",1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,12.17,Made,11.0,D. White,1628401.0,2.0,,,,,,,,,,,,,,
453,PT02M29.00S,2023-04-24T00:47:44.7Z,3,REGULAR,2pt,Jump Shot,[],1627749,23.47240473061761,55.14705882352941,1610612737,78,86,2023-04-24T00:47:49Z,4530000,False,-26.0,168.0,1,left,MISS D. Murray 17' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,17.01,Missed,,,,,,,,,,,,,,,,,,
454,PT02M25.00S,2023-04-24T00:47:48.7Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,78,86,2023-04-24T00:47:49Z,4540000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,,,,,,453.0,2.0,2.0,0.0,,,,,,,,
455,PT02M16.00S,2023-04-24T00:47:57.4Z,3,REGULAR,3pt,Jump Shot,[],1628401,73.14388961892247,80.14705882352942,1610612738,78,86,2023-04-24T00:48:03Z,4550000,False,151.0,200.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.03,Missed,,,,,,,,,,,,,,,,,,
456,PT02M12.00S,2023-04-24T00:48:01.4Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,78,86,2023-04-24T00:48:03Z,4560000,False,,,0,,D. Murray REBOUND (Off:1 Def:6),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,455.0,7.0,6.0,1.0,,,,,,,,
457,PT01M59.00S,2023-04-24T00:48:13.2Z,3,REGULAR,2pt,Jump Shot,[],1629631,17.69053876478318,74.50980392156863,1610612737,80,86,2023-04-24T00:48:19Z,4570000,False,-123.0,114.0,1,left,D. Hunter 16' turnaround Jump Shot (25 PTS),[1629631],1610612737.0,ATL,turnaround,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,16.72,Made,25.0,,,,,,,,,,,,,,,,,
458,PT01M43.00S,2023-04-24T00:48:31.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.24901445466492,49.754901960784316,1610612738,80,88,2023-04-24T00:48:37Z,4580000,False,-1.0,11.0,1,right,J. Brown driving Layup (18 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.11,Made,18.0,,,,,,,,,,,,,,,,,
459,PT01M43.00S,2023-04-24T00:48:34.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630168,,,1610612738,80,88,2023-04-24T00:49:09Z,4590000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Brown 1 FT),"[1630168, 1627759]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204058.0,3.0,0.0,Brown,1627759.0,,,
461,PT01M43.00S,2023-04-24T00:48:43.2Z,3,REGULAR,substitution,out,[],1627749,,,1610612738,80,88,2023-04-24T00:48:53Z,4610000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M43.00S,2023-04-24T00:48:43.2Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,80,88,2023-04-24T00:48:53Z,4620000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M43.00S,2023-04-24T00:48:43.2Z,3,REGULAR,substitution,in,[],1629027,,,1610612738,80,88,2023-04-24T00:48:53Z,4630000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M43.00S,2023-04-24T00:48:43.2Z,3,REGULAR,substitution,in,[],203935,,,1610612738,80,88,2023-04-24T00:48:53Z,4640000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M43.00S,2023-04-24T00:49:09.8Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,80,89,2023-04-24T00:49:09Z,4650000,False,,,0,,J. Brown Free Throw 1 of 1 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
466,PT01M37.00S,2023-04-24T00:49:19.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,7.046649145860711,50.0,1610612737,82,89,2023-04-24T00:49:30Z,4660000,False,0.0,14.0,1,left,D. Hunter driving reverse Layup (27 PTS) (T. Young 12 AST),"[1629631, 1629027]",1610612737.0,ATL,driving reverse,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.37,Made,27.0,T. Young,1629027.0,12.0,,,,,,,,,,,,,,
468,PT01M20.00S,2023-04-24T00:49:35.3Z,3,REGULAR,3pt,Jump Shot,[],1630573,93.11760840998686,96.07843137254902,1610612738,82,89,2023-04-24T00:49:41Z,4680000,False,230.0,12.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
469,PT01M18.00S,2023-04-24T00:49:37.3Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,82,89,2023-04-24T00:49:41Z,4690000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,,,,,,468.0,2.0,2.0,0.0,,,,,,,,
470,PT01M02.00S,2023-04-24T00:49:54.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,6.652431011826544,49.754901960784316,1610612737,84,89,2023-04-24T00:50:00Z,4700000,False,1.0,10.0,1,left,O. Okongwu cutting Layup (2 PTS) (T. Young 13 AST),"[1630168, 1629027]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.01,Made,2.0,T. Young,1629027.0,13.0,,,,,,,,,,,,,,
472,PT00M47.70S,2023-04-24T00:50:11.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203992,,,1610612738,84,89,2023-04-24T00:50:46Z,4720000,False,,,0,,B. Bogdanovic shooting personal FOUL (4 PF) (Williams III 2 FT),"[203992, 1629057]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,4.0,0.0,Williams III,1629057.0,,,
474,PT00M47.70S,2023-04-24T00:50:49.5Z,3,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,84,90,2023-04-24T00:51:12Z,4740000,False,,,0,,R. Williams III Free Throw 1 of 2 (9 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
475,PT00M47.70S,2023-04-24T00:50:49.5Z,3,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,84,90,2023-04-24T00:51:12Z,4750000,False,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
476,PT00M45.50S,2023-04-24T00:50:51.7Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,84,90,2023-04-24T00:51:12Z,4760000,False,,,0,,D. Hunter REBOUND (Off:2 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,475.0,5.0,3.0,2.0,,,,,,,,
477,PT00M33.10S,2023-04-24T00:51:26.8Z,3,REGULAR,foul,personal,[],203935,,,1610612737,84,90,2023-04-24T00:51:36Z,4770000,False,,,0,,M. Smart personal FOUL (3 PF),"[203935, 1629027]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,204058.0,3.0,0.0,Young,1629027.0,,,
479,PT00M33.10S,2023-04-24T00:51:41.4Z,3,REGULAR,substitution,out,[],1630573,,,1610612737,84,90,2023-04-24T00:51:55Z,4790000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M33.10S,2023-04-24T00:51:41.4Z,3,REGULAR,substitution,out,[],1629057,,,1610612737,84,90,2023-04-24T00:51:55Z,4800000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M33.10S,2023-04-24T00:51:41.4Z,3,REGULAR,substitution,in,[],1629684,,,1610612737,84,90,2023-04-24T00:51:55Z,4810000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT00M33.10S,2023-04-24T00:51:41.4Z,3,REGULAR,substitution,in,[],1628401,,,1610612737,84,90,2023-04-24T00:51:55Z,4820000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT00M23.50S,2023-04-24T00:52:13.5Z,3,REGULAR,3pt,Jump Shot,[],203992,26.363337713534822,82.59803921568627,1610612737,87,90,2023-04-24T00:52:18Z,4830000,False,-163.0,195.0,1,left,B. Bogdanovic 25' 3PT  (8 PTS) (T. Young 14 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.44,Made,8.0,T. Young,1629027.0,14.0,,,,,,,,,,,,,,
485,PT00M02.20S,2023-04-24T00:52:40.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203935,94.69448094612353,49.26470588235294,1610612738,87,92,2023-04-24T00:52:51Z,4850000,False,-4.0,-3.0,1,right,M. Smart driving DUNK (17 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,0.45,Made,17.0,,,,,,,,,,,,,,,,,
486,PT00M00.70S,2023-04-24T00:52:44.3Z,3,REGULAR,3pt,Jump Shot,[],1629027,55.53547963206308,37.00980392156863,1610612737,87,92,2023-04-24T00:53:13Z,4860000,False,65.0,470.0,1,left,MISS T. Young 47' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,47.4,Missed,,,,,,,,,,,,,,,,,,
487,PT00M00.10S,2023-04-24T00:52:44.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,87,92,2023-04-24T00:53:13Z,4870000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,486.0,,,,,,,,,,,
488,PT00M00.00S,2023-04-24T00:52:48.1Z,3,REGULAR,period,end,[],0,,,1610612737,87,92,2023-04-24T00:52:48Z,4880000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2023-04-24T00:53:20.5Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612737,87,92,2023-04-24T00:56:13Z,4890000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2023-04-24T00:53:20.5Z,4,REGULAR,substitution,out,['startperiod'],1628401,,,1610612737,87,92,2023-04-24T00:56:13Z,4900000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2023-04-24T00:53:20.5Z,4,REGULAR,substitution,in,['startperiod'],1629057,,,1610612737,87,92,2023-04-24T00:56:13Z,4910000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2023-04-24T00:53:20.5Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612737,87,92,2023-04-24T00:56:13Z,4920000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2023-04-24T00:56:31.4Z,4,REGULAR,period,start,[],0,,,1610612737,87,92,2023-04-24T00:56:31Z,4930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT11M51.00S,2023-04-24T00:56:39.7Z,4,REGULAR,2pt,Jump Shot,[],203992,19.66162943495401,20.833333333333336,1610612737,87,92,2023-04-24T00:56:45Z,4940000,False,146.0,132.0,1,left,MISS B. Bogdanovic 19' pullup Shot,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right Center,19.69,Missed,,,,,,,,,,,,,,,,,,
495,PT11M48.00S,2023-04-24T00:56:42.7Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612738,87,92,2023-04-24T00:56:45Z,4950000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,,,,,,,,,494.0,3.0,3.0,0.0,,,,,,,,
496,PT11M37.00S,2023-04-24T00:56:53.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,69.85873850197109,71.81372549019608,1610612738,87,95,2023-04-24T00:56:59Z,4960000,False,109.0,231.0,1,right,J. Brown 25' 3PT  (22 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.53,Made,22.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
498,PT11M23.00S,2023-04-24T00:57:06.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,10.726018396846255,41.42156862745098,1610612737,87,95,2023-04-24T00:57:19Z,4980000,False,43.0,48.0,1,left,MISS T. Young 6' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,,,,,,,,,,,,,,,,,
499,PT11M21.00S,2023-04-24T00:57:09.0Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,87,95,2023-04-24T00:57:09Z,4990000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,498.0,2.0,1.0,1.0,,,,,,,,
500,PT11M18.00S,2023-04-24T00:57:11.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203992,30.042706964520367,31.372549019607842,1610612737,87,95,2023-04-24T00:57:22Z,5000000,False,93.0,230.0,1,left,MISS B. Bogdanovic 24' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,,
501,PT11M16.00S,2023-04-24T00:57:13.5Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,87,95,2023-04-24T00:57:22Z,5010000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,500.0,3.0,1.0,2.0,,,,,,,,
502,PT11M16.00S,2023-04-24T00:57:16.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,6.1268068331143235,47.794117647058826,1610612737,89,95,2023-04-24T00:57:28Z,5020000,False,11.0,5.0,1,left,O. Okongwu putback Layup (4 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.21,Made,4.0,,,,,,,,,,,,,,,,,
503,PT11M16.00S,2023-04-24T00:57:22.1Z,4,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612737,89,95,2023-04-24T00:57:56Z,5030000,False,,,0,,R. Williams III shooting personal FOUL (5 PF) (Okongwu 1 FT),"[1629057, 1630168]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,5.0,0.0,Okongwu,1630168.0,,,
505,PT11M16.00S,2023-04-24T00:57:35.6Z,4,REGULAR,substitution,out,[],1629631,,,1610612737,89,95,2023-04-24T00:57:41Z,5050000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT11M16.00S,2023-04-24T00:57:35.6Z,4,REGULAR,substitution,out,[],1629057,,,1610612737,89,95,2023-04-24T00:57:41Z,5060000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT11M16.00S,2023-04-24T00:57:35.6Z,4,REGULAR,substitution,in,[],1627749,,,1610612737,89,95,2023-04-24T00:57:41Z,5070000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT11M16.00S,2023-04-24T00:57:35.6Z,4,REGULAR,substitution,in,[],201143,,,1610612737,89,95,2023-04-24T00:57:41Z,5080000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT11M16.00S,2023-04-24T00:58:05.2Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630168,,,1610612737,90,95,2023-04-24T00:58:05Z,5090000,False,,,0,,O. Okongwu Free Throw 1 of 1 (5 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
510,PT11M05.00S,2023-04-24T00:58:20.4Z,4,REGULAR,3pt,Jump Shot,[],201143,67.62483574244416,45.34313725490196,1610612738,90,95,2023-04-24T00:58:25Z,5100000,False,-23.0,252.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,25.29,Missed,,,,,,,,,,,,,,,,,,
511,PT11M02.00S,2023-04-24T00:58:23.4Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,90,95,2023-04-24T00:58:25Z,5110000,False,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,510.0,3.0,3.0,0.0,,,,,,,,
512,PT10M56.00S,2023-04-24T00:58:29.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,8.09789750328515,44.11764705882353,1610612737,90,95,2023-04-24T00:58:38Z,5120000,False,29.0,24.0,1,left,MISS T. Young driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
513,PT10M55.00S,2023-04-24T00:58:30.6Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,90,95,2023-04-24T00:58:38Z,5130000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,512.0,4.0,1.0,3.0,,,,,,,,
514,PT10M55.00S,2023-04-24T00:58:37.2Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612737,90,95,2023-04-24T00:58:53Z,5140000,False,,,0,,M. Smart shooting personal FOUL (4 PF) (Okongwu 2 FT),"[203935, 1630168]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,4.0,0.0,Okongwu,1630168.0,,,
