actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
256,PT07M48.00S,2023-05-06T00:40:54.4Z,2,REGULAR,freethrow,3 of 3,[],1628401,,,1610612738,36,41,2023-05-06T00:40:54Z,2530000,False,,,0,,D. White Free Throw 3 of 3 (9 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
257,PT07M28.00S,2023-05-06T00:41:14.1Z,2,REGULAR,2pt,Jump Shot,[],203954,6.093955321944804,67.15686274509804,1610612755,36,41,2023-05-06T00:41:17Z,2540000,False,-86.0,5.0,1,left,MISS J. Embiid 8' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,8.59,Missed,,,,,,,,,,,,,,,,,,
258,PT07M26.00S,2023-05-06T00:41:16.1Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,36,41,2023-05-06T00:41:17Z,2550000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,,,
259,PT07M17.00S,2023-05-06T00:41:25.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,91.77069645203679,48.774509803921575,1610612738,36,41,2023-05-06T00:41:32Z,2560000,False,-6.0,25.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
260,PT07M16.00S,2023-05-06T00:41:26.6Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,36,41,2023-05-06T00:41:32Z,2570000,False,,,0,,T. Maxey REBOUND (Off:0 Def:5),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,259.0,5.0,5.0,0.0,,,,,,,,,,
261,PT07M08.00S,2023-05-06T00:41:34.1Z,2,REGULAR,3pt,Jump Shot,[],1627777,24.227989487516425,10.539215686274503,1610612755,39,41,2023-05-06T00:41:37Z,2580000,False,197.0,175.0,1,left,G. Niang 26' 3PT  (3 PTS) (J. Harden 4 AST),"[1627777, 201935]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,26.39,Made,3.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
263,PT06M49.00S,2023-05-06T00:41:53.3Z,2,REGULAR,2pt,Jump Shot,[],1628401,83.22930354796321,67.64705882352942,1610612738,39,43,2023-05-06T00:41:57Z,2600000,False,88.0,105.0,1,right,D. White 13' pullup Jump Shot (11 PTS) (M. Brogdon 3 AST),"[1628401, 1627763]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,8-16 Right,13.72,Made,11.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,,
265,PT06M34.00S,2023-05-06T00:42:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.933639947437584,52.205882352941174,1610612755,39,43,2023-05-06T00:42:13Z,2620000,False,-11.0,22.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 1627759]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,Brown,1627759.0,,
266,PT06M34.00S,2023-05-06T00:42:08.5Z,2,REGULAR,block,,[],1627759,,,1610612755,39,43,2023-05-06T00:42:11Z,2630000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
267,PT06M31.00S,2023-05-06T00:42:11.5Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,39,43,2023-05-06T00:42:13Z,2640000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,265.0,2.0,2.0,0.0,,,,,,,,,,
268,PT06M29.00S,2023-05-06T00:42:16.1Z,2,REGULAR,turnover,traveling,[],1628401,,,1610612738,39,43,2023-05-06T00:42:21Z,2650000,False,,,0,,D. White traveling TURNOVER (1 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,200834.0,,,,,1.0,,,,
269,PT06M29.00S,2023-05-06T00:42:23.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612755,39,43,2023-05-06T00:42:32Z,2660000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M29.00S,2023-05-06T00:42:23.3Z,2,REGULAR,substitution,out,[],1627763,,,1610612755,39,43,2023-05-06T00:42:32Z,2670000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M29.00S,2023-05-06T00:42:23.3Z,2,REGULAR,substitution,in,[],203935,,,1610612755,39,43,2023-05-06T00:42:32Z,2680000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M29.00S,2023-05-06T00:42:23.3Z,2,REGULAR,substitution,in,[],1628369,,,1610612755,39,43,2023-05-06T00:42:32Z,2690000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M08.00S,2023-05-06T00:43:01.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,6.619579500657039,47.30392156862745,1610612755,39,43,2023-05-06T00:43:05Z,2700000,False,13.0,10.0,1,left,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
274,PT06M05.00S,2023-05-06T00:43:04.2Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,39,43,2023-05-06T00:43:04Z,2710000,False,,,0,,J. Embiid REBOUND (Off:2 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,273.0,3.0,1.0,2.0,,,,,,,,,,
275,PT06M05.00S,2023-05-06T00:43:04.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,5.590000152587891,50.0,1610612755,41,43,2023-05-06T00:43:04Z,2720000,False,0.0,0.0,1,left,J. Embiid tip Layup (14 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,0.0,Made,14.0,,,,,,,,,,,,,,,,,
276,PT05M57.00S,2023-05-06T00:43:12.1Z,2,REGULAR,2pt,Jump Shot,[],1627759,78.23587385019711,63.970588235294116,1610612738,41,45,2023-05-06T00:43:16Z,2730000,False,70.0,152.0,1,right,J. Brown 16' pullup Jump Shot (4 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,16.74,Made,4.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
278,PT05M41.00S,2023-05-06T00:43:28.5Z,2,REGULAR,3pt,Jump Shot,[],200782,4.911300919842304,96.07843137254902,1610612755,44,45,2023-05-06T00:43:32Z,2750000,False,-230.0,-6.0,1,left,P. Tucker 3PT  (3 PTS) (J. Harden 5 AST),"[200782, 201935]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,23.05,Made,3.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,
280,PT05M20.00S,2023-05-06T00:43:48.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,85.5946123521682,50.49019607843137,1610612738,44,47,2023-05-06T00:43:52Z,2770000,False,2.0,83.0,1,right,A. Horford 8' turnaround fadeaway Jump Shot (5 PTS),[201143],1610612738.0,BOS,turnaround fadeaway,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,5.0,,,,,,,,,,,,,,,,,
281,PT05M02.00S,2023-05-06T00:44:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.8823915900131425,39.70588235294118,1610612755,44,47,2023-05-06T00:44:11Z,2780000,False,51.0,12.0,1,left,MISS T. Maxey driving finger roll Layup - blocked,"[1630178, 1628369]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,Tatum,1628369.0,,
282,PT05M02.00S,2023-05-06T00:44:07.4Z,2,REGULAR,block,,[],1628369,,,1610612755,44,47,2023-05-06T00:44:10Z,2790000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
283,PT04M59.00S,2023-05-06T00:44:10.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,44,47,2023-05-06T00:44:11Z,2800000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,281.0,3.0,3.0,0.0,,,,,,,,,,
284,PT04M53.00S,2023-05-06T00:44:15.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,92.82194480946123,97.05882352941177,1610612738,44,47,2023-05-06T00:45:28Z,2810000,False,235.0,15.0,1,right,MISS M. Smart running 3PT,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,,
285,PT04M51.00S,2023-05-06T00:44:17.7Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,44,47,2023-05-06T00:45:28Z,2820000,False,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,,284.0,4.0,3.0,1.0,,,,,,,,,,
286,PT04M50.00S,2023-05-06T00:44:19.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203935,90.71944809461235,97.54901960784314,1610612738,44,47,2023-05-06T00:44:24Z,2830000,False,238.0,35.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,
287,PT04M46.00S,2023-05-06T00:44:23.8Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,44,47,2023-05-06T00:44:24Z,2840000,False,,,0,,J. Embiid REBOUND (Off:2 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,,,,,286.0,4.0,2.0,2.0,,,,,,,,,,
288,PT04M39.00S,2023-05-06T00:44:30.3Z,2,REGULAR,3pt,Jump Shot,[],1630178,9.247700394218143,2.6960784313725554,1610612755,44,47,2023-05-06T00:44:33Z,2850000,False,237.0,34.0,1,left,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,23.9,Missed,,,,,,,,,,,,,,,,,,
289,PT04M37.00S,2023-05-06T00:44:32.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,44,47,2023-05-06T00:44:33Z,2860000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,,,,,288.0,3.0,3.0,0.0,,,,,,,,,,
290,PT04M31.00S,2023-05-06T00:44:38.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,93.61038107752957,49.50980392156863,1610612738,44,49,2023-05-06T00:44:43Z,2870000,False,-2.0,8.0,1,right,J. Brown running Layup (6 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.8,Made,6.0,,,,,,,,,,,,,,,,,
291,PT04M01.00S,2023-05-06T00:45:07.4Z,2,REGULAR,3pt,Jump Shot,[],1630178,28.56438896189225,81.61764705882354,1610612755,44,49,2023-05-06T00:45:12Z,2880000,False,-158.0,216.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.77,Missed,,,,,,,,,,,,,,,,,,
292,PT03M58.00S,2023-05-06T00:45:10.4Z,2,REGULAR,rebound,offensive,[],200782,,,1610612755,44,49,2023-05-06T00:45:12Z,2890000,False,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,291.0,1.0,0.0,1.0,,,,,,,,,,
293,PT03M56.00S,2023-05-06T00:45:13.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,32.769382391590014,61.76470588235294,1610612755,44,49,2023-05-06T00:45:19Z,2900000,False,-59.0,256.0,1,left,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
294,PT03M54.00S,2023-05-06T00:45:15.2Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,44,49,2023-05-06T00:45:19Z,2910000,False,,,0,,D. White REBOUND (Off:1 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,293.0,5.0,4.0,1.0,,,,,,,,,,
295,PT03M54.00S,2023-05-06T00:45:32.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,44,49,2023-05-06T00:45:32Z,2920000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M41.00S,2023-05-06T00:49:11.7Z,2,REGULAR,2pt,Jump Shot,[],1627759,77.18462549277267,66.17647058823529,1610612738,44,51,2023-05-06T00:49:19Z,2930000,False,81.0,162.0,1,right,J. Brown 18' turnaround fadeaway bank Jump Shot (8 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway bank,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,18.11,Made,8.0,,,,,,,,,,,,,,,,,
297,PT03M41.00S,2023-05-06T00:49:15.2Z,2,REGULAR,foul,personal,['1freethrow'],201935,,,1610612738,44,51,2023-05-06T00:49:22Z,2940000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Brown 1 FT),"[201935, 1627759]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,
299,PT03M41.00S,2023-05-06T00:49:42.7Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,44,52,2023-05-06T00:49:42Z,2960000,False,,,0,,J. Brown Free Throw 1 of 1 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
300,PT03M21.00S,2023-05-06T00:50:11.0Z,2,REGULAR,foul,personal,[],201143,,,1610612755,44,52,2023-05-06T00:50:19Z,2970000,False,,,0,,A. Horford personal FOUL (2 PF),"[201143, 203954]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202049.0,2.0,0.0,Embiid,203954.0,,,,,
302,PT03M21.00S,2023-05-06T00:50:18.0Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,44,52,2023-05-06T00:50:22Z,2990000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M21.00S,2023-05-06T00:50:18.0Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,44,52,2023-05-06T00:50:22Z,3000000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M17.00S,2023-05-06T00:50:37.9Z,2,REGULAR,3pt,Jump Shot,[],1629001,6.750985545335084,1.9607843137254974,1610612755,44,52,2023-05-06T00:50:42Z,3010000,False,240.0,11.0,1,left,MISS D. Melton 24' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,24.05,Missed,,,,,,,,,,,,,,,,,,
305,PT03M13.00S,2023-05-06T00:50:41.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,44,52,2023-05-06T00:50:42Z,3020000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,,304.0,4.0,4.0,0.0,,,,,,,,,,
306,PT03M04.00S,2023-05-06T00:50:50.3Z,2,REGULAR,2pt,Jump Shot,[],1627759,77.84165571616295,78.92156862745098,1610612738,44,52,2023-05-06T00:50:54Z,3030000,False,145.0,156.0,1,right,MISS J. Brown 21' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,21.26,Missed,,,,,,,,,,,,,,,,,,
307,PT03M02.00S,2023-05-06T00:50:52.3Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,44,52,2023-05-06T00:50:54Z,3040000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,306.0,3.0,3.0,0.0,,,,,,,,,,
308,PT02M55.00S,2023-05-06T00:51:01.0Z,2,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,44,52,2023-05-06T00:51:06Z,3050000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (4 TO),[201935],1610612755.0,PHI,bad pass,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,,,,4.0,,,,
309,PT02M37.00S,2023-05-06T00:51:23.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,69.4316688567674,25.980392156862735,1610612738,44,52,2023-05-06T00:51:37Z,3060000,False,-120.0,235.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
310,PT02M32.00S,2023-05-06T00:51:28.3Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,44,52,2023-05-06T00:51:32Z,3070000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,309.0,4.0,3.0,1.0,,,,,,,,,,
311,PT02M27.00S,2023-05-06T00:51:38.3Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,44,52,2023-05-06T00:51:46Z,3080000,False,,,0,,J. Tatum offensive FOUL (2 PF),"[1628369, 1629001]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202049.0,2.0,0.0,Melton,1629001.0,,,,,
313,PT02M27.00S,2023-05-06T00:51:38.3Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,44,52,2023-05-06T00:51:38Z,3100000,False,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202049.0,,,,,1.0,,,,
314,PT02M19.00S,2023-05-06T00:51:55.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,34.21484888304862,51.470588235294116,1610612755,47,52,2023-05-06T00:51:59Z,3110000,False,-7.0,269.0,1,left,T. Maxey 26' 3PT  (7 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.92,Made,7.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,
316,PT02M02.00S,2023-05-06T00:52:12.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.06241787122208,55.3921568627451,1610612738,47,52,2023-05-06T00:52:17Z,3130000,False,27.0,41.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 203954]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,Embiid,203954.0,,
317,PT02M02.00S,2023-05-06T00:52:12.5Z,2,REGULAR,block,,[],203954,,,1610612738,47,52,2023-05-06T00:52:15Z,3140000,False,,,0,,J. Embiid BLOCK (3 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
318,PT02M02.00S,2023-05-06T00:52:12.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,47,52,2023-05-06T00:52:17Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,316.0,,,,,,,,,,,,,
321,PT01M56.00S,2023-05-06T00:52:47.2Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,47,52,2023-05-06T00:52:57Z,3180000,False,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 200782]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,2.0,,,Tucker,200782.0
322,PT01M56.00S,2023-05-06T00:52:47.2Z,2,REGULAR,steal,,[],200782,,,1610612755,47,52,2023-05-06T01:01:36Z,3190000,False,,,0,,P. Tucker STEAL (1 STL),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
323,PT01M49.00S,2023-05-06T00:53:27.9Z,2,REGULAR,jumpball,recovered,[],1627759,,,1610612755,47,52,2023-05-06T00:53:27Z,3200000,False,,,0,,Jump Ball A. Horford vs. D. Melton: Tip to J. Brown,"[1627759, 201143, 1629001]",1610612738.0,BOS,heldball,J. Brown,1627759.0,Brown,J. Brown,Horford,201143.0,Melton,1629001.0,,,,,,,,,,,,,,,,,,,,,,
326,PT01M49.00S,2023-05-06T00:53:27.9Z,2,REGULAR,turnover,lost ball,[],200782,,,1610612755,47,52,2023-05-06T01:08:32Z,3230000,False,,,0,,P. Tucker lost ball TURNOVER (2 TO),"[200782, 201143]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,,,Horford,201143.0
327,PT01M49.00S,2023-05-06T00:53:27.9Z,2,REGULAR,steal,,[],201143,,,1610612738,47,52,2023-05-06T00:53:27Z,3240000,False,,,0,,A. Horford STEAL (2 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
328,PT01M34.00S,2023-05-06T00:53:43.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,80.20696452036793,95.83333333333333,1610612738,47,52,2023-05-06T00:53:46Z,3250000,False,229.0,134.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.53,Missed,,,,,,,,,,,,,,,,,,
329,PT01M32.00S,2023-05-06T00:53:45.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,47,52,2023-05-06T00:53:46Z,3260000,False,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,328.0,4.0,4.0,0.0,,,,,,,,,,
330,PT01M16.00S,2023-05-06T00:54:01.3Z,2,REGULAR,2pt,Jump Shot,[],203954,22.519710906701704,67.15686274509804,1610612755,47,52,2023-05-06T00:54:05Z,3270000,False,-86.0,159.0,1,left,MISS J. Embiid 18' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,18.08,Missed,,,,,,,,,,,,,,,,,,
331,PT01M12.00S,2023-05-06T00:54:05.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,52,2023-05-06T00:54:05Z,3280000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,330.0,3.0,3.0,0.0,,,,,,,,,,
332,PT00M57.80S,2023-05-06T00:54:20.2Z,2,REGULAR,3pt,Jump Shot,[],201143,67.19776609724047,74.75490196078431,1610612738,47,52,2023-05-06T00:54:25Z,3290000,False,124.0,256.0,1,right,MISS A. Horford 28' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,28.42,Missed,,,,,,,,,,,,,,,,,,
333,PT00M54.20S,2023-05-06T00:54:23.8Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,47,52,2023-05-06T00:54:25Z,3300000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,332.0,5.0,5.0,0.0,,,,,,,,,,
334,PT00M34.30S,2023-05-06T00:54:43.7Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612755,47,52,2023-05-06T00:54:49Z,3310000,False,,,0,,J. Harden bad pass TURNOVER (5 TO),"[201935, 203935]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,5.0,,,Smart,203935.0
335,PT00M34.30S,2023-05-06T00:54:43.7Z,2,REGULAR,steal,,[],203935,,,1610612738,47,52,2023-05-06T00:54:45Z,3320000,False,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
336,PT00M29.20S,2023-05-06T00:54:50.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,90.71944809461235,52.69607843137255,1610612738,47,54,2023-05-06T00:54:56Z,3330000,False,13.0,35.0,1,right,J. Brown driving floating Jump Shot (11 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.72,Made,11.0,,,,,,,,,,,,,,,,,
