actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
247,PT04M42.00S,2023-05-07T20:33:25.5Z,2,REGULAR,3pt,Jump Shot,[],1627763,94.26741130091985,3.1862745098039227,1610612738,47,33,2023-05-07T20:33:29Z,2410000,False,-234.0,1.0,1,right,MISS M. Brogdon 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
248,PT04M39.00S,2023-05-07T20:33:28.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,47,33,2023-05-07T20:33:29Z,2420000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,,,,,247.0,4.0,4.0,0.0,,,,,,,,,,
249,PT04M21.00S,2023-05-07T20:33:45.9Z,2,REGULAR,turnover,bad pass,[],203954,,,1610612755,47,33,2023-05-07T20:33:50Z,2430000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 201143]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Horford,201143.0,,,,,,,
250,PT04M21.00S,2023-05-07T20:33:45.9Z,2,REGULAR,steal,,[],201143,,,1610612738,47,33,2023-05-07T20:33:47Z,2440000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
251,PT04M17.00S,2023-05-07T20:33:51.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627763,93.61038107752957,48.529411764705884,1610612738,47,35,2023-05-07T20:33:57Z,2450000,False,-7.0,8.0,1,right,M. Brogdon running reverse Layup (5 PTS) (A. Horford 2 AST),"[1627763, 201143]",1610612738.0,BOS,running reverse,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.06,Made,5.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
253,PT03M58.00S,2023-05-07T20:34:09.4Z,2,REGULAR,2pt,Jump Shot,[],203954,10.693166885676746,33.82352941176471,1610612755,49,35,2023-05-07T20:34:12Z,2470000,False,81.0,48.0,1,left,J. Embiid 9' Jump Shot (17 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,9.41,Made,17.0,,,,,,,,,,,,,,,,,
254,PT03M42.00S,2023-05-07T20:34:25.3Z,2,REGULAR,2pt,Jump Shot,[],1628369,80.73258869908015,71.32352941176471,1610612738,49,35,2023-05-07T20:34:29Z,2480000,False,107.0,129.0,1,right,MISS J. Tatum 16' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,16.7,Missed,,,,,,,,,,,,,,,,,,
255,PT03M39.00S,2023-05-07T20:34:28.3Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,49,35,2023-05-07T20:34:29Z,2490000,False,,,0,,J. Embiid REBOUND (Off:2 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,,,,254.0,10.0,8.0,2.0,,,,,,,,,,
256,PT03M33.00S,2023-05-07T20:34:34.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.539421813403408,51.470588235294116,1610612755,49,35,2023-05-07T20:34:38Z,2500000,False,-7.0,18.0,1,left,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
257,PT03M31.00S,2023-05-07T20:34:36.5Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,49,35,2023-05-07T20:34:38Z,2510000,False,,,0,,A. Horford REBOUND (Off:2 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,256.0,4.0,2.0,2.0,,,,,,,,,,
258,PT03M27.00S,2023-05-07T20:34:40.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,71.92838370565046,19.85294117647058,1610612738,49,38,2023-05-07T20:34:46Z,2520000,False,-151.0,211.0,1,right,M. Brogdon 25' 3PT running pullup (8 PTS),[1627763],1610612738.0,BOS,running pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,25.96,Made,8.0,,,,,,,,,,,,,,,,,
259,PT03M13.00S,2023-05-07T20:34:54.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,18.183311432325894,56.86274509803921,1610612755,49,38,2023-05-07T20:34:58Z,2530000,False,-34.0,118.0,1,left,MISS J. Embiid 12' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,12.33,Missed,,,,,,,,,,,,,,,,,,
260,PT03M09.00S,2023-05-07T20:34:58.2Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,49,38,2023-05-07T20:34:58Z,2540000,False,,,0,,M. Brogdon REBOUND (Off:2 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,259.0,5.0,3.0,2.0,,,,,,,,,,
261,PT03M07.00S,2023-05-07T20:35:03.8Z,2,REGULAR,foul,personal,['2freethrow'],200782,,,1610612738,49,38,2023-05-07T20:35:08Z,2550000,False,,,0,,P. Tucker shooting personal FOUL (2 PF) (Brogdon 2 FT),"[200782, 1627763]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101284.0,2.0,0.0,Brogdon,1627763.0,,
263,PT03M07.00S,2023-05-07T20:35:28.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627763,,,1610612738,49,39,2023-05-07T20:35:28Z,2570000,False,,,0,,M. Brogdon Free Throw 1 of 2 (9 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
264,PT03M07.00S,2023-05-07T20:35:31.7Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,49,39,2023-05-07T20:35:35Z,2580000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M07.00S,2023-05-07T20:35:31.7Z,2,REGULAR,substitution,in,[],203935,,,1610612738,49,39,2023-05-07T20:35:35Z,2590000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M07.00S,2023-05-07T20:35:51.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627763,,,1610612738,49,40,2023-05-07T20:35:51Z,2600000,False,,,0,,M. Brogdon Free Throw 2 of 2 (10 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
267,PT02M46.00S,2023-05-07T20:36:14.5Z,2,REGULAR,3pt,Jump Shot,[],1630178,33.6892247043364,45.09803921568627,1610612755,52,40,2023-05-07T20:36:17Z,2610000,False,25.0,264.0,1,left,T. Maxey 26' 3PT pullup (7 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.53,Made,7.0,,,,,,,,,,,,,,,,,
268,PT02M19.00S,2023-05-07T20:36:41.4Z,2,REGULAR,turnover,bad pass,[],1627763,,,1610612738,52,40,2023-05-07T20:36:46Z,2620000,False,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 202699]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Harris,202699.0,,,,,,,
269,PT02M19.00S,2023-05-07T20:36:41.4Z,2,REGULAR,steal,,[],202699,,,1610612755,52,40,2023-05-07T20:36:43Z,2630000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
270,PT02M14.00S,2023-05-07T20:36:46.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,7.933639947437584,44.36274509803921,1610612755,52,40,2023-05-07T20:36:52Z,2640000,False,28.0,22.0,1,left,MISS T. Harris running finger roll Layup - blocked,"[202699, 1628369]",1610612755.0,PHI,running finger roll,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
271,PT02M14.00S,2023-05-07T20:36:46.7Z,2,REGULAR,block,,[],1628369,,,1610612755,52,40,2023-05-07T20:36:49Z,2650000,False,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT02M10.00S,2023-05-07T20:36:50.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,52,40,2023-05-07T20:36:52Z,2660000,False,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,270.0,8.0,6.0,2.0,,,,,,,,,,
273,PT02M08.00S,2023-05-07T20:36:52.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,70.22010512483574,21.568627450980387,1610612738,52,40,2023-05-07T20:36:58Z,2670000,False,-142.0,227.0,1,right,MISS M. Smart 26' running pullup 3PT,[203935],1610612738.0,BOS,running pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.82,Missed,,,,,,,,,,,,,,,,,,
274,PT02M04.00S,2023-05-07T20:36:56.8Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,52,40,2023-05-07T20:36:58Z,2680000,False,,,0,,J. Embiid REBOUND (Off:2 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,273.0,11.0,9.0,2.0,,,,,,,,,,
275,PT02M00.00S,2023-05-07T20:37:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,6.093955321944804,50.0,1610612755,54,40,2023-05-07T20:37:08Z,2690000,False,0.0,5.0,1,left,T. Harris running finger roll Layup (4 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,running finger roll,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.48,Made,4.0,J. Embiid,203954.0,2.0,,,,,,,,,,,,,,
277,PT01M42.00S,2023-05-07T20:37:18.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,67.85479632063075,21.07843137254902,1610612738,54,40,2023-05-07T20:37:22Z,2710000,False,-145.0,250.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,28.85,Missed,,,,,,,,,,,,,,,,,,
278,PT01M40.00S,2023-05-07T20:37:20.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,54,40,2023-05-07T20:37:22Z,2720000,False,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,277.0,5.0,5.0,0.0,,,,,,,,,,
279,PT01M36.00S,2023-05-07T20:37:25.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203954,7.013797634691201,47.30392156862745,1610612755,56,40,2023-05-07T20:38:14Z,2730000,False,13.0,13.0,1,left,J. Embiid running alley-oop Layup (19 PTS) (J. Harden 5 AST),"[203954, 201935]",1610612755.0,PHI,running alley-oop,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.9,Made,19.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,
281,PT01M19.00S,2023-05-07T20:37:42.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612738,56,40,2023-05-07T20:37:54Z,2750000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Brown 2 FT),"[203954, 1627759]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101284.0,1.0,0.0,Brown,1627759.0,,
283,PT01M19.00S,2023-05-07T20:38:22.2Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,56,40,2023-05-07T20:38:47Z,2770000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
284,PT01M19.00S,2023-05-07T20:38:22.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,56,40,2023-05-07T20:38:47Z,2780000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,283.0,,,,,,,,,,,,,
285,PT01M19.00S,2023-05-07T20:38:22.2Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,56,40,2023-05-07T20:38:47Z,2790000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
286,PT01M15.00S,2023-05-07T20:38:26.2Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,56,40,2023-05-07T20:38:47Z,2800000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,285.0,3.0,2.0,1.0,,,,,,,,,,
287,PT01M13.00S,2023-05-07T20:38:47.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,74.95072273324573,52.450980392156865,1610612738,56,42,2023-05-07T20:38:50Z,2810000,False,12.0,183.0,1,right,J. Brown 18' Jump Shot (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,18.34,Made,16.0,,,,,,,,,,,,,,,,,
288,PT00M56.30S,2023-05-07T20:39:05.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.160972404730614,54.90196078431372,1610612755,56,42,2023-05-07T20:39:09Z,2820000,False,-25.0,90.0,1,left,MISS J. Embiid 9' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,9.33,Missed,,,,,,,,,,,,,,,,,,
289,PT00M54.00S,2023-05-07T20:39:07.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,42,2023-05-07T20:39:07Z,2830000,False,,,0,,J. Tatum REBOUND (Off:2 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,288.0,9.0,7.0,2.0,,,,,,,,,,
290,PT00M46.00S,2023-05-07T20:39:15.7Z,2,REGULAR,3pt,Jump Shot,[],1627763,72.9796320630749,15.931372549019613,1610612738,56,45,2023-05-07T20:39:45Z,2840000,False,-170.0,201.0,1,right,M. Brogdon 26' 3PT  (13 PTS) (M. Smart 2 AST),"[1627763, 203935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,26.38,Made,13.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
292,PT00M38.10S,2023-05-07T20:39:31.9Z,2,REGULAR,3pt,Jump Shot,[],1630178,33.163600525624176,26.225490196078425,1610612755,56,45,2023-05-07T20:39:37Z,2860000,False,119.0,259.0,1,left,MISS T. Maxey 28' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,28.52,Missed,,,,,,,,,,,,,,,,,,
293,PT00M38.10S,2023-05-07T20:39:31.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,56,45,2023-05-07T20:39:37Z,2870000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,292.0,,,,,,,,,,,,,
295,PT00M28.70S,2023-05-07T20:39:51.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,75.47634691195795,43.627450980392155,1610612738,56,47,2023-05-07T20:39:54Z,2890000,False,-32.0,178.0,1,right,J. Tatum 18' pullup Jump Shot (2 PTS) (A. Horford 3 AST),"[1628369, 201143]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,18.08,Made,2.0,A. Horford,201143.0,3.0,,,,,,,,,,,,,,
297,PT00M06.80S,2023-05-07T20:40:17.6Z,2,REGULAR,3pt,Jump Shot,[],201935,22.913929040735866,7.843137254901961,1610612755,59,47,2023-05-07T20:40:21Z,2910000,False,211.0,163.0,1,left,J. Harden 26' 3PT step back (21 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.64,Made,21.0,,,,,,,,,,,,,,,,,
298,PT00M01.30S,2023-05-07T20:40:29.2Z,2,REGULAR,3pt,Jump Shot,[],201143,92.95335085413929,0.735294117647058,1610612738,59,50,2023-05-07T20:40:34Z,2920000,False,-246.0,14.0,1,right,A. Horford 24' 3PT  (5 PTS) (J. Tatum 2 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,24.67,Made,5.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
300,PT00M00.60S,2023-05-07T20:40:39.4Z,2,REGULAR,3pt,Jump Shot,[],203954,82.04664914586071,12.5,1610612755,59,50,2023-05-07T20:41:13Z,2940000,False,188.0,719.0,1,left,MISS J. Embiid 74' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left,74.28,Missed,,,,,,,,,,,,,,,,,,
301,PT00M00.10S,2023-05-07T20:40:39.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,59,50,2023-05-07T20:41:13Z,2950000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,300.0,,,,,,,,,,,,,
302,PT00M00.00S,2023-05-07T20:40:46.1Z,2,REGULAR,period,end,[],0,,,1610612755,59,50,2023-05-07T20:40:46Z,2960000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2023-05-07T20:55:27.4Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612755,59,50,2023-05-07T20:57:12Z,2980000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2023-05-07T20:55:27.4Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612755,59,50,2023-05-07T20:57:12Z,2990000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2023-05-07T20:57:13.4Z,3,REGULAR,period,start,[],0,,,1610612738,59,50,2023-05-07T20:57:13Z,3000000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT11M41.00S,2023-05-07T20:57:31.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.750985545335084,51.71568627450981,1610612738,59,52,2023-05-07T20:57:37Z,3010000,False,-9.0,11.0,1,left,J. Tatum driving finger roll Layup (4 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.4,Made,4.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
309,PT11M16.00S,2023-05-07T20:57:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,84.01773981603154,36.76470588235294,1610612755,59,52,2023-05-07T20:58:09Z,3030000,False,-66.0,98.0,1,right,MISS J. Embiid 11' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,11.8,Missed,,,,,,,,,,,,,,,,,,
310,PT11M14.00S,2023-05-07T20:57:57.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,59,52,2023-05-07T20:58:01Z,3040000,False,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left Center,,,,,,,309.0,2.0,2.0,0.0,,,,,,,,,,
311,PT11M01.00S,2023-05-07T20:58:11.4Z,3,REGULAR,3pt,Jump Shot,[],203935,33.163600525624176,29.90196078431373,1610612738,59,52,2023-05-07T20:58:20Z,3050000,False,100.0,259.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,27.8,Missed,,,,,,,,,,,,,,,,,,
312,PT10M53.00S,2023-05-07T20:58:19.4Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,59,52,2023-05-07T20:58:20Z,3060000,False,,,0,,J. Tatum REBOUND (Off:3 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,311.0,10.0,7.0,3.0,,,,,,,,,,
313,PT10M53.00S,2023-05-07T20:58:19.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,5.590000152587891,50.0,1610612738,59,54,2023-05-07T20:58:19Z,3070000,False,0.0,0.0,1,left,J. Tatum putback Layup (6 PTS),[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
314,PT10M40.00S,2023-05-07T20:58:31.8Z,3,REGULAR,2pt,Jump Shot,[],203954,79.15571616294349,39.950980392156865,1610612755,59,54,2023-05-07T20:58:37Z,3080000,False,-50.0,143.0,1,right,MISS J. Embiid 15' pullup Shot - blocked,"[203954, 201143]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,15.19,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
315,PT10M40.00S,2023-05-07T20:58:31.8Z,3,REGULAR,block,,[],201143,,,1610612755,59,54,2023-05-07T20:58:34Z,3090000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
316,PT10M37.00S,2023-05-07T20:58:34.8Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,59,54,2023-05-07T20:58:34Z,3100000,False,,,0,,J. Embiid REBOUND (Off:3 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,,,314.0,12.0,9.0,3.0,,,,,,,,,,
317,PT10M33.00S,2023-05-07T20:58:39.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201935,70.22010512483574,30.14705882352942,1610612755,62,54,2023-05-07T20:58:45Z,3110000,False,-99.0,227.0,1,right,J. Harden 24' 3PT step back (24 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,24.81,Made,24.0,,,,,,,,,,,,,,,,,
318,PT10M22.00S,2023-05-07T20:58:51.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.013797634691201,46.07843137254902,1610612738,62,56,2023-05-07T20:58:56Z,3120000,False,20.0,13.0,1,left,J. Brown driving Layup (18 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.37,Made,18.0,,,,,,,,,,,,,,,,,
319,PT09M59.00S,2023-05-07T20:59:12.8Z,3,REGULAR,3pt,Jump Shot,[],200782,93.47897503285151,2.205882352941174,1610612755,65,56,2023-05-07T20:59:18Z,3130000,False,-239.0,9.0,1,right,P. Tucker 3PT  (3 PTS) (T. Maxey 1 AST),"[200782, 1630178]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,23.92,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
321,PT09M39.00S,2023-05-07T20:59:32.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,17.000657030223394,59.55882352941176,1610612738,65,58,2023-05-07T20:59:37Z,3150000,False,-48.0,107.0,1,left,D. White 11' driving floating Jump Shot (7 PTS) (A. Horford 4 AST),"[1628401, 201143]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,11.75,Made,7.0,A. Horford,201143.0,4.0,,,,,,,,,,,,,,
323,PT09M18.00S,2023-05-07T20:59:54.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,90.45663600525624,50.73529411764706,1610612755,67,58,2023-05-07T21:00:25Z,3170000,False,4.0,37.0,1,right,J. Embiid driving floating Jump Shot (21 PTS) (J. Harden 6 AST),"[203954, 201935]",1610612755.0,PHI,driving floating,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.74,Made,21.0,J. Harden,201935.0,6.0,,,,,,,,,,,,,,
326,PT08M49.00S,2023-05-07T21:00:39.4Z,3,REGULAR,3pt,Jump Shot,[],1628401,19.103153745072277,94.36274509803921,1610612738,67,58,2023-05-07T21:00:44Z,3200000,False,-222.0,127.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
327,PT08M45.00S,2023-05-07T21:00:43.4Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,67,58,2023-05-07T21:00:44Z,3210000,False,,,0,,T. Maxey REBOUND (Off:4 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,326.0,7.0,3.0,4.0,,,,,,,,,,
328,PT08M24.00S,2023-05-07T21:01:04.0Z,3,REGULAR,3pt,Jump Shot,[],201935,69.03745072273324,72.79411764705883,1610612755,67,58,2023-05-07T21:01:10Z,3220000,False,114.0,239.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.43,Missed,,,,,,,,,,,,,,,,,,
329,PT08M21.00S,2023-05-07T21:01:07.0Z,3,REGULAR,rebound,offensive,[],202699,,,1610612755,67,58,2023-05-07T21:01:10Z,3230000,False,,,0,,T. Harris REBOUND (Off:1 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,328.0,6.0,5.0,1.0,,,,,,,,,,
