actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
197,PT07M46.00S,2023-05-30T01:10:12.9Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,21,36,2023-05-30T01:10:20Z,1920000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M46.00S,2023-05-30T01:10:12.9Z,2,REGULAR,substitution,in,[],1629057,,,1610612748,21,36,2023-05-30T01:10:20Z,1930000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M46.00S,2023-05-30T01:10:12.9Z,2,REGULAR,substitution,in,[],202710,,,1610612748,21,36,2023-05-30T01:10:20Z,1940000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M32.00S,2023-05-30T01:10:36.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,7.966491458607096,44.36274509803921,1610612748,21,38,2023-05-30T01:10:40Z,1950000,False,28.0,22.0,1,left,D. Robinson cutting Layup (5 PTS) (K. Lowry 4 AST),"[1629130, 200768]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,3.6,,K. Lowry,200768.0,4.0,,,,
202,PT07M22.00S,2023-05-30T01:10:47.7Z,2,REGULAR,foul,personal,[],200768,,,1610612738,21,38,2023-05-30T01:10:57Z,1970000,False,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 1628369]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Left,101284.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
204,PT07M14.00S,2023-05-30T01:11:16.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.85479632063075,46.32352941176471,1610612738,23,38,2023-05-30T01:11:19Z,1990000,False,-18.0,15.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,2.36,,J. Brown,1627759.0,1.0,,,,
206,PT07M01.00S,2023-05-30T01:11:28.8Z,2,REGULAR,turnover,lost ball,[],200768,,,1610612748,23,38,2023-05-30T01:11:34Z,2010000,False,,,0,,K. Lowry lost ball TURNOVER (1 TO),"[200768, 1628369]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,,,,,,Tatum,1628369.0
207,PT07M01.00S,2023-05-30T01:11:28.8Z,2,REGULAR,steal,,[],1628369,,,1610612738,23,38,2023-05-30T01:11:31Z,2020000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
208,PT06M58.00S,2023-05-30T01:11:32.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,91.80354796320631,51.470588235294116,1610612738,25,38,2023-05-30T01:11:47Z,2030000,False,7.0,25.0,1,right,J. Tatum running finger roll Layup (3 PTS),[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,,,,2.56,,,,,,,,
209,PT06M58.00S,2023-05-30T01:11:38.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,25,38,2023-05-30T01:11:38Z,2040000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M58.00S,2023-05-30T01:14:06.6Z,2,REGULAR,substitution,out,[],200768,,,1610612748,25,38,2023-05-30T01:14:58Z,2050000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M58.00S,2023-05-30T01:14:06.6Z,2,REGULAR,substitution,out,[],1629312,,,1610612748,25,38,2023-05-30T01:14:58Z,2060000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M58.00S,2023-05-30T01:14:06.6Z,2,REGULAR,substitution,in,[],1629216,,,1610612748,25,38,2023-05-30T01:14:58Z,2070000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M58.00S,2023-05-30T01:14:06.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,25,38,2023-05-30T01:14:58Z,2080000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M36.00S,2023-05-30T01:15:36.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,16.507884362680684,45.34313725490196,1610612748,25,40,2023-05-30T01:15:41Z,2090000,False,23.0,103.0,1,left,C. Martin 10' turnaround fadeaway Jump Shot (12 PTS),[1628997],1610612748.0,MIA,turnaround fadeaway,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,12.0,,,,,10.53,,,,,,,,
215,PT06M21.00S,2023-05-30T01:15:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.80354796320631,56.127450980392155,1610612738,25,40,2023-05-30T01:15:58Z,2100000,False,31.0,25.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.92,,,,,,,,
216,PT06M20.00S,2023-05-30T01:15:52.6Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,25,40,2023-05-30T01:15:58Z,2110000,False,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,215.0,3.0,1.0,2.0,,,,,,,,,
217,PT06M20.00S,2023-05-30T01:15:54.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,27,40,2023-05-30T01:16:06Z,2120000,False,0.0,0.0,1,right,R. Williams III tip Layup (6 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,0.0,,,,,,,,
218,PT06M09.00S,2023-05-30T01:16:03.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,7.178055190538765,53.67647058823529,1610612748,27,42,2023-05-30T01:16:11Z,2130000,False,-18.0,15.0,1,left,C. Martin driving Layup (14 PTS) (B. Adebayo 3 AST),"[1628997, 1628389]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,,,,,2.37,,B. Adebayo,1628389.0,3.0,,,,
220,PT05M53.00S,2023-05-30T01:16:19.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.1688567674113,54.90196078431373,1610612738,29,42,2023-05-30T01:16:22Z,2150000,False,25.0,2.0,1,right,J. Brown cutting Layup (13 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,,,,2.46,,J. Tatum,1628369.0,2.0,,,,
222,PT05M41.00S,2023-05-30T01:16:31.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629130,12.302890932982917,39.46078431372549,1610612748,29,42,2023-05-30T01:16:41Z,2170000,False,53.0,63.0,1,left,MISS D. Robinson 8' driving bank Hook,[1629130],1610612748.0,MIA,driving bank,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,8.22,,,,,,,,
223,PT05M39.00S,2023-05-30T01:16:33.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,29,42,2023-05-30T01:16:41Z,2180000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,222.0,2.0,2.0,0.0,,,,,,,,,
224,PT05M31.00S,2023-05-30T01:16:42.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,74.85216819973719,11.76470588235294,1610612738,29,42,2023-05-30T01:19:50Z,2190000,False,-191.0,184.0,1,right,MISS J. Brown 26' step back 3PT - blocked,"[1627759, 1629130]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.53,,,,,Robinson,1629130.0,,
226,PT05M31.00S,2023-05-30T01:16:42.2Z,2,REGULAR,block,,[],1629130,,,1610612738,29,42,2023-05-30T01:16:56Z,2195000,False,,,0,,D. Robinson BLOCK (1 BLK),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
225,PT05M30.00S,2023-05-30T01:16:43.2Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,29,42,2023-05-30T01:17:01Z,2200000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,224.0,4.0,4.0,0.0,,,,,,,,,
227,PT05M13.00S,2023-05-30T01:16:59.5Z,2,REGULAR,turnover,lost ball,[],1628389,,,1610612748,29,42,2023-05-30T01:20:21Z,2210000,False,,,0,,B. Adebayo lost ball TURNOVER (1 TO),"[1628389, 1628401]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1.0,,,,,,White,1628401.0
228,PT05M13.00S,2023-05-30T01:16:59.5Z,2,REGULAR,steal,,[],1628401,,,1610612738,29,42,2023-05-30T01:17:02Z,2220000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
229,PT05M01.00S,2023-05-30T01:17:11.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,90.3580814717477,35.53921568627451,1610612738,31,42,2023-05-30T01:17:15Z,2230000,False,-72.0,38.0,1,right,J. Tatum 8' driving floating Jump Shot (5 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,5.0,,,,,8.17,,J. Brown,1627759.0,2.0,,,,
231,PT04M33.00S,2023-05-30T01:17:38.7Z,2,REGULAR,3pt,Jump Shot,[],1629216,7.490144546649145,95.61121323529412,1610612748,31,45,2023-05-30T01:19:07Z,2250000,False,-228.0,18.0,1,left,G. Vincent 3PT  (8 PTS) (C. Martin 1 AST),"[1629216, 1628997]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,,,,,,Made,8.0,,,,,22.88,,C. Martin,1628997.0,1.0,,,,
233,PT04M13.00S,2023-05-30T01:18:00.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,70.25295663600527,15.196078431372548,1610612738,34,45,2023-05-30T01:18:07Z,2270000,False,-174.0,227.0,1,right,D. White 28' 3PT  (5 PTS) (J. Tatum 3 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,,,,,28.61,,J. Tatum,1628369.0,3.0,,,,
236,PT04M00.00S,2023-05-30T01:18:13.6Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612748,34,45,2023-05-30T01:18:39Z,2300000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1629057, 1628389]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1162.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
238,PT04M00.00S,2023-05-30T01:19:00.3Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,34,46,2023-05-30T01:19:00Z,2320000,False,,,0,,B. Adebayo Free Throw 1 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
239,PT04M00.00S,2023-05-30T01:19:03.5Z,2,REGULAR,substitution,out,[],1629057,,,1610612748,34,46,2023-05-30T01:19:35Z,2330000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M00.00S,2023-05-30T01:19:03.5Z,2,REGULAR,substitution,in,[],203935,,,1610612748,34,46,2023-05-30T01:19:35Z,2340000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M00.00S,2023-05-30T01:19:03.5Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,34,46,2023-05-30T01:19:51Z,2345000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M00.00S,2023-05-30T01:19:03.5Z,2,REGULAR,substitution,in,[],1629622,,,1610612748,34,46,2023-05-30T01:19:51Z,2347500,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M00.00S,2023-05-30T01:19:36.5Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,34,47,2023-05-30T01:19:36Z,2350000,False,,,0,,B. Adebayo Free Throw 2 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
242,PT03M45.00S,2023-05-30T01:19:47.5Z,2,REGULAR,foul,personal,[],1628389,,,1610612738,34,47,2023-05-30T01:19:56Z,2360000,False,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 203935]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,101284.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
246,PT03M41.00S,2023-05-30T01:20:11.7Z,2,REGULAR,3pt,Jump Shot,[],203935,92.59198423127464,2.941176470588235,1610612738,34,47,2023-05-30T01:20:28Z,2380000,False,-235.0,17.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.59,,,,,,,,
247,PT03M40.00S,2023-05-30T01:20:12.7Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,34,47,2023-05-30T01:20:28Z,2390000,False,,,0,,J. Butler REBOUND (Off:0 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,,,246.0,4.0,4.0,0.0,,,,,,,,,
248,PT03M20.00S,2023-05-30T01:20:34.7Z,2,REGULAR,2pt,Jump Shot,[],202710,13.485545335085414,29.65686274509804,1610612748,34,47,2023-05-30T01:20:48Z,2400000,False,102.0,74.0,1,left,MISS J. Butler 12' Jump Shot,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,12.59,,,,,,,,
249,PT03M19.00S,2023-05-30T01:20:35.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,34,47,2023-05-30T01:20:48Z,2410000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,248.0,,,,,,,,,,,,
251,PT03M11.00S,2023-05-30T01:21:03.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,25.57490144546649,90.19607843137256,1610612748,34,47,2023-05-30T01:23:55Z,2430000,False,-201.0,188.0,1,left,MISS M. Strus 27' pullup bank 3PT,[1629622],1610612748.0,MIA,pullup bank,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,27.51,,,,,,,,
252,PT03M09.00S,2023-05-30T01:21:05.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,47,2023-05-30T01:21:09Z,2440000,False,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,251.0,7.0,5.0,2.0,,,,,,,,,
253,PT03M04.00S,2023-05-30T01:21:11.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201143,70.38436268068331,24.754901960784316,1610612738,34,47,2023-05-30T01:24:40Z,2450000,False,-126.0,226.0,1,right,MISS A. Horford 25' running 3PT,[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.88,,,,,,,,
254,PT03M03.00S,2023-05-30T01:21:12.4Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,34,47,2023-05-30T01:21:18Z,2460000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,253.0,1.0,0.0,1.0,,,,,,,,,
255,PT02M53.00S,2023-05-30T01:21:22.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,78.0059132720105,30.14705882352941,1610612738,34,47,2023-05-30T01:21:31Z,2470000,False,-99.0,154.0,1,right,MISS J. Tatum 18' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,18.34,,,,,,,,
256,PT02M52.00S,2023-05-30T01:21:23.4Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,34,47,2023-05-30T01:21:31Z,2480000,False,,,0,,J. Butler REBOUND (Off:0 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,,,255.0,5.0,5.0,0.0,,,,,,,,,
257,PT02M41.00S,2023-05-30T01:21:36.8Z,2,REGULAR,foul,offensive,[],1628389,,,1610612748,34,47,2023-05-30T01:21:52Z,2490000,False,,,0,,B. Adebayo offensive FOUL (3 PF),"[1628389, 203935]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,1162.0,3.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
259,PT02M41.00S,2023-05-30T01:21:36.8Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,34,47,2023-05-30T01:21:52Z,2510000,False,,,0,,B. Adebayo offensive foul TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,1162.0,,,,,,,,,,,,2.0,,,,,,,
260,PT02M41.00S,2023-05-30T01:21:50.2Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,34,47,2023-05-30T01:21:53Z,2520000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M41.00S,2023-05-30T01:21:50.2Z,2,REGULAR,substitution,in,[],1629312,,,1610612738,34,47,2023-05-30T01:21:53Z,2530000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M26.00S,2023-05-30T01:22:15.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,88.25558475689881,3.6764705882352944,1610612738,37,47,2023-05-30T01:22:20Z,2540000,False,-232.0,58.0,1,right,M. Smart 3PT  (3 PTS) (A. Horford 2 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,,23.87,,A. Horford,201143.0,2.0,,,,
264,PT02M07.00S,2023-05-30T01:22:34.2Z,2,REGULAR,2pt,Jump Shot,[],1629216,25.57490144546649,58.57843137254902,1610612748,37,47,2023-05-30T01:22:41Z,2560000,False,-43.0,188.0,1,left,MISS G. Vincent 19' step back Shot,[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,,19.27,,,,,,,,
265,PT02M05.00S,2023-05-30T01:22:36.2Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,37,47,2023-05-30T01:22:41Z,2570000,False,,,0,,C. Martin REBOUND (Off:3 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,,,,,,,,264.0,6.0,3.0,3.0,,,,,,,,,
266,PT02M03.00S,2023-05-30T01:22:39.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202710,7.835085413929041,56.61764705882353,1610612748,37,47,2023-05-30T01:22:47Z,2580000,False,-33.0,21.0,1,left,MISS J. Butler floating Shot,[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.93,,,,,,,,
267,PT02M02.00S,2023-05-30T01:22:40.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,47,2023-05-30T01:22:47Z,2590000,False,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,266.0,8.0,6.0,2.0,,,,,,,,,
268,PT01M49.00S,2023-05-30T01:22:52.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.77463863337714,53.67647058823529,1610612738,39,47,2023-05-30T01:22:55Z,2600000,False,18.0,6.0,1,right,J. Tatum driving Layup (7 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,1.94,,,,,,,,
269,PT01M34.00S,2023-05-30T01:23:06.9Z,2,REGULAR,3pt,Jump Shot,[],202710,12.302890932982917,1.9607843137254901,1610612748,39,50,2023-05-30T01:23:12Z,2610000,False,240.0,63.0,1,left,J. Butler 24' 3PT  (9 PTS) (G. Vincent 2 AST),"[202710, 1629216]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,,,Made,9.0,,,,,24.83,,G. Vincent,1629216.0,2.0,,,,
271,PT01M21.00S,2023-05-30T01:23:27.1Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,39,50,2023-05-30T01:23:35Z,2630000,False,,,0,,D. White bad pass TURNOVER (1 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,,,
272,PT01M21.00S,2023-05-30T01:23:30.2Z,2,REGULAR,foul,personal,[],1627759,,,1610612748,39,50,2023-05-30T01:23:42Z,2640000,False,,,0,,J. Brown loose ball personal FOUL (2 PF),"[1627759, 202710]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,101284.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
274,PT01M02.00S,2023-05-30T01:24:05.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,16.770696452036795,49.754901960784316,1610612748,39,52,2023-05-30T01:24:14Z,2660000,False,1.0,105.0,1,left,J. Butler 10' driving floating Jump Shot (11 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,11.0,,,,,10.51,,,,,,,,
275,PT00M46.20S,2023-05-30T01:24:24.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,90.75229960578186,60.049019607843135,1610612738,41,52,2023-05-30T01:24:29Z,2670000,False,50.0,34.0,1,right,M. Smart 6' pullup Jump Shot (5 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,,,,,6.09,,,,,,,,
276,PT00M27.20S,2023-05-30T01:24:44.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,11.777266754270697,35.294117647058826,1610612748,41,52,2023-05-30T01:24:50Z,2680000,False,74.0,58.0,1,left,MISS J. Butler 9' driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,9.38,,,,,,,,
277,PT00M25.50S,2023-05-30T01:24:46.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,41,52,2023-05-30T01:24:50Z,2690000,False,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,276.0,6.0,5.0,1.0,,,,,,,,,
278,PT00M04.70S,2023-05-30T01:25:07.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.3107752956636,47.549019607843135,1610612738,41,52,2023-05-30T01:25:13Z,2700000,False,-12.0,264.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.45,,,,,,,,
279,PT00M02.60S,2023-05-30T01:25:09.3Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,41,52,2023-05-30T01:25:13Z,2710000,False,,,0,,C. Martin REBOUND (Off:3 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,278.0,7.0,4.0,3.0,,,,,,,,,
280,PT00M00.00S,2023-05-30T01:25:12.5Z,2,REGULAR,3pt,Jump Shot,[],1629312,30.831143232588698,75.49019607843137,1610612748,41,52,2023-05-30T01:25:19Z,2720000,False,-127.0,237.0,1,left,MISS H. Highsmith 26' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.94,,,,,,,,
281,PT00M00.00S,2023-05-30T01:25:15.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,41,52,2023-05-30T01:25:15Z,2730000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,280.0,,,,,,,,,,,,
