actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
480,PT11M34.00S,2023-05-10T01:23:34.5Z,4,REGULAR,foul,personal,['2freethrow'],1627863,,,1610612738,72,88,2023-05-10T01:23:46Z,4800000,False,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Smart 2 FT),"[1627863, 203935]",1610612755.0,PHI,shooting,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,201639.0,1.0,0.0,Smart,203935.0,,,,,,,,
482,PT11M34.00S,2023-05-10T01:23:56.8Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,73,88,2023-05-10T01:23:56Z,4820000,False,,,0,,M. Smart Free Throw 1 of 2 (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
483,PT11M34.00S,2023-05-10T01:24:11.6Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,74,88,2023-05-10T01:24:11Z,4830000,False,,,0,,M. Smart Free Throw 2 of 2 (12 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
484,PT11M18.00S,2023-05-10T01:24:28.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,89.96386333771353,54.90196078431373,1610612755,74,88,2023-05-10T01:24:52Z,4840000,False,25.0,42.0,1,right,MISS G. Niang driving Layup,[1627777],1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,4.85,Missed,,,,,,,,,,,,,,,,,,
485,PT11M17.00S,2023-05-10T01:24:29.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,74,88,2023-05-10T01:24:35Z,4850000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,484.0,,,,,,,,,,,,,,,,,
487,PT11M09.00S,2023-05-10T01:24:46.9Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,74,88,2023-05-10T01:24:51Z,4870000,False,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1630194]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Reed,1630194.0
488,PT11M09.00S,2023-05-10T01:24:46.9Z,4,REGULAR,steal,,[],1630194,,,1610612755,74,88,2023-05-10T01:24:48Z,4880000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
489,PT11M03.00S,2023-05-10T01:24:52.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627863,91.80354796320631,45.83333333333333,1610612755,74,90,2023-05-10T01:25:04Z,4890000,False,-21.0,25.0,1,right,D. House Jr. running Layup (6 PTS) (J. Harden 7 AST),"[1627863, 201935]",1610612755.0,PHI,running,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,6.0,,,,,,J. Harden,201935.0,7.0,,,,,
491,PT10M46.00S,2023-05-10T01:25:10.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.200394218134035,42.64705882352941,1610612738,74,90,2023-05-10T01:31:32Z,4910000,False,37.0,43.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.69,Missed,,,,,,,,,,,,,,,,,,
492,PT10M45.00S,2023-05-10T01:25:11.2Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,74,90,2023-05-10T01:31:32Z,4920000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,491.0,2.0,1.0,1.0,,,,,,,,,,,,,,
534,PT10M45.00S,2023-05-10T01:25:12.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,7.884362680683312,49.77787990196079,1610612738,74,90,2023-05-10T01:31:12Z,4925000,False,1.0,22.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,,
535,PT10M45.00S,2023-05-10T01:25:12.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,74,90,2023-05-10T01:31:12Z,4927500,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,534.0,,,,,,,,,,,,,,,,,
494,PT10M45.00S,2023-05-10T01:25:15.4Z,4,REGULAR,substitution,out,[],203935,,,1610612738,74,90,2023-05-10T01:25:33Z,4940000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT10M45.00S,2023-05-10T01:25:15.4Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,74,90,2023-05-10T01:25:33Z,4950000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT10M43.00S,2023-05-10T01:25:35.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,15.719448094612352,70.83333333333334,1610612738,76,90,2023-05-10T01:31:12Z,4960000,False,-104.0,95.0,1,left,J. Brown 14' Jump Shot (17 PTS) (M. Brogdon 4 AST),"[1627759, 1627763]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,14.12,Made,,,,,17.0,,,,,,M. Brogdon,1627763.0,4.0,,,,,
498,PT10M27.00S,2023-05-10T01:25:51.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,92.06636005256242,46.07843137254902,1610612755,76,92,2023-05-10T01:25:55Z,4980000,False,-20.0,22.0,1,right,D. House Jr. driving Layup (8 PTS) (J. Harden 8 AST),"[1627863, 201935]",1610612755.0,PHI,driving,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,8.0,,,,,,J. Harden,201935.0,8.0,,,,,
500,PT10M13.00S,2023-05-10T01:26:05.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627763,8.754927726675426,42.8921568627451,1610612738,78,92,2023-05-10T01:26:51Z,5000000,False,36.0,30.0,1,left,M. Brogdon Hook (7 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,,,,,7.0,,,,,,,,,,,,,
501,PT09M52.00S,2023-05-10T01:26:26.2Z,4,REGULAR,3pt,Jump Shot,[],201935,67.88764783180025,77.45098039215686,1610612755,78,92,2023-05-10T01:27:09Z,5010000,False,137.0,249.0,1,right,MISS J. Harden 28' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,28.47,Missed,,,,,,,,,,,,,,,,,,
502,PT09M48.00S,2023-05-10T01:26:30.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,78,92,2023-05-10T01:26:32Z,5020000,False,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,501.0,5.0,5.0,0.0,,,,,,,,,,,,,,
503,PT09M44.00S,2023-05-10T01:26:36.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,9.149145860709593,54.65686274509803,1610612738,80,92,2023-05-10T01:28:17Z,5030000,False,-23.0,34.0,1,left,J. Tatum driving floating Jump Shot (33 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,33.0,,,,,,,,,,,,,
504,PT09M44.00S,2023-05-10T01:26:39.1Z,4,REGULAR,foul,personal,['1freethrow'],1627863,,,1610612738,80,92,2023-05-10T01:26:49Z,5040000,False,,,0,,D. House Jr. shooting personal FOUL (2 PF) (Tatum 1 FT),"[1627863, 1628369]",1610612755.0,PHI,shooting,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1830.0,2.0,0.0,Tatum,1628369.0,,,,,,,,
506,PT09M44.00S,2023-05-10T01:26:51.8Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,80,92,2023-05-10T01:27:17Z,5060000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M44.00S,2023-05-10T01:26:51.8Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,80,92,2023-05-10T01:27:17Z,5070000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT09M44.00S,2023-05-10T01:26:51.8Z,4,REGULAR,substitution,out,[],1629001,,,1610612738,80,92,2023-05-10T01:27:17Z,5080000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT09M44.00S,2023-05-10T01:26:51.8Z,4,REGULAR,substitution,out,[],1627777,,,1610612738,80,92,2023-05-10T01:27:17Z,5090000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT09M44.00S,2023-05-10T01:26:51.8Z,4,REGULAR,substitution,in,[],1628401,,,1610612738,80,92,2023-05-10T01:27:17Z,5100000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT09M44.00S,2023-05-10T01:26:51.8Z,4,REGULAR,substitution,in,[],201143,,,1610612738,80,92,2023-05-10T01:27:17Z,5110000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M44.00S,2023-05-10T01:26:51.8Z,4,REGULAR,substitution,in,[],202699,,,1610612738,80,92,2023-05-10T01:27:17Z,5120000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT09M44.00S,2023-05-10T01:26:51.8Z,4,REGULAR,substitution,in,[],1630178,,,1610612738,80,92,2023-05-10T01:27:17Z,5130000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT09M44.00S,2023-05-10T01:27:19.2Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,81,92,2023-05-10T01:27:19Z,5140000,False,,,0,,J. Tatum Free Throw 1 of 1 (34 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,34.0,,,,,,,,,,,,,
515,PT09M24.00S,2023-05-10T01:27:38.1Z,4,REGULAR,3pt,Jump Shot,[],1630178,74.72076215505913,88.48039215686273,1610612755,81,95,2023-05-10T01:27:43Z,5150000,False,192.0,185.0,1,right,T. Maxey 26' 3PT  (21 PTS) (D. House Jr. 1 AST),"[1630178, 1627863]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.7,Made,,,,,21.0,,,,,,D. House Jr.,1627863.0,1.0,,,,,
517,PT09M16.00S,2023-05-10T01:27:50.4Z,4,REGULAR,foul,personal,['2freethrow'],202699,,,1610612738,81,95,2023-05-10T01:28:01Z,5170000,False,,,0,,T. Harris shooting personal FOUL (5 PF) (Brown 2 FT),"[202699, 1627759]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,5.0,0.0,Brown,1627759.0,,,,,,,,
519,PT09M16.00S,2023-05-10T01:28:21.9Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,81,95,2023-05-10T01:28:49Z,5190000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
520,PT09M16.00S,2023-05-10T01:28:21.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,81,95,2023-05-10T01:28:49Z,5200000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,,,,,
521,PT09M16.00S,2023-05-10T01:28:22.6Z,4,REGULAR,substitution,out,[],1630194,,,1610612738,81,95,2023-05-10T01:28:28Z,5210000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M16.00S,2023-05-10T01:28:22.6Z,4,REGULAR,substitution,out,[],202699,,,1610612738,81,95,2023-05-10T01:28:28Z,5220000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT09M16.00S,2023-05-10T01:28:22.6Z,4,REGULAR,substitution,in,[],200782,,,1610612738,81,95,2023-05-10T01:28:28Z,5230000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M16.00S,2023-05-10T01:28:22.6Z,4,REGULAR,substitution,in,[],203954,,,1610612738,81,95,2023-05-10T01:28:28Z,5240000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT09M16.00S,2023-05-10T01:28:21.9Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,81,95,2023-05-10T01:28:49Z,5250000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
526,PT09M16.00S,2023-05-10T01:28:21.9Z,4,REGULAR,rebound,defensive,[],1627863,,,1610612755,81,95,2023-05-10T01:29:04Z,5260000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:3),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,525.0,3.0,3.0,0.0,,,,,,,,,,,,,,
527,PT08M55.00S,2023-05-10T01:29:07.1Z,4,REGULAR,turnover,bad pass,[],203954,,,1610612755,81,95,2023-05-10T01:30:10Z,5270000,False,,,0,,J. Embiid bad pass TURNOVER (2 TO),"[203954, 201143]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Horford,201143.0
528,PT08M55.00S,2023-05-10T01:29:07.1Z,4,REGULAR,steal,,[],201143,,,1610612738,81,95,2023-05-10T01:30:10Z,5280000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
529,PT08M48.00S,2023-05-10T01:29:13.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627763,18.2161629434954,32.84313725490196,1610612738,81,95,2023-05-10T01:29:18Z,5290000,False,86.0,119.0,1,left,MISS M. Brogdon 14' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,14.65,Missed,,,,,,,,,,,,,,,,,,
530,PT08M45.00S,2023-05-10T01:29:16.7Z,4,REGULAR,rebound,defensive,[],200782,,,1610612755,81,95,2023-05-10T01:29:18Z,5300000,False,,,0,,P. Tucker REBOUND (Off:1 Def:5),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Right,,,529.0,6.0,5.0,1.0,,,,,,,,,,,,,,
531,PT08M33.00S,2023-05-10T01:29:28.4Z,4,REGULAR,3pt,Jump Shot,[],203954,66.96780551905388,25.98039215686275,1610612755,81,98,2023-05-10T01:29:32Z,5310000,False,-120.0,258.0,1,right,J. Embiid 28' 3PT  (32 PTS) (J. Harden 9 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,28.46,Made,,,,,32.0,,,,,,J. Harden,201935.0,9.0,,,,,
533,PT08M31.00S,2023-05-10T01:29:34.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,81,98,2023-05-10T01:29:34Z,5330000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M31.00S,2023-05-10T01:32:14.0Z,4,REGULAR,substitution,out,[],1627763,,,1610612738,81,98,2023-05-10T01:32:56Z,5340000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M31.00S,2023-05-10T01:32:14.0Z,4,REGULAR,substitution,in,[],203935,,,1610612738,81,98,2023-05-10T01:32:56Z,5350000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M14.00S,2023-05-10T01:33:26.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.200394218134035,37.745098039215684,1610612738,83,98,2023-05-10T01:33:54Z,5360000,False,61.0,43.0,1,left,J. Brown 7' driving Layup (19 PTS) (J. Tatum 5 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.51,Made,,,,,19.0,,,,,,J. Tatum,1628369.0,5.0,,,,,
540,PT07M50.00S,2023-05-10T01:33:50.7Z,4,REGULAR,2pt,Jump Shot,[],1630178,72.48685939553219,59.55882352941176,1610612755,83,100,2023-05-10T01:33:56Z,5380000,False,48.0,206.0,1,right,T. Maxey 21' pullup Jump Shot (23 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,21.16,Made,,,,,23.0,,,,,,,,,,,,,
541,PT07M37.00S,2023-05-10T01:34:03.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,28.465834428383708,23.774509803921568,1610612738,83,100,2023-05-10T01:34:08Z,5390000,False,131.0,215.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
542,PT07M35.00S,2023-05-10T01:34:06.3Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,83,100,2023-05-10T01:34:06Z,5400000,False,,,0,,J. Tatum REBOUND (Off:3 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,541.0,10.0,7.0,3.0,,,,,,,,,,,,,,
543,PT07M33.00S,2023-05-10T01:34:08.4Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,83,100,2023-05-10T01:34:11Z,5410000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 201935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,2.0,Harden,201935.0
544,PT07M33.00S,2023-05-10T01:34:08.4Z,4,REGULAR,steal,,[],201935,,,1610612755,83,100,2023-05-10T01:34:09Z,5420000,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
545,PT07M25.00S,2023-05-10T01:34:15.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627863,91.40932982917214,38.72549019607843,1610612755,83,102,2023-05-10T01:34:36Z,5430000,False,-56.0,28.0,1,right,D. House Jr. 6' running alley-oop Layup (10 PTS) (J. Harden 10 AST),"[1627863, 201935]",1610612755.0,PHI,running alley-oop,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,,,,,10.0,,,,,,J. Harden,201935.0,10.0,,,,,
547,PT07M07.00S,2023-05-10T01:34:33.2Z,4,REGULAR,3pt,Jump Shot,[],1627759,25.706307490144546,83.33333333333334,1610612738,83,102,2023-05-10T01:34:56Z,5450000,False,-167.0,189.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
548,PT07M06.00S,2023-05-10T01:34:34.2Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,83,102,2023-05-10T01:43:13Z,5460000,False,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,547.0,3.0,2.0,1.0,,,,,,,,,,,,,,
549,PT07M06.00S,2023-05-10T01:34:39.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612738,83,102,2023-05-10T01:43:06Z,5470000,False,,,0,,D. House Jr. personal FOUL (3 PF) (Smart 2 FT),"[1627863, 203935]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,204059.0,3.0,0.0,Smart,203935.0,,,,,,,,
551,PT07M06.00S,2023-05-10T01:35:09.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203935,,,1610612738,84,102,2023-05-10T01:35:09Z,5490000,False,,,0,,M. Smart Free Throw 1 of 2 (13 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
552,PT07M06.00S,2023-05-10T01:35:10.0Z,4,REGULAR,substitution,out,[],1627863,,,1610612738,84,102,2023-05-10T01:35:13Z,5500000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT07M06.00S,2023-05-10T01:35:10.0Z,4,REGULAR,substitution,in,[],202699,,,1610612738,84,102,2023-05-10T01:35:13Z,5510000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M06.00S,2023-05-10T01:35:28.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203935,,,1610612738,85,102,2023-05-10T01:35:28Z,5520000,False,,,0,,M. Smart Free Throw 2 of 2 (14 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
555,PT06M52.00S,2023-05-10T01:35:47.0Z,4,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,85,102,2023-05-10T01:35:51Z,5530000,False,,,0,,J. Embiid lost ball out-of-bounds TURNOVER (3 TO),[203954],1610612755.0,PHI,lost ball,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,1830.0,,,,,,,,,,3.0,,
556,PT06M47.00S,2023-05-10T01:35:56.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,23.340998685939553,84.06862745098039,1610612738,88,102,2023-05-10T01:37:22Z,5540000,False,-170.0,167.0,1,left,J. Brown 3PT  (22 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,23.84,Made,,,,,22.0,,,,,,M. Smart,203935.0,4.0,,,,,
558,PT06M45.00S,2023-05-10T01:36:01.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,88,102,2023-05-10T01:36:01Z,5560000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M28.00S,2023-05-10T01:39:58.4Z,4,REGULAR,2pt,Layup,[],1630178,90.62089356110381,65.93137254901961,1610612755,88,104,2023-05-10T01:40:39Z,5570000,False,80.0,36.0,1,right,T. Maxey 8' driving finger roll Layup (25 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,8.73,Made,,,,,25.0,,,,,,,,,,,,,
560,PT06M14.00S,2023-05-10T01:40:12.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,5.863994743758213,47.30392156862745,1610612738,88,104,2023-05-10T01:40:16Z,5580000,False,13.0,3.0,1,left,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
561,PT06M12.00S,2023-05-10T01:40:14.7Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,88,104,2023-05-10T01:40:16Z,5590000,False,,,0,,J. Embiid REBOUND (Off:3 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,560.0,7.0,4.0,3.0,,,,,,,,,,,,,,
562,PT06M09.00S,2023-05-10T01:40:18.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,91.93495400788436,96.07843137254902,1610612755,88,104,2023-05-10T01:42:03Z,5600000,False,230.0,23.0,1,right,MISS T. Maxey running 3PT,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
563,PT06M06.00S,2023-05-10T01:40:21.0Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,88,104,2023-05-10T01:40:24Z,5610000,False,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,562.0,6.0,6.0,0.0,,,,,,,,,,,,,,
564,PT06M06.00S,2023-05-10T01:40:23.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612738,88,104,2023-05-10T01:40:32Z,5620000,False,,,0,,P. Tucker personal FOUL (4 PF) (Brown 2 FT),"[200782, 1627759]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Center,,,,,,,,204059.0,4.0,0.0,Brown,1627759.0,,,,,,,,
566,PT06M06.00S,2023-05-10T01:40:52.6Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,89,104,2023-05-10T01:41:12Z,5640000,False,,,0,,J. Brown Free Throw 1 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
