actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
257,PT04M47.00S,2023-05-18T01:18:52.8Z,2,REGULAR,substitution,in,[],1628389,,,1610612738,51,47,2023-05-18T01:19:01Z,2520000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M47.00S,2023-05-18T01:19:15.8Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,52,47,2023-05-18T01:19:15Z,2530000,False,,,0,,J. Brown Free Throw 1 of 1 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
259,PT04M27.00S,2023-05-18T01:19:38.3Z,2,REGULAR,2pt,Jump Shot,[],200768,20.45006570302234,71.32352941176471,1610612748,52,47,2023-05-18T01:19:43Z,2540000,False,-107.0,140.0,1,left,MISS K. Lowry 17' pullup Shot,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,17.57,Missed,,,,,,,,,,,,,,,,,,
260,PT04M26.00S,2023-05-18T01:19:39.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,52,47,2023-05-18T01:19:43Z,2550000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,259.0,4.0,3.0,1.0,,,,,,,,,,,,,,
261,PT04M08.00S,2023-05-18T01:19:56.2Z,2,REGULAR,3pt,Jump Shot,[],201143,93.9060446780552,95.58823529411765,1610612738,55,47,2023-05-18T01:20:00Z,2560000,False,228.0,5.0,1,right,A. Horford 3PT  (5 PTS) (M. Smart 7 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,,,5.0,M. Smart,203935.0,7.0,,,,,,,,
263,PT04M07.00S,2023-05-18T01:20:08.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,55,47,2023-05-18T01:20:08Z,2580000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M07.00S,2023-05-18T01:23:08.4Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,55,47,2023-05-18T01:23:45Z,2590000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M07.00S,2023-05-18T01:23:08.4Z,2,REGULAR,substitution,in,[],1629216,,,1610612748,55,47,2023-05-18T01:23:45Z,2600000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M55.00S,2023-05-18T01:23:31.1Z,2,REGULAR,turnover,bad pass,[],1628389,,,1610612748,55,47,2023-05-18T01:24:56Z,2605000,False,,,0,,B. Adebayo bad pass TURNOVER (3 TO),"[1628389, 201143]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,3.0,,,,,,,,,Horford,201143.0,,
276,PT03M55.00S,2023-05-18T01:23:31.1Z,2,REGULAR,steal,,[],201143,,,1610612738,55,47,2023-05-18T01:24:56Z,2607500,False,,,0,,A. Horford STEAL (2 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
268,PT03M48.00S,2023-05-18T01:24:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1627763,91.67214191852825,54.166666666666664,1610612738,57,47,2023-05-18T01:25:01Z,2630000,False,21.0,26.0,1,right,M. Brogdon running Layup (12 PTS) (M. Smart 8 AST),"[1627763, 203935]",1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,,,12.0,M. Smart,203935.0,8.0,,,,,,,,
270,PT03M29.00S,2023-05-18T01:24:18.6Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,57,47,2023-05-18T01:26:07Z,2650000,False,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 201143]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,Horford,201143.0,,
271,PT03M29.00S,2023-05-18T01:24:18.6Z,2,REGULAR,steal,,[],201143,,,1610612738,57,47,2023-05-18T01:24:21Z,2660000,False,,,0,,A. Horford STEAL (3 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT03M24.00S,2023-05-18T01:24:24.6Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,57,47,2023-05-18T01:26:34Z,2670000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 200768]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,,,,,,,,,Lowry,200768.0,,
273,PT03M24.00S,2023-05-18T01:24:24.6Z,2,REGULAR,steal,,[],200768,,,1610612748,57,47,2023-05-18T01:24:27Z,2680000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
274,PT03M09.00S,2023-05-18T01:24:39.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629622,10.463206307490145,85.7843137254902,1610612748,57,49,2023-05-18T01:27:35Z,2690000,False,-179.0,46.0,1,left,M. Strus 18' pullup Jump Shot (2 PTS),[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Mid-Range,16-24 Left,18.47,Made,,,,,,,2.0,,,,,,,,,,,
277,PT02M46.00S,2023-05-18T01:25:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201143,90.88370565045992,53.18627450980392,1610612738,59,49,2023-05-18T01:25:09Z,2700000,False,16.0,33.0,1,right,A. Horford cutting Layup (7 PTS) (M. Smart 9 AST),"[201143, 203935]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,,,7.0,M. Smart,203935.0,9.0,,,,,,,,
279,PT02M21.00S,2023-05-18T01:25:29.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,15.719448094612352,50.49019607843137,1610612748,59,49,2023-05-18T01:29:07Z,2720000,False,-2.0,95.0,1,left,MISS J. Butler 9' floating Shot,[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,,,,,
280,PT02M21.00S,2023-05-18T01:25:29.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,59,49,2023-05-18T01:25:53Z,2730000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,279.0,,,,,,,,,,,,,,,,,
281,PT02M21.00S,2023-05-18T01:25:35.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,59,49,2023-05-18T01:25:58Z,2740000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,1830.0,,,,,,,,,,,,,
283,PT02M08.00S,2023-05-18T01:26:07.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,91.06438896189225,45.86780024509804,1610612738,61,49,2023-05-18T01:26:28Z,2760000,False,-21.0,31.0,1,right,J. Tatum driving Layup (15 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.77,Made,,,,,,,15.0,,,,,,,,,,,
284,PT02M08.00S,2023-05-18T01:26:15.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629622,,,1610612738,61,49,2023-05-18T01:26:22Z,2770000,False,,,0,,M. Strus shooting personal FOUL (1 PF) (Tatum 1 FT),"[1629622, 1628369]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,Mid-Range,8-16 Left,,,,,,,1179.0,,,,,,1.0,0.0,Tatum,1628369.0,,,,
286,PT02M08.00S,2023-05-18T01:26:42.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628369,,,1610612738,62,49,2023-05-18T01:26:42Z,2790000,False,,,0,,J. Tatum Free Throw 1 of 1 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
287,PT01M48.00S,2023-05-18T01:27:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.307490144546649,50.48636642156863,1610612748,62,51,2023-05-18T01:27:11Z,2800000,False,-2.0,7.0,1,left,J. Butler Layup (14 PTS) (K. Lowry 2 AST),"[202710, 200768]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,,,14.0,K. Lowry,200768.0,2.0,,,,,,,,
289,PT01M48.00S,2023-05-18T01:27:07.6Z,2,REGULAR,foul,personal,['1freethrow'],1627763,,,1610612748,62,51,2023-05-18T01:27:15Z,2820000,False,,,0,,M. Brogdon shooting personal FOUL (2 PF) (Butler 1 FT),"[1627763, 202710]",1610612738.0,BOS,shooting,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1179.0,,,,,,2.0,0.0,Butler,202710.0,,,,
291,PT01M48.00S,2023-05-18T01:27:33.2Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,62,52,2023-05-18T01:27:33Z,2840000,False,,,0,,J. Butler Free Throw 1 of 1 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
293,PT01M34.00S,2023-05-18T01:28:00.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.93495400788436,44.85294117647059,1610612738,64,52,2023-05-18T01:28:06Z,2860000,False,-26.0,23.0,1,right,J. Tatum driving Layup (18 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,,,18.0,A. Horford,201143.0,2.0,,,,,,,,
295,PT01M19.00S,2023-05-18T01:28:15.2Z,2,REGULAR,3pt,Jump Shot,[],1629216,32.14520367936925,70.58823529411765,1610612748,64,55,2023-05-18T01:28:19Z,2880000,False,-103.0,250.0,1,left,G. Vincent 27' 3PT  (8 PTS) (B. Adebayo 2 AST),"[1629216, 1628389]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,27.01,Made,,,,,,,8.0,B. Adebayo,1628389.0,2.0,,,,,,,,
297,PT01M12.00S,2023-05-18T01:28:26.5Z,2,REGULAR,violation,kicked ball,[],1629216,,,1610612738,64,55,2023-05-18T01:28:32Z,2900000,False,,,0,,G. Vincent kicked ball VIOLATION,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,1179.0,,,,,,,,,,,,,
298,PT01M12.00S,2023-05-18T01:28:32.1Z,2,REGULAR,substitution,out,[],1629216,,,1610612738,64,55,2023-05-18T01:28:40Z,2910000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M12.00S,2023-05-18T01:28:32.1Z,2,REGULAR,substitution,in,[],1628997,,,1610612738,64,55,2023-05-18T01:28:40Z,2920000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M57.80S,2023-05-18T01:28:58.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,91.14651773981603,58.333333333333336,1610612738,64,55,2023-05-18T01:29:06Z,2930000,False,42.0,31.0,1,right,MISS J. Brown driving DUNK - blocked,"[1627759, 1628997]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,,,,,,,,,,,,Martin,1628997.0
301,PT00M57.80S,2023-05-18T01:28:58.7Z,2,REGULAR,block,,[],1628997,,,1610612738,64,55,2023-05-18T01:33:57Z,2940000,False,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
302,PT00M55.10S,2023-05-18T01:29:01.4Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,64,55,2023-05-18T01:29:06Z,2950000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,300.0,1.0,1.0,0.0,,,,,,,,,,,,,,
303,PT00M52.90S,2023-05-18T01:29:04.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,27.677398160315374,81.37254901960785,1610612748,64,55,2023-05-18T01:33:24Z,2960000,False,-157.0,208.0,1,left,MISS C. Martin 26' running 3PT,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
304,PT00M49.80S,2023-05-18T01:29:07.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,64,55,2023-05-18T01:29:09Z,2970000,False,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,303.0,5.0,4.0,1.0,,,,,,,,,,,,,,
305,PT00M43.80S,2023-05-18T01:29:15.0Z,2,REGULAR,turnover,traveling,[],1627759,,,1610612738,64,55,2023-05-18T01:29:19Z,2980000,False,,,0,,J. Brown traveling TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,1830.0,2.0,,,,,,,,,,,,
306,PT00M43.80S,2023-05-18T01:29:24.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612748,64,55,2023-05-18T01:29:31Z,2990000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M43.80S,2023-05-18T01:29:24.1Z,2,REGULAR,substitution,in,[],1629057,,,1610612748,64,55,2023-05-18T01:29:31Z,3000000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M29.40S,2023-05-18T01:29:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628997,6.438896189224705,54.407935049019606,1610612748,64,57,2023-05-18T01:30:05Z,3010000,False,-22.0,8.0,1,left,C. Martin driving reverse Layup (7 PTS) (B. Adebayo 3 AST),"[1628997, 1628389]",1610612748.0,MIA,driving reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,,7.0,B. Adebayo,1628389.0,3.0,,,,,,,,
310,PT00M15.20S,2023-05-18T01:30:20.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.46057818659659,46.32352941176471,1610612738,66,57,2023-05-18T01:30:24Z,3030000,False,-18.0,18.0,1,right,R. Williams III alley-oop DUNK (12 PTS) (M. Smart 10 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,12.0,M. Smart,203935.0,10.0,,,,,,,,
312,PT00M02.10S,2023-05-18T01:30:36.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,19.267411300919843,50.98039215686274,1610612748,66,57,2023-05-18T01:30:52Z,3050000,False,-5.0,129.0,1,left,MISS K. Lowry 12' driving floating Shot,[200768],1610612748.0,MIA,driving floating,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,12.87,Missed,,,,,,,,,,,,,,,,,,
313,PT00M02.10S,2023-05-18T01:30:36.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,66,57,2023-05-18T01:30:52Z,3060000,False,,,0,,R. Williams III REBOUND (Off:4 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,312.0,6.0,2.0,4.0,,,,,,,,,,,,,,
314,PT00M00.00S,2023-05-18T01:30:43.7Z,2,REGULAR,period,end,[],0,,,1610612738,66,57,2023-05-18T01:30:43Z,3070000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2023-05-18T01:46:31.4Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612738,66,57,2023-05-18T01:47:23Z,3080000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2023-05-18T01:46:31.4Z,3,REGULAR,substitution,out,['startperiod'],200768,,,1610612738,66,57,2023-05-18T01:47:23Z,3090000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2023-05-18T01:46:31.4Z,3,REGULAR,substitution,out,['startperiod'],1628997,,,1610612738,66,57,2023-05-18T01:47:23Z,3100000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2023-05-18T01:46:31.4Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,66,57,2023-05-18T01:47:23Z,3110000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-05-18T01:46:31.4Z,3,REGULAR,substitution,in,['startperiod'],1629216,,,1610612738,66,57,2023-05-18T01:47:23Z,3120000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-05-18T01:46:31.4Z,3,REGULAR,substitution,in,['startperiod'],201567,,,1610612738,66,57,2023-05-18T01:47:23Z,3130000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-05-18T01:47:23.2Z,3,REGULAR,period,start,[],0,,,1610612748,66,57,2023-05-18T01:47:24Z,3140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M41.00S,2023-05-18T01:47:42.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,87.64783180026281,49.693627450980394,1610612748,66,59,2023-05-18T01:48:03Z,3150000,False,-2.0,64.0,1,right,B. Adebayo 6' pullup Jump Shot (11 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,,,,,,,11.0,,,,,,,,,,,
323,PT11M25.00S,2023-05-18T01:47:57.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.806176084099869,46.32352941176471,1610612738,66,59,2023-05-18T01:48:35Z,3160000,False,18.0,40.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1629216]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,Vincent,1629216.0
324,PT11M25.00S,2023-05-18T01:47:57.0Z,3,REGULAR,block,,[],1629216,,,1610612738,66,59,2023-05-18T01:48:00Z,3170000,False,,,0,,G. Vincent BLOCK (1 BLK),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
328,PT11M25.00S,2023-05-18T01:47:57.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,66,59,2023-05-18T01:48:35Z,3180000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,323.0,,,,,,,,,,,,,,,,,
329,PT11M25.00S,2023-05-18T01:48:34.6Z,3,REGULAR,jumpball,recovered,[],1627759,,,1610612738,66,59,2023-05-18T01:49:03Z,3220000,False,,,0,,Jump Ball J. Brown vs. G. Vincent: Tip to J. Brown,"[1627759, 1627759, 1629216]",1610612738.0,BOS,heldball,J. Brown,1627759.0,Brown,J. Brown,Brown,1627759.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,,,,,,
332,PT11M19.00S,2023-05-18T01:48:38.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,6.57030223390276,48.20389093137255,1610612738,68,59,2023-05-18T01:49:10Z,3250000,False,9.0,9.0,1,left,R. Williams III alley-oop DUNK (14 PTS) (M. Smart 11 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.29,Made,,,,,,,14.0,M. Smart,203935.0,11.0,,,,,,,,
334,PT11M06.00S,2023-05-18T01:48:44.6Z,3,REGULAR,foul,offensive,[],201567,,,1610612748,68,59,2023-05-18T01:48:51Z,3270000,False,,,0,,K. Love offensive FOUL (1 PF),"[201567, 203935]",1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,,,,1179.0,,,,,,1.0,0.0,Smart,203935.0,,,,
336,PT11M06.00S,2023-05-18T01:48:44.6Z,3,REGULAR,turnover,offensive foul,[],201567,,,1610612748,68,59,2023-05-18T01:48:44Z,3290000,False,,,0,,K. Love offensive foul TURNOVER (3 TO),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,,,,1179.0,3.0,,,,,,,,,,,,
337,PT10M55.00S,2023-05-18T01:49:10.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,30.56833114323259,76.9607843137255,1610612738,71,59,2023-05-18T01:49:48Z,3300000,False,-135.0,235.0,1,left,M. Smart 27' 3PT step back (6 PTS),[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,27.07,Made,,,,,,,6.0,,,,,,,,,,,
338,PT10M33.00S,2023-05-18T01:49:32.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,90.22667542706965,57.84313725490197,1610612748,71,61,2023-05-18T01:49:37Z,3310000,False,39.0,39.0,1,right,B. Adebayo driving Hook (13 PTS) (J. Butler 3 AST),"[1628389, 202710]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,,,,,,,13.0,J. Butler,202710.0,3.0,,,,,,,,
340,PT10M26.00S,2023-05-18T01:49:40.3Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,71,61,2023-05-18T01:49:44Z,3330000,False,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 1629216]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,3.0,,,,,,,,,Vincent,1629216.0,,
341,PT10M26.00S,2023-05-18T01:49:40.3Z,3,REGULAR,steal,,[],1629216,,,1610612748,71,61,2023-05-18T01:50:16Z,3340000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
342,PT10M18.00S,2023-05-18T01:49:48.7Z,3,REGULAR,foul,personal,['2freethrow'],201143,,,1610612748,71,61,2023-05-18T01:50:02Z,3350000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Adebayo 2 FT),"[201143, 1628389]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1179.0,,,,,,1.0,0.0,Adebayo,1628389.0,,,,
344,PT10M18.00S,2023-05-18T01:50:21.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,71,61,2023-05-18T01:50:21Z,3370000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
345,PT10M18.00S,2023-05-18T01:50:21.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,71,61,2023-05-18T01:50:21Z,3380000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,,
346,PT10M18.00S,2023-05-18T01:50:42.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,71,62,2023-05-18T01:50:42Z,3390000,False,,,0,,B. Adebayo Free Throw 2 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
347,PT10M01.00S,2023-05-18T01:51:02.6Z,3,REGULAR,3pt,Jump Shot,[],203935,7.5722733245729295,2.941176470588235,1610612738,71,62,2023-05-18T01:51:09Z,3400000,False,235.0,19.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,23.6,Missed,,,,,,,,,,,,,,,,,,
348,PT09M59.00S,2023-05-18T01:51:04.6Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,71,62,2023-05-18T01:51:09Z,3410000,False,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,,,347.0,4.0,4.0,0.0,,,,,,,,,,,,,,
349,PT09M42.00S,2023-05-18T01:51:21.4Z,3,REGULAR,3pt,Jump Shot,[],1629622,69.99014454664915,82.59803921568627,1610612748,71,65,2023-05-18T01:51:50Z,3420000,False,163.0,230.0,1,right,M. Strus 28' 3PT pullup (5 PTS),[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,28.16,Made,,,,,,,5.0,,,,,,,,,,,
350,PT09M34.00S,2023-05-18T01:51:30.4Z,3,REGULAR,3pt,Jump Shot,[],201143,28.465834428383708,16.911764705882355,1610612738,71,65,2023-05-18T01:51:37Z,3430000,False,165.0,215.0,1,left,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,27.13,Missed,,,,,,,,,,,,,,,,,,
