actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
177,PT09M27.00S,2023-05-24T01:07:56.5Z,2,REGULAR,substitution,in,[],1629216,,,1610612738,33,29,2023-05-24T01:08:04Z,1740000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M13.00S,2023-05-24T01:08:24.1Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,33,29,2023-05-24T01:08:31Z,1750000,False,,,0,,J. Tatum charge offensive FOUL (2 PF),"[1628369, 1628997]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,2.0,0.0,Martin,1628997.0,,,,,
180,PT09M13.00S,2023-05-24T01:08:24.1Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,33,29,2023-05-24T01:08:24Z,1770000,False,,,0,,J. Tatum offensive foul TURNOVER (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,,,,4.0,,,,
181,PT08M56.00S,2023-05-24T01:09:01.2Z,2,REGULAR,foul,personal,[],1629684,,,1610612748,33,29,2023-05-24T01:09:42Z,1780000,False,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1628997]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,101284.0,2.0,0.0,Martin,1628997.0,,,,,
183,PT08M48.00S,2023-05-24T01:09:39.8Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612748,33,29,2023-05-24T01:09:51Z,1800000,False,,,0,,D. White shooting personal FOUL (1 PF) (Vincent 2 FT),"[1628401, 1629216]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,Vincent,1629216.0,,,,,
185,PT08M48.00S,2023-05-24T01:10:07.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629216,,,1610612748,33,29,2023-05-24T01:10:07Z,1820000,False,,,0,,MISS G. Vincent Free Throw 1 of 2,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
186,PT08M48.00S,2023-05-24T01:10:07.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,33,29,2023-05-24T01:10:07Z,1830000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,
187,PT08M48.00S,2023-05-24T01:10:22.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629216,,,1610612748,34,29,2023-05-24T01:10:22Z,1840000,False,,,0,,G. Vincent Free Throw 2 of 2 (6 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
188,PT08M35.00S,2023-05-24T01:10:38.6Z,2,REGULAR,3pt,Jump Shot,[],201143,21.369908015768726,5.392156862745098,1610612738,34,29,2023-05-24T01:10:46Z,1850000,False,223.0,148.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
189,PT08M35.00S,2023-05-24T01:10:38.6Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,34,29,2023-05-24T01:10:46Z,1860000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,188.0,1.0,0.0,1.0,,,,,,,,,,,,,,
190,PT08M35.00S,2023-05-24T01:10:44.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,5.590000152587891,50.0,1610612738,34,31,2023-05-24T01:10:44Z,1870000,False,0.0,0.0,1,left,D. White tip Layup (7 PTS),[1628401],1610612738.0,BOS,tip,,,White,D. White,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,7.0,,,,,,,,,,,,,
191,PT08M35.00S,2023-05-24T01:10:53.0Z,2,REGULAR,foul,personal,['1freethrow'],202710,,,1610612738,34,31,2023-05-24T01:11:14Z,1880000,False,,,0,,J. Butler shooting personal FOUL (1 PF) (White 1 FT),"[202710, 1628401]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,White,1628401.0,,,,,
193,PT08M35.00S,2023-05-24T01:11:11.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628401,,,1610612738,34,32,2023-05-24T01:11:11Z,1900000,False,,,0,,D. White Free Throw 1 of 1 (8 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
194,PT08M21.00S,2023-05-24T01:11:27.4Z,2,REGULAR,3pt,Jump Shot,[],1629216,71.96123521681997,18.38235294117647,1610612748,34,32,2023-05-24T01:11:33Z,1910000,False,-158.0,211.0,1,right,MISS G. Vincent 26' step back 3PT,[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
195,PT08M17.00S,2023-05-24T01:11:31.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,34,32,2023-05-24T01:11:33Z,1920000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,194.0,2.0,2.0,0.0,,,,,,,,,,,,,,
196,PT08M10.00S,2023-05-24T01:11:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.017739816031538,51.71568627450981,1610612738,34,34,2023-05-24T01:11:44Z,1930000,False,-9.0,32.0,1,left,J. Tatum driving finger roll Layup (7 PTS) (D. White 1 AST),"[1628369, 1628401]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,7.0,D. White,1628401.0,1.0,,,,,,,,,,
198,PT07M52.00S,2023-05-24T01:11:55.7Z,2,REGULAR,turnover,bad pass,[],1629130,,,1610612748,34,34,2023-05-24T01:12:00Z,1950000,False,,,0,,D. Robinson bad pass TURNOVER (2 TO),"[1629130, 1628401]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,,,White,1628401.0
199,PT07M52.00S,2023-05-24T01:11:55.7Z,2,REGULAR,steal,,[],1628401,,,1610612738,34,34,2023-05-24T01:11:57Z,1960000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
200,PT07M46.00S,2023-05-24T01:12:01.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629684,25.04927726675427,11.27450980392157,1610612738,34,37,2023-05-24T01:13:25Z,1970000,False,194.0,183.0,1,left,G. Williams 26' 3PT running (5 PTS) (D. White 2 AST),"[1629684, 1628401]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,26.64,Made,,,,,5.0,D. White,1628401.0,2.0,,,,,,,,,,
202,PT07M46.00S,2023-05-24T01:12:08.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,34,37,2023-05-24T01:12:08Z,1990000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M46.00S,2023-05-24T01:12:12.0Z,2,REGULAR,substitution,out,[],202710,,,1610612748,34,37,2023-05-24T01:15:34Z,2000000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M46.00S,2023-05-24T01:12:12.0Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,34,37,2023-05-24T01:15:34Z,2010000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M46.00S,2023-05-24T01:12:12.0Z,2,REGULAR,substitution,in,[],200768,,,1610612748,34,37,2023-05-24T01:15:34Z,2020000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M46.00S,2023-05-24T01:12:12.0Z,2,REGULAR,substitution,in,[],1629622,,,1610612748,34,37,2023-05-24T01:15:34Z,2030000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M28.00S,2023-05-24T01:15:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,93.24901445466492,54.65686274509803,1610612748,36,37,2023-05-24T01:16:03Z,2040000,False,23.0,11.0,1,right,B. Adebayo driving reverse Layup (4 PTS) (G. Vincent 3 AST),"[1628389, 1629216]",1610612748.0,MIA,driving reverse,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,4.0,G. Vincent,1629216.0,3.0,,,,,,,,,,
209,PT07M06.00S,2023-05-24T01:16:20.4Z,2,REGULAR,3pt,Jump Shot,[],1628401,26.62614980289093,85.5392156862745,1610612738,36,37,2023-05-24T01:16:26Z,2060000,False,-178.0,198.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.59,Missed,,,,,,,,,,,,,,,,,,
210,PT07M03.00S,2023-05-24T01:16:23.4Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,36,37,2023-05-24T01:16:26Z,2070000,False,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,209.0,3.0,3.0,0.0,,,,,,,,,,,,,,
211,PT06M59.00S,2023-05-24T01:16:34.1Z,2,REGULAR,turnover,traveling,[],200768,,,1610612748,36,37,2023-05-24T01:16:42Z,2080000,False,,,0,,K. Lowry traveling TURNOVER (1 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,,,,1.0,,,,
212,PT06M47.00S,2023-05-24T01:16:49.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,8.360709592641262,96.56862745098039,1610612738,36,37,2023-05-24T01:16:56Z,2090000,False,-233.0,26.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
213,PT06M44.00S,2023-05-24T01:16:52.7Z,2,REGULAR,rebound,offensive,[],1627763,,,1610612738,36,37,2023-05-24T01:16:56Z,2100000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,212.0,4.0,3.0,1.0,,,,,,,,,,,,,,
214,PT06M42.00S,2023-05-24T01:16:54.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627763,6.783837056504599,55.63725490196079,1610612738,36,39,2023-05-24T01:17:01Z,2110000,False,-28.0,11.0,1,left,M. Brogdon putback Layup (2 PTS),[1627763],1610612738.0,BOS,putback,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,2.0,,,,,,,,,,,,,
215,PT06M22.00S,2023-05-24T01:17:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,94.03745072273325,48.77450980392157,1610612748,38,39,2023-05-24T01:19:25Z,2120000,False,-6.0,4.0,1,right,C. Martin driving reverse Layup (7 PTS),[1628997],1610612748.0,MIA,driving reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,7.0,,,,,,,,,,,,,
216,PT06M05.00S,2023-05-24T01:17:35.1Z,2,REGULAR,turnover,out-of-bounds,[],1627763,,,1610612738,38,39,2023-05-24T01:17:42Z,2130000,False,,,0,,M. Brogdon lost ball out-of-bounds TURNOVER (1 TO),[1627763],1610612738.0,BOS,lost ball,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,101284.0,,,,,1.0,,,,
217,PT05M47.00S,2023-05-24T01:17:58.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629216,94.56307490144546,46.568627450980394,1610612748,40,39,2023-05-24T01:18:03Z,2140000,False,-17.0,-1.0,1,right,G. Vincent driving finger roll Layup (8 PTS),[1629216],1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,8.0,,,,,,,,,,,,,
218,PT05M31.00S,2023-05-24T01:18:15.4Z,2,REGULAR,3pt,Jump Shot,[],1628401,9.017739816031538,1.9607843137254901,1610612738,40,42,2023-05-24T01:18:21Z,2150000,False,240.0,32.0,1,left,D. White 24' 3PT  (11 PTS) (M. Brogdon 3 AST),"[1628401, 1627763]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,24.24,Made,,,,,11.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,
220,PT05M21.00S,2023-05-24T01:18:24.3Z,2,REGULAR,3pt,Jump Shot,[],1629216,77.7431011826544,7.598039215686274,1610612748,40,42,2023-05-24T01:18:31Z,2170000,False,-212.0,157.0,1,right,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
221,PT05M19.00S,2023-05-24T01:18:27.9Z,2,REGULAR,rebound,offensive,[],200768,,,1610612748,40,42,2023-05-24T01:18:27Z,2180000,False,,,0,,K. Lowry REBOUND (Off:1 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,220.0,4.0,3.0,1.0,,,,,,,,,,,,,,
222,PT05M16.00S,2023-05-24T01:18:30.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,77.87450722733246,92.64705882352942,1610612748,43,42,2023-05-24T01:18:36Z,2190000,False,213.0,155.0,1,right,C. Martin 26' 3PT  (10 PTS) (M. Strus 1 AST),"[1628997, 1629622]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,26.39,Made,,,,,10.0,M. Strus,1629622.0,1.0,,,,,,,,,,
224,PT05M15.00S,2023-05-24T01:18:44.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,43,42,2023-05-24T01:18:44Z,2210000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M15.00S,2023-05-24T01:18:50.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,43,42,2023-05-24T01:21:54Z,2220000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M15.00S,2023-05-24T01:18:50.2Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,43,42,2023-05-24T01:21:54Z,2230000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M15.00S,2023-05-24T01:18:50.2Z,2,REGULAR,substitution,out,[],201143,,,1610612738,43,42,2023-05-24T01:21:54Z,2240000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M15.00S,2023-05-24T01:18:50.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,43,42,2023-05-24T01:21:54Z,2250000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M15.00S,2023-05-24T01:18:50.2Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,43,42,2023-05-24T01:21:54Z,2260000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M15.00S,2023-05-24T01:18:50.2Z,2,REGULAR,substitution,in,[],203935,,,1610612738,43,42,2023-05-24T01:21:54Z,2270000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M05.00S,2023-05-24T01:22:26.6Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612738,43,42,2023-05-24T01:22:34Z,2280000,False,,,0,,G. Vincent shooting personal FOUL (1 PF) (Brown 2 FT),"[1629216, 1627759]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2004.0,1.0,0.0,Brown,1627759.0,,,,,
233,PT05M05.00S,2023-05-24T01:22:52.4Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,43,42,2023-05-24T01:22:52Z,2300000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
234,PT05M05.00S,2023-05-24T01:22:52.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,43,42,2023-05-24T01:22:52Z,2310000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,
235,PT05M05.00S,2023-05-24T01:23:10.6Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,43,42,2023-05-24T01:23:10Z,2320000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
236,PT05M02.00S,2023-05-24T01:23:12.4Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,43,42,2023-05-24T01:23:12Z,2330000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,235.0,1.0,1.0,0.0,,,,,,,,,,,,,,
237,PT04M50.00S,2023-05-24T01:23:28.6Z,2,REGULAR,foul,personal,[],1629057,,,1610612748,43,42,2023-05-24T01:23:35Z,2340000,False,,,0,,R. Williams III personal FOUL (1 PF),"[1629057, 1628389]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2004.0,1.0,0.0,Adebayo,1628389.0,,,,,
239,PT04M38.00S,2023-05-24T01:23:53.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,92.85479632063075,55.392156862745104,1610612748,43,42,2023-05-24T01:25:23Z,2360000,False,27.0,15.0,1,right,MISS B. Adebayo turnaround fadeaway Shot - blocked,"[1628389, 1629057]",1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,,
240,PT04M38.00S,2023-05-24T01:23:53.5Z,2,REGULAR,block,,[],1629057,,,1610612748,43,42,2023-05-24T01:23:56Z,2370000,False,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
241,PT04M34.00S,2023-05-24T01:23:57.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,43,42,2023-05-24T01:23:59Z,2380000,False,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,239.0,7.0,6.0,1.0,,,,,,,,,,,,,,
242,PT04M32.00S,2023-05-24T01:23:59.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,7.440867279894875,51.470588235294116,1610612738,43,44,2023-05-24T01:26:11Z,2390000,False,-7.0,17.0,1,left,J. Brown running finger roll Layup (7 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.89,Made,,,,,7.0,M. Smart,203935.0,2.0,,,,,,,,,,
244,PT04M17.00S,2023-05-24T01:24:14.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,92.85479632063075,49.01960784313725,1610612748,45,44,2023-05-24T01:24:19Z,2410000,False,-5.0,15.0,1,right,B. Adebayo DUNK (6 PTS) (G. Vincent 4 AST),"[1628389, 1629216]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,6.0,G. Vincent,1629216.0,4.0,,,,,,,,,,
246,PT04M03.00S,2023-05-24T01:24:27.6Z,2,REGULAR,3pt,Jump Shot,[],203935,27.414586070959263,14.705882352941178,1610612738,45,44,2023-05-24T01:24:33Z,2430000,False,176.0,205.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,27.07,Missed,,,,,,,,,,,,,,,,,,
247,PT04M01.00S,2023-05-24T01:24:29.6Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,45,44,2023-05-24T01:24:33Z,2440000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,246.0,2.0,2.0,0.0,,,,,,,,,,,,,,
248,PT03M50.00S,2023-05-24T01:24:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,80.50262812089356,49.50980392156863,1610612748,45,44,2023-05-24T01:24:47Z,2450000,False,-2.0,131.0,1,right,MISS B. Adebayo 13' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,13.08,Missed,,,,,,,,,,,,,,,,,,
249,PT03M46.00S,2023-05-24T01:24:44.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,45,44,2023-05-24T01:24:44Z,2460000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,248.0,2.0,1.0,1.0,,,,,,,,,,,,,,
250,PT03M43.00S,2023-05-24T01:24:49.0Z,2,REGULAR,turnover,lost ball,[],1628401,,,1610612738,45,44,2023-05-24T01:24:54Z,2470000,False,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 200768]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,Lowry,200768.0
251,PT03M43.00S,2023-05-24T01:24:49.0Z,2,REGULAR,steal,,[],200768,,,1610612748,45,44,2023-05-24T01:24:51Z,2480000,False,,,0,,K. Lowry STEAL (2 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
252,PT03M39.00S,2023-05-24T01:24:52.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,94.03745072273325,47.794117647058826,1610612748,47,44,2023-05-24T01:24:59Z,2490000,False,-11.0,4.0,1,right,C. Martin running DUNK (12 PTS) (K. Lowry 4 AST),"[1628997, 200768]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,12.0,K. Lowry,200768.0,4.0,,,,,,,,,,
254,PT03M25.00S,2023-05-24T01:25:06.6Z,2,REGULAR,2pt,Jump Shot,[],1627759,6.521024967148489,16.176470588235293,1610612738,47,44,2023-05-24T01:25:12Z,2510000,False,169.0,9.0,1,left,MISS J. Brown 16' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right,16.93,Missed,,,,,,,,,,,,,,,,,,
255,PT03M22.00S,2023-05-24T01:25:09.6Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,47,44,2023-05-24T01:25:12Z,2520000,False,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right,,,254.0,3.0,3.0,0.0,,,,,,,,,,,,,,
256,PT03M12.00S,2023-05-24T01:25:23.4Z,2,REGULAR,foul,personal,[],1627759,,,1610612748,47,44,2023-05-24T01:25:34Z,2530000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1629216]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,101284.0,1.0,0.0,Vincent,1629216.0,,,,,
258,PT03M12.00S,2023-05-24T01:25:29.1Z,2,REGULAR,substitution,out,[],200768,,,1610612748,47,44,2023-05-24T01:25:32Z,2550000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M12.00S,2023-05-24T01:25:29.1Z,2,REGULAR,substitution,in,[],202710,,,1610612748,47,44,2023-05-24T01:25:32Z,2560000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M02.00S,2023-05-24T01:26:04.2Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627759,,,1610612748,47,44,2023-05-24T01:26:11Z,2570000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Vincent 3 FT),"[1627759, 1629216]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,101284.0,2.0,0.0,Vincent,1629216.0,,,,,
262,PT03M02.00S,2023-05-24T01:26:34.4Z,2,REGULAR,freethrow,1 of 3,[],1629216,,,1610612748,48,44,2023-05-24T01:26:34Z,2590000,False,,,0,,G. Vincent Free Throw 1 of 3 (9 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
263,PT03M02.00S,2023-05-24T01:26:45.6Z,2,REGULAR,freethrow,2 of 3,[],1629216,,,1610612748,49,44,2023-05-24T01:26:45Z,2600000,False,,,0,,G. Vincent Free Throw 2 of 3 (10 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
