actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
253,PT03M15.00S,2023-05-20T01:22:18.7Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612748,46,47,2023-05-20T01:22:23Z,2460000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Butler 2 FT),"[203935, 202710]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,1.0,0.0,Butler,202710.0,,,,,,,,
255,PT03M15.00S,2023-05-20T01:22:51.1Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,46,48,2023-05-20T01:22:51Z,2480000,False,,,0,,J. Butler Free Throw 1 of 2 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
256,PT03M15.00S,2023-05-20T01:22:51.8Z,2,REGULAR,substitution,out,[],1629684,,,1610612748,46,48,2023-05-20T01:22:57Z,2490000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M15.00S,2023-05-20T01:22:51.8Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,46,48,2023-05-20T01:22:57Z,2500000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M15.00S,2023-05-20T01:22:51.8Z,2,REGULAR,substitution,in,[],1627763,,,1610612748,46,48,2023-05-20T01:22:57Z,2510000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M15.00S,2023-05-20T01:22:51.8Z,2,REGULAR,substitution,in,[],203469,,,1610612748,46,48,2023-05-20T01:22:57Z,2520000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M15.00S,2023-05-20T01:23:14.3Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,46,49,2023-05-20T01:23:14Z,2530000,False,,,0,,J. Butler Free Throw 2 of 2 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
261,PT03M00.00S,2023-05-20T01:23:32.3Z,2,REGULAR,3pt,Jump Shot,[],1627763,91.67214191852825,3.1862745098039214,1610612738,46,49,2023-05-20T01:23:42Z,2540000,False,-234.0,26.0,1,right,MISS M. Brogdon 3PT - blocked,"[1627763, 202710]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,Butler,202710.0
275,PT03M00.00S,2023-05-20T01:23:32.3Z,2,REGULAR,block,,[],202710,,,1610612738,46,49,2023-05-20T01:25:10Z,2545000,False,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
262,PT02M58.00S,2023-05-20T01:23:34.3Z,2,REGULAR,rebound,defensive,[],203469,,,1610612748,46,49,2023-05-20T01:23:42Z,2550000,False,,,0,,C. Zeller REBOUND (Off:2 Def:1),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Left Corner 3,24+ Left,,,,261.0,3.0,1.0,2.0,,,,,,,,,,,,,
263,PT02M46.00S,2023-05-20T01:23:49.5Z,2,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,46,49,2023-05-20T01:24:38Z,2560000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (1 TO),[202710],1610612748.0,MIA,bad pass,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,,,2534.0,,,,,,,,1.0,,,,
264,PT02M28.00S,2023-05-20T01:24:18.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,88.51839684625493,45.09803921568628,1610612738,46,49,2023-05-20T01:26:26Z,2570000,False,-25.0,55.0,1,right,MISS J. Tatum 6' Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,,,,,,,,,,,,,,
265,PT02M26.00S,2023-05-20T01:24:20.3Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,46,49,2023-05-20T01:26:26Z,2580000,False,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,264.0,6.0,4.0,2.0,,,,,,,,,,,,,
268,PT02M24.00S,2023-05-20T01:24:23.9Z,2,REGULAR,turnover,traveling,[],1628997,,,1610612748,46,49,2023-05-20T01:25:56Z,2590000,False,,,0,,C. Martin traveling TURNOVER (1 TO),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,,,,,,2534.0,,,,,,,,1.0,,,,
269,PT02M14.00S,2023-05-20T01:24:39.8Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,46,49,2023-05-20T01:26:09Z,2600000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1629130]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Robinson,1629130.0,,
270,PT02M14.00S,2023-05-20T01:24:39.8Z,2,REGULAR,steal,,[],1629130,,,1610612748,46,49,2023-05-20T01:24:41Z,2610000,False,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
271,PT02M05.00S,2023-05-20T01:24:48.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,8.015768725361369,59.424785539215684,1610612748,46,49,2023-05-20T01:28:36Z,2620000,False,-47.0,23.0,1,left,MISS J. Butler driving floating bank Shot,[202710],1610612748.0,MIA,driving floating bank,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,
272,PT02M02.00S,2023-05-20T01:24:51.2Z,2,REGULAR,rebound,offensive,[],203469,,,1610612748,46,49,2023-05-20T01:28:36Z,2630000,False,,,0,,C. Zeller REBOUND (Off:3 Def:1),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,,,,271.0,4.0,1.0,3.0,,,,,,,,,,,,,
273,PT01M51.00S,2023-05-20T01:25:02.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628997,18.610381077529567,96.07843137254902,1610612748,46,49,2023-05-20T01:26:13Z,2640000,False,-230.0,122.0,1,left,MISS C. Martin 26' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
274,PT01M46.00S,2023-05-20T01:25:06.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,49,2023-05-20T01:25:06Z,2650000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,273.0,6.0,5.0,1.0,,,,,,,,,,,,,
276,PT01M43.00S,2023-05-20T01:25:12.9Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,46,49,2023-05-20T01:25:24Z,2660000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1629130, 1627763]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,204059.0,1.0,0.0,Brogdon,1627763.0,,,,,,,,
278,PT01M43.00S,2023-05-20T01:25:41.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627763,,,1610612738,47,49,2023-05-20T01:25:41Z,2680000,False,,,0,,M. Brogdon Free Throw 1 of 2 (8 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
279,PT01M43.00S,2023-05-20T01:25:56.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627763,,,1610612738,48,49,2023-05-20T01:25:56Z,2690000,False,,,0,,M. Brogdon Free Throw 2 of 2 (9 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
280,PT01M19.00S,2023-05-20T01:26:23.3Z,2,REGULAR,2pt,Jump Shot,[],202710,22.552562417871222,76.22549019607843,1610612748,48,49,2023-05-20T01:26:27Z,2700000,False,-131.0,159.0,1,left,MISS J. Butler 20' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,20.65,Missed,,,,,,,,,,,,,,,,,,
281,PT01M17.00S,2023-05-20T01:26:25.3Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,48,49,2023-05-20T01:26:27Z,2710000,False,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left Center,,,,280.0,4.0,4.0,0.0,,,,,,,,,,,,,
282,PT01M11.00S,2023-05-20T01:26:31.1Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,48,49,2023-05-20T01:26:34Z,2720000,False,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 202710]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,Butler,202710.0,,
283,PT01M11.00S,2023-05-20T01:26:31.1Z,2,REGULAR,steal,,[],202710,,,1610612748,48,49,2023-05-20T01:26:32Z,2730000,False,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
284,PT00M53.10S,2023-05-20T01:26:49.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202710,12.434296977660972,21.813725490196077,1610612748,48,49,2023-05-20T01:26:56Z,2740000,False,141.0,64.0,1,left,MISS J. Butler 15' fadeaway Shot,[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,15.49,Missed,,,,,,,,,,,,,,,,,,
285,PT00M51.30S,2023-05-20T01:26:51.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,49,2023-05-20T01:26:56Z,2750000,False,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,284.0,7.0,6.0,1.0,,,,,,,,,,,,,
286,PT00M42.50S,2023-05-20T01:27:03.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203469,,,1610612738,48,49,2023-05-20T01:27:13Z,2760000,False,,,0,,C. Zeller shooting personal FOUL (1 PF) (Smart 2 FT),"[203469, 203935]",1610612748.0,MIA,shooting,,,Zeller,C. Zeller,,,,,Mid-Range,16-24 Right Center,,,,,,,,204059.0,1.0,0.0,Smart,203935.0,,,,,,,,
288,PT00M42.50S,2023-05-20T01:27:34.3Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,49,49,2023-05-20T01:27:34Z,2780000,False,,,0,,M. Smart Free Throw 1 of 2 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
289,PT00M42.50S,2023-05-20T01:27:36.0Z,2,REGULAR,substitution,out,[],1629130,,,1610612738,49,49,2023-05-20T01:27:41Z,2790000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT00M42.50S,2023-05-20T01:27:36.0Z,2,REGULAR,substitution,in,[],1629622,,,1610612738,49,49,2023-05-20T01:27:41Z,2800000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT00M42.50S,2023-05-20T01:27:59.4Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,50,49,2023-05-20T01:27:59Z,2810000,False,,,0,,M. Smart Free Throw 2 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
292,PT00M35.40S,2023-05-20T01:28:08.3Z,2,REGULAR,3pt,Jump Shot,[],1629216,31.882391590013142,70.58823529411765,1610612748,50,52,2023-05-20T01:30:41Z,2820000,False,-103.0,247.0,1,left,G. Vincent 26' 3PT pullup (5 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.78,Made,5.0,,,,,,,,,,,,,,,,,
293,PT00M31.00S,2023-05-20T01:28:17.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,68.15045992115637,67.40196078431373,1610612738,50,52,2023-05-20T01:28:27Z,2830000,False,87.0,247.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
294,PT00M29.60S,2023-05-20T01:28:19.2Z,2,REGULAR,rebound,defensive,[],203469,,,1610612748,50,52,2023-05-20T01:28:27Z,2840000,False,,,0,,C. Zeller REBOUND (Off:3 Def:2),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Right Center,,,,293.0,5.0,2.0,3.0,,,,,,,,,,,,,
295,PT00M05.80S,2023-05-20T01:28:42.9Z,2,REGULAR,2pt,Jump Shot,[],202710,16.63929040735874,20.34313725490196,1610612748,50,54,2023-05-20T01:28:47Z,2850000,False,148.0,104.0,1,left,J. Butler 18' turnaround fadeaway Jump Shot (12 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right,18.11,Made,12.0,,,,,,,,,,,,,,,,,
296,PT00M00.20S,2023-05-20T01:28:52.3Z,2,REGULAR,3pt,Jump Shot,[],203935,62.89421813403416,36.029411764705884,1610612738,50,54,2023-05-20T01:30:32Z,2860000,False,-70.0,296.0,1,right,MISS M. Smart 30' turnaround 3PT,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,30.44,Missed,,,,,,,,,,,,,,,,,,
297,PT00M00.20S,2023-05-20T01:28:52.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,50,54,2023-05-20T01:28:57Z,2870000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,296.0,,,,,,,,,,,,,,,,
298,PT00M00.00S,2023-05-20T01:28:55.8Z,2,REGULAR,period,end,[],0,,,1610612738,50,54,2023-05-20T01:28:55Z,2880000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2023-05-20T01:44:22.9Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612738,50,54,2023-05-20T01:45:25Z,2890000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2023-05-20T01:44:22.9Z,3,REGULAR,substitution,out,['startperiod'],1628997,,,1610612738,50,54,2023-05-20T01:45:25Z,2900000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2023-05-20T01:44:22.9Z,3,REGULAR,substitution,out,['startperiod'],203469,,,1610612738,50,54,2023-05-20T01:45:25Z,2910000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2023-05-20T01:44:22.9Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,50,54,2023-05-20T01:45:25Z,2920000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2023-05-20T01:44:22.9Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612738,50,54,2023-05-20T01:45:25Z,2930000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2023-05-20T01:44:22.9Z,3,REGULAR,substitution,in,['startperiod'],201567,,,1610612738,50,54,2023-05-20T01:45:25Z,2940000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2023-05-20T01:45:44.8Z,3,REGULAR,period,start,[],0,,,1610612748,50,54,2023-05-20T01:45:44Z,2950000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT11M38.00S,2023-05-20T01:46:05.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,91.93495400788436,58.57843137254902,1610612748,50,56,2023-05-20T01:46:10Z,2960000,False,43.0,23.0,1,right,M. Strus driving Layup (8 PTS),[1629622],1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,8.0,,,,,,,,,,,,,,,,,
307,PT11M19.00S,2023-05-20T01:46:25.6Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,50,56,2023-05-20T01:46:29Z,2970000,False,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 201567]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,3.0,Love,201567.0,,
308,PT11M19.00S,2023-05-20T01:46:25.6Z,3,REGULAR,steal,,[],201567,,,1610612748,50,56,2023-05-20T01:46:27Z,2980000,False,,,0,,K. Love STEAL (1 STL),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
309,PT11M04.00S,2023-05-20T01:46:40.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,88.64980289093299,96.07843137254902,1610612748,50,56,2023-05-20T01:46:47Z,2990000,False,230.0,54.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,23.67,Missed,,,,,,,,,,,,,,,,,,
310,PT11M03.00S,2023-05-20T01:46:41.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,50,56,2023-05-20T01:46:47Z,3000000,False,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,309.0,8.0,7.0,1.0,,,,,,,,,,,,,
311,PT10M52.00S,2023-05-20T01:46:52.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,15.850854139290407,4.411764705882353,1610612738,53,56,2023-05-20T01:46:57Z,3010000,False,228.0,96.0,1,left,J. Brown 24' 3PT  (9 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,24.75,Made,9.0,,,,,,,,,,M. Smart,203935.0,2.0,,,,,
313,PT10M36.00S,2023-05-20T01:47:07.1Z,3,REGULAR,2pt,Jump Shot,[],1628389,78.0059132720105,28.186274509803923,1610612748,53,58,2023-05-20T01:47:39Z,3030000,False,-109.0,154.0,1,right,B. Adebayo 18' pullup Jump Shot (10 PTS) (J. Butler 4 AST),"[1628389, 202710]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,18.89,Made,10.0,,,,,,,,,,J. Butler,202710.0,4.0,,,,,
315,PT10M11.00S,2023-05-20T01:47:32.6Z,3,REGULAR,3pt,Jump Shot,[],1627759,26.10052562417871,84.31372549019608,1610612738,53,58,2023-05-20T01:47:39Z,3050000,False,-172.0,193.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
316,PT10M09.00S,2023-05-20T01:47:34.6Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,53,58,2023-05-20T01:47:39Z,3060000,False,,,0,,J. Butler REBOUND (Off:2 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,315.0,7.0,5.0,2.0,,,,,,,,,,,,,
317,PT09M46.00S,2023-05-20T01:47:57.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,80.76544021024968,62.254901960784316,1610612748,53,58,2023-05-20T01:48:05Z,3070000,False,61.0,128.0,1,right,MISS B. Adebayo 14' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,14.22,Missed,,,,,,,,,,,,,,,,,,
318,PT09M44.00S,2023-05-20T01:47:59.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,58,2023-05-20T01:48:05Z,3080000,False,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,317.0,9.0,8.0,1.0,,,,,,,,,,,,,
319,PT09M37.00S,2023-05-20T01:48:07.0Z,3,REGULAR,3pt,Jump Shot,[],201143,26.10052562417871,85.5392156862745,1610612738,53,58,2023-05-20T01:48:13Z,3090000,False,-178.0,193.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
320,PT09M36.00S,2023-05-20T01:48:08.0Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,53,58,2023-05-20T01:48:13Z,3100000,False,,,0,,J. Butler REBOUND (Off:2 Def:6),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,319.0,8.0,6.0,2.0,,,,,,,,,,,,,
321,PT09M25.00S,2023-05-20T01:48:18.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,90.3580814717477,45.588235294117645,1610612748,53,58,2023-05-20T01:48:22Z,3110000,False,-22.0,38.0,1,right,MISS J. Butler driving Layup - blocked,"[202710, 1628401]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,4.4,Missed,,,,,,,,,,,,,,,,,White,1628401.0
322,PT09M25.00S,2023-05-20T01:48:18.7Z,3,REGULAR,block,,[],1628401,,,1610612748,53,58,2023-05-20T01:48:20Z,3120000,False,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
323,PT09M23.00S,2023-05-20T01:48:20.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,58,2023-05-20T01:48:22Z,3130000,False,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,321.0,10.0,9.0,1.0,,,,,,,,,,,,,
324,PT09M18.00S,2023-05-20T01:48:25.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,8.09789750328515,49.01960784313725,1610612738,55,58,2023-05-20T01:51:10Z,3140000,False,5.0,24.0,1,left,J. Brown running Layup (11 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.41,Made,11.0,,,,,,,,,,M. Smart,203935.0,3.0,,,,,
326,PT08M58.00S,2023-05-20T01:48:44.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,90.80157687253615,58.35631127450981,1610612748,55,60,2023-05-20T01:53:51Z,3160000,False,42.0,34.0,1,right,J. Butler turnaround Jump Shot (14 PTS),[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.39,Made,14.0,,,,,,,,,,,,,,,,,
327,PT08M37.00S,2023-05-20T01:49:06.7Z,3,REGULAR,2pt,Jump Shot,[],1628369,25.18068331143233,76.22549019607843,1610612738,55,60,2023-05-20T01:53:18Z,3170000,False,-131.0,184.0,1,left,MISS J. Tatum 22' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,22.61,Missed,,,,,,,,,,,,,,,,,,
328,PT08M35.00S,2023-05-20T01:49:08.7Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,55,60,2023-05-20T01:49:12Z,3180000,False,,,0,,K. Love REBOUND (Off:1 Def:4),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,16-24 Left Center,,,,327.0,5.0,4.0,1.0,,,,,,,,,,,,,
329,PT08M19.00S,2023-05-20T01:49:29.1Z,3,REGULAR,foul,offensive,[],201567,,,1610612748,55,60,2023-05-20T01:50:02Z,3190000,False,,,0,,K. Love offensive FOUL (1 PF),"[201567, 1628401]",1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,16-24 Center,,,,,,,,2534.0,1.0,0.0,White,1628401.0,,,,,,,,
331,PT08M19.00S,2023-05-20T01:49:29.1Z,3,REGULAR,turnover,offensive foul,[],201567,,,1610612748,55,60,2023-05-20T01:49:29Z,3210000,False,,,0,,K. Love offensive foul TURNOVER (1 TO),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,16-24 Center,,,,,,,,2534.0,,,,,,,,1.0,,,,
332,PT08M09.00S,2023-05-20T01:50:01.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,10.726018396846255,43.872549019607845,1610612738,57,60,2023-05-20T01:50:06Z,3220000,False,31.0,48.0,1,left,D. White driving Layup (11 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,5.72,Made,11.0,,,,,,,,,,,,,,,,,
