actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
598,PT00M35.70S,2023-05-20T02:48:16.6Z,4,REGULAR,2pt,Jump Shot,[],1629216,76.2976346911958,29.166666666666668,1610612748,103,107,2023-05-20T02:48:21Z,5760000,False,-104.0,170.0,1,right,G. Vincent 19' step back Jump Shot (7 PTS),[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Left Center,19.96,Made,7.0,,,,,,,,,,,,,,,,,
599,PT00M35.10S,2023-05-20T02:48:25.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,103,107,2023-05-20T02:48:25Z,5770000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT00M35.10S,2023-05-20T02:49:15.5Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,103,107,2023-05-20T02:49:36Z,5780000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT00M35.10S,2023-05-20T02:49:15.5Z,4,REGULAR,substitution,in,[],1627763,,,1610612738,103,107,2023-05-20T02:49:36Z,5790000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M21.60S,2023-05-20T02:50:24.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612738,103,107,2023-05-20T02:50:32Z,5810000,False,,,0,,B. Adebayo shooting personal FOUL (5 PF) (Tatum 2 FT),"[1628389, 1628369]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,5.0,0.0,Tatum,1628369.0,,,,,,,,
605,PT00M21.60S,2023-05-20T02:50:54.8Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,104,107,2023-05-20T02:50:54Z,5830000,False,,,0,,J. Tatum Free Throw 1 of 2 (33 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
606,PT00M21.60S,2023-05-20T02:51:11.3Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,105,107,2023-05-20T02:51:11Z,5840000,False,,,0,,J. Tatum Free Throw 2 of 2 (34 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,34.0,,,,,,,,,,,,,,,,,
607,PT00M21.60S,2023-05-20T02:51:13.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,105,107,2023-05-20T02:51:13Z,5850000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT00M21.60S,2023-05-20T02:52:02.9Z,4,REGULAR,substitution,out,[],201143,,,1610612748,105,107,2023-05-20T02:52:37Z,5860000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT00M21.60S,2023-05-20T02:52:02.9Z,4,REGULAR,substitution,in,[],1628401,,,1610612748,105,107,2023-05-20T02:52:37Z,5870000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M19.30S,2023-05-20T02:52:50.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612748,105,107,2023-05-20T02:54:39Z,5880000,False,,,0,,M. Brogdon take personal FOUL (2 PF) (Vincent 2 FT),"[1627763, 1629216]",1610612738.0,BOS,take,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,,,,,,,,202058.0,2.0,0.0,Vincent,1629216.0,,,,,,,,
612,PT00M19.30S,2023-05-20T02:53:24.3Z,4,REGULAR,freethrow,1 of 2,[],1629216,,,1610612748,105,108,2023-05-20T02:53:24Z,5900000,False,,,0,,G. Vincent Free Throw 1 of 2 (8 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
613,PT00M19.30S,2023-05-20T02:53:47.6Z,4,REGULAR,freethrow,2 of 2,[],1629216,,,1610612748,105,109,2023-05-20T02:53:47Z,5910000,False,,,0,,G. Vincent Free Throw 2 of 2 (9 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
614,PT00M12.60S,2023-05-20T02:53:56.2Z,4,REGULAR,3pt,Jump Shot,[],1628369,31.882391590013142,73.2843137254902,1610612738,105,109,2023-05-20T02:54:26Z,5920000,False,-116.0,247.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
615,PT00M10.60S,2023-05-20T02:53:58.2Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,105,109,2023-05-20T02:54:06Z,5930000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,614.0,1.0,1.0,0.0,,,,,,,,,,,,,
616,PT00M08.40S,2023-05-20T02:54:04.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612748,105,109,2023-05-20T02:54:29Z,5940000,False,,,0,,D. White take personal FOUL (1 PF) (Strus 2 FT),"[1628401, 1629622]",1610612738.0,BOS,take,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,204059.0,1.0,0.0,Strus,1629622.0,,,,,,,,
618,PT00M08.40S,2023-05-20T02:54:40.0Z,4,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,105,110,2023-05-20T02:54:40Z,5960000,False,,,0,,M. Strus Free Throw 1 of 2 (10 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
619,PT00M08.40S,2023-05-20T02:54:55.9Z,4,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,105,111,2023-05-20T02:54:55Z,5970000,False,,,0,,M. Strus Free Throw 2 of 2 (11 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
620,PT00M01.90S,2023-05-20T02:55:11.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,27.677398160315374,17.15686274509804,1610612738,105,111,2023-05-20T02:55:40Z,5980000,False,164.0,208.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
621,PT00M00.10S,2023-05-20T02:55:12.9Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,105,111,2023-05-20T02:58:10Z,5990000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:15),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,620.0,17.0,15.0,2.0,,,,,,,,,,,,,
622,PT00M00.00S,2023-05-20T02:55:17.3Z,4,REGULAR,period,end,[],0,,,1610612748,105,111,2023-05-20T02:55:17Z,6000000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M00.00S,2023-05-20T02:56:44.7Z,4,REGULAR,game,end,[],0,,,0,105,111,2023-05-20T02:56:44Z,6010000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
