actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
251,PT05M55.00S,2022-10-06T00:20:39.1Z,2,REGULAR,substitution,in,[],203920,,,1610612761,46,33,2022-10-06T00:21:00Z,2510000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M40.00S,2022-10-06T00:22:01.3Z,2,REGULAR,foul,personal,[],1628401,,,1610612761,46,33,2022-10-06T00:22:13Z,2530000,,,0,,D. White personal FOUL (1 PF),"[1628401, 1627783]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1630886.0,,,,,,,,1.0,0.0,Siakam,1627783.0,,
255,PT05M29.00S,2022-10-06T00:22:25.6Z,2,REGULAR,3pt,Jump Shot,[],1627823,31.61957950065703,32.1078431372549,1610612761,46,33,2022-10-06T00:22:32Z,2550000,89.0,245.0,1,left,MISS J. Hernangomez 26' 3PT,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
256,PT05M26.00S,2022-10-06T00:22:28.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,33,2022-10-06T00:22:32Z,2560000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,255.0,6.0,6.0,0.0,,,,,,,,,,,,,,
257,PT05M13.00S,2022-10-06T00:22:42.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201143,93.16688567674113,42.57429534313725,1610612738,48,33,2022-10-06T00:22:53Z,2570000,-37.0,12.0,1,right,A. Horford alley-oop Layup (4 PTS) (M. Smart 2 AST),"[201143, 203935]",1610612738.0,BOS,alley-oop,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,3.89,Made,,,,,,,4.0,M. Smart,203935.0,2.0,,,,,,,,
259,PT05M01.00S,2022-10-06T00:22:55.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612761,48,33,2022-10-06T00:23:19Z,2590000,,,0,,M. Smart shooting personal FOUL (1 PF) (Siakam 2 FT),"[203935, 1627783]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1630886.0,,,,,,,,1.0,0.0,Siakam,1627783.0,,
261,PT05M01.00S,2022-10-06T00:23:20.3Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,48,34,2022-10-06T00:23:20Z,2610000,,,0,,P. Siakam Free Throw 1 of 2 (9 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
262,PT05M01.00S,2022-10-06T00:23:21.0Z,2,REGULAR,substitution,out,[],1628401,,,1610612761,48,34,2022-10-06T00:23:25Z,2620000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M01.00S,2022-10-06T00:23:21.0Z,2,REGULAR,substitution,in,[],1627763,,,1610612761,48,34,2022-10-06T00:23:25Z,2630000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M01.00S,2022-10-06T00:23:38.6Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,48,35,2022-10-06T00:23:38Z,2640000,,,0,,P. Siakam Free Throw 2 of 2 (10 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
265,PT04M44.00S,2022-10-06T00:23:58.0Z,2,REGULAR,3pt,Jump Shot,[],1627763,85.49605781865965,3.6764705882352944,1610612738,48,35,2022-10-06T00:24:06Z,2650000,-232.0,84.0,1,right,MISS M. Brogdon 24' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,24.63,Missed,,,,,,,,,,,,,,,,,,
266,PT04M42.00S,2022-10-06T00:24:00.0Z,2,REGULAR,rebound,defensive,[],203920,,,1610612761,48,35,2022-10-06T00:24:06Z,2660000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,Left Corner 3,24+ Left,,,265.0,1.0,1.0,0.0,,,,,,,,,,,,,,
267,PT04M35.00S,2022-10-06T00:24:06.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,34.510512483574246,61.029411764705884,1610612761,48,35,2022-10-06T00:25:06Z,2670000,-55.0,272.0,1,left,MISS F. VanVleet 27' running pullup 3PT,[1627832],1610612761.0,TOR,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,27.74,Missed,,,,,,,,,,,,,,,,,,
268,PT04M33.00S,2022-10-06T00:24:08.0Z,2,REGULAR,rebound,offensive,[],203920,,,1610612761,48,35,2022-10-06T00:24:18Z,2680000,,,0,,K. Birch REBOUND (Off:1 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,Above the Break 3,24+ Center,,,267.0,2.0,1.0,1.0,,,,,,,,,,,,,,
269,PT04M32.00S,2022-10-06T00:24:10.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203920,6.176084099868594,53.799019607843135,1610612761,48,37,2022-10-06T00:24:27Z,2690000,-19.0,6.0,1,left,K. Birch putback Layup (2 PTS),[203920],1610612761.0,TOR,putback,,,Birch,K. Birch,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,,,2.0,,,,,,,,,,,
270,PT04M15.00S,2022-10-06T00:24:30.0Z,2,REGULAR,foul,personal,['2freethrow'],203920,,,1610612738,48,37,2022-10-06T00:24:38Z,2700000,,,0,,K. Birch shooting personal FOUL (1 PF) (Tatum 2 FT),"[203920, 1628369]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201639.0,,,,,,,,1.0,0.0,Tatum,1628369.0,,
272,PT04M15.00S,2022-10-06T00:24:49.6Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,49,37,2022-10-06T00:25:11Z,2720000,,,0,,J. Tatum Free Throw 1 of 2 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
273,PT04M15.00S,2022-10-06T00:24:49.6Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,49,37,2022-10-06T00:25:11Z,2730000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
274,PT04M15.00S,2022-10-06T00:24:49.6Z,2,REGULAR,rebound,defensive,[],1627823,,,1610612761,49,37,2022-10-06T00:25:11Z,2740000,,,0,,J. Hernangomez REBOUND (Off:0 Def:2),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,273.0,2.0,2.0,0.0,,,,,,,,,,,,,,
275,PT04M02.00S,2022-10-06T00:25:16.8Z,2,REGULAR,3pt,Jump Shot,[],1629018,33.327858081471746,38.970588235294116,1610612761,49,37,2022-10-06T00:26:21Z,2750000,55.0,261.0,1,left,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
276,PT03M59.00S,2022-10-06T00:25:19.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,49,37,2022-10-06T00:25:25Z,2760000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,275.0,7.0,7.0,0.0,,,,,,,,,,,,,,
277,PT03M55.00S,2022-10-06T00:25:25.6Z,2,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612738,49,37,2022-10-06T00:25:31Z,2770000,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Horford 2 FT),"[1627832, 201143]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,2005.0,,,,,,,,1.0,1.0,Horford,201143.0,,
279,PT03M55.00S,2022-10-06T00:25:56.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201143,,,1610612738,49,37,2022-10-06T00:25:56Z,2790000,,,0,,MISS A. Horford Free Throw 1 of 2,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
280,PT03M55.00S,2022-10-06T00:25:56.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,49,37,2022-10-06T00:25:56Z,2800000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,
281,PT03M55.00S,2022-10-06T00:25:56.7Z,2,REGULAR,substitution,out,[],1627783,,,1610612738,49,37,2022-10-06T00:26:02Z,2810000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M55.00S,2022-10-06T00:25:56.7Z,2,REGULAR,substitution,in,[],1630567,,,1610612738,49,37,2022-10-06T00:26:02Z,2820000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M55.00S,2022-10-06T00:26:21.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201143,,,1610612738,50,37,2022-10-06T00:26:21Z,2830000,,,0,,A. Horford Free Throw 2 of 2 (5 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
284,PT03M38.00S,2022-10-06T00:26:43.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612761,50,37,2022-10-06T00:26:50Z,2840000,,,0,,A. Horford personal FOUL (2 PF) (Barnes 2 FT),"[201143, 1630567]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left Center,,,,,,,201639.0,,,,,,,,2.0,0.0,Barnes,1630567.0,,
286,PT03M38.00S,2022-10-06T00:27:05.6Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,50,38,2022-10-06T00:27:05Z,2860000,,,0,,S. Barnes Free Throw 1 of 2 (3 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
287,PT03M38.00S,2022-10-06T00:27:06.4Z,2,REGULAR,substitution,out,[],1627823,,,1610612761,50,38,2022-10-06T00:27:09Z,2870000,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M38.00S,2022-10-06T00:27:06.4Z,2,REGULAR,substitution,in,[],1630173,,,1610612761,50,38,2022-10-06T00:27:09Z,2880000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M38.00S,2022-10-06T00:27:22.8Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,50,39,2022-10-06T00:27:22Z,2890000,,,0,,S. Barnes Free Throw 2 of 2 (4 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
290,PT03M22.00S,2022-10-06T00:27:43.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612738,50,39,2022-10-06T00:27:52Z,2900000,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Tatum 2 FT),"[1630173, 1628369]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,,,,2.0,0.0,Tatum,1628369.0,,
292,PT03M22.00S,2022-10-06T00:28:18.2Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,51,39,2022-10-06T00:28:18Z,2920000,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
293,PT03M22.00S,2022-10-06T00:28:32.0Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,52,39,2022-10-06T00:28:32Z,2930000,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
294,PT03M06.00S,2022-10-06T00:28:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,10.726018396846255,40.19607843137255,1610612761,52,41,2022-10-06T00:29:00Z,2940000,49.0,48.0,1,left,P. Achiuwa 6' driving finger roll Layup (6 PTS),[1630173],1610612761.0,TOR,driving finger roll,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,6.88,Made,,,,,,,6.0,,,,,,,,,,,
295,PT02M54.00S,2022-10-06T00:29:01.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,87.99277266754271,3.9215686274509802,1610612738,52,41,2022-10-06T00:29:07Z,2950000,-230.0,60.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,23.82,Missed,,,,,,,,,,,,,,,,,,
296,PT02M52.00S,2022-10-06T00:29:03.7Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,52,41,2022-10-06T00:29:07Z,2960000,,,0,,P. Achiuwa REBOUND (Off:0 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,295.0,4.0,4.0,0.0,,,,,,,,,,,,,,
297,PT02M48.00S,2022-10-06T00:29:07.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,6.783837056504599,3.431372549019608,1610612761,52,44,2022-10-06T00:29:17Z,2970000,233.0,11.0,1,left,G. Trent Jr. 3PT  (9 PTS) (F. VanVleet 3 AST),"[1629018, 1627832]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,23.31,Made,,,,,,,9.0,F. VanVleet,1627832.0,3.0,,,,,,,,
299,PT02M28.00S,2022-10-06T00:29:28.6Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627832,,,1610612738,52,44,2022-10-06T00:32:17Z,2990000,,,0,,F. VanVleet shooting personal FOUL (2 PF) (Brown 3 FT),"[1627832, 1627759]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,201639.0,,,,,,,,2.0,1.0,Brown,1627759.0,,
301,PT02M28.00S,2022-10-06T00:29:48.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,52,44,2022-10-06T00:29:48Z,3010000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M28.00S,2022-10-06T00:32:03.2Z,2,REGULAR,substitution,out,[],203920,,,1610612738,52,44,2022-10-06T00:32:17Z,3030000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M28.00S,2022-10-06T00:32:03.2Z,2,REGULAR,substitution,in,[],1628384,,,1610612738,52,44,2022-10-06T00:32:17Z,3040000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M28.00S,2022-10-06T00:32:42.8Z,2,REGULAR,freethrow,1 of 3,[],1627759,,,1610612738,52,44,2022-10-06T00:33:15Z,3050000,,,0,,MISS J. Brown Free Throw 1 of 3,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
306,PT02M28.00S,2022-10-06T00:32:42.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,52,44,2022-10-06T00:33:15Z,3060000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,
307,PT02M28.00S,2022-10-06T00:32:42.8Z,2,REGULAR,freethrow,2 of 3,[],1627759,,,1610612738,52,44,2022-10-06T00:33:15Z,3070000,,,0,,MISS J. Brown Free Throw 2 of 3,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
308,PT02M28.00S,2022-10-06T00:32:42.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,52,44,2022-10-06T00:33:15Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,
309,PT02M28.00S,2022-10-06T00:32:42.8Z,2,REGULAR,freethrow,3 of 3,[],1627759,,,1610612738,52,44,2022-10-06T00:33:15Z,3090000,,,0,,MISS J. Brown Free Throw 3 of 3,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
310,PT02M28.00S,2022-10-06T00:32:42.8Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,52,44,2022-10-06T00:33:15Z,3100000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,309.0,2.0,2.0,0.0,,,,,,,,,,,,,,
311,PT02M14.00S,2022-10-06T00:33:23.9Z,2,REGULAR,3pt,Jump Shot,[],1627832,34.37910643889619,74.26470588235294,1610612761,52,44,2022-10-06T00:33:32Z,3110000,-121.0,271.0,1,left,MISS F. VanVleet 29' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,29.66,Missed,,,,,,,,,,,,,,,,,,
312,PT02M12.00S,2022-10-06T00:33:25.9Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,52,44,2022-10-06T00:33:32Z,3120000,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,311.0,2.0,2.0,0.0,,,,,,,,,,,,,,
313,PT02M03.00S,2022-10-06T00:33:35.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,95.3515111695138,50.98039215686274,1610612738,54,44,2022-10-06T00:35:51Z,3130000,5.0,-9.0,1,right,J. Brown Layup (17 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,17.0,M. Smart,203935.0,3.0,,,,,,,,
315,PT01M47.00S,2022-10-06T00:33:50.6Z,2,REGULAR,2pt,Jump Shot,[],1629018,26.10052562417871,49.26470588235294,1610612761,54,44,2022-10-06T00:36:51Z,3150000,4.0,193.0,1,left,MISS G. Trent Jr. 19' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,19.28,Missed,,,,,,,,,,,,,,,,,,
316,PT01M45.00S,2022-10-06T00:33:52.6Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,54,44,2022-10-06T00:33:58Z,3160000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,315.0,1.0,1.0,0.0,,,,,,,,,,,,,,
317,PT01M40.00S,2022-10-06T00:33:57.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628369,94.56307490144546,50.245098039215684,1610612738,56,44,2022-10-06T00:34:03Z,3170000,1.0,-1.0,1,right,J. Tatum running DUNK (10 PTS) (M. Brogdon 6 AST),"[1628369, 1627763]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,,,10.0,M. Brogdon,1627763.0,6.0,,,,,,,,
319,PT01M16.00S,2022-10-06T00:34:23.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,12.434296977660972,63.48039215686274,1610612761,56,44,2022-10-06T00:34:38Z,3190000,-67.0,64.0,1,left,MISS S. Barnes 9' turnaround Shot,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,9.32,Missed,,,,,,,,,,,,,,,,,,
320,PT01M15.00S,2022-10-06T00:34:24.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,56,44,2022-10-06T00:34:38Z,3200000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,319.0,,,,,,,,,,,,,,,,,
321,PT01M15.00S,2022-10-06T00:34:29.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612761,56,44,2022-10-06T00:34:42Z,3210000,,,0,,M. Brogdon loose ball personal FOUL (2 PF) (Achiuwa 2 FT),"[1627763, 1630173]",1610612738.0,BOS,loose ball,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,201639.0,,,,,,,,2.0,0.0,Achiuwa,1630173.0,,
323,PT01M15.00S,2022-10-06T00:34:57.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630173,,,1610612761,56,45,2022-10-06T00:34:57Z,3230000,,,0,,P. Achiuwa Free Throw 1 of 2 (7 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
324,PT01M15.00S,2022-10-06T00:35:12.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630173,,,1610612761,56,46,2022-10-06T00:35:12Z,3240000,,,0,,P. Achiuwa Free Throw 2 of 2 (8 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
325,PT00M58.70S,2022-10-06T00:35:32.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612738,56,46,2022-10-06T00:35:44Z,3250000,,,0,,F. VanVleet shooting personal FOUL (3 PF) (Brown 2 FT),"[1627832, 1627759]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2005.0,,,,,,,,3.0,1.0,Brown,1627759.0,,
327,PT00M58.70S,2022-10-06T00:36:03.4Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,57,46,2022-10-06T00:36:03Z,3270000,,,0,,J. Brown Free Throw 1 of 2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
328,PT00M58.70S,2022-10-06T00:36:17.1Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,58,46,2022-10-06T00:36:17Z,3280000,,,0,,J. Brown Free Throw 2 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
329,PT00M43.70S,2022-10-06T00:36:34.4Z,2,REGULAR,3pt,Jump Shot,[],1629018,32.670827858081466,34.55882352941176,1610612761,58,46,2022-10-06T00:39:59Z,3290000,77.0,255.0,1,left,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
330,PT00M41.80S,2022-10-06T00:36:36.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,46,2022-10-06T00:36:42Z,3300000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,329.0,8.0,8.0,0.0,,,,,,,,,,,,,,
331,PT00M32.40S,2022-10-06T00:36:46.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.30026281208936,52.20588235294118,1610612738,60,46,2022-10-06T00:41:04Z,3310000,11.0,1.0,1,right,J. Tatum cutting Layup (12 PTS) (M. Brogdon 7 AST),"[1628369, 1627763]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,12.0,M. Brogdon,1627763.0,7.0,,,,,,,,
332,PT00M29.40S,2022-10-06T00:36:57.8Z,2,REGULAR,3pt,Jump Shot,[],1627832,37.53285151116951,33.57843137254902,1610612761,60,46,2022-10-06T00:41:50Z,3320000,82.0,300.0,1,left,MISS F. VanVleet 31' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,31.13,Missed,,,,,,,,,,,,,,,,,,
333,PT00M29.40S,2022-10-06T00:36:57.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,60,46,2022-10-06T00:37:15Z,3330000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,332.0,4.0,3.0,1.0,,,,,,,,,,,,,,
335,PT00M05.10S,2022-10-06T00:37:22.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,94.43166885676742,49.754901960784316,1610612738,62,46,2022-10-06T00:37:27Z,3340000,-1.0,0.0,1,right,J. Tatum cutting DUNK (14 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.12,Made,,,,,,,14.0,J. Brown,1627759.0,1.0,,,,,,,,
337,PT00M00.70S,2022-10-06T00:37:30.4Z,2,REGULAR,3pt,Jump Shot,[],1629018,27.020367936925098,20.098039215686274,1610612761,62,46,2022-10-06T00:37:35Z,3360000,150.0,201.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
338,PT00M00.70S,2022-10-06T00:37:30.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,62,46,2022-10-06T00:37:35Z,3370000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,337.0,,,,,,,,,,,,,,,,,
