actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
341,PT02M01.00S,2022-10-02T18:06:25.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612766,58,39,2022-10-02T18:06:32Z,3390000,,,0,,D. White shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1628401, 203486]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628482.0,1.0,0.0,Plumlee,203486.0,,
343,PT02M01.00S,2022-10-02T18:06:50.7Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,58,40,2022-10-02T18:06:50Z,3410000,,,0,,M. Plumlee Free Throw 1 of 2 (6 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
344,PT02M01.00S,2022-10-02T18:07:07.1Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,58,40,2022-10-02T18:07:07Z,3420000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
345,PT01M59.00S,2022-10-02T18:07:07.7Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,58,40,2022-10-02T18:07:07Z,3430000,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,344.0,1.0,1.0,0.0,,,,,,,,,,,,,,
348,PT01M42.00S,2022-10-02T18:07:23.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,10.463206307490145,57.59803921568627,1610612738,60,40,2022-10-02T18:07:42Z,3440000,-38.0,46.0,1,left,D. White driving Layup (5 PTS) (M. Smart 3 AST),"[1628401, 203935]",1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,5.96,Made,,,,,5.0,,,,M. Smart,203935.0,3.0,,,,,,,
351,PT01M35.00S,2022-10-02T18:07:53.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612766,60,40,2022-10-02T18:08:01Z,3470000,,,0,,D. White personal FOUL (2 PF) (Plumlee 2 FT),"[1628401, 203486]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1151.0,2.0,0.0,Plumlee,203486.0,,
353,PT01M35.00S,2022-10-02T18:08:15.4Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,60,41,2022-10-02T18:08:15Z,3490000,,,0,,M. Plumlee Free Throw 1 of 2 (7 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
354,PT01M35.00S,2022-10-02T18:08:29.9Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,60,42,2022-10-02T18:08:29Z,3500000,,,0,,M. Plumlee Free Throw 2 of 2 (8 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
355,PT01M19.00S,2022-10-02T18:08:46.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,25.969119579500656,88.72549019607843,1610612738,63,42,2022-10-02T18:08:59Z,3510000,-194.0,192.0,1,left,J. Tatum 27' 3PT step back (8 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.24,Made,,,,,8.0,,,,,,,,,,,,,
356,PT01M07.00S,2022-10-02T18:08:59.3Z,2,REGULAR,3pt,Jump Shot,[],1626162,67.49342969776609,57.107843137254896,1610612766,63,42,2022-10-02T18:09:05Z,3520000,36.0,253.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,,
357,PT01M03.00S,2022-10-02T18:09:03.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,42,2022-10-02T18:09:05Z,3530000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,356.0,5.0,5.0,0.0,,,,,,,,,,,,,,
358,PT01M01.00S,2022-10-02T18:09:10.3Z,2,REGULAR,foul,offensive,['inpenalty'],1628401,,,1610612738,63,42,2022-10-02T18:09:17Z,3540000,,,0,,D. White offensive FOUL (3 PF),"[1628401, 1630163]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1628482.0,3.0,0.0,Ball,1630163.0,,
360,PT01M01.00S,2022-10-02T18:09:10.3Z,2,REGULAR,turnover,offensive foul,[],1628401,,,1610612738,63,42,2022-10-02T18:09:10Z,3560000,,,0,,D. White offensive foul TURNOVER (1 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,,,,1628482.0,,,,,,
361,PT00M50.50S,2022-10-02T18:09:31.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,68.67608409986859,70.83333333333334,1610612766,63,42,2022-10-02T18:19:34Z,3570000,104.0,242.0,1,right,MISS L. Ball 26' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.34,Missed,,,,,,,,,,,,,,,,,,
362,PT00M48.90S,2022-10-02T18:09:32.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,42,2022-10-02T18:09:37Z,3580000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,361.0,6.0,6.0,0.0,,,,,,,,,,,,,,
363,PT00M43.30S,2022-10-02T18:09:38.0Z,2,REGULAR,3pt,Jump Shot,[],1630573,10.33180026281209,5.147058823529411,1610612738,66,42,2022-10-02T18:09:49Z,3590000,224.0,45.0,1,left,S. Hauser 3PT  (9 PTS) (M. Brogdon 6 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,22.87,Made,,,,,9.0,,,,M. Brogdon,1627763.0,6.0,,,,,,,
365,PT00M35.60S,2022-10-02T18:09:48.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.9862023653088,48.77450980392157,1610612766,66,44,2022-10-02T18:20:16Z,3610000,-6.0,13.0,1,right,T. Rozier driving Layup (9 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,9.0,,,,,,,,,,,,,
366,PT00M34.20S,2022-10-02T18:10:04.5Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,66,44,2022-10-02T18:10:20Z,3620000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (4 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,4.0,,,,,,1151.0,,,,,,
367,PT00M33.20S,2022-10-02T18:10:19.2Z,2,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,66,44,2022-10-02T18:10:50Z,3630000,,,0,,L. Ball lost ball out-of-bounds TURNOVER (3 TO),[1630163],1610612766.0,CHA,lost ball,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,3.0,,,,,,1151.0,,,,,,
368,PT00M12.50S,2022-10-02T18:10:43.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,32.40801576872536,73.52941176470588,1610612738,66,44,2022-10-02T18:21:01Z,3640000,-118.0,252.0,1,left,MISS M. Brogdon 27' step back 3PT,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,27.82,Missed,,,,,,,,,,,,,,,,,,
369,PT00M09.20S,2022-10-02T18:10:47.2Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,66,44,2022-10-02T18:10:48Z,3650000,,,0,,L. Ball REBOUND (Off:2 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,368.0,6.0,4.0,2.0,,,,,,,,,,,,,,
370,PT00M04.30S,2022-10-02T18:10:52.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630163,94.43166885676742,49.50980392156863,1610612766,66,46,2022-10-02T18:10:58Z,3660000,-2.0,0.0,1,right,L. Ball running finger roll Layup (4 PTS),[1630163],1610612766.0,CHA,running finger roll,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,4.0,,,,,,,,,,,,,
371,PT00M00.30S,2022-10-02T18:11:00.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,12.697109067017081,47.05882352941176,1610612738,66,46,2022-10-02T18:11:13Z,3670000,15.0,67.0,1,left,MISS J. Tatum 6' running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.85,Missed,,,,,,,,,,,,,,,,,,
373,PT00M00.30S,2022-10-02T18:11:00.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,66,46,2022-10-02T18:11:13Z,3690000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,371.0,,,,,,,,,,,,,,,,,
379,PT00M00.30S,2022-10-02T18:11:23.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630163,,,1610612738,66,46,2022-10-02T18:14:48Z,3695000,,,0,,L. Ball shooting personal FOUL (1 PF) (Smart 2 FT),"[1630163, 203935]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1151.0,1.0,0.0,Smart,203935.0,,
381,PT00M00.30S,2022-10-02T18:13:40.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203935,,,1610612738,67,46,2022-10-02T18:15:53Z,3721875,,,0,,M. Smart Free Throw 1 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
382,PT00M00.30S,2022-10-02T18:13:40.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203935,,,1610612738,68,46,2022-10-02T18:15:53Z,3725937,,,0,,M. Smart Free Throw 2 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
377,PT00M00.00S,2022-10-02T18:11:25.7Z,2,REGULAR,period,end,[],0,,,1610612766,68,46,2022-10-02T18:15:53Z,3730000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2022-10-02T18:28:49.9Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612766,68,46,2022-10-02T18:29:19Z,3770000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2022-10-02T18:28:49.9Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612766,68,46,2022-10-02T18:29:19Z,3780000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2022-10-02T18:28:49.9Z,3,REGULAR,substitution,out,['startperiod'],1630573,,,1610612766,68,46,2022-10-02T18:29:19Z,3790000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2022-10-02T18:28:49.9Z,3,REGULAR,substitution,out,['startperiod'],203486,,,1610612766,68,46,2022-10-02T18:29:19Z,3800000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2022-10-02T18:28:49.9Z,3,REGULAR,substitution,in,['startperiod'],203943,,,1610612766,68,46,2022-10-02T18:29:19Z,3810000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2022-10-02T18:28:49.9Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612766,68,46,2022-10-02T18:29:19Z,3820000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2022-10-02T18:28:49.9Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612766,68,46,2022-10-02T18:29:19Z,3830000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2022-10-02T18:28:49.9Z,3,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,68,46,2022-10-02T18:29:19Z,3840000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2022-10-02T18:29:31.9Z,3,REGULAR,period,start,[],0,,,1610612738,68,46,2022-10-02T18:29:31Z,3850000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT11M35.00S,2022-10-02T18:29:58.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,68,46,2022-10-02T18:30:17Z,3860000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1628482.0,,,,,,
393,PT11M22.00S,2022-10-02T18:30:24.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626179,9.017739816031538,61.51960784313726,1610612766,68,48,2022-10-02T18:30:31Z,3870000,-58.0,32.0,1,left,T. Rozier 6' cutting finger roll Layup (11 PTS) (P. Washington 1 AST),"[1626179, 1629023]",1610612766.0,CHA,cutting finger roll,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,6.6,Made,,,,,11.0,,,,P. Washington,1629023.0,1.0,,,,,,,
395,PT11M09.00S,2022-10-02T18:30:36.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,78.9257555847569,90.19607843137256,1610612738,71,48,2022-10-02T18:30:42Z,3890000,201.0,146.0,1,right,J. Brown 24' 3PT step back (19 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,24.82,Made,,,,,19.0,,,,,,,,,,,,,
396,PT10M58.00S,2022-10-02T18:30:48.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,18.610381077529567,37.99019607843137,1610612766,71,48,2022-10-02T18:30:54Z,3900000,60.0,122.0,1,left,MISS N. Richards 13' driving Hook,[1630208],1610612766.0,CHA,driving,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,13.63,Missed,,,,,,,,,,,,,,,,,,
397,PT10M56.00S,2022-10-02T18:30:50.0Z,3,REGULAR,rebound,defensive,[],203943,,,1610612738,71,48,2022-10-02T18:30:54Z,3910000,,,0,,N. Vonleh REBOUND (Off:0 Def:4),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),8-16 Center,,,396.0,4.0,4.0,0.0,,,,,,,,,,,,,,
398,PT10M50.00S,2022-10-02T18:30:59.4Z,3,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612738,71,48,2022-10-02T18:31:07Z,3920000,,,0,,L. Ball shooting personal FOUL (2 PF) (Tatum 2 FT),"[1630163, 1628369]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627961.0,2.0,0.0,Tatum,1628369.0,,
400,PT10M50.00S,2022-10-02T18:31:23.0Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,72,48,2022-10-02T18:31:23Z,3940000,,,0,,J. Tatum Free Throw 1 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
401,PT10M50.00S,2022-10-02T18:31:39.4Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,73,48,2022-10-02T18:31:39Z,3950000,,,0,,J. Tatum Free Throw 2 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
402,PT10M31.00S,2022-10-02T18:31:59.2Z,3,REGULAR,turnover,lost ball,[],1626179,,,1610612766,73,48,2022-10-02T18:32:04Z,3960000,,,0,,T. Rozier lost ball TURNOVER (1 TO),"[1626179, 203935]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,
403,PT10M31.00S,2022-10-02T18:31:59.2Z,3,REGULAR,steal,,[],203935,,,1610612738,73,48,2022-10-02T18:32:01Z,3970000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
404,PT10M27.00S,2022-10-02T18:32:03.9Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628369,89.43823915900131,4.411764705882353,1610612738,73,48,2022-10-02T18:32:54Z,3980000,-228.0,47.0,1,right,MISS J. Tatum running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,23.27,Missed,,,,,,,,,,,,,,,,,,
405,PT10M25.00S,2022-10-02T18:32:05.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,73,48,2022-10-02T18:32:13Z,3990000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,404.0,,,,,,,,,,,,,,,,,
407,PT10M17.00S,2022-10-02T18:32:24.1Z,3,REGULAR,3pt,Jump Shot,[],1630163,34.90473061760841,49.26470588235294,1610612766,73,48,2022-10-02T18:34:06Z,4010000,4.0,276.0,1,left,MISS L. Ball 27' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,27.56,Missed,,,,,,,,,,,,,,,,,,
408,PT10M13.00S,2022-10-02T18:32:28.1Z,3,REGULAR,rebound,defensive,[],203943,,,1610612738,73,48,2022-10-02T18:32:29Z,4020000,,,0,,N. Vonleh REBOUND (Off:0 Def:5),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Center,,,407.0,5.0,5.0,0.0,,,,,,,,,,,,,,
409,PT10M06.00S,2022-10-02T18:32:37.9Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,73,48,2022-10-02T18:32:46Z,4030000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (5 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,5.0,,,,,,1628482.0,,,,,,
410,PT09M58.00S,2022-10-02T18:32:59.1Z,3,REGULAR,foul,personal,[],203943,,,1610612766,73,48,2022-10-02T18:33:07Z,4040000,,,0,,N. Vonleh personal FOUL (4 PF),"[203943, 1630163]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1151.0,4.0,0.0,Ball,1630163.0,,
412,PT09M48.00S,2022-10-02T18:33:20.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630163,10.463206307490145,59.068627450980394,1610612766,73,48,2022-10-02T18:33:33Z,4060000,-45.0,46.0,1,left,MISS L. Ball 6' driving reverse Layup,[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,,,,,,,,,,,,,,,,,,
413,PT09M44.00S,2022-10-02T18:33:24.6Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,73,48,2022-10-02T18:33:24Z,4070000,,,0,,N. Richards REBOUND (Off:2 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,412.0,5.0,3.0,2.0,,,,,,,,,,,,,,
414,PT09M44.00S,2022-10-02T18:33:24.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630208,5.590000152587891,50.0,1610612766,73,50,2022-10-02T18:33:24Z,4080000,0.0,0.0,1,left,N. Richards tip Layup (2 PTS),[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
415,PT09M25.00S,2022-10-02T18:33:44.4Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,73,50,2022-10-02T18:33:48Z,4090000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1630163]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,Ball,1630163.0,,,,,,,,,,
416,PT09M25.00S,2022-10-02T18:33:44.4Z,3,REGULAR,steal,,[],1630163,,,1610612766,73,50,2022-10-02T18:33:45Z,4100000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
417,PT09M07.00S,2022-10-02T18:34:04.9Z,3,REGULAR,foul,offensive,[],1630208,,,1610612766,73,50,2022-10-02T18:34:13Z,4110000,,,0,,N. Richards offensive FOUL (1 PF),"[1630208, 203935]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1151.0,1.0,0.0,Smart,203935.0,,
419,PT09M07.00S,2022-10-02T18:34:04.9Z,3,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,73,50,2022-10-02T18:34:04Z,4130000,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,1151.0,,,,,,
420,PT09M07.00S,2022-10-02T18:34:12.6Z,3,REGULAR,substitution,out,[],203943,,,1610612738,73,50,2022-10-02T18:34:21Z,4140000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT09M07.00S,2022-10-02T18:34:12.6Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,73,50,2022-10-02T18:34:21Z,4150000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT08M56.00S,2022-10-02T18:34:38.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,95.0886990801577,54.90196078431373,1610612738,75,50,2022-10-02T18:34:44Z,4160000,25.0,-6.0,1,right,J. Tatum driving finger roll Layup (12 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.53,Made,,,,,12.0,,,,,,,,,,,,,
423,PT08M56.00S,2022-10-02T18:34:40.8Z,3,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612738,75,50,2022-10-02T18:34:47Z,4170000,,,0,,K. Oubre Jr. shooting personal FOUL (3 PF) (Tatum 1 FT),"[1626162, 1628369]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627961.0,3.0,0.0,Tatum,1628369.0,,
425,PT08M56.00S,2022-10-02T18:35:10.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1628369,,,1610612738,76,50,2022-10-02T18:35:10Z,4190000,,,0,,J. Tatum Free Throw 1 of 1 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
426,PT08M41.00S,2022-10-02T18:35:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,12.565703022339028,45.09803921568628,1610612766,76,50,2022-10-02T18:35:32Z,4200000,25.0,66.0,1,left,MISS T. Rozier 7' driving finger roll Layup,[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,7.0,Missed,,,,,,,,,,,,,,,,,,
427,PT08M38.00S,2022-10-02T18:35:30.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,76,50,2022-10-02T18:35:32Z,4210000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,426.0,4.0,3.0,1.0,,,,,,,,,,,,,,
428,PT08M23.00S,2022-10-02T18:35:44.6Z,3,REGULAR,2pt,Jump Shot,[],1628401,86.67871222076215,70.09803921568627,1610612738,78,50,2022-10-02T18:35:50Z,4220000,100.0,73.0,1,right,D. White 12' driving floating Jump Shot (7 PTS) (J. Tatum 3 AST),"[1628401, 1628369]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,8-16 Right,12.4,Made,,,,,7.0,,,,J. Tatum,1628369.0,3.0,,,,,,,
430,PT08M04.00S,2022-10-02T18:36:04.2Z,3,REGULAR,3pt,Jump Shot,[],1626162,36.08738501971091,44.6078431372549,1610612766,78,53,2022-10-02T18:36:12Z,4240000,27.0,287.0,1,left,K. Oubre Jr. 28' 3PT bank (15 PTS) (L. Ball 3 AST),"[1626162, 1630163]",1610612766.0,CHA,bank,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,28.8,Made,,,,,15.0,,,,L. Ball,1630163.0,3.0,,,,,,,
432,PT07M57.00S,2022-10-02T18:36:10.6Z,3,REGULAR,turnover,bad pass,[],1628401,,,1610612738,78,53,2022-10-02T18:36:16Z,4260000,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 1629023]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,Washington,1629023.0,,,,,,,,,,
433,PT07M57.00S,2022-10-02T18:36:10.6Z,3,REGULAR,steal,,[],1629023,,,1610612766,78,53,2022-10-02T18:36:12Z,4270000,,,0,,P. Washington STEAL (2 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
