actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
261,PT12M00.00S,2023-05-02T00:39:14.6Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612755,66,63,2023-05-02T00:39:46Z,2540000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT12M00.00S,2023-05-02T00:39:59.7Z,3,REGULAR,period,start,[],0,,,1610612738,66,63,2023-05-02T00:39:59Z,2550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT11M50.00S,2023-05-02T00:40:08.5Z,3,REGULAR,turnover,bad pass,[],1628401,,,1610612738,66,63,2023-05-02T00:40:46Z,2560000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 200782]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,Tucker,200782.0,,,,
264,PT11M50.00S,2023-05-02T00:40:08.5Z,3,REGULAR,steal,,[],200782,,,1610612755,66,63,2023-05-02T00:40:12Z,2570000,False,,,0,,P. Tucker STEAL (2 STL),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
265,PT11M40.00S,2023-05-02T00:40:19.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201935,67.36202365308804,40.68627450980392,1610612755,66,63,2023-05-02T00:41:17Z,2580000,False,-47.0,254.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
266,PT11M37.00S,2023-05-02T00:40:22.3Z,3,REGULAR,rebound,offensive,[],1630194,,,1610612755,66,63,2023-05-02T00:40:27Z,2590000,False,,,0,,P. Reed REBOUND (Off:3 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,,,265.0,6.0,3.0,3.0,,,,,,,,,,
267,PT11M31.00S,2023-05-02T00:40:27.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202699,72.48685939553219,82.1078431372549,1610612755,66,63,2023-05-02T00:40:36Z,2600000,False,161.0,206.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
268,PT11M27.00S,2023-05-02T00:40:31.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,66,63,2023-05-02T00:40:36Z,2610000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,267.0,,,,,,,,,,,,,
271,PT11M14.00S,2023-05-02T00:41:22.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630178,71.04139290407359,10.294117647058822,1610612755,66,63,2023-05-02T00:41:56Z,2640000,False,-199.0,220.0,1,right,MISS T. Maxey 29' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,29.61,Missed,,,,,,,,,,,,,,,,,,
272,PT11M13.00S,2023-05-02T00:41:23.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,66,63,2023-05-02T00:41:33Z,2650000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,271.0,,,,,,,,,,,,,
273,PT11M13.00S,2023-05-02T00:41:28.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,66,63,2023-05-02T00:41:37Z,2660000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,2004.0,,,,,,,
274,PT10M54.00S,2023-05-02T00:41:52.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201143,8.14717477003942,55.415134803921575,1610612738,68,63,2023-05-02T00:41:58Z,2670000,False,-27.0,24.0,1,left,A. Horford Hook (6 PTS) (M. Smart 6 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,3.63,Made,6.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,
276,PT10M26.00S,2023-05-02T00:42:20.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,85.41392904073587,50.635723039215684,1610612755,68,63,2023-05-02T00:42:26Z,2690000,False,3.0,85.0,1,right,MISS J. Harden 8' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,8.47,Missed,,,,,,,,,,,,,,,,,,
277,PT10M24.00S,2023-05-02T00:42:22.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,68,63,2023-05-02T00:42:30Z,2700000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,276.0,4.0,4.0,0.0,,,,,,,,,,
278,PT10M10.00S,2023-05-02T00:42:36.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203935,8.804204993429698,40.7015931372549,1610612738,68,63,2023-05-02T00:42:43Z,2710000,False,46.0,30.0,1,left,MISS M. Smart driving Hook,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,5.55,Missed,,,,,,,,,,,,,,,,,,
279,PT10M08.00S,2023-05-02T00:42:38.1Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,68,63,2023-05-02T00:42:43Z,2720000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,278.0,3.0,3.0,0.0,,,,,,,,,,
280,PT09M59.00S,2023-05-02T00:42:46.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,84.83902759526939,42.40196078431372,1610612755,68,65,2023-05-02T00:42:50Z,2730000,False,-38.0,90.0,1,right,T. Harris 9' fadeaway Jump Shot (13 PTS),[202699],1610612755.0,PHI,fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,9.77,Made,13.0,,,,,,,,,,,,,,,,,
281,PT09M45.00S,2023-05-02T00:43:04.0Z,3,REGULAR,foul,personal,['2freethrow'],200782,,,1610612738,68,65,2023-05-02T00:43:19Z,2740000,False,,,0,,P. Tucker shooting personal FOUL (2 PF) (Tatum 2 FT),"[200782, 1628369]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,,,,2.0,0.0,Tatum,1628369.0
283,PT09M45.00S,2023-05-02T00:43:28.5Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,69,65,2023-05-02T00:43:28Z,2760000,False,,,0,,J. Tatum Free Throw 1 of 2 (27 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
284,PT09M45.00S,2023-05-02T00:43:44.5Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,70,65,2023-05-02T00:43:44Z,2770000,False,,,0,,J. Tatum Free Throw 2 of 2 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
285,PT09M31.00S,2023-05-02T00:44:01.2Z,3,REGULAR,3pt,Jump Shot,[],1630178,67.09921156373193,59.55882352941176,1610612755,70,68,2023-05-02T00:44:34Z,2780000,False,48.0,257.0,1,right,T. Maxey 26' 3PT pullup (10 PTS) (T. Harris 3 AST),"[1630178, 202699]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.12,Made,10.0,T. Harris,202699.0,3.0,,,,,,,,,,,,,,
287,PT09M20.00S,2023-05-02T00:44:12.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.411957950065702,57.84313725490197,1610612738,70,68,2023-05-02T00:44:25Z,2800000,False,-39.0,36.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
288,PT09M19.00S,2023-05-02T00:44:13.8Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,70,68,2023-05-02T00:44:25Z,2810000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,287.0,5.0,4.0,1.0,,,,,,,,,,
289,PT09M19.00S,2023-05-02T00:44:16.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628369,5.590000152587891,50.0,1610612738,72,68,2023-05-02T00:44:31Z,2820000,False,0.0,0.0,1,left,J. Tatum tip Layup (30 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.0,Made,30.0,,,,,,,,,,,,,,,,,
290,PT09M03.00S,2023-05-02T00:44:29.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,91.80354796320631,57.84313725490197,1610612755,72,70,2023-05-02T00:44:36Z,2830000,False,39.0,25.0,1,right,T. Maxey driving floating bank Jump Shot (12 PTS),[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,12.0,,,,,,,,,,,,,,,,,
291,PT08M56.00S,2023-05-02T00:44:37.1Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,72,70,2023-05-02T00:44:43Z,2840000,False,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1630178]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,3.0,Maxey,1630178.0,,,,
292,PT08M56.00S,2023-05-02T00:44:37.1Z,3,REGULAR,steal,,[],1630178,,,1610612755,72,70,2023-05-02T00:44:39Z,2850000,False,,,0,,T. Maxey STEAL (3 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
293,PT08M51.00S,2023-05-02T00:44:41.4Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1630178,75.29566360052561,79.18964460784314,1610612755,72,70,2023-05-02T00:46:24Z,2860000,False,146.0,180.0,1,right,MISS T. Maxey 23' running pullup Shot,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,23.15,Missed,,,,,,,,,,,,,,,,,,
294,PT08M50.00S,2023-05-02T00:44:42.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,70,2023-05-02T00:44:50Z,2870000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,293.0,6.0,5.0,1.0,,,,,,,,,,
295,PT08M45.00S,2023-05-02T00:44:50.9Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,72,70,2023-05-02T00:44:56Z,2880000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (4 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2714.0,4.0,,,,,,
296,PT08M34.00S,2023-05-02T00:45:08.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630194,91.80354796320631,50.245098039215684,1610612755,72,72,2023-05-02T00:45:14Z,2890000,False,1.0,25.0,1,right,P. Reed cutting DUNK (6 PTS) (T. Maxey 2 AST),"[1630194, 1630178]",1610612755.0,PHI,cutting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,2.45,Made,6.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
298,PT08M11.00S,2023-05-02T00:45:31.4Z,3,REGULAR,3pt,Jump Shot,[],1628401,9.543363994743759,4.411764705882353,1610612738,72,72,2023-05-02T00:45:37Z,2910000,False,228.0,37.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.09,Missed,,,,,,,,,,,,,,,,,,
299,PT08M10.00S,2023-05-02T00:45:32.4Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612755,72,72,2023-05-02T00:45:37Z,2920000,False,,,0,,P. Reed REBOUND (Off:3 Def:4),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Right Corner 3,24+ Right,,,,,,,298.0,7.0,4.0,3.0,,,,,,,,,,
300,PT07M55.00S,2023-05-02T00:45:47.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.01511169513797,49.26470588235294,1610612755,72,74,2023-05-02T00:45:51Z,2930000,False,-4.0,32.0,1,right,J. Harden driving Layup (23 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.22,Made,23.0,,,,,,,,,,,,,,,,,
301,PT07M55.00S,2023-05-02T00:45:53.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,72,74,2023-05-02T00:45:53Z,2940000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT07M44.00S,2023-05-02T00:49:40.9Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,72,74,2023-05-02T00:49:45Z,2950000,False,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 202699]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,3.0,Harris,202699.0,,,,
303,PT07M44.00S,2023-05-02T00:49:40.9Z,3,REGULAR,steal,,[],202699,,,1610612755,72,74,2023-05-02T00:49:43Z,2960000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
304,PT07M37.00S,2023-05-02T00:49:47.5Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612755,72,74,2023-05-02T00:49:52Z,2970000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1627759]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,
305,PT07M37.00S,2023-05-02T00:49:47.5Z,3,REGULAR,steal,,[],1627759,,,1610612738,72,74,2023-05-02T00:49:51Z,2980000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
306,PT07M30.00S,2023-05-02T00:49:54.3Z,3,REGULAR,foul,personal,['2freethrow'],200782,,,1610612738,72,74,2023-05-02T00:50:07Z,2990000,False,,,0,,P. Tucker shooting personal FOUL (3 PF) (Brown 2 FT),"[200782, 1627759]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2714.0,,,,3.0,0.0,Brown,1627759.0
308,PT07M30.00S,2023-05-02T00:50:23.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,73,74,2023-05-02T00:50:23Z,3010000,False,,,0,,J. Brown Free Throw 1 of 2 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
309,PT07M30.00S,2023-05-02T00:50:40.5Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,74,74,2023-05-02T00:50:40Z,3020000,False,,,0,,J. Brown Free Throw 2 of 2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
310,PT07M09.00S,2023-05-02T00:51:03.7Z,3,REGULAR,2pt,Jump Shot,[],201935,90.22667542706965,77.20588235294117,1610612755,74,76,2023-05-02T00:51:08Z,3030000,False,136.0,39.0,1,right,J. Harden 14' step back Jump Shot (25 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,14.16,Made,25.0,,,,,,,,,,,,,,,,,
311,PT06M57.00S,2023-05-02T00:51:16.2Z,3,REGULAR,3pt,Jump Shot,[],201143,24.129434954007884,93.38235294117648,1610612738,74,76,2023-05-02T00:51:24Z,3040000,False,-217.0,174.0,1,left,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,27.83,Missed,,,,,,,,,,,,,,,,,,
312,PT06M55.00S,2023-05-02T00:51:18.2Z,3,REGULAR,rebound,defensive,[],200782,,,1610612755,74,76,2023-05-02T00:51:24Z,3050000,False,,,0,,P. Tucker REBOUND (Off:2 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,311.0,3.0,1.0,2.0,,,,,,,,,,
313,PT06M42.00S,2023-05-02T00:51:30.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,91.67214191852825,62.00980392156863,1610612755,74,78,2023-05-02T00:51:34Z,3060000,False,60.0,26.0,1,right,T. Maxey 6' driving Layup (14 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,14.0,,,,,,,,,,,,,,,,,
314,PT06M29.00S,2023-05-02T00:51:43.1Z,3,REGULAR,3pt,Jump Shot,[],203935,29.122864651773984,18.38235294117647,1610612738,74,78,2023-05-02T00:51:51Z,3070000,False,158.0,221.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,27.2,Missed,,,,,,,,,,,,,,,,,,
315,PT06M27.00S,2023-05-02T00:51:45.1Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,74,78,2023-05-02T00:51:51Z,3080000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,314.0,4.0,4.0,0.0,,,,,,,,,,
316,PT06M06.00S,2023-05-02T00:52:05.7Z,3,REGULAR,3pt,Jump Shot,[],201935,68.41327201051249,66.42156862745098,1610612755,74,78,2023-05-02T00:53:03Z,3090000,False,82.0,244.0,1,right,MISS J. Harden 25' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
317,PT06M04.00S,2023-05-02T00:52:07.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,74,78,2023-05-02T00:52:10Z,3100000,False,,,0,,A. Horford REBOUND (Off:2 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,316.0,4.0,2.0,2.0,,,,,,,,,,
318,PT05M54.00S,2023-05-02T00:52:18.0Z,3,REGULAR,3pt,Jump Shot,[],201143,33.98488830486202,48.03921568627451,1610612738,77,78,2023-05-02T00:52:22Z,3110000,False,10.0,267.0,1,left,A. Horford 26' 3PT  (9 PTS) (J. Brown 3 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,26.72,Made,9.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,
320,PT05M37.00S,2023-05-02T00:52:37.1Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612755,77,78,2023-05-02T00:52:52Z,3130000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Harden 2 FT),"[203935, 201935]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2714.0,,,,1.0,0.0,Harden,201935.0
322,PT05M37.00S,2023-05-02T00:53:25.6Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,77,79,2023-05-02T00:53:25Z,3150000,False,,,0,,J. Harden Free Throw 1 of 2 (26 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
323,PT05M37.00S,2023-05-02T00:53:26.5Z,3,REGULAR,substitution,out,[],1628401,,,1610612755,77,79,2023-05-02T00:53:38Z,3160000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT05M37.00S,2023-05-02T00:53:26.5Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,77,79,2023-05-02T00:53:38Z,3170000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT05M37.00S,2023-05-02T00:53:26.5Z,3,REGULAR,substitution,in,[],1627763,,,1610612755,77,79,2023-05-02T00:53:38Z,3180000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT05M37.00S,2023-05-02T00:53:26.5Z,3,REGULAR,substitution,in,[],1629001,,,1610612755,77,79,2023-05-02T00:53:38Z,3190000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT05M37.00S,2023-05-02T00:53:52.4Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,77,80,2023-05-02T00:53:52Z,3200000,False,,,0,,J. Harden Free Throw 2 of 2 (27 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
328,PT05M25.00S,2023-05-02T00:54:08.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.09789750328515,56.372549019607845,1610612738,77,80,2023-05-02T00:54:12Z,3210000,False,-32.0,24.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
329,PT05M23.00S,2023-05-02T00:54:10.1Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612755,77,80,2023-05-02T00:54:12Z,3220000,False,,,0,,P. Reed REBOUND (Off:3 Def:5),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,328.0,8.0,5.0,3.0,,,,,,,,,,
331,PT05M10.00S,2023-05-02T00:54:27.0Z,3,REGULAR,substitution,out,[],201143,,,1610612755,77,80,2023-05-02T00:54:35Z,3240000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT05M10.00S,2023-05-02T00:54:27.0Z,3,REGULAR,substitution,in,[],1629057,,,1610612755,77,80,2023-05-02T00:54:35Z,3250000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT05M06.00S,2023-05-02T00:54:51.0Z,3,REGULAR,3pt,Jump Shot,[],201935,94.95729303547962,95.83333333333334,1610612755,77,83,2023-05-02T00:54:54Z,3260000,False,229.0,-5.0,1,right,J. Harden 3PT  (30 PTS) (P. Reed 2 AST),"[201935, 1630194]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,22.93,Made,30.0,P. Reed,1630194.0,2.0,,,,,,,,,,,,,,
335,PT04M54.00S,2023-05-02T00:55:03.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,12.040078843626807,52.20588235294118,1610612738,79,83,2023-05-02T00:55:08Z,3280000,False,-11.0,61.0,1,left,M. Smart 6' driving floating Jump Shot (2 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,6.17,Made,2.0,,,,,,,,,,,,,,,,,
336,PT04M25.00S,2023-05-02T00:55:31.7Z,3,REGULAR,2pt,Jump Shot,[],201935,78.13731931668858,46.568627450980394,1610612755,79,83,2023-05-02T00:55:36Z,3290000,False,-17.0,153.0,1,right,MISS J. Harden 15' pullup Shot,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,15.4,Missed,,,,,,,,,,,,,,,,,,
337,PT04M24.00S,2023-05-02T00:55:32.7Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,79,83,2023-05-02T00:55:36Z,3300000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Center,,,,,,,336.0,3.0,2.0,1.0,,,,,,,,,,
338,PT04M18.00S,2023-05-02T00:55:40.9Z,3,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612738,79,83,2023-05-02T00:55:51Z,3310000,False,,,0,,P. Reed shooting personal FOUL (3 PF) (Tatum 2 FT),"[1630194, 1628369]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202026.0,,,,3.0,0.0,Tatum,1628369.0
340,PT04M18.00S,2023-05-02T00:56:03.9Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,80,83,2023-05-02T00:56:03Z,3330000,False,,,0,,J. Tatum Free Throw 1 of 2 (31 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
341,PT04M18.00S,2023-05-02T00:56:06.8Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,80,83,2023-05-02T00:56:30Z,3340000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT04M18.00S,2023-05-02T00:56:06.8Z,3,REGULAR,substitution,out,[],202699,,,1610612738,80,83,2023-05-02T00:56:30Z,3350000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
