actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
251,PT05M56.00S,2022-10-08T00:18:05.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,30.27266754270697,72.79411764705883,1610612738,46,36,2022-10-08T00:18:09Z,2510000,-114.0,232.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
252,PT05M55.00S,2022-10-08T00:18:07.0Z,2,REGULAR,rebound,defensive,[],1630547,,,1610612766,46,36,2022-10-08T00:18:07Z,2520000,,,0,,J. Bouknight REBOUND (Off:0 Def:3),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,,
253,PT05M52.00S,2022-10-08T00:18:09.7Z,2,REGULAR,turnover,bad pass,[],1630547,,,1610612766,46,36,2022-10-08T00:18:14Z,2530000,,,0,,J. Bouknight bad pass TURNOVER (1 TO),"[1630547, 1628401]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,White,1628401.0,,
254,PT05M52.00S,2022-10-08T00:18:09.7Z,2,REGULAR,steal,,[],1628401,,,1610612738,46,36,2022-10-08T00:18:12Z,2540000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
255,PT05M48.00S,2022-10-08T00:18:19.0Z,2,REGULAR,foul,personal,['1freethrow'],203486,,,1610612738,46,36,2022-10-08T00:20:59Z,2550000,,,0,,M. Plumlee transition take personal FOUL (1 PF) (White 1 FT),"[203486, 1628401]",1610612766.0,CHA,transition take,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2534.0,1.0,0.0,White,1628401.0,,,,,
257,PT05M48.00S,2022-10-08T00:19:03.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,46,36,2022-10-08T00:19:03Z,2570000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M48.00S,2022-10-08T00:20:00.3Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,46,36,2022-10-08T00:20:46Z,2580000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M48.00S,2022-10-08T00:20:00.3Z,2,REGULAR,substitution,in,[],1630573,,,1610612738,46,36,2022-10-08T00:20:46Z,2590000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M48.00S,2022-10-08T00:21:14.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628401,,,1610612738,46,36,2022-10-08T00:21:14Z,2600000,,,0,,MISS D. White transition take Free Throw 1 of 1,[1628401],1610612738.0,BOS,transition take,,,White,D. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
261,PT05M41.00S,2022-10-08T00:21:21.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,46,36,2022-10-08T00:21:24Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,
262,PT05M24.00S,2022-10-08T00:21:38.3Z,2,REGULAR,foul,offensive,[],203943,,,1610612738,46,36,2022-10-08T00:21:50Z,2620000,,,0,,N. Vonleh offensive FOUL (3 PF),"[203943, 203486]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203592.0,3.0,0.0,Plumlee,203486.0,,,,,
264,PT05M24.00S,2022-10-08T00:21:38.3Z,2,REGULAR,turnover,offensive foul,[],203943,,,1610612738,46,36,2022-10-08T00:21:38Z,2640000,,,0,,N. Vonleh offensive foul TURNOVER (3 TO),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203592.0,,,,,3.0,,,,
265,PT05M24.00S,2022-10-08T00:22:05.7Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,46,36,2022-10-08T00:22:42Z,2650000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1629684]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,Williams,1629684.0,,
266,PT05M24.00S,2022-10-08T00:22:05.7Z,2,REGULAR,steal,,[],1629684,,,1610612738,46,36,2022-10-08T00:22:07Z,2660000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
267,PT05M23.00S,2022-10-08T00:22:11.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203943,9.904730617608408,48.529411764705884,1610612738,46,38,2022-10-08T00:34:53Z,2670000,7.0,41.0,1,left,N. Vonleh running Layup (6 PTS) (D. White 2 AST),"[203943, 1628401]",1610612738.0,BOS,running,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,4.13,Made,,,,,6.0,D. White,1628401.0,2.0,,,,,,,,,,
269,PT05M09.00S,2022-10-08T00:22:25.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,93.74178712220763,60.294117647058826,1610612766,48,38,2022-10-08T00:22:30Z,2690000,51.0,6.0,1,right,P. Washington turnaround Hook (10 PTS) (M. Plumlee 2 AST),"[1629023, 203486]",1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.19,Made,,,,,10.0,M. Plumlee,203486.0,2.0,,,,,,,,,,
271,PT04M55.00S,2022-10-08T00:22:40.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,12.00722733245729,49.754901960784316,1610612738,48,40,2022-10-08T00:36:07Z,2710000,1.0,60.0,1,left,G. Williams 6' driving floating Jump Shot (2 PTS) (D. White 3 AST),"[1629684, 1628401]",1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,,,,,2.0,D. White,1628401.0,3.0,,,,,,,,,,
273,PT04M39.00S,2022-10-08T00:22:55.3Z,2,REGULAR,3pt,Jump Shot,[],1626162,66.80354796320631,57.35294117647059,1610612766,51,40,2022-10-08T00:23:00Z,2730000,37.0,260.0,1,right,K. Oubre Jr. 26' 3PT  (11 PTS) (L. Ball 6 AST),"[1626162, 1630163]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,26.21,Made,,,,,11.0,L. Ball,1630163.0,6.0,,,,,,,,,,
275,PT04M20.00S,2022-10-08T00:23:14.7Z,2,REGULAR,3pt,Jump Shot,[],1627759,9.379106438896187,96.81372549019608,1610612738,51,43,2022-10-08T00:23:18Z,2750000,-234.0,36.0,1,left,J. Brown 3PT  (10 PTS) (N. Vonleh 2 AST),"[1627759, 203943]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.68,Made,,,,,10.0,N. Vonleh,203943.0,2.0,,,,,,,,,,
277,PT04M10.00S,2022-10-08T00:23:24.5Z,2,REGULAR,3pt,Jump Shot,[],1630163,66.67214191852825,45.833333333333336,1610612766,51,43,2022-10-08T00:23:29Z,2770000,-21.0,261.0,1,right,MISS L. Ball 26' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
278,PT04M08.00S,2022-10-08T00:23:27.1Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,51,43,2022-10-08T00:23:27Z,2780000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,277.0,1.0,1.0,0.0,,,,,,,,,,,,,,
279,PT03M59.00S,2022-10-08T00:23:36.2Z,2,REGULAR,turnover,lost ball,[],203943,,,1610612738,51,43,2022-10-08T00:23:43Z,2790000,,,0,,N. Vonleh lost ball TURNOVER (4 TO),"[203943, 1630163]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,4.0,Ball,1630163.0,,
280,PT03M59.00S,2022-10-08T00:23:36.2Z,2,REGULAR,steal,,[],1630163,,,1610612766,51,43,2022-10-08T00:23:37Z,2800000,,,0,,L. Ball STEAL (3 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
281,PT03M53.00S,2022-10-08T00:23:42.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626162,94.00459921156373,49.26470588235294,1610612766,53,43,2022-10-08T00:38:31Z,2810000,-4.0,4.0,1,right,K. Oubre Jr. running Layup (13 PTS) (L. Ball 7 AST),"[1626162, 1630163]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,13.0,L. Ball,1630163.0,7.0,,,,,,,,,,
283,PT03M33.00S,2022-10-08T00:24:02.0Z,2,REGULAR,3pt,Jump Shot,[],1630573,7.145203679369246,3.4313725490196134,1610612738,53,46,2022-10-08T00:24:05Z,2830000,233.0,15.0,1,left,S. Hauser 3PT  (3 PTS) (D. White 4 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.33,Made,,,,,3.0,D. White,1628401.0,4.0,,,,,,,,,,
285,PT03M22.00S,2022-10-08T00:24:16.2Z,2,REGULAR,foul,offensive,[],1626162,,,1610612766,53,46,2022-10-08T00:24:24Z,2850000,,,0,,K. Oubre Jr. offensive FOUL (2 PF),"[1626162, 1628401]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203592.0,2.0,0.0,White,1628401.0,,,,,
287,PT03M22.00S,2022-10-08T00:24:16.2Z,2,REGULAR,turnover,offensive foul,[],1626162,,,1610612766,53,46,2022-10-08T00:24:16Z,2870000,,,0,,K. Oubre Jr. offensive foul TURNOVER (1 TO),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203592.0,,,,,1.0,,,,
288,PT03M22.00S,2022-10-08T00:24:22.4Z,2,REGULAR,substitution,out,[],1630163,,,1610612738,53,46,2022-10-08T00:24:34Z,2880000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M22.00S,2022-10-08T00:24:22.4Z,2,REGULAR,substitution,out,[],203943,,,1610612738,53,46,2022-10-08T00:24:34Z,2890000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M22.00S,2022-10-08T00:24:22.4Z,2,REGULAR,substitution,in,[],1626179,,,1610612738,53,46,2022-10-08T00:24:34Z,2900000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M22.00S,2022-10-08T00:24:22.4Z,2,REGULAR,substitution,in,[],201933,,,1610612738,53,46,2022-10-08T00:24:34Z,2910000,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M08.00S,2022-10-08T00:24:56.3Z,2,REGULAR,foul,personal,['2freethrow'],203486,,,1610612738,53,46,2022-10-08T00:25:05Z,2920000,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Griffin 2 FT),"[203486, 201933]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203592.0,2.0,0.0,Griffin,201933.0,,,,,
294,PT03M08.00S,2022-10-08T00:25:18.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201933,,,1610612738,53,47,2022-10-08T00:25:18Z,2940000,,,0,,B. Griffin Free Throw 1 of 2 (3 PTS),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
295,PT03M08.00S,2022-10-08T00:25:35.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201933,,,1610612738,53,48,2022-10-08T00:25:35Z,2950000,,,0,,B. Griffin Free Throw 2 of 2 (4 PTS),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
296,PT02M51.00S,2022-10-08T00:25:57.5Z,2,REGULAR,foul,personal,[],1627759,,,1610612766,53,48,2022-10-08T00:26:06Z,2960000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 203486]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203592.0,1.0,0.0,Plumlee,203486.0,,,,,
298,PT02M51.00S,2022-10-08T00:26:13.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,53,48,2022-10-08T00:26:13Z,2980000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M47.00S,2022-10-08T00:29:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.47897503285151,49.754901960784316,1610612766,55,48,2022-10-08T00:29:09Z,2990000,-1.0,9.0,1,right,T. Rozier driving Layup (8 PTS) (M. Plumlee 3 AST),"[1626179, 203486]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,8.0,M. Plumlee,203486.0,3.0,,,,,,,,,,
300,PT02M32.00S,2022-10-08T00:29:18.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,28.038764783180028,19.117647058823522,1610612738,55,51,2022-10-08T00:29:22Z,3000000,154.0,211.0,1,left,J. Brown 26' 3PT  (13 PTS) (D. White 5 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,13.0,D. White,1628401.0,5.0,,,,,,,,,,
302,PT02M12.00S,2022-10-08T00:29:38.5Z,2,REGULAR,3pt,Jump Shot,[],1626162,71.53416557161628,79.41176470588235,1610612766,55,51,2022-10-08T00:29:42Z,3020000,147.0,215.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
303,PT02M10.00S,2022-10-08T00:29:40.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,55,51,2022-10-08T00:29:40Z,3030000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,302.0,4.0,4.0,0.0,,,,,,,,,,,,,,
304,PT02M04.00S,2022-10-08T00:29:47.2Z,2,REGULAR,3pt,Jump Shot,[],201933,33.163600525624176,60.78431372549019,1610612738,55,54,2022-10-08T00:29:51Z,3040000,-54.0,259.0,1,left,B. Griffin 26' 3PT  (7 PTS) (J. Brown 2 AST),"[201933, 1627759]",1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Center,26.47,Made,,,,,7.0,J. Brown,1627759.0,2.0,,,,,,,,,,
306,PT01M44.00S,2022-10-08T00:30:06.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203486,90.5880420499343,50.73529411764706,1610612766,55,54,2022-10-08T00:30:11Z,3060000,4.0,36.0,1,right,MISS M. Plumlee Jump Shot,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,,,,,
307,PT01M43.00S,2022-10-08T00:30:08.4Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,55,54,2022-10-08T00:30:08Z,3070000,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,306.0,2.0,2.0,0.0,,,,,,,,,,,,,,
308,PT01M36.00S,2022-10-08T00:30:15.0Z,2,REGULAR,3pt,Jump Shot,[],1630573,30.929697766097235,26.715686274509807,1610612738,55,54,2022-10-08T00:30:23Z,3080000,116.0,238.0,1,left,MISS S. Hauser 26' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
309,PT01M34.00S,2022-10-08T00:30:17.2Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,55,54,2022-10-08T00:30:17Z,3090000,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,308.0,4.0,3.0,1.0,,,,,,,,,,,,,,
310,PT01M20.00S,2022-10-08T00:30:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.95335085413929,50.245098039215684,1610612766,55,54,2022-10-08T00:30:34Z,3100000,1.0,14.0,1,right,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
311,PT01M19.00S,2022-10-08T00:30:32.3Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,55,54,2022-10-08T00:30:32Z,3110000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,310.0,2.0,2.0,0.0,,,,,,,,,,,,,,
312,PT01M14.00S,2022-10-08T00:30:40.6Z,2,REGULAR,foul,personal,['2freethrow'],1630547,,,1610612738,55,54,2022-10-08T00:30:53Z,3120000,,,0,,J. Bouknight shooting personal FOUL (1 PF) (White 2 FT),"[1630547, 1628401]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628485.0,1.0,0.0,White,1628401.0,,,,,
314,PT01M14.00S,2022-10-08T00:31:08.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628401,,,1610612738,55,55,2022-10-08T00:31:08Z,3140000,,,0,,D. White Free Throw 1 of 2 (14 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
315,PT01M14.00S,2022-10-08T00:31:09.0Z,2,REGULAR,substitution,out,[],1630547,,,1610612738,55,55,2022-10-08T00:31:12Z,3150000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M14.00S,2022-10-08T00:31:09.0Z,2,REGULAR,substitution,in,[],1630163,,,1610612738,55,55,2022-10-08T00:31:12Z,3160000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M14.00S,2022-10-08T00:31:33.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628401,,,1610612738,55,56,2022-10-08T00:31:33Z,3170000,,,0,,D. White Free Throw 2 of 2 (15 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
319,PT00M56.40S,2022-10-08T00:32:11.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,94.26741130091985,52.69607843137255,1610612766,57,56,2022-10-08T00:32:17Z,3190000,13.0,1.0,1,right,M. Plumlee Layup (4 PTS) (P. Washington 1 AST),"[203486, 1629023]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,4.0,P. Washington,1629023.0,1.0,,,,,,,,,,
321,PT00M41.30S,2022-10-08T00:32:36.4Z,2,REGULAR,3pt,Jump Shot,[],1628401,30.798291721419176,28.186274509803923,1610612738,57,56,2022-10-08T00:32:41Z,3210000,109.0,237.0,1,left,MISS D. White 26' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
322,PT00M38.20S,2022-10-08T00:32:39.5Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,57,56,2022-10-08T00:32:39Z,3220000,,,0,,M. Plumlee REBOUND (Off:1 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,321.0,5.0,4.0,1.0,,,,,,,,,,,,,,
323,PT00M32.70S,2022-10-08T00:32:45.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,79.41852825229961,8.82352941176471,1610612766,60,56,2022-10-08T00:45:54Z,3230000,-206.0,141.0,1,right,K. Oubre Jr. 24' 3PT running (16 PTS) (M. Plumlee 4 AST),"[1626162, 203486]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,24.96,Made,,,,,16.0,M. Plumlee,203486.0,4.0,,,,,,,,,,
325,PT00M14.00S,2022-10-08T00:33:11.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626179,,,1610612738,60,56,2022-10-08T00:33:25Z,3250000,,,0,,T. Rozier personal FOUL (1 PF) (Brown 2 FT),"[1626179, 1627759]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Center,,,,,,,,,,,203592.0,1.0,0.0,Brown,1627759.0,,,,,
327,PT00M14.00S,2022-10-08T00:33:37.7Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,60,57,2022-10-08T00:33:37Z,3270000,,,0,,J. Brown Free Throw 1 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
328,PT00M14.00S,2022-10-08T00:33:38.6Z,2,REGULAR,substitution,out,[],201933,,,1610612738,60,57,2022-10-08T00:33:43Z,3280000,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M14.00S,2022-10-08T00:33:38.6Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,60,57,2022-10-08T00:33:43Z,3290000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M14.00S,2022-10-08T00:33:37.7Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,60,57,2022-10-08T00:34:03Z,3300000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
331,PT00M13.20S,2022-10-08T00:33:38.5Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,60,57,2022-10-08T00:34:03Z,3310000,,,0,,M. Plumlee REBOUND (Off:1 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,330.0,6.0,5.0,1.0,,,,,,,,,,,,,,
332,PT00M01.20S,2022-10-08T00:34:10.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,91.90210249671485,50.98039215686275,1610612766,60,57,2022-10-08T00:34:16Z,3320000,5.0,24.0,1,right,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
333,PT00M01.20S,2022-10-08T00:34:10.6Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,60,57,2022-10-08T00:34:16Z,3330000,,,0,,M. Plumlee REBOUND (Off:2 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,332.0,7.0,5.0,2.0,,,,,,,,,,,,,,
334,PT00M00.00S,2022-10-08T00:34:14.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,94.40999984741211,50.0,1610612766,62,57,2022-10-08T00:34:14Z,3340000,0.0,0.0,1,right,M. Plumlee tip Layup (6 PTS),[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,6.0,,,,,,,,,,,,,
336,PT00M00.00S,2022-10-08T00:35:30.0Z,2,REGULAR,period,end,[],0,,,1610612738,62,57,2022-10-08T00:35:30Z,3360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-10-08T00:47:28.3Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612738,62,57,2022-10-08T00:49:45Z,3370000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-10-08T00:47:28.3Z,3,REGULAR,substitution,in,['startperiod'],201933,,,1610612738,62,57,2022-10-08T00:49:45Z,3380000,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-10-08T00:50:19.6Z,3,REGULAR,period,start,[],0,,,1610612738,62,57,2022-10-08T00:50:19Z,3390000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M47.00S,2022-10-08T00:50:32.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201933,91.50788436268068,49.50980392156863,1610612738,62,57,2022-10-08T00:50:35Z,3400000,-2.0,27.0,1,right,MISS B. Griffin Layup - blocked,"[201933, 203486]",1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,Plumlee,203486.0
342,PT11M47.00S,2022-10-08T00:50:32.2Z,3,REGULAR,block,,[],203486,,,1610612738,62,57,2022-10-08T00:50:34Z,3410000,,,0,,M. Plumlee BLOCK (2 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
