actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
512,PT00M38.60S,2022-10-08T01:15:24.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630202,88.48554533508542,46.568627450980394,1610612738,84,91,2022-10-08T01:32:20Z,5100000,-17.0,56.0,1,right,MISS P. Pritchard running Layup - blocked,"[1630202, 1626179]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,Rozier,1626179.0
513,PT00M38.60S,2022-10-08T01:15:24.9Z,3,REGULAR,block,,[],1626179,,,1610612738,84,91,2022-10-08T01:15:27Z,5110000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
514,PT00M36.20S,2022-10-08T01:15:27.3Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,84,91,2022-10-08T01:15:27Z,5120000,,,0,,T. Rozier REBOUND (Off:2 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,512.0,5.0,3.0,2.0,,,,,,,,,,,,,,
515,PT00M34.40S,2022-10-08T01:15:29.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631109,9.247700394218143,46.32352941176471,1610612766,84,91,2022-10-08T01:32:32Z,5130000,18.0,34.0,1,left,MISS M. Williams running DUNK - blocked,"[1631109, 1628382]",1610612766.0,CHA,running,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.9,Missed,,,,,,,,,,,,,,,,,Jackson,1628382.0
516,PT00M34.40S,2022-10-08T01:15:29.1Z,3,REGULAR,block,,[],1628382,,,1610612766,84,91,2022-10-08T01:15:31Z,5140000,,,0,,J. Jackson BLOCK (1 BLK),[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
517,PT00M31.30S,2022-10-08T01:15:32.2Z,3,REGULAR,rebound,defensive,[],1630271,,,1610612738,84,91,2022-10-08T01:15:37Z,5150000,,,0,,B. Thomas REBOUND (Off:1 Def:3),[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Restricted Area,0-8 Center,,,515.0,4.0,3.0,1.0,,,,,,,,,,,,,,
518,PT00M03.40S,2022-10-08T01:15:54.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203943,95.18725361366623,52.205882352941174,1610612738,84,93,2022-10-08T01:15:58Z,5160000,11.0,-7.0,1,right,N. Vonleh Layup (10 PTS) (P. Pritchard 5 AST),"[203943, 1630202]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,10.0,P. Pritchard,1630202.0,5.0,,,,,,,,,,
520,PT00M00.00S,2022-10-08T01:16:09.7Z,3,REGULAR,period,end,[],0,,,1610612766,84,93,2022-10-08T01:16:09Z,5180000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2022-10-08T01:18:17.0Z,4,REGULAR,substitution,out,['startperiod'],1630547,,,1610612766,84,93,2022-10-08T01:18:59Z,5190000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2022-10-08T01:18:17.0Z,4,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,84,93,2022-10-08T01:18:59Z,5200000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2022-10-08T01:19:03.9Z,4,REGULAR,period,start,[],0,,,1610612766,84,93,2022-10-08T01:19:03Z,5210000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M44.00S,2022-10-08T01:19:19.6Z,4,REGULAR,3pt,Jump Shot,[],1630550,23.570959264126145,88.23529411764706,1610612766,84,93,2022-10-08T01:19:23Z,5220000,-191.0,169.0,1,left,MISS J. Thor 25' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
525,PT11M42.00S,2022-10-08T01:19:21.6Z,4,REGULAR,rebound,defensive,[],1628382,,,1610612738,84,93,2022-10-08T01:19:21Z,5230000,,,0,,J. Jackson REBOUND (Off:1 Def:1),[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,,,524.0,2.0,1.0,1.0,,,,,,,,,,,,,,
526,PT11M27.00S,2022-10-08T01:19:36.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628382,91.11366622864652,48.28431372549019,1610612738,84,93,2022-10-08T01:19:42Z,5240000,-9.0,31.0,1,right,MISS J. Jackson Layup,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,,,
527,PT11M24.00S,2022-10-08T01:19:39.6Z,4,REGULAR,rebound,offensive,[],1630271,,,1610612738,84,93,2022-10-08T01:19:39Z,5250000,,,0,,B. Thomas REBOUND (Off:2 Def:3),[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Restricted Area,0-8 Center,,,526.0,5.0,3.0,2.0,,,,,,,,,,,,,,
528,PT11M21.00S,2022-10-08T01:19:42.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,68.9060446780552,33.57843137254902,1610612738,84,93,2022-10-08T01:19:47Z,5260000,-82.0,240.0,1,right,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
529,PT11M19.00S,2022-10-08T01:19:44.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,84,93,2022-10-08T01:19:52Z,5270000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,528.0,,,,,,,,,,,,,,,,,
531,PT10M58.00S,2022-10-08T01:20:15.5Z,4,REGULAR,3pt,Jump Shot,[],1629667,9.379106438896187,96.81372549019608,1610612766,84,93,2022-10-08T01:20:19Z,5290000,-234.0,36.0,1,left,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
532,PT10M56.00S,2022-10-08T01:20:17.9Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,84,93,2022-10-08T01:20:17Z,5300000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,,,531.0,1.0,1.0,0.0,,,,,,,,,,,,,,
533,PT10M50.00S,2022-10-08T01:20:23.5Z,4,REGULAR,3pt,Jump Shot,[],1628382,66.80354796320631,50.245098039215684,1610612738,84,93,2022-10-08T01:35:24Z,5310000,1.0,260.0,1,right,MISS J. Jackson 25' pullup 3PT,[1628382],1610612738.0,BOS,pullup,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
534,PT10M48.00S,2022-10-08T01:20:25.6Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,84,93,2022-10-08T01:20:25Z,5320000,,,0,,L. Ball REBOUND (Off:1 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,533.0,4.0,3.0,1.0,,,,,,,,,,,,,,
535,PT10M40.00S,2022-10-08T01:20:33.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,7.408015768725363,51.22549019607843,1610612766,86,93,2022-10-08T01:20:36Z,5330000,-6.0,17.0,1,left,M. Williams Layup (3 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,3.0,,,,,,,,,,,,,
537,PT10M22.00S,2022-10-08T01:20:51.6Z,4,REGULAR,2pt,Jump Shot,[],1630202,71.92838370565046,71.07843137254902,1610612738,86,95,2022-10-08T01:20:58Z,5350000,105.0,211.0,1,right,P. Pritchard 23' pullup Jump Shot (9 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,23.62,Made,,,,,9.0,,,,,,,,,,,,,
538,PT10M13.00S,2022-10-08T01:21:04.3Z,4,REGULAR,foul,personal,[],1630202,,,1610612766,86,95,2022-10-08T01:21:18Z,5360000,,,0,,P. Pritchard personal FOUL (3 PF),"[1630202, 1630163]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1628485.0,3.0,0.0,Ball,1630163.0,,,,,
540,PT10M04.00S,2022-10-08T01:21:38.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,10.82457293035479,48.529411764705884,1610612766,86,95,2022-10-08T01:21:44Z,5380000,7.0,49.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,4.99,Missed,,,,,,,,,,,,,,,,,,
541,PT09M59.00S,2022-10-08T01:21:43.5Z,4,REGULAR,rebound,offensive,[],1631109,,,1610612766,86,95,2022-10-08T01:21:43Z,5390000,,,0,,M. Williams REBOUND (Off:2 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,540.0,3.0,1.0,2.0,,,,,,,,,,,,,,
542,PT09M59.00S,2022-10-08T01:21:43.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631109,5.590000152587891,50.0,1610612766,86,95,2022-10-08T01:21:43Z,5400000,0.0,0.0,1,left,MISS M. Williams putback DUNK,[1631109],1610612766.0,CHA,putback,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
543,PT09M58.00S,2022-10-08T01:21:44.1Z,4,REGULAR,rebound,defensive,[],1628382,,,1610612738,86,95,2022-10-08T01:21:44Z,5410000,,,0,,J. Jackson REBOUND (Off:1 Def:2),[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Mid-Range,8-16 Left,,,542.0,3.0,2.0,1.0,,,,,,,,,,,,,,
544,PT09M57.00S,2022-10-08T01:21:47.2Z,4,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612738,86,95,2022-10-08T01:22:00Z,5420000,,,0,,J. Thor shooting personal FOUL (1 PF) (Layman 2 FT),"[1630550, 1627774]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203592.0,1.0,0.0,Layman,1627774.0,,,,,
546,PT09M57.00S,2022-10-08T01:22:11.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1627774,,,1610612738,86,96,2022-10-08T01:22:11Z,5440000,,,0,,J. Layman Free Throw 1 of 2 (4 PTS),[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
547,PT09M57.00S,2022-10-08T01:22:29.4Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1627774,,,1610612738,86,97,2022-10-08T01:22:29Z,5450000,,,0,,J. Layman Free Throw 2 of 2 (5 PTS),[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
549,PT09M55.00S,2022-10-08T01:22:43.8Z,4,REGULAR,foul,personal,['2freethrow'],203943,,,1610612766,86,97,2022-10-08T01:23:10Z,5460000,,,0,,N. Vonleh shooting personal FOUL (4 PF) (Rozier 2 FT),"[203943, 1626179]",1610612738.0,BOS,shooting,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203592.0,4.0,0.0,Rozier,1626179.0,,,,,
551,PT09M55.00S,2022-10-08T01:23:10.9Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,87,97,2022-10-08T01:23:10Z,5480000,,,0,,T. Rozier Free Throw 1 of 2 (13 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
552,PT09M55.00S,2022-10-08T01:23:27.3Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,88,97,2022-10-08T01:23:27Z,5490000,,,0,,T. Rozier Free Throw 2 of 2 (14 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
554,PT09M33.00S,2022-10-08T01:24:06.5Z,4,REGULAR,2pt,Jump Shot,[],1630271,86.64586070959264,69.6078431372549,1610612738,88,97,2022-10-08T01:24:12Z,5510000,98.0,73.0,1,right,MISS B. Thomas 12' floating Shot,[1630271],1610612738.0,BOS,floating,,,Thomas,B. Thomas,,,,,Mid-Range,8-16 Right,12.22,Missed,,,,,,,,,,,,,,,,,,
555,PT09M29.00S,2022-10-08T01:24:10.6Z,4,REGULAR,rebound,offensive,[],203943,,,1610612738,88,97,2022-10-08T01:24:10Z,5520000,,,0,,N. Vonleh REBOUND (Off:3 Def:4),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Right,,,554.0,7.0,4.0,3.0,,,,,,,,,,,,,,
556,PT09M29.00S,2022-10-08T01:24:13.0Z,4,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612738,88,97,2022-10-08T01:24:21Z,5530000,,,0,,L. Ball shooting personal FOUL (6 PF) (Vonleh 2 FT),"[1630163, 203943]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2534.0,6.0,0.0,Vonleh,203943.0,,,,,
558,PT09M29.00S,2022-10-08T01:24:22.9Z,4,REGULAR,substitution,out,[],1630163,,,1610612738,88,97,2022-10-08T01:24:30Z,5550000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT09M29.00S,2022-10-08T01:24:22.9Z,4,REGULAR,substitution,in,[],1630547,,,1610612738,88,97,2022-10-08T01:24:30Z,5560000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M29.00S,2022-10-08T01:24:41.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203943,,,1610612738,88,98,2022-10-08T01:24:41Z,5570000,,,0,,N. Vonleh Free Throw 1 of 2 (11 PTS),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
561,PT09M29.00S,2022-10-08T01:24:54.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203943,,,1610612738,88,99,2022-10-08T01:24:54Z,5580000,,,0,,N. Vonleh Free Throw 2 of 2 (12 PTS),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
562,PT09M07.00S,2022-10-08T01:25:21.1Z,4,REGULAR,2pt,Jump Shot,[],1629667,7.670827858081481,30.14705882352942,1610612766,88,99,2022-10-08T01:41:14Z,5590000,99.0,20.0,1,left,MISS J. McDaniels 10' fadeaway Shot,[1629667],1610612766.0,CHA,fadeaway,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,10.12,Missed,,,,,,,,,,,,,,,,,,
563,PT09M05.00S,2022-10-08T01:25:23.1Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,88,99,2022-10-08T01:25:23Z,5600000,,,0,,N. Vonleh REBOUND (Off:3 Def:5),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Right,,,562.0,8.0,5.0,3.0,,,,,,,,,,,,,,
564,PT08M56.00S,2022-10-08T01:25:32.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203943,90.45663600525624,50.49019607843137,1610612738,88,99,2022-10-08T01:25:36Z,5610000,2.0,37.0,1,right,MISS N. Vonleh turnaround Hook,[203943],1610612738.0,BOS,turnaround,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,,
565,PT08M54.00S,2022-10-08T01:25:34.2Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612766,88,99,2022-10-08T01:25:34Z,5620000,,,0,,T. Rozier REBOUND (Off:2 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,564.0,6.0,4.0,2.0,,,,,,,,,,,,,,
566,PT08M43.00S,2022-10-08T01:25:51.0Z,4,REGULAR,foul,personal,[],1630202,,,1610612766,88,99,2022-10-08T01:26:00Z,5630000,,,0,,P. Pritchard personal FOUL (4 PF),"[1630202, 1631109]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,4.0,0.0,Williams,1631109.0,,,,,
568,PT08M35.00S,2022-10-08T01:26:15.5Z,4,REGULAR,turnover,bad pass,[],1626179,,,1610612766,88,99,2022-10-08T01:26:19Z,5650000,,,0,,T. Rozier bad pass TURNOVER (2 TO),"[1626179, 203943]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Vonleh,203943.0,,
569,PT08M35.00S,2022-10-08T01:26:15.5Z,4,REGULAR,steal,,[],203943,,,1610612738,88,99,2022-10-08T01:26:17Z,5660000,,,0,,N. Vonleh STEAL (1 STL),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
570,PT08M31.00S,2022-10-08T01:26:25.6Z,4,REGULAR,turnover,out-of-bounds,[],1628382,,,1610612738,88,99,2022-10-08T01:28:05Z,5670000,,,0,,J. Jackson bad pass out-of-bounds TURNOVER (1 TO),[1628382],1610612738.0,BOS,bad pass,,,Jackson,J. Jackson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,203592.0,,,,,1.0,,,,
571,PT08M18.00S,2022-10-08T01:26:51.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630550,6.750985545335084,94.36274509803921,1610612766,88,99,2022-10-08T01:26:56Z,5680000,-222.0,11.0,1,left,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,22.21,Missed,,,,,,,,,,,,,,,,,,
572,PT08M16.00S,2022-10-08T01:26:53.0Z,4,REGULAR,rebound,offensive,[],1631109,,,1610612766,88,99,2022-10-08T01:26:53Z,5690000,,,0,,M. Williams REBOUND (Off:3 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Left Corner 3,24+ Left,,,571.0,4.0,1.0,3.0,,,,,,,,,,,,,,
573,PT08M13.00S,2022-10-08T01:26:56.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630550,17.65768725361366,60.049019607843135,1610612766,90,99,2022-10-08T01:26:59Z,5700000,-50.0,113.0,1,left,J. Thor 12' pullup Jump Shot (2 PTS) (M. Williams 2 AST),"[1630550, 1631109]",1610612766.0,CHA,pullup,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Center,12.41,Made,,,,,2.0,M. Williams,1631109.0,2.0,,,,,,,,,,
575,PT07M51.00S,2022-10-08T01:27:18.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627774,89.27398160315374,47.05882352941176,1610612738,90,99,2022-10-08T01:27:22Z,5720000,-15.0,48.0,1,right,MISS J. Layman driving Layup - blocked,"[1627774, 1629667]",1610612738.0,BOS,driving,,,Layman,J. Layman,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,McDaniels,1629667.0
576,PT07M51.00S,2022-10-08T01:27:18.0Z,4,REGULAR,block,,[],1629667,,,1610612738,90,99,2022-10-08T01:27:20Z,5730000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
577,PT07M47.00S,2022-10-08T01:27:22.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,90,99,2022-10-08T01:27:22Z,5740000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,575.0,,,,,,,,,,,,,,,,,
579,PT07M46.00S,2022-10-08T01:27:25.5Z,4,REGULAR,substitution,out,[],1626179,,,1610612766,90,99,2022-10-08T01:27:28Z,5760000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M46.00S,2022-10-08T01:27:25.5Z,4,REGULAR,substitution,in,[],1630622,,,1610612766,90,99,2022-10-08T01:27:28Z,5770000,,,0,,SUB in: J. Crutcher,[1630622],1610612766.0,CHA,,,,Crutcher,J. Crutcher,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M33.00S,2022-10-08T01:27:51.1Z,4,REGULAR,foul,personal,['2freethrow'],1627774,,,1610612766,90,99,2022-10-08T01:28:05Z,5780000,,,0,,J. Layman shooting personal FOUL (2 PF) (Williams 2 FT),"[1627774, 1631109]",1610612738.0,BOS,shooting,,,Layman,J. Layman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,2.0,0.0,Williams,1631109.0,,,,,
583,PT07M33.00S,2022-10-08T01:28:15.9Z,4,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,91,99,2022-10-08T01:28:15Z,5800000,,,0,,M. Williams Free Throw 1 of 2 (4 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
584,PT07M33.00S,2022-10-08T01:28:32.1Z,4,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,92,99,2022-10-08T01:28:32Z,5810000,,,0,,M. Williams Free Throw 2 of 2 (5 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
585,PT07M25.00S,2022-10-08T01:28:49.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628382,90.71944809461235,48.774509803921575,1610612738,92,101,2022-10-08T01:28:53Z,5820000,-6.0,35.0,1,right,J. Jackson driving reverse Layup (13 PTS) (P. Pritchard 6 AST),"[1628382, 1630202]",1610612738.0,BOS,driving reverse,,,Jackson,J. Jackson,,,,,Restricted Area,0-8 Center,3.52,Made,,,,,13.0,P. Pritchard,1630202.0,6.0,,,,,,,,,,
587,PT07M12.00S,2022-10-08T01:29:01.9Z,4,REGULAR,3pt,Jump Shot,[],1630622,33.42641261498029,66.17647058823529,1610612766,92,101,2022-10-08T01:29:05Z,5840000,-81.0,262.0,1,left,MISS J. Crutcher 27' 3PT,[1630622],1610612766.0,CHA,,,,Crutcher,J. Crutcher,,,,,Above the Break 3,24+ Center,27.39,Missed,,,,,,,,,,,,,,,,,,
588,PT07M10.00S,2022-10-08T01:29:03.7Z,4,REGULAR,rebound,defensive,[],1628382,,,1610612738,92,101,2022-10-08T01:29:03Z,5850000,,,0,,J. Jackson REBOUND (Off:1 Def:3),[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Center,,,587.0,4.0,3.0,1.0,,,,,,,,,,,,,,
589,PT06M42.00S,2022-10-08T01:29:25.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,71.40275952693824,22.303921568627445,1610612738,92,104,2022-10-08T01:29:29Z,5860000,-138.0,216.0,1,right,P. Pritchard 25' 3PT pullup (12 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,25.68,Made,,,,,12.0,,,,,,,,,,,,,
590,PT06M28.00S,2022-10-08T01:29:40.1Z,4,REGULAR,2pt,Jump Shot,[],1630547,23.570959264126145,36.029411764705884,1610612766,92,104,2022-10-08T01:29:43Z,5870000,70.0,169.0,1,left,MISS J. Bouknight 18' pullup Shot,[1630547],1610612766.0,CHA,pullup,,,Bouknight,J. Bouknight,,,,,Mid-Range,16-24 Right Center,18.3,Missed,,,,,,,,,,,,,,,,,,
591,PT06M25.00S,2022-10-08T01:29:42.3Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,92,104,2022-10-08T01:29:42Z,5880000,,,0,,N. Vonleh REBOUND (Off:3 Def:6),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,16-24 Right Center,,,590.0,9.0,6.0,3.0,,,,,,,,,,,,,,
592,PT06M21.00S,2022-10-08T01:29:46.9Z,4,REGULAR,turnover,lost ball,[],1630202,,,1610612738,92,104,2022-10-08T01:29:53Z,5890000,,,0,,P. Pritchard lost ball TURNOVER (1 TO),"[1630202, 1629667]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,McDaniels,1629667.0,,
593,PT06M21.00S,2022-10-08T01:29:46.9Z,4,REGULAR,steal,,[],1629667,,,1610612766,92,104,2022-10-08T01:29:48Z,5900000,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
594,PT06M16.00S,2022-10-08T01:29:51.3Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630622,29.221419185282528,81.12745098039215,1610612766,92,104,2022-10-08T01:48:06Z,5910000,-156.0,222.0,1,left,MISS J. Crutcher 27' running 3PT,[1630622],1610612766.0,CHA,running,,,Crutcher,J. Crutcher,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
595,PT06M13.00S,2022-10-08T01:29:54.3Z,4,REGULAR,rebound,offensive,[],1630547,,,1610612766,92,104,2022-10-08T01:48:06Z,5920000,,,0,,J. Bouknight REBOUND (Off:1 Def:4),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,,,594.0,5.0,4.0,1.0,,,,,,,,,,,,,,
