actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
260,PT04M16.00S,2023-04-26T00:25:01.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,57,48,2023-04-26T00:25:03Z,2530000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,259.0,2.0,2.0,0.0,,,,,,,,,,,,,
261,PT04M09.00S,2023-04-26T00:25:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.9862023653088,60.29411764705882,1610612738,59,48,2023-04-26T00:25:18Z,2540000,False,51.0,13.0,1,right,J. Brown driving Layup (20 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,20.0,,,,,,,,,,,,,,,,,
262,PT03M55.00S,2023-04-26T00:25:22.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,9.198423127463863,41.877297794117645,1610612737,59,50,2023-04-26T00:25:31Z,2550000,False,41.0,34.0,1,left,S. Bey driving Layup (12 PTS) (J. Collins 1 AST),"[1630180, 1628381]",1610612737.0,ATL,driving,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,5.3,Made,12.0,,,,,,,J. Collins,1628381.0,1.0,,,,,,,,
263,PT03M42.00S,2023-04-26T00:25:34.9Z,2,REGULAR,3pt,Jump Shot,[],1627763,70.12155059132719,71.32352941176471,1610612738,59,50,2023-04-26T00:31:35Z,2560000,False,107.0,228.0,1,right,MISS M. Brogdon 25' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
264,PT03M39.00S,2023-04-26T00:25:37.9Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,59,50,2023-04-26T00:25:39Z,2570000,False,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,263.0,3.0,3.0,0.0,,,,,,,,,,,,,
266,PT03M35.00S,2023-04-26T00:25:42.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,27.151773981603156,84.55882352941177,1610612737,59,50,2023-04-26T00:31:57Z,2580000,False,-173.0,203.0,1,left,MISS D. Hunter 26' running 3PT,[1629631],1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
267,PT03M32.00S,2023-04-26T00:25:45.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,59,50,2023-04-26T00:25:50Z,2590000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,266.0,2.0,2.0,0.0,,,,,,,,,,,,,
268,PT03M28.00S,2023-04-26T00:25:49.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,93.77463863337714,47.05882352941176,1610612738,61,50,2023-04-26T00:32:23Z,2600000,False,-15.0,6.0,1,right,J. Brown running reverse Layup (22 PTS) (M. Brogdon 1 AST),"[1627759, 1627763]",1610612738.0,BOS,running reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.59,Made,22.0,,,,,,,M. Brogdon,1627763.0,1.0,,,,,,,,
282,PT03M20.00S,2023-04-26T00:25:53.5Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,61,50,2023-04-26T00:28:00Z,2615000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 201143]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,4.0,,,,,Horford,201143.0
283,PT03M20.00S,2023-04-26T00:25:53.5Z,2,REGULAR,steal,,[],201143,,,1610612738,61,50,2023-04-26T00:27:13Z,2617500,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
273,PT03M13.00S,2023-04-26T00:26:04.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,93.9060446780552,48.529411764705884,1610612738,63,50,2023-04-26T00:32:57Z,2650000,False,-7.0,5.0,1,right,J. Tatum running Layup (8 PTS) (M. Brogdon 2 AST),"[1628369, 1627763]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.88,Made,8.0,,,,,,,M. Brogdon,1627763.0,2.0,,,,,,,,
275,PT02M57.00S,2023-04-26T00:26:20.0Z,2,REGULAR,2pt,Jump Shot,[],1629027,20.581471747700395,34.068627450980394,1610612737,63,52,2023-04-26T00:33:09Z,2670000,False,80.0,141.0,1,left,T. Young 16' driving floating Jump Shot (11 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,16.2,Made,11.0,,,,,,,,,,,,,,,,,
276,PT02M36.00S,2023-04-26T00:26:40.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,64.99671484888306,60.78431372549019,1610612738,63,52,2023-04-26T00:27:24Z,2680000,False,54.0,277.0,1,right,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,28.17,Missed,,,,,,,,,,,,,,,,,,
277,PT02M34.00S,2023-04-26T00:26:43.6Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,63,52,2023-04-26T00:26:43Z,2690000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,276.0,1.0,1.0,0.0,,,,,,,,,,,,,
278,PT02M30.00S,2023-04-26T00:26:47.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,40.491540735873855,57.46400122549019,1610612737,63,52,2023-04-26T00:34:23Z,2700000,False,-37.0,328.0,1,left,MISS T. Young 33' running pullup 3PT,[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,33.02,Missed,,,,,,,,,,,,,,,,,,
279,PT02M27.00S,2023-04-26T00:26:50.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,52,2023-04-26T00:27:28Z,2710000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,278.0,4.0,3.0,1.0,,,,,,,,,,,,,
280,PT02M27.00S,2023-04-26T00:26:54.0Z,2,REGULAR,foul,personal,[],1629027,,,1610612738,63,52,2023-04-26T00:35:23Z,2720000,False,,,0,,T. Young take personal FOUL (1 PF),"[1629027, 1628369]",1610612737.0,ATL,take,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2004.0,,1.0,0.0,Tatum,1628369.0,,
284,PT02M27.00S,2023-04-26T00:27:08.5Z,2,REGULAR,substitution,out,[],201143,,,1610612738,63,52,2023-04-26T00:27:17Z,2740000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M27.00S,2023-04-26T00:27:08.5Z,2,REGULAR,substitution,out,[],1630180,,,1610612738,63,52,2023-04-26T00:27:17Z,2750000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M27.00S,2023-04-26T00:27:08.5Z,2,REGULAR,substitution,in,[],203935,,,1610612738,63,52,2023-04-26T00:27:17Z,2760000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M27.00S,2023-04-26T00:27:08.5Z,2,REGULAR,substitution,in,[],203992,,,1610612738,63,52,2023-04-26T00:27:17Z,2770000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M17.00S,2023-04-26T00:27:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,90.53876478318003,53.818167892156865,1610612738,63,52,2023-04-26T00:36:40Z,2780000,False,19.0,36.0,1,right,MISS M. Smart turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
289,PT02M16.00S,2023-04-26T00:27:35.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,63,52,2023-04-26T00:38:59Z,2790000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,288.0,,,,,,,,,,,,,,,,
290,PT02M16.00S,2023-04-26T00:27:38.3Z,2,REGULAR,foul,personal,[],203935,,,1610612737,63,52,2023-04-26T00:38:13Z,2800000,False,,,0,,M. Smart loose ball personal FOUL (2 PF),"[203935, 203991]",1610612738.0,BOS,loose ball,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,,2.0,0.0,Capela,203991.0,,
292,PT01M59.00S,2023-04-26T00:28:06.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,10.512483574244413,57.38740808823529,1610612737,63,54,2023-04-26T00:38:11Z,2820000,False,-37.0,46.0,1,left,T. Young driving floating bank Jump Shot (13 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,13.0,,,,,,,,,,,,,,,,,
293,PT01M46.00S,2023-04-26T00:28:20.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,89.09329829172142,54.51133578431372,1610612738,65,54,2023-04-26T00:38:25Z,2830000,False,23.0,50.0,1,right,M. Smart driving floating Jump Shot (8 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,5.49,Made,8.0,,,,,,,,,,,,,,,,,
294,PT01M24.00S,2023-04-26T00:28:43.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,12.565703022339028,56.61764705882353,1610612737,65,56,2023-04-26T00:43:28Z,2840000,False,-33.0,66.0,1,left,J. Collins 7' turnaround Hook (10 PTS) (C. Capela 1 AST),"[1628381, 203991]",1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.35,Made,10.0,,,,,,,C. Capela,203991.0,1.0,,,,,,,,
295,PT01M05.00S,2023-04-26T00:29:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.9862023653088,45.83333333333333,1610612738,65,56,2023-04-26T00:29:19Z,2850000,False,-21.0,13.0,1,right,MISS J. Brown driving reverse Layup,[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
296,PT01M04.00S,2023-04-26T00:29:03.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,65,56,2023-04-26T00:29:19Z,2860000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,295.0,,,,,,,,,,,,,,,,
297,PT01M04.00S,2023-04-26T00:29:10.3Z,2,REGULAR,foul,personal,[],1629057,,,1610612737,65,56,2023-04-26T00:29:20Z,2870000,False,,,0,,R. Williams III loose ball personal FOUL (3 PF),"[1629057, 1628381]",1610612738.0,BOS,loose ball,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2004.0,,3.0,0.0,Collins,1628381.0,,
299,PT01M04.00S,2023-04-26T00:29:20.7Z,2,REGULAR,substitution,out,[],1629057,,,1610612737,65,56,2023-04-26T00:29:24Z,2890000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M04.00S,2023-04-26T00:29:20.7Z,2,REGULAR,substitution,in,[],201143,,,1610612737,65,56,2023-04-26T00:29:24Z,2900000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M51.80S,2023-04-26T00:29:51.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,19.398817345597898,35.78431372549019,1610612737,65,56,2023-04-26T00:44:25Z,2910000,False,71.0,130.0,1,left,MISS T. Young 14' driving floating Shot - blocked,"[1629027, 201143]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,14.8,Missed,,,,,,Horford,201143.0,,,,,,,,,,,
302,PT00M51.80S,2023-04-26T00:29:51.2Z,2,REGULAR,block,,[],201143,,,1610612737,65,56,2023-04-26T00:29:53Z,2920000,False,,,0,,A. Horford BLOCK (4 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
303,PT00M50.60S,2023-04-26T00:29:52.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,65,56,2023-04-26T00:29:56Z,2930000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,301.0,3.0,3.0,0.0,,,,,,,,,,,,,
304,PT00M50.60S,2023-04-26T00:30:03.6Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,65,56,2023-04-26T00:30:12Z,2940000,False,,,0,,J. Brown offensive FOUL (1 PF),"[1627759, 1629027]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2004.0,,1.0,0.0,Young,1629027.0,,
306,PT00M50.60S,2023-04-26T00:30:03.6Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,65,56,2023-04-26T00:30:03Z,2960000,False,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2004.0,2.0,,,,,,
307,PT00M32.60S,2023-04-26T00:30:44.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629027,29.38567674113009,50.0,1610612737,65,58,2023-04-26T00:30:51Z,2970000,False,0.0,224.0,1,left,T. Young 22' step back Jump Shot (15 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Center,22.37,Made,15.0,,,,,,,,,,,,,,,,,
308,PT00M22.70S,2023-04-26T00:30:57.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612738,65,58,2023-04-26T00:31:06Z,2980000,False,,,0,,T. Young personal FOUL (2 PF) (Brown 2 FT),"[1629027, 1627759]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,201639.0,,2.0,0.0,Brown,1627759.0,,
310,PT00M22.70S,2023-04-26T00:31:28.0Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,65,58,2023-04-26T00:31:28Z,3000000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
311,PT00M22.70S,2023-04-26T00:31:28.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,65,58,2023-04-26T00:31:28Z,3010000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,
312,PT00M22.70S,2023-04-26T00:31:30.6Z,2,REGULAR,substitution,out,[],203991,,,1610612738,65,58,2023-04-26T00:31:33Z,3020000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M22.70S,2023-04-26T00:31:30.6Z,2,REGULAR,substitution,in,[],1630180,,,1610612738,65,58,2023-04-26T00:31:33Z,3030000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M22.70S,2023-04-26T00:31:53.3Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,66,58,2023-04-26T00:31:53Z,3040000,False,,,0,,J. Brown Free Throw 2 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
315,PT00M04.40S,2023-04-26T00:32:14.7Z,2,REGULAR,3pt,Jump Shot,[],1629027,44.23455978975033,48.77450980392157,1610612737,66,58,2023-04-26T00:42:31Z,3050000,False,6.0,363.0,1,left,MISS T. Young 36' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,36.34,Missed,,,,,,,,,,,,,,,,,,
316,PT00M02.00S,2023-04-26T00:32:17.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,66,58,2023-04-26T00:32:17Z,3060000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,315.0,5.0,4.0,1.0,,,,,,,,,,,,,
317,PT00M00.00S,2023-04-26T00:32:21.0Z,2,REGULAR,period,end,[],0,,,1610612738,66,58,2023-04-26T00:32:21Z,3070000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-04-26T00:47:10.5Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612738,66,58,2023-04-26T00:47:40Z,3080000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-04-26T00:47:10.5Z,3,REGULAR,substitution,out,['startperiod'],1630180,,,1610612738,66,58,2023-04-26T00:47:40Z,3090000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-04-26T00:47:10.5Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,66,58,2023-04-26T00:47:40Z,3100000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2023-04-26T00:47:10.5Z,3,REGULAR,substitution,in,['startperiod'],203991,,,1610612738,66,58,2023-04-26T00:47:40Z,3110000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2023-04-26T00:48:11.3Z,3,REGULAR,period,start,[],0,,,1610612738,66,58,2023-04-26T00:48:11Z,3120000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M47.00S,2023-04-26T00:48:23.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.750985545335087,72.54901960784314,1610612738,69,58,2023-04-26T00:48:28Z,3130000,False,-113.0,246.0,1,left,J. Tatum 27' 3PT  (11 PTS) (A. Horford 4 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.06,Made,11.0,,,,,,,A. Horford,201143.0,4.0,,,,,,,,
325,PT11M32.00S,2023-04-26T00:48:38.7Z,3,REGULAR,3pt,Jump Shot,[],1629027,69.59592641261499,73.52941176470588,1610612737,69,58,2023-04-26T00:48:50Z,3140000,False,118.0,233.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
327,PT11M31.00S,2023-04-26T00:48:39.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,69,58,2023-04-26T00:48:50Z,3150000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,325.0,6.0,5.0,1.0,,,,,,,,,,,,,
328,PT11M17.00S,2023-04-26T00:48:53.2Z,3,REGULAR,3pt,Jump Shot,[],203935,17.559132720105126,7.107843137254902,1610612738,69,58,2023-04-26T00:49:03Z,3160000,False,214.0,113.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,24.23,Missed,,,,,,,,,,,,,,,,,,
329,PT11M14.00S,2023-04-26T00:48:55.9Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,69,58,2023-04-26T00:48:55Z,3170000,False,,,0,,D. Hunter REBOUND (Off:0 Def:4),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,328.0,4.0,4.0,0.0,,,,,,,,,,,,,
330,PT10M59.00S,2023-04-26T00:49:14.9Z,3,REGULAR,foul,offensive,[],1628381,,,1610612737,69,58,2023-04-26T00:49:22Z,3180000,False,,,0,,J. Collins offensive FOUL (2 PF),"[1628381, 1628401]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202027.0,,2.0,0.0,White,1628401.0,,
332,PT10M59.00S,2023-04-26T00:49:14.9Z,3,REGULAR,turnover,offensive foul,[],1628381,,,1610612737,69,58,2023-04-26T00:49:14Z,3200000,False,,,0,,J. Collins offensive foul TURNOVER (2 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202027.0,2.0,,,,,,
333,PT10M37.00S,2023-04-26T00:49:46.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,8.229303547963205,44.11764705882353,1610612738,71,58,2023-04-26T00:49:54Z,3210000,False,29.0,25.0,1,left,J. Tatum driving Layup (13 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.85,Made,13.0,,,,,,,,,,,,,,,,,
334,PT10M23.00S,2023-04-26T00:49:59.9Z,3,REGULAR,3pt,Jump Shot,[],1628381,67.09921156373193,41.66666666666667,1610612737,71,58,2023-04-26T00:50:05Z,3220000,False,-42.0,257.0,1,right,MISS J. Collins 26' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
335,PT10M20.00S,2023-04-26T00:50:02.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,71,58,2023-04-26T00:50:05Z,3230000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,334.0,4.0,4.0,0.0,,,,,,,,,,,,,
336,PT10M16.00S,2023-04-26T00:50:07.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,32.670827858081466,41.42156862745098,1610612738,71,58,2023-04-26T00:50:16Z,3240000,False,43.0,255.0,1,left,MISS J. Brown 25' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,25.82,Missed,,,,,,,,,,,,,,,,,,
337,PT10M13.00S,2023-04-26T00:50:10.3Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,71,58,2023-04-26T00:50:16Z,3250000,False,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,336.0,4.0,3.0,1.0,,,,,,,,,,,,,
338,PT10M04.00S,2023-04-26T00:50:19.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,88.38699080157687,50.98039215686274,1610612737,71,60,2023-04-26T00:50:54Z,3260000,False,5.0,57.0,1,right,B. Bogdanovic driving floating Jump Shot (8 PTS),[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,8.0,,,,,,,,,,,,,,,,,
339,PT09M41.00S,2023-04-26T00:50:41.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,21.23850197109067,9.068627450980392,1610612738,71,60,2023-04-26T00:50:45Z,3270000,False,205.0,147.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
340,PT09M39.00S,2023-04-26T00:50:43.4Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,71,60,2023-04-26T00:50:45Z,3280000,False,,,0,,C. Capela REBOUND (Off:1 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,339.0,5.0,4.0,1.0,,,,,,,,,,,,,
341,PT09M35.00S,2023-04-26T00:50:48.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,66.3107752956636,49.754901960784316,1610612737,71,63,2023-04-26T00:50:55Z,3290000,False,-1.0,264.0,1,right,T. Young 26' 3PT running pullup (18 PTS),[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.42,Made,18.0,,,,,,,,,,,,,,,,,
342,PT09M16.00S,2023-04-26T00:51:09.9Z,3,REGULAR,foul,personal,[],1629027,,,1610612738,71,63,2023-04-26T00:51:20Z,3300000,False,,,0,,T. Young personal FOUL (3 PF),"[1629027, 1628401]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2004.0,,3.0,0.0,White,1628401.0,,
344,PT09M09.00S,2023-04-26T00:51:31.7Z,3,REGULAR,3pt,Jump Shot,[],1628401,8.360709592641262,97.05882352941177,1610612738,74,63,2023-04-26T00:51:36Z,3320000,False,-235.0,26.0,1,left,D. White 3PT  (8 PTS) (J. Brown 2 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.67,Made,8.0,,,,,,,J. Brown,1627759.0,2.0,,,,,,,,
