actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
591,PT08M14.00S,2022-10-15T01:43:28.3Z,4,REGULAR,rebound,defensive,[],201152,,,1610612761,109,103,2022-10-15T01:43:28Z,5870000,,,0,,T. Young REBOUND (Off:2 Def:6),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,590.0,8.0,6.0,2.0,,,,,,,,,,,,,,
592,PT07M57.00S,2022-10-15T01:43:44.4Z,4,REGULAR,2pt,Jump Shot,[],1630625,89.43823915900131,15.686274509803921,1610612761,109,103,2022-10-15T01:43:53Z,5880000,-172.0,47.0,1,right,MISS D. Banton 17' step back Shot,[1630625],1610612761.0,TOR,step back,,,Banton,D. Banton,,,,,Mid-Range,16-24 Left,17.79,Missed,,,,,,,,,,,,,,,,,,
593,PT07M55.00S,2022-10-15T01:43:46.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,109,103,2022-10-15T01:43:53Z,5890000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Left,,,592.0,,,,,,,,,,,,,,,,,
595,PT07M55.00S,2022-10-15T01:43:52.3Z,4,REGULAR,substitution,out,[],201152,,,1610612761,109,103,2022-10-15T01:44:02Z,5910000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M55.00S,2022-10-15T01:43:52.3Z,4,REGULAR,substitution,out,[],1630625,,,1610612761,109,103,2022-10-15T01:44:02Z,5920000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT07M55.00S,2022-10-15T01:43:52.3Z,4,REGULAR,substitution,in,[],1630288,,,1610612761,109,103,2022-10-15T01:44:02Z,5930000,,,0,,SUB in: J. Dowtin,[1630288],1610612761.0,TOR,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M55.00S,2022-10-15T01:43:52.3Z,4,REGULAR,substitution,in,[],1631132,,,1610612761,109,103,2022-10-15T01:44:02Z,5940000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M47.00S,2022-10-15T01:44:20.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630173,84.70762155059133,44.85294117647059,1610612761,109,103,2022-10-15T01:44:25Z,5950000,-26.0,91.0,1,right,MISS P. Achiuwa 9' driving floating Shot,[1630173],1610612761.0,TOR,driving floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,9.48,Missed,,,,,,,,,,,,,,,,,,
600,PT07M44.00S,2022-10-15T01:44:23.7Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,109,103,2022-10-15T01:44:25Z,5960000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,599.0,4.0,4.0,0.0,,,,,,,,,,,,,,
601,PT07M30.00S,2022-10-15T01:44:38.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,13.222733245729303,43.872549019607845,1610612738,109,105,2022-10-15T01:49:08Z,5970000,31.0,72.0,1,left,M. Smart 7' pullup Jump Shot (15 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,,,,,15.0,,,,,,,,,,,,,
602,PT07M15.00S,2022-10-15T01:44:52.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630551,83.13074901445466,49.26470588235294,1610612761,109,105,2022-10-15T01:44:56Z,5980000,-4.0,106.0,1,right,MISS J. Champagnie 10' driving floating Shot,[1630551],1610612761.0,TOR,driving floating,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,10.62,Missed,,,,,,,,,,,,,,,,,,
603,PT07M14.00S,2022-10-15T01:44:53.9Z,4,REGULAR,rebound,offensive,[],1630551,,,1610612761,109,105,2022-10-15T01:44:53Z,5990000,,,0,,J. Champagnie REBOUND (Off:2 Def:2),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,602.0,4.0,2.0,2.0,,,,,,,,,,,,,,
604,PT07M12.00S,2022-10-15T01:44:55.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630551,91.80354796320631,50.73529411764706,1610612761,111,105,2022-10-15T01:45:03Z,6000000,4.0,25.0,1,right,J. Champagnie finger roll Layup (3 PTS),[1630551],1610612761.0,TOR,finger roll,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,3.0,,,,,,,,,,,,,
605,PT07M02.00S,2022-10-15T01:45:05.9Z,4,REGULAR,3pt,Jump Shot,[],201143,7.440867279894875,2.2058823529411766,1610612738,111,108,2022-10-15T01:45:10Z,6010000,239.0,17.0,1,left,A. Horford 3PT  (10 PTS) (S. Hauser 2 AST),"[201143, 1630573]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.96,Made,,,,,10.0,S. Hauser,1630573.0,2.0,,,,,,,,,,
607,PT06M38.00S,2022-10-15T01:45:29.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631132,88.38699080157687,39.950980392156865,1610612761,113,108,2022-10-15T01:45:34Z,6030000,-50.0,57.0,1,right,C. Koloko 7' turnaround Hook (12 PTS),[1631132],1610612761.0,TOR,turnaround,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,,,,,12.0,,,,,,,,,,,,,
608,PT06M24.00S,2022-10-15T01:45:43.3Z,4,REGULAR,3pt,Jump Shot,[],1630573,33.722076215505915,53.431372549019606,1610612738,113,108,2022-10-15T01:45:48Z,6040000,-17.0,264.0,1,left,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,26.51,Missed,,,,,,,,,,,,,,,,,,
609,PT06M22.00S,2022-10-15T01:45:45.3Z,4,REGULAR,rebound,defensive,[],1627823,,,1610612761,113,108,2022-10-15T01:45:48Z,6050000,,,0,,J. Hernangomez REBOUND (Off:1 Def:5),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Center,,,608.0,6.0,5.0,1.0,,,,,,,,,,,,,,
610,PT06M06.00S,2022-10-15T01:46:02.1Z,4,REGULAR,3pt,Jump Shot,[],1627823,66.3107752956636,52.69607843137255,1610612761,113,108,2022-10-15T01:46:06Z,6060000,13.0,264.0,1,right,MISS J. Hernangomez 26' 3PT,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Center,26.45,Missed,,,,,,,,,,,,,,,,,,
611,PT06M02.00S,2022-10-15T01:46:06.1Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,113,108,2022-10-15T01:46:06Z,6070000,,,0,,S. Hauser REBOUND (Off:1 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,610.0,3.0,2.0,1.0,,,,,,,,,,,,,,
612,PT05M52.00S,2022-10-15T01:46:15.5Z,4,REGULAR,3pt,Jump Shot,[],1630573,34.510512483574246,61.51960784313726,1610612738,113,108,2022-10-15T01:46:19Z,6080000,-58.0,272.0,1,left,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,27.79,Missed,,,,,,,,,,,,,,,,,,
613,PT05M49.00S,2022-10-15T01:46:18.5Z,4,REGULAR,rebound,defensive,[],1627823,,,1610612761,113,108,2022-10-15T01:46:19Z,6090000,,,0,,J. Hernangomez REBOUND (Off:1 Def:6),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Center,,,612.0,7.0,6.0,1.0,,,,,,,,,,,,,,
614,PT05M42.00S,2022-10-15T01:46:25.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630288,88.78120893561103,62.5,1610612761,115,108,2022-10-15T01:46:29Z,6100000,62.0,53.0,1,right,J. Dowtin 8' driving Hook (2 PTS),[1630288],1610612761.0,TOR,driving,,,Dowtin,J. Dowtin,,,,,In The Paint (Non-RA),8-16 Right,8.19,Made,,,,,2.0,,,,,,,,,,,,,
615,PT05M32.00S,2022-10-15T01:46:37.9Z,4,REGULAR,foul,personal,[],1630551,,,1610612738,115,108,2022-10-15T01:49:44Z,6110000,,,0,,J. Champagnie personal FOUL (2 PF),"[1630551, 203935]",1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1151.0,2.0,0.0,Smart,203935.0,,,,,
617,PT05M32.00S,2022-10-15T01:47:07.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,115,108,2022-10-15T01:47:07Z,6130000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT05M32.00S,2022-10-15T01:47:08.9Z,4,REGULAR,substitution,out,[],1627823,,,1610612738,115,108,2022-10-15T01:49:05Z,6140000,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT05M32.00S,2022-10-15T01:47:08.9Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,115,108,2022-10-15T01:49:05Z,6150000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT05M32.00S,2022-10-15T01:47:08.9Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,115,108,2022-10-15T01:49:05Z,6160000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M32.00S,2022-10-15T01:47:08.9Z,4,REGULAR,substitution,in,[],1628367,,,1610612738,115,108,2022-10-15T01:49:05Z,6170000,,,0,,SUB in: J. Jackson,[1628367],1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT05M32.00S,2022-10-15T01:47:08.9Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,115,108,2022-10-15T01:49:05Z,6180000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M32.00S,2022-10-15T01:47:08.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,115,108,2022-10-15T01:49:05Z,6190000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT05M25.00S,2022-10-15T01:49:43.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.5722733245729295,51.225490196078425,1610612738,115,110,2022-10-15T01:49:50Z,6200000,-6.0,19.0,1,left,J. Brown driving finger roll Layup (21 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,21.0,M. Smart,203935.0,3.0,,,,,,,,,,
626,PT05M08.00S,2022-10-15T01:50:02.2Z,4,REGULAR,foul,personal,[],1628401,,,1610612761,115,110,2022-10-15T01:50:07Z,6220000,,,0,,D. White personal FOUL (5 PF),"[1628401, 1630173]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1151.0,5.0,0.0,Achiuwa,1630173.0,,,,,
628,PT05M00.00S,2022-10-15T01:50:34.7Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612761,115,110,2022-10-15T01:50:47Z,6240000,,,0,,G. Williams shooting personal FOUL (2 PF) (Achiuwa 2 FT),"[1629684, 1630173]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1151.0,2.0,1.0,Achiuwa,1630173.0,,,,,
630,PT05M00.00S,2022-10-15T01:51:08.9Z,4,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,115,110,2022-10-15T01:51:08Z,6260000,,,0,,MISS P. Achiuwa Free Throw 1 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
631,PT05M00.00S,2022-10-15T01:51:08.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,115,110,2022-10-15T01:51:08Z,6270000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,,,,,
632,PT05M00.00S,2022-10-15T01:51:35.7Z,4,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,116,110,2022-10-15T01:51:35Z,6280000,,,0,,P. Achiuwa Free Throw 2 of 2 (11 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
633,PT04M48.00S,2022-10-15T01:51:52.2Z,4,REGULAR,3pt,Jump Shot,[],201143,5.469776609724048,2.450980392156863,1610612738,116,113,2022-10-15T01:51:57Z,6290000,238.0,-1.0,1,left,A. Horford 3PT  (13 PTS) (J. Brown 3 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.77,Made,,,,,13.0,J. Brown,1627759.0,3.0,,,,,,,,,,
635,PT04M41.00S,2022-10-15T01:52:00.9Z,4,REGULAR,foul,offensive,[],1631132,,,1610612761,116,113,2022-10-15T01:52:11Z,6310000,,,0,,C. Koloko off-the-ball offensive FOUL (6 PF),"[1631132, 203935]",1610612761.0,TOR,off-the-ball,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627524.0,6.0,0.0,Smart,203935.0,,,,,
637,PT04M41.00S,2022-10-15T01:52:00.9Z,4,REGULAR,turnover,offensive foul,[],1631132,,,1610612761,116,113,2022-10-15T01:52:00Z,6330000,,,0,,C. Koloko offensive foul TURNOVER (1 TO),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627524.0,,,,,,,1.0,,
638,PT04M41.00S,2022-10-15T01:52:10.1Z,4,REGULAR,substitution,out,[],1631132,,,1610612738,116,113,2022-10-15T01:52:23Z,6340000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT04M41.00S,2022-10-15T01:52:10.1Z,4,REGULAR,substitution,out,[],201143,,,1610612738,116,113,2022-10-15T01:52:23Z,6350000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT04M41.00S,2022-10-15T01:52:10.1Z,4,REGULAR,substitution,in,[],1630625,,,1610612738,116,113,2022-10-15T01:52:23Z,6360000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT04M41.00S,2022-10-15T01:52:10.1Z,4,REGULAR,substitution,in,[],203943,,,1610612738,116,113,2022-10-15T01:52:23Z,6370000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT04M22.00S,2022-10-15T01:54:14.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,9.543363994743759,50.245098039215684,1610612738,116,115,2022-10-15T01:54:19Z,6400000,-1.0,37.0,1,left,J. Brown cutting Layup (23 PTS) (D. White 2 AST),"[1627759, 1628401]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.72,Made,,,,,23.0,D. White,1628401.0,2.0,,,,,,,,,,
646,PT04M15.00S,2022-10-15T01:54:24.5Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612761,116,115,2022-10-15T01:54:32Z,6420000,,,0,,G. Williams shooting personal FOUL (3 PF) (Achiuwa 2 FT),"[1629684, 1630173]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,3.0,1.0,Achiuwa,1630173.0,,,,,
648,PT04M15.00S,2022-10-15T01:54:48.0Z,4,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,117,115,2022-10-15T01:55:16Z,6440000,,,0,,P. Achiuwa Free Throw 1 of 2 (12 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
649,PT04M15.00S,2022-10-15T01:54:48.9Z,4,REGULAR,substitution,out,[],1627759,,,1610612761,117,115,2022-10-15T01:54:57Z,6450000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT04M15.00S,2022-10-15T01:54:48.9Z,4,REGULAR,substitution,out,[],203935,,,1610612761,117,115,2022-10-15T01:54:57Z,6460000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT04M15.00S,2022-10-15T01:54:48.9Z,4,REGULAR,substitution,in,[],1630202,,,1610612761,117,115,2022-10-15T01:54:57Z,6470000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT04M15.00S,2022-10-15T01:54:48.9Z,4,REGULAR,substitution,in,[],1630573,,,1610612761,117,115,2022-10-15T01:54:57Z,6480000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT04M15.00S,2022-10-15T01:54:48.0Z,4,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,117,115,2022-10-15T01:55:16Z,6490000,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
654,PT04M13.00S,2022-10-15T01:54:50.0Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,117,115,2022-10-15T01:55:16Z,6500000,,,0,,N. Vonleh REBOUND (Off:0 Def:1),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,653.0,1.0,1.0,0.0,,,,,,,,,,,,,,
655,PT04M02.00S,2022-10-15T01:55:26.7Z,4,REGULAR,foul,personal,['2freethrow'],1628367,,,1610612738,117,115,2022-10-15T01:55:35Z,6510000,,,0,,J. Jackson shooting personal FOUL (1 PF) (Williams 2 FT),"[1628367, 1629684]",1610612761.0,TOR,shooting,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Williams,1629684.0,,,,,
657,PT04M02.00S,2022-10-15T01:55:57.3Z,4,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,117,116,2022-10-15T01:55:57Z,6530000,,,0,,G. Williams Free Throw 1 of 2 (9 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
658,PT04M02.00S,2022-10-15T01:56:10.4Z,4,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,117,117,2022-10-15T01:56:10Z,6540000,,,0,,G. Williams Free Throw 2 of 2 (10 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
659,PT03M40.00S,2022-10-15T01:56:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628367,94.1688567674113,54.166666666666664,1610612761,117,117,2022-10-15T01:56:39Z,6550000,21.0,2.0,1,right,MISS J. Jackson Layup,[1628367],1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
660,PT03M38.00S,2022-10-15T01:56:37.7Z,4,REGULAR,rebound,offensive,[],1630288,,,1610612761,117,117,2022-10-15T01:56:39Z,6560000,,,0,,J. Dowtin REBOUND (Off:1 Def:0),[1630288],1610612761.0,TOR,,,,Dowtin,J. Dowtin,,,,,Restricted Area,0-8 Center,,,659.0,1.0,0.0,1.0,,,,,,,,,,,,,,
661,PT03M37.00S,2022-10-15T01:56:39.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630288,84.83902759526939,48.77450980392157,1610612761,119,117,2022-10-15T01:56:43Z,6570000,-6.0,90.0,1,right,J. Dowtin 9' floating Jump Shot (4 PTS),[1630288],1610612761.0,TOR,floating,,,Dowtin,J. Dowtin,,,,,In The Paint (Non-RA),8-16 Center,9.02,Made,,,,,4.0,,,,,,,,,,,,,
662,PT03M26.00S,2022-10-15T01:56:53.0Z,4,REGULAR,foul,offensive,[],1629684,,,1610612738,119,117,2022-10-15T01:57:01Z,6580000,,,0,,G. Williams off-the-ball offensive FOUL (4 PF),"[1629684, 1628367]",1610612738.0,BOS,off-the-ball,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627524.0,4.0,1.0,Jackson,1628367.0,,,,,
664,PT03M26.00S,2022-10-15T01:56:53.0Z,4,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,119,117,2022-10-15T01:56:53Z,6600000,,,0,,G. Williams offensive foul TURNOVER (3 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627524.0,,,,,,,3.0,,
665,PT03M11.00S,2022-10-15T01:57:24.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630625,70.90998685939553,44.36274509803921,1610612761,121,117,2022-10-15T01:57:31Z,6610000,-28.0,221.0,1,right,D. Banton 22' pullup Jump Shot (9 PTS),[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,Mid-Range,16-24 Center,22.27,Made,,,,,9.0,,,,,,,,,,,,,
666,PT02M55.00S,2022-10-15T01:57:42.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628367,,,1610612738,121,117,2022-10-15T02:00:14Z,6620000,,,0,,J. Jackson shooting personal FOUL (2 PF) (White 2 FT),"[1628367, 1628401]",1610612761.0,TOR,shooting,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,2.0,0.0,White,1628401.0,,,,,
668,PT02M55.00S,2022-10-15T01:57:55.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,121,117,2022-10-15T01:57:55Z,6640000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT02M55.00S,2022-10-15T02:00:58.4Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,121,118,2022-10-15T02:00:58Z,6650000,,,0,,D. White Free Throw 1 of 2 (22 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
670,PT02M55.00S,2022-10-15T02:01:15.5Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,121,119,2022-10-15T02:01:15Z,6660000,,,0,,D. White Free Throw 2 of 2 (23 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
671,PT02M39.00S,2022-10-15T02:01:33.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612761,121,119,2022-10-15T02:01:42Z,6670000,,,0,,D. White shooting personal FOUL (6 PF) (Jackson 2 FT),"[1628401, 1628367]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,6.0,0.0,Jackson,1628367.0,,,,,
673,PT02M39.00S,2022-10-15T02:01:51.6Z,4,REGULAR,substitution,out,[],1628401,,,1610612761,121,119,2022-10-15T02:02:00Z,6690000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT02M39.00S,2022-10-15T02:01:51.6Z,4,REGULAR,substitution,in,[],1628382,,,1610612761,121,119,2022-10-15T02:02:00Z,6700000,,,0,,SUB in: J. Jackson,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT02M39.00S,2022-10-15T02:02:08.1Z,4,REGULAR,freethrow,1 of 2,[],1628367,,,1610612761,122,119,2022-10-15T02:02:30Z,6710000,,,0,,J. Jackson Free Throw 1 of 2 (1 PTS),[1628367],1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
676,PT02M39.00S,2022-10-15T02:02:08.1Z,4,REGULAR,freethrow,2 of 2,[],1628367,,,1610612761,122,119,2022-10-15T02:02:30Z,6720000,,,0,,MISS J. Jackson Free Throw 2 of 2,[1628367],1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
677,PT02M37.00S,2022-10-15T02:02:10.1Z,4,REGULAR,rebound,offensive,[],1630288,,,1610612761,122,119,2022-10-15T02:02:30Z,6730000,,,0,,J. Dowtin REBOUND (Off:2 Def:0),[1630288],1610612761.0,TOR,,,,Dowtin,J. Dowtin,,,,,,,,,676.0,2.0,0.0,2.0,,,,,,,,,,,,,,
678,PT02M24.00S,2022-10-15T02:02:42.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630625,92.72339027595268,44.85294117647059,1610612761,124,119,2022-10-15T02:02:46Z,6740000,-26.0,16.0,1,right,D. Banton driving Layup (11 PTS),[1630625],1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,3.02,Made,,,,,11.0,,,,,,,,,,,,,
679,PT02M05.00S,2022-10-15T02:03:00.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,8.492115637319317,53.67647058823529,1610612738,124,119,2022-10-15T02:03:06Z,6750000,-18.0,27.0,1,left,MISS G. Williams driving finger roll Layup,[1629684],1610612738.0,BOS,driving finger roll,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
